f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,0.021,0.014,0.03,0.005,0.02,0.017,0.024,0.03,0.014,0.1,0.082,0.119,0.01,0.098,0.092,0.108,0.119,0.082,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,1.0,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,149.212,0.007,149.212,149.209,149.217,149.222,149.199
0.1,0.011,0.006,0.018,0.003,0.01,0.009,0.013,0.018,0.006,0.073,0.056,0.092,0.009,0.072,0.066,0.079,0.092,0.056,0.0,0.0,0.0,0.0,0.525,0.5,1.0,0.109,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,1.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3000.0,3000.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,298.118,0.006,298.118,298.113,298.121,298.129,298.109
0.15,0.016,0.011,0.023,0.004,0.015,0.014,0.019,0.023,0.011,0.088,0.075,0.104,0.009,0.086,0.082,0.095,0.104,0.075,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,0.999,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,447.058,0.01,447.058,447.051,447.068,447.074,447.04
0.2,0.004,0.003,0.006,0.001,0.004,0.003,0.004,0.006,0.003,0.042,0.035,0.056,0.006,0.043,0.035,0.045,0.056,0.035,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,596.045,0.013,596.043,596.035,596.055,596.07,596.023
0.25,0.006,0.003,0.01,0.002,0.006,0.004,0.008,0.01,0.003,0.053,0.035,0.071,0.011,0.053,0.043,0.061,0.071,0.035,0.0,0.0,0.0,0.0,0.55,0.5,1.0,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,7500.0,7500.0,7500.0,0.0,7500.0,7500.0,7500.0,7500.0,7500.0,744.875,0.009,744.876,744.869,744.882,744.894,744.858
0.3,0.004,0.003,0.005,0.001,0.004,0.003,0.005,0.005,0.003,0.043,0.035,0.061,0.007,0.043,0.035,0.05,0.061,0.035,0.0,0.0,0.0,0.0,0.525,0.5,1.0,0.109,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9000.0,9000.0,9000.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,893.804,0.015,893.807,893.797,893.813,893.828,893.78
0.35,0.004,0.003,0.009,0.002,0.004,0.003,0.005,0.005,0.003,0.046,0.035,0.066,0.009,0.043,0.041,0.05,0.061,0.035,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,10.5,10.5,10.5,0.0,10.5,10.5,10.5,10.5,10.5,10500.0,10500.0,10500.0,0.0,10500.0,10500.0,10500.0,10500.0,10500.0,1042.68,0.006,1042.681,1042.676,1042.683,1042.694,1042.669
0.4,0.003,0.003,0.006,0.001,0.003,0.003,0.004,0.004,0.003,0.04,0.035,0.056,0.005,0.039,0.035,0.043,0.043,0.035,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.999,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12000.0,12000.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,1191.627,0.004,1191.627,1191.624,1191.629,1191.636,1191.619
0.45,0.004,0.003,0.008,0.002,0.004,0.003,0.005,0.008,0.003,0.046,0.035,0.066,0.012,0.043,0.035,0.057,0.066,0.035,0.0,0.0,0.0,0.0,0.625,0.5,1.0,0.217,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.999,13.5,13.5,13.5,0.0,13.5,13.5,13.5,13.5,13.5,13500.0,13500.0,13500.0,0.0,13500.0,13500.0,13500.0,13500.0,13500.0,1340.533,0.005,1340.532,1340.53,1340.536,1340.543,1340.524
0.5,0.004,0.003,0.006,0.001,0.004,0.003,0.004,0.006,0.003,0.046,0.035,0.066,0.01,0.043,0.035,0.056,0.066,0.035,0.0,0.0,0.0,0.0,0.65,0.5,1.0,0.229,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.999,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,15000.0,15000.0,15000.0,0.0,15000.0,15000.0,15000.0,15000.0,15000.0,1489.453,0.005,1489.454,1489.45,1489.456,1489.462,1489.443
