f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,4.596,2.362,8.061,1.751,4.15,3.151,5.848,8.061,2.362,12.492,2.693,27.977,8.313,10.854,5.424,19.03,27.977,2.693,0.212,0.0,0.25,0.089,81.05,19.75,161.75,48.383,20.4,11,39,8.8,17.5,12.75,25.5,39,11,0.128,0.006,0.982,0.011,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.0,2.0,0.0,150.0,150.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,18265.59,15.504,18262.963,18250.917,18280.277,18294.989,18243.726,150.0,0.0,368485.0,366544,370560,1089.191,368405.5,367678.0,369488.75,370560,366544,52.6,0,144,38.421,45.0,29.5,60.25,97,0,0.033,0.015,0.06,0.011,0.032,0.028,0.038,0.048,0.015
0.1,6.255,2.89,14.28,2.761,4.921,4.334,8.168,9.605,2.89,17.967,3.381,40.624,9.06,16.836,12.267,24.411,40.624,3.381,0.225,0.0,0.25,0.075,113.2,20.25,174.25,45.471,26.0,7,49,10.54,26.5,18.75,30.75,41,7,0.141,0.012,0.962,0.02,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,4.0,0.0,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,300.0,16853.116,57.622,16854.13,16806.017,16891.907,16995.726,16768.031,300.0,0.0,333664.85,329494,337439,2529.343,334451.5,331378.0,335909.0,337439,329494,221.0,42,435,122.454,160.0,137.75,320.25,435,42,0.075,0.04,0.105,0.017,0.078,0.062,0.084,0.105,0.04
0.15,7.681,2.83,18.396,4.224,6.726,4.731,9.478,12.27,2.83,21.151,3.334,43.455,11.668,22.711,10.829,28.665,43.455,3.334,0.0,0.0,0.0,0.0,119.575,22.0,183.5,56.045,28.45,13,79,15.154,23.5,19.0,32.5,44,13,0.143,0.008,0.948,0.024,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,0.45,0.0,6.0,0.0,450.0,450.0,450.0,0.0,450.0,450.0,450.0,450.0,450.0,15535.367,47.617,15533.315,15490.376,15563.729,15638.855,15473.362,450.0,0.0,306863.4,301195,313755,3395.0,306838.0,304376.0,309141.75,313755,301195,417.55,175,810,142.388,396.0,335.75,460.75,586,175,0.121,0.078,0.152,0.019,0.12,0.112,0.136,0.152,0.078
0.2,6.488,2.558,17.247,3.372,5.821,3.796,8.274,9.817,2.558,18.901,3.054,43.908,10.848,20.245,7.894,26.458,43.908,3.054,0.0,0.0,0.0,0.0,123.4,18.5,180.5,54.325,21.9,8,47,9.787,20.5,13.75,29.0,47,8,0.137,0.007,0.949,0.017,0.6,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.0,8.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,600.0,600.0,14294.833,64.806,14290.216,14249.473,14347.797,14422.252,14187.601,600.0,0.0,292264.85,285031,302279,4163.969,291952.5,290220.75,294366.75,297754,285031,634.4,131,1028,214.552,621.0,506.25,764.25,1028,131,0.155,0.102,0.232,0.034,0.15,0.13,0.19,0.232,0.102
0.25,6.535,2.676,12.559,2.839,5.737,4.27,7.976,12.559,2.676,20.92,3.104,41.17,9.824,19.61,15.454,25.699,37.377,3.104,0.0,0.0,0.0,0.0,132.725,19.5,192.5,48.123,19.65,7,52,12.543,16.5,10.75,22.0,31,7,0.135,0.008,0.947,0.017,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.0,10.0,0.0,750.0,750.0,750.0,0.0,750.0,750.0,750.0,750.0,750.0,13155.071,68.208,13145.935,13124.611,13189.4,13266.015,13059.321,750.0,0.0,278453.5,266326,294019,7288.064,277433.0,273885.75,281935.5,291466,266326,837.75,391,1337,290.446,812.0,628.75,1090.0,1337,391,0.196,0.152,0.24,0.027,0.191,0.175,0.221,0.24,0.152
0.3,5.166,1.98,13.434,2.822,4.676,3.004,6.152,10.211,1.98,15.522,2.245,42.602,10.786,12.81,7.392,22.263,42.602,2.245,0.0,0.0,0.0,0.0,89.625,14.0,180.0,51.413,16.6,8,29,6.135,16.5,12.25,20.25,29,8,0.129,0.007,0.945,0.017,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.0,12.0,0.0,900.0,900.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,12128.913,91.975,12111.634,12050.457,12218.3,12299.131,12011.708,900.0,0.0,269832.2,259494,282330,5894.832,269104.5,264356.0,273817.0,282330,259494,1059.75,676,2039,325.675,989.5,837.75,1173.5,1647,676,0.232,0.188,0.268,0.021,0.238,0.219,0.242,0.268,0.188
0.35,4.384,2.153,10.015,2.19,3.633,2.645,5.414,8.117,2.153,14.023,2.139,37.512,10.727,10.285,5.598,22.517,37.512,2.139,0.0,0.0,0.0,0.0,96.975,15.0,192.0,62.051,14.25,8,28,4.334,14.0,11.75,16.25,19,8,0.121,0.005,0.936,0.017,1.05,1.05,1.05,0.0,1.05,1.05,1.05,1.05,1.05,1.05,0.0,14.0,0.0,1050.0,1050.0,1050.0,0.0,1050.0,1050.0,1050.0,1050.0,1050.0,11177.55,77.868,11168.343,11134.786,11223.827,11318.259,11038.752,1050.0,0.0,259250.15,250664,267754,4847.462,259780.5,255151.25,263671.5,267754,250664,1408.15,781,1990,329.151,1431.5,1203.0,1596.75,1990,781,0.271,0.24,0.318,0.021,0.269,0.258,0.281,0.31,0.24
0.4,4.28,2.265,9.886,1.877,3.566,2.895,5.455,6.366,2.265,15.384,2.744,35.077,9.193,12.908,7.801,23.001,35.077,2.744,0.0,0.0,0.0,0.0,113.75,17.0,193.0,60.336,13.7,8,28,5.358,12.5,9.0,16.5,22,8,0.114,0.004,0.929,0.014,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1.2,0.0,16.0,0.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,10348.172,90.548,10350.399,10286.813,10397.382,10495.493,10153.837,1200.0,0.0,252612.7,246022,260926,3763.192,253525.0,250810.25,254435.75,258106,246022,1627.7,1097,2346,359.923,1616.0,1361.0,1847.75,2346,1097,0.306,0.268,0.342,0.02,0.304,0.292,0.32,0.342,0.268
0.45,3.928,1.785,7.626,1.791,3.511,2.425,4.791,7.626,1.785,12.862,2.194,29.956,8.68,12.832,4.444,17.754,29.956,2.194,0.0,0.0,0.0,0.0,90.925,17.0,167.5,57.164,13.85,5,38,7.052,13.0,9.75,17.0,22,5,0.106,0.004,0.922,0.022,1.35,1.35,1.35,0.0,1.35,1.35,1.35,1.35,1.35,1.35,0.0,18.0,0.0,1350.0,1350.0,1350.0,0.0,1350.0,1350.0,1350.0,1350.0,1350.0,9584.459,107.04,9612.197,9522.746,9661.065,9736.273,9427.23,1350.0,0.0,242957.15,235183,250204,4320.95,242878.0,239754.0,246667.75,250204,235183,2166.25,1371,3397,566.353,2132.5,1742.5,2476.25,3397,1371,0.331,0.265,0.365,0.024,0.33,0.321,0.353,0.365,0.295
0.5,3.557,1.686,7.491,1.556,3.013,2.255,4.699,7.491,1.686,13.239,1.783,30.965,8.598,12.353,6.179,18.516,30.965,1.783,0.0,0.0,0.0,0.0,107.175,13.0,182.5,55.072,10.2,4,18,4.069,9.0,7.0,14.25,18,4,0.101,0.004,0.918,0.021,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,20.0,0.0,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,8857.789,66.565,8853.349,8811.969,8890.946,8989.485,8723.533,1500.0,0.0,229814.15,220633,235319,3368.316,229910.5,227961.0,232172.0,235319,224821,2234.3,1070,3101,533.831,2319.5,1886.75,2583.75,3101,1070,0.357,0.33,0.398,0.015,0.356,0.349,0.361,0.37,0.335
