f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.55,3.193,1.592,6.078,1.282,2.97,2.094,3.838,6.078,1.592,11.545,2.153,27.593,7.864,9.445,3.947,17.571,27.593,2.153,0.0,0.0,0.0,0.0,84.525,16.5,185.5,56.533,10.45,4,21,3.918,9.5,8.0,13.0,16,4,0.098,0.002,0.925,0.016,1.65,1.65,1.65,0.0,1.65,1.65,1.65,1.65,1.65,1.65,0.0,22.0,0.0,1650.0,1650.0,1650.0,0.0,1650.0,1650.0,1650.0,1650.0,1650.0,8227.881,84.543,8202.828,8170.077,8256.197,8369.317,8092.595,1650.0,0.0,213175.95,206845,215671,1833.531,213596.0,212643.5,214255.75,215671,211167,2347.05,1273,3479,574.298,2376.0,2111.0,2554.5,3096,1454,0.397,0.36,0.442,0.019,0.395,0.384,0.411,0.442,0.36
0.6,2.924,1.596,5.923,0.989,2.667,2.282,3.615,3.955,1.596,11.402,2.345,25.295,6.228,11.402,7.0,14.796,25.295,2.345,0.0,0.0,0.0,0.0,98.6,18.5,181.0,50.344,8.8,4,19,3.6,8.0,6.75,10.25,15,4,0.097,0.003,0.929,0.021,1.8,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.8,1.8,0.0,24.0,0.0,1800.0,1800.0,1800.0,0.0,1800.0,1800.0,1800.0,1800.0,1800.0,7608.381,72.429,7595.981,7559.411,7642.981,7738.794,7489.763,1800.0,0.0,195839.1,191641,202761,2931.485,195995.0,193566.0,197238.75,200611,191641,2414.95,1259,4472,793.257,2416.0,1862.75,2762.75,3617,1259,0.42,0.36,0.472,0.028,0.421,0.403,0.439,0.472,0.36
0.65,3.032,1.36,5.811,1.342,2.649,1.983,3.91,5.811,1.36,11.641,1.876,25.824,8.004,10.177,4.149,18.808,25.824,1.876,0.0,0.0,0.0,0.0,94.625,16.5,173.0,58.735,9.6,4,19,4.055,9.5,7.25,11.25,14,4,0.092,0.003,0.913,0.021,1.95,1.95,1.95,0.0,1.95,1.95,1.95,1.95,1.95,1.95,0.0,26.0,0.0,1950.0,1950.0,1950.0,0.0,1950.0,1950.0,1950.0,1950.0,1950.0,7087.286,48.711,7087.884,7049.298,7117.542,7195.87,7001.48,1950.0,0.0,180575.85,174667,186386,3471.399,180898.5,177575.0,183476.5,186386,174667,2910.1,1507,5566,817.585,2743.5,2426.75,3085.25,3941,1507,0.44,0.412,0.478,0.02,0.436,0.422,0.456,0.478,0.412
0.7,2.518,1.22,6.107,1.409,1.838,1.479,3.082,4.263,1.22,8.976,1.359,28.248,8.765,3.963,2.355,13.949,28.248,1.359,0.0,0.0,0.0,0.0,74.55,10.0,183.0,67.207,8.05,1,22,4.318,7.0,5.0,10.0,12,1,0.09,0.003,0.916,0.023,2.1,2.1,2.1,0.0,2.1,2.1,2.1,2.1,2.1,2.1,0.0,28.0,0.0,2100.0,2100.0,2100.0,0.0,2100.0,2100.0,2100.0,2100.0,2100.0,6575.58,40.121,6564.094,6547.084,6600.954,6656.771,6520.861,2100.0,0.0,166175.5,160864,172981,3196.641,166055.5,163732.25,168393.0,172981,160864,2946.75,1253,5019,858.876,3078.5,2592.0,3380.25,4003,1524,0.462,0.43,0.502,0.022,0.461,0.442,0.48,0.502,0.43
0.75,2.873,1.251,6.612,1.371,2.644,1.906,3.303,4.082,1.251,11.408,1.502,29.396,8.345,9.975,3.05,16.576,29.396,1.502,0.0,0.0,0.0,0.0,89.075,10.5,177.5,60.828,8.6,2,13,2.8,9.0,7.75,10.25,13,4,0.089,0.002,0.909,0.032,2.25,2.25,2.25,0.0,2.25,2.25,2.25,2.25,2.25,2.25,0.0,30.0,0.0,2250.0,2250.0,2250.0,0.0,2250.0,2250.0,2250.0,2250.0,2250.0,6154.694,39.759,6150.116,6129.43,6172.7,6211.468,6094.529,2250.0,0.0,152638.3,148711,156801,2102.454,152242.0,151176.75,153635.5,156801,148711,3621.25,1564,6868,1591.688,3232.0,2300.25,5104.5,6868,1564,0.478,0.445,0.52,0.022,0.479,0.459,0.496,0.52,0.445
0.8,3.29,1.205,6.101,1.675,3.292,1.591,4.872,6.101,1.205,14.087,1.575,28.216,9.851,16.551,3.193,22.692,28.216,1.575,0.0,0.0,0.0,0.0,102.475,14.0,175.5,64.241,8.0,2,14,3.114,8.5,6.0,10.0,14,2,0.087,0.003,0.896,0.037,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2.4,0.0,32.0,0.0,2400.0,2400.0,2400.0,0.0,2400.0,2400.0,2400.0,2400.0,2400.0,5718.619,38.085,5713.325,5696.734,5741.036,5803.511,5653.445,2400.0,0.0,138703.55,132990,145676,2909.725,138769.5,137336.5,140394.75,142219,132990,4071.45,1469,7317,1404.226,3938.0,3420.5,4731.5,5054,1469,0.504,0.472,0.535,0.018,0.499,0.49,0.518,0.535,0.472
0.85,2.609,1.169,5.521,1.261,1.986,1.623,3.565,5.521,1.169,11.284,1.418,28.036,8.327,9.385,4.533,19.23,28.036,1.418,0.0,0.0,0.0,0.0,94.25,10.0,182.0,64.65,7.85,1,15,3.678,8.0,6.0,9.25,13,2,0.085,0.003,0.89,0.026,2.55,2.55,2.55,0.0,2.55,2.55,2.55,2.55,2.55,2.55,0.0,34.0,0.0,2550.0,2550.0,2550.0,0.0,2550.0,2550.0,2550.0,2550.0,2550.0,5322.03,32.823,5321.965,5309.678,5337.531,5346.58,5296.674,2550.0,0.0,125474.1,122998,131671,2041.225,124876.5,123964.25,126822.25,127983,122998,4245.7,1937,5880,987.466,4309.0,3672.0,4903.25,5880,1937,0.522,0.49,0.57,0.021,0.52,0.507,0.532,0.57,0.49
0.9,1.949,1.04,5.402,1.108,1.548,1.269,1.853,2.12,1.04,6.309,1.653,24.613,7.031,3.233,2.071,4.942,5.085,1.653,0.0,0.0,0.0,0.0,48.25,14.5,158.0,49.236,8.5,3,18,3.748,8.5,6.0,11.25,18,3,0.083,0.003,0.875,0.035,2.7,2.7,2.7,0.0,2.7,2.7,2.7,2.7,2.7,2.7,0.0,36.0,0.0,2700.0,2700.0,2700.0,0.0,2700.0,2700.0,2700.0,2700.0,2700.0,4990.444,32.829,4989.347,4968.147,5011.76,5059.387,4928.796,2700.0,0.0,108185.5,103270,112014,2034.736,108761.0,106772.75,109166.0,112014,103270,4660.2,2717,7391,1214.764,4715.0,3755.25,5301.0,7391,2717,0.537,0.505,0.568,0.016,0.536,0.529,0.548,0.568,0.505
0.95,1.853,1.145,5.058,1.025,1.554,1.26,1.828,2.357,1.145,5.919,1.57,24.557,6.38,3.841,1.925,5.368,7.387,1.57,0.0,0.0,0.0,0.0,52.05,12.0,163.0,51.134,8.65,1,17,4.736,7.5,5.0,13.0,17,1,0.08,0.003,0.867,0.039,2.85,2.85,2.85,0.0,2.85,2.85,2.85,2.85,2.85,2.85,0.0,38.0,0.0,2850.0,2850.0,2850.0,0.0,2850.0,2850.0,2850.0,2850.0,2850.0,4683.651,17.502,4684.076,4671.911,4697.468,4711.43,4638.145,2850.0,0.0,90152.4,88377,94019,1391.735,90035.0,88957.25,90886.25,91684,88377,4646.25,2662,8241,1442.196,4430.0,3568.5,5119.5,7142,2662,0.563,0.515,0.612,0.024,0.558,0.549,0.572,0.598,0.515
1.0,1.431,1.028,3.819,0.598,1.266,1.107,1.49,1.867,1.028,3.876,1.459,21.219,4.283,2.483,1.775,3.851,5.491,1.459,0.0,0.0,0.0,0.0,34.75,12.0,153.5,39.804,7.85,3,14,3.705,6.5,4.75,11.25,14,3,0.08,0.004,0.872,0.049,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,40.0,0.0,3000.0,3000.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,4413.442,17.43,4414.587,4399.032,4424.209,4446.531,4377.694,3000.0,0.0,66977.3,65644,68414,816.089,66967.0,66333.0,67540.75,68414,65644,4202.1,2013,7755,1393.982,3872.0,3192.25,5175.25,7755,2013,0.576,0.552,0.595,0.013,0.574,0.567,0.588,0.595,0.552
