pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
10.205,30.253,0.0,133.5,0.028,0.892,2.4,2.4,18.0,120.0,120.0,18172,0,0.445,1039.029
8.274,25.365,0.0,127.5,0.03,0.892,2.4,2.4,18.0,120.0,120.0,18212,0,0.422,1039.031
7.914,18.58,0.0,95.25,0.029,0.892,2.4,2.4,18.0,120.0,120.0,18206,0,0.435,1039.039
6.68,18.897,0.0,89.75,0.027,0.892,2.4,2.4,18.0,120.0,120.0,18154,0,0.448,1039.031
7.44,19.578,0.0,93.5,0.028,0.892,2.4,2.4,18.0,120.0,120.0,18168,0,0.432,1039.031
5.896,12.679,0.0,61.0,0.029,0.892,2.4,2.4,18.0,120.0,120.0,18225,0,0.425,1039.035
17.318,36.308,0.0,162.75,0.029,0.892,2.4,2.4,18.0,120.0,120.0,18237,0,0.435,1039.035
8.025,19.288,0.0,123.25,0.03,0.892,2.4,2.4,18.0,120.0,120.0,18226,0,0.427,1039.038
17.351,38.504,0.0,146.0,0.029,0.9,2.4,2.4,18.0,120.0,120.0,18210,0,0.43,1039.04
24.468,46.726,0.0,170.75,0.029,0.892,2.4,2.4,18.0,120.0,120.0,18220,0,0.432,1039.028
9.146,29.329,0.0,186.0,0.028,0.892,2.4,2.4,18.0,120.0,120.0,18185,0,0.438,1039.027
7.477,20.308,0.0,112.0,0.028,0.892,2.4,2.4,18.0,120.0,120.0,18167,0,0.445,1039.038
9.512,21.887,0.0,125.5,0.029,0.892,2.4,2.4,18.0,120.0,120.0,18218,0,0.427,1039.025
10.953,24.809,0.0,144.0,0.029,0.9,2.4,2.4,18.0,120.0,120.0,18220,0,0.425,1039.025
13.434,33.987,0.0,133.5,0.03,0.892,2.4,2.4,18.0,120.0,120.0,18212,0,0.422,1039.028
5.599,10.07,0.0,59.5,0.028,0.892,2.4,2.4,18.0,120.0,120.0,18190,0,0.438,1039.031
14.646,38.029,0.0,188.25,0.029,0.892,2.4,2.4,18.0,120.0,120.0,18182,0,0.432,1039.037
13.749,33.526,0.0,127.5,0.03,0.892,2.4,2.4,18.0,120.0,120.0,18238,0,0.432,1039.041
10.758,23.818,0.0,103.0,0.028,0.892,2.4,2.4,18.0,120.0,120.0,18185,0,0.448,1039.031
6.752,22.151,0.0,114.25,0.027,0.9,2.4,2.4,18.0,120.0,120.0,18165,0,0.44,1039.027
