f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,50.268,41.214,88.057,11.498,45.795,42.714,52.72,66.883,41.214,42.171,30.253,63.107,10.021,36.526,35.128,50.854,63.107,30.253,0.0,0.0,0.0,0.0,149.425,102.5,196.5,22.969,290.8,200,334,30.295,286.5,280.5,309.75,334,258,0.023,0.003,0.588,0.051,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,3.0,0.0,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,300.0,1866.912,71.961,1859.201,1816.13,1888.674,1973.675,1761.331,300.0,0.0,55540.45,52823,57258,1263.284,55709.5,54965.25,56575.75,57258,52823,498.5,395,627,64.586,488.5,450.25,540.0,627,395,0.269,0.225,0.312,0.022,0.265,0.255,0.279,0.312,0.225
0.1,44.625,26.282,79.086,12.187,43.154,38.229,49.5,63.647,26.282,46.081,32.315,63.891,7.121,45.286,42.825,49.731,55.79,35.762,0.0,0.0,0.0,0.0,166.162,116.5,195.0,19.183,241.9,153,332,51.476,241.0,209.75,288.5,332,153,0.024,0.003,0.507,0.04,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,600.0,600.0,1216.043,53.386,1217.864,1201.348,1236.753,1267.855,1175.523,600.0,0.0,42323.25,40575,45054,1233.971,41999.0,41309.5,43439.0,45054,40575,1201.25,968,1432,106.261,1210.5,1167.25,1242.5,1353,1138,0.568,0.52,0.648,0.034,0.556,0.54,0.59,0.648,0.52
0.15,43.48,21.68,68.045,12.055,40.778,34.852,53.483,68.045,21.68,47.1,31.47,61.887,8.642,47.472,38.327,52.63,61.887,31.47,0.0,0.0,0.0,0.0,167.4,118.0,196.5,21.192,232.95,133,341,46.685,235.5,204.5,251.5,312,169,0.025,0.003,0.456,0.045,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,0.0,900.0,900.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,865.566,41.894,858.053,840.77,882.684,943.428,785.929,900.0,0.0,31256.2,28407,34642,1630.816,31366.5,30481.75,32142.25,33627,28407,2082.85,1707,2597,188.718,2084.5,1996.0,2138.0,2267,1805,0.782,0.745,0.82,0.023,0.786,0.764,0.801,0.82,0.745
0.2,41.467,20.634,71.779,11.534,39.709,34.485,51.08,71.779,20.634,46.183,33.983,59.087,7.85,46.073,39.892,53.487,59.087,33.983,0.0,0.0,0.0,0.0,171.725,134.0,191.0,15.721,224.8,108,313,54.137,223.5,183.0,266.0,313,108,0.023,0.004,0.409,0.059,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,12.0,0.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,673.976,25.873,666.959,659.003,694.835,733.927,631.285,1200.0,0.0,24841.6,21131,27867,1534.276,25203.0,24397.75,25544.5,26790,23542,2804.15,2311,3504,305.006,2801.0,2589.25,2958.75,3504,2311,0.883,0.86,0.915,0.013,0.882,0.874,0.889,0.902,0.86
0.25,42.692,18.818,84.596,15.721,41.25,33.741,47.02,52.668,18.818,47.03,34.962,60.274,7.85,46.193,39.551,54.595,60.274,34.962,0.0,0.0,0.0,0.0,179.262,128.5,196.0,19.79,222.05,98,344,68.493,213.0,183.75,270.5,344,98,0.02,0.004,0.379,0.063,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,7.5,0.0,15.0,0.0,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,560.102,28.387,560.526,544.759,576.419,615.073,504.219,1500.0,0.0,20032.55,14467,23009,1978.602,20378.0,19494.75,21098.75,23009,18478,3957.3,3289,4851,416.67,3837.0,3674.75,4217.5,4851,3289,0.918,0.885,0.94,0.014,0.921,0.907,0.928,0.94,0.885
0.3,31.359,7.338,70.989,14.727,30.72,22.063,37.796,53.797,7.338,43.347,22.196,64.892,9.953,43.683,37.627,48.0,58.697,22.196,0.0,0.0,0.0,0.0,175.488,140.5,196.75,16.808,162.05,50,284,64.617,154.0,116.75,219.5,284,50,0.022,0.003,0.4,0.054,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,18.0,0.0,1800.0,1800.0,1800.0,0.0,1800.0,1800.0,1800.0,1800.0,1800.0,453.611,21.124,450.539,437.966,472.477,486.775,420.766,1800.0,0.0,17340.15,14891,19021,1085.98,17426.5,16695.0,18236.25,19021,14891,4537.45,3862,5242,415.545,4413.5,4231.25,4925.5,5242,3862,0.953,0.928,0.968,0.01,0.952,0.948,0.962,0.968,0.928
0.35,22.927,5.431,77.653,18.807,12.333,9.384,30.79,54.087,5.431,35.809,19.769,53.259,10.821,33.749,27.236,44.448,53.259,19.769,0.012,0.0,0.25,0.054,164.438,137.5,193.0,14.277,117.7,28,355,92.759,67.0,50.75,179.5,355,28,0.022,0.005,0.41,0.085,10.5,10.5,10.5,0.0,10.5,10.5,10.5,10.5,10.5,10.5,0.0,21.0,0.0,2100.0,2100.0,2100.0,0.0,2100.0,2100.0,2100.0,2100.0,2100.0,382.961,27.936,373.317,363.463,394.731,433.325,344.144,2100.0,0.0,14414.5,8189,16764,1687.551,14664.0,13991.5,15061.5,16106,12858,5320.65,4450,8002,836.685,4963.5,4829.0,5639.25,6610,4450,0.975,0.965,0.988,0.006,0.972,0.972,0.98,0.988,0.965
0.4,9.144,1.845,26.217,5.902,7.382,4.952,10.405,15.523,1.845,25.288,11.69,38.63,7.189,24.193,19.463,29.761,38.63,11.69,0.0,0.0,0.0,0.0,163.625,113.0,189.5,20.888,47.95,7,150,35.099,33.5,24.0,61.5,99,7,0.024,0.002,0.452,0.038,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,24.0,0.0,2400.0,2400.0,2400.0,0.0,2400.0,2400.0,2400.0,2400.0,2400.0,323.232,12.015,324.207,311.817,331.918,347.747,303.509,2400.0,0.0,12497.9,11235,13923,708.562,12320.5,12002.5,13067.0,13923,11235,5364.4,4819,6203,366.54,5274.5,5142.0,5623.25,6203,4819,0.983,0.965,0.99,0.006,0.985,0.98,0.988,0.99,0.975
0.45,5.156,1.244,8.363,2.265,5.922,3.308,7.061,8.363,1.244,20.25,6.292,30.122,6.987,21.441,15.091,26.13,30.122,6.292,0.0,0.0,0.0,0.0,156.3,73.5,190.0,33.424,23.55,3,42,11.084,22.5,16.25,33.0,42,3,0.024,0.001,0.456,0.021,13.5,13.5,13.5,0.0,13.5,13.5,13.5,13.5,13.5,13.5,0.0,27.0,0.0,2700.0,2700.0,2700.0,0.0,2700.0,2700.0,2700.0,2700.0,2700.0,283.096,9.86,280.065,277.697,289.288,298.206,264.708,2700.0,0.0,10156.15,9108,11593,669.678,9996.0,9653.5,10703.75,11593,9108,6249.4,5780,6606,236.262,6276.0,6141.75,6429.75,6606,5780,0.989,0.978,0.998,0.005,0.989,0.985,0.992,0.998,0.978
0.5,2.307,0.457,6.927,1.671,1.907,1.024,2.628,4.552,0.457,11.883,0.367,27.285,6.585,11.739,7.617,13.894,19.778,0.367,0.0,0.0,0.0,0.0,126.45,2.5,188.5,44.954,9.45,0,28,7.074,8.0,3.75,12.5,20,0,0.023,0.001,0.456,0.017,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,30.0,0.0,3000.0,3000.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,248.246,4.005,247.993,245.734,251.181,254.939,238.718,3000.0,0.0,8301.0,7596,9039,324.534,8356.0,8078.5,8511.0,9039,7596,6766.55,6445,7123,189.986,6728.0,6620.0,6870.75,7123,6445,0.989,0.978,1.0,0.005,0.99,0.985,0.992,1.0,0.978
