f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,28.804,16.891,55.162,12.184,23.037,19.225,38.265,55.162,16.891,43.998,32.959,64.973,10.173,40.405,35.372,51.569,64.973,32.959,0.0,0.0,0.0,0.0,165.975,121.0,195.5,23.958,139.15,77,221,43.387,125.5,102.0,173.25,221,77,0.044,0.003,0.7,0.024,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,3.0,0.0,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,9915.051,91.13,9928.78,9881.601,9967.212,10062.497,9839.698,1500.0,0.0,282804.0,274851,288953,4357.472,284232.5,278657.0,286360.5,288953,274851,1874.35,1677,2176,153.665,1817.0,1762.25,1971.5,2176,1677,0.264,0.2,0.33,0.037,0.265,0.239,0.291,0.33,0.2
0.1,14.772,2.817,36.169,11.728,9.996,4.819,23.87,36.169,2.817,33.032,13.803,58.67,15.212,27.568,19.41,47.011,58.67,13.803,0.0,0.0,0.0,0.0,163.725,129.5,190.5,21.203,62.2,15,157,47.273,47.5,21.75,86.75,157,15,0.043,0.003,0.687,0.035,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,3000.0,3000.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,6224.021,96.753,6188.184,6155.278,6300.02,6440.175,6082.266,3000.0,0.0,226860.75,222070,232707,2894.464,226817.5,225229.0,228976.0,232707,222070,3857.6,3197,4767,418.951,3714.0,3595.75,4002.5,4513,3197,0.543,0.48,0.618,0.04,0.544,0.509,0.569,0.618,0.48
0.15,1.96,0.389,9.264,2.199,1.105,0.492,2.254,2.28,0.389,9.827,0.334,31.874,8.894,8.66,1.338,14.037,31.874,0.334,0.0,0.0,0.0,0.0,101.275,2.0,195.5,70.542,6.5,0,33,8.652,3.5,0.75,7.25,16,0,0.04,0.002,0.694,0.026,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,0.0,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4393.895,68.827,4380.58,4352.143,4452.877,4511.007,4260.095,4500.0,0.0,190069.9,184741,193998,2349.602,190350.0,189028.5,191697.75,193998,186371,5700.25,4879,6780,471.909,5665.5,5351.25,6052.25,6780,4879,0.728,0.678,0.77,0.031,0.738,0.699,0.753,0.77,0.678
0.2,0.481,0.328,1.261,0.232,0.356,0.342,0.52,0.66,0.328,2.439,0.29,11.125,3.361,0.312,0.305,3.397,4.877,0.29,0.0,0.0,0.0,0.0,41.975,1.0,187.5,61.007,0.55,0,3,0.805,0.0,0.0,1.0,2,0,0.038,0.001,0.699,0.013,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,12.0,0.0,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,3278.408,61.965,3270.455,3239.457,3316.328,3402.39,3147.921,6000.0,0.0,161928.5,156255,164636,2078.659,162503.0,160621.75,163332.5,164636,158999,7107.15,6698,7691,286.746,7091.5,6867.75,7300.5,7691,6698,0.834,0.805,0.862,0.016,0.835,0.826,0.845,0.862,0.805
0.25,0.321,0.288,0.636,0.073,0.304,0.295,0.314,0.324,0.288,0.606,0.277,6.666,1.39,0.287,0.281,0.295,0.301,0.277,0.0,0.0,0.0,0.0,7.6,1.0,133.0,28.769,0.05,0,1,0.218,0.0,0.0,0.0,0,0,0.035,0.001,0.68,0.017,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,7.5,0.0,15.0,0.0,7500.0,7500.0,7500.0,0.0,7500.0,7500.0,7500.0,7500.0,7500.0,2615.41,43.225,2615.418,2587.156,2651.383,2695.243,2529.956,7500.0,0.0,137321.25,133870,140080,1489.312,137238.0,136766.0,138411.25,140080,134484,9404.25,8603,10490,477.563,9243.5,9059.0,9743.75,10490,8603,0.901,0.872,0.93,0.014,0.906,0.889,0.91,0.93,0.872
0.3,0.27,0.249,0.285,0.011,0.27,0.264,0.278,0.285,0.249,0.268,0.261,0.281,0.005,0.268,0.264,0.27,0.276,0.261,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,0.001,0.671,0.012,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,18.0,0.0,9000.0,9000.0,9000.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,2142.46,37.182,2148.647,2123.979,2162.784,2202.15,2066.534,9000.0,0.0,115512.35,112395,118824,1854.827,115860.5,113901.0,116651.75,118824,112395,11198.75,10401,11863,418.119,11348.5,10854.25,11498.75,11863,10401,0.935,0.912,0.958,0.012,0.934,0.925,0.945,0.958,0.912
0.35,0.25,0.23,0.27,0.01,0.251,0.242,0.257,0.27,0.23,0.26,0.252,0.267,0.004,0.26,0.257,0.263,0.267,0.252,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.001,0.657,0.013,10.5,10.5,10.5,0.0,10.5,10.5,10.5,10.5,10.5,10.5,0.0,21.0,0.0,10500.0,10500.0,10500.0,0.0,10500.0,10500.0,10500.0,10500.0,10500.0,1791.94,25.715,1793.041,1785.758,1804.997,1832.68,1758.386,10500.0,0.0,95811.15,91793,99004,1934.666,96092.5,94304.75,97474.25,99004,91793,13361.1,12155,14212,516.192,13526.5,13021.0,13665.25,14212,12155,0.958,0.945,0.975,0.009,0.956,0.95,0.964,0.975,0.945
0.4,0.227,0.203,0.244,0.01,0.228,0.219,0.236,0.244,0.203,0.252,0.248,0.258,0.003,0.252,0.25,0.254,0.258,0.248,0.0,0.0,0.0,0.0,0.85,0.5,1.0,0.229,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,0.001,0.637,0.011,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,24.0,0.0,12000.0,12000.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,1540.538,23.821,1534.73,1518.733,1562.134,1580.107,1504.243,12000.0,0.0,79677.95,77192,83687,1527.069,79325.5,78603.5,80255.5,82094,77192,15341.6,14537,16087,415.187,15383.5,15196.25,15541.25,15940,14714,0.972,0.958,0.982,0.007,0.97,0.969,0.978,0.982,0.958
0.45,0.21,0.192,0.226,0.009,0.21,0.205,0.215,0.226,0.192,0.249,0.243,0.254,0.002,0.249,0.247,0.25,0.254,0.243,0.0,0.0,0.0,0.0,0.825,0.5,1.0,0.238,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.027,0.001,0.612,0.013,13.5,13.5,13.5,0.0,13.5,13.5,13.5,13.5,13.5,13.5,0.0,27.0,0.0,13500.0,13500.0,13500.0,0.0,13500.0,13500.0,13500.0,13500.0,13500.0,1344.445,19.135,1341.699,1332.226,1357.165,1380.817,1299.738,13500.0,0.0,63975.6,59751,67285,2192.602,64470.0,62768.75,65660.75,67285,59751,18560.5,17064,19680,723.481,18563.5,18060.25,19105.5,19680,17064,0.981,0.962,0.995,0.007,0.982,0.978,0.985,0.995,0.97
0.5,0.194,0.179,0.212,0.008,0.193,0.189,0.2,0.212,0.179,0.245,0.241,0.248,0.002,0.245,0.243,0.247,0.248,0.241,0.0,0.0,0.0,0.0,0.775,0.5,1.0,0.249,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.025,0.0,0.588,0.01,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,30.0,0.0,15000.0,15000.0,15000.0,0.0,15000.0,15000.0,15000.0,15000.0,15000.0,1191.83,13.77,1191.377,1181.085,1200.956,1217.848,1168.834,15000.0,0.0,50268.25,47599,53248,1594.933,50124.0,49092.75,51478.0,53248,47599,21180.3,20096,22282,538.367,21203.0,20783.0,21514.75,22282,20096,0.989,0.978,1.0,0.008,0.991,0.984,0.995,1.0,0.978
