f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,0.003,0.003,0.003,0.0,0.003,0.003,0.003,0.003,0.003,0.035,0.035,0.035,0.0,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,0.999,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,596.594,0.006,596.594,596.591,596.599,596.606,596.582
0.1,0.003,0.003,0.003,0.0,0.003,0.003,0.003,0.003,0.003,0.035,0.035,0.035,0.0,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,0.999,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,12000.0,12000.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,1192.243,0.007,1192.243,1192.239,1192.245,1192.251,1192.234
0.15,0.003,0.003,0.003,0.0,0.003,0.003,0.003,0.003,0.003,0.035,0.035,0.035,0.0,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,0.999,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,18000.0,18000.0,18000.0,0.0,18000.0,18000.0,18000.0,18000.0,18000.0,1787.908,0.006,1787.907,1787.903,1787.913,1787.919,1787.898
0.2,0.003,0.003,0.004,0.0,0.003,0.003,0.003,0.003,0.003,0.039,0.035,0.056,0.007,0.035,0.035,0.035,0.035,0.035,0.0,0.0,0.0,0.0,0.575,0.5,1.0,0.179,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,24000.0,24000.0,24000.0,0.0,24000.0,24000.0,24000.0,24000.0,24000.0,2383.572,0.006,2383.571,2383.568,2383.573,2383.579,2383.563
0.25,0.003,0.003,0.004,0.001,0.003,0.003,0.004,0.004,0.003,0.043,0.035,0.056,0.01,0.035,0.035,0.056,0.056,0.035,0.0,0.0,0.0,0.0,0.675,0.5,1.0,0.238,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,30000.0,30000.0,30000.0,0.0,30000.0,30000.0,30000.0,30000.0,30000.0,2979.22,0.01,2979.22,2979.21,2979.227,2979.238,2979.204
0.3,0.003,0.003,0.004,0.001,0.003,0.003,0.004,0.004,0.003,0.046,0.035,0.056,0.01,0.046,0.035,0.056,0.056,0.035,0.0,0.0,0.0,0.0,0.75,0.5,1.0,0.25,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,36000.0,36000.0,36000.0,0.0,36000.0,36000.0,36000.0,36000.0,36000.0,3574.887,0.007,3574.887,3574.883,3574.894,3574.9,3574.874
0.35,0.003,0.003,0.004,0.001,0.004,0.003,0.004,0.004,0.003,0.049,0.035,0.056,0.01,0.056,0.035,0.056,0.056,0.035,0.0,0.0,0.0,0.0,0.825,0.5,1.0,0.238,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,0.999,10.5,10.5,10.5,0.0,10.5,10.5,10.5,10.5,10.5,42000.0,42000.0,42000.0,0.0,42000.0,42000.0,42000.0,42000.0,42000.0,4170.542,0.007,4170.542,4170.535,4170.549,4170.554,4170.531
0.4,0.003,0.003,0.004,0.001,0.004,0.003,0.004,0.004,0.003,0.049,0.035,0.056,0.01,0.056,0.035,0.056,0.056,0.035,0.0,0.0,0.0,0.0,0.825,0.5,1.0,0.238,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.999,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,48000.0,48000.0,48000.0,0.0,48000.0,48000.0,48000.0,48000.0,48000.0,4766.2,0.007,4766.2,4766.198,4766.205,4766.212,4766.192
0.45,0.003,0.003,0.004,0.001,0.004,0.003,0.004,0.004,0.003,0.049,0.035,0.056,0.01,0.056,0.035,0.056,0.056,0.035,0.0,0.0,0.0,0.0,0.825,0.5,1.0,0.238,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.999,13.5,13.5,13.5,0.0,13.5,13.5,13.5,13.5,13.5,54000.0,54000.0,54000.0,0.0,54000.0,54000.0,54000.0,54000.0,54000.0,5361.862,0.009,5361.862,5361.856,5361.864,5361.874,5361.848
0.5,0.004,0.003,0.004,0.0,0.004,0.004,0.004,0.004,0.004,0.054,0.035,0.056,0.006,0.056,0.056,0.056,0.056,0.056,0.0,0.0,0.0,0.0,0.95,0.5,1.0,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.999,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,60000.0,60000.0,60000.0,0.0,60000.0,60000.0,60000.0,60000.0,60000.0,5957.523,0.007,5957.523,5957.517,5957.528,5957.54,5957.512
