f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,12.773,4.139,30.884,7.459,11.484,6.889,17.279,30.884,4.139,25.586,5.109,44.745,11.374,25.291,17.491,33.199,44.745,5.109,0.25,0.25,0.25,0.0,121.675,22.25,176.75,34.139,76.85,24,163,34.036,74.0,51.75,92.25,138,24,0.031,0.722,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,80.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,3114.729,36.228,3109.188,3094.181,3129.022,3153.159,3042.194
0.1,27.948,6.951,58.461,12.208,26.306,18.161,35.86,58.461,6.951,37.885,16.894,56.015,9.551,37.6,30.341,44.856,56.015,16.894,0.237,0.0,0.25,0.054,143.55,92.75,177.75,22.067,164.25,55,269,54.607,156.0,117.0,210.75,269,55,0.038,0.753,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,160.0,160.0,160.0,0.0,160.0,160.0,160.0,160.0,160.0,2549.991,50.374,2548.221,2525.967,2560.504,2589.029,2506.122
0.15,21.261,5.277,39.908,10.398,19.525,13.711,29.691,39.908,5.277,36.993,13.122,60.484,12.294,34.622,29.711,46.43,60.484,13.122,0.0,0.0,0.0,0.0,155.462,105.5,181.5,23.785,108.65,13,211,55.466,102.0,56.25,155.75,211,13,0.045,0.736,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,240.0,2133.723,51.023,2134.348,2080.569,2177.242,2238.735,2044.16
0.2,15.773,2.446,30.653,8.315,15.797,10.09,22.425,30.653,2.446,31.266,2.935,49.712,12.515,31.83,26.467,38.183,49.712,10.512,0.0,0.0,0.0,0.0,139.738,15.5,189.25,43.795,89.0,16,181,49.481,80.0,49.75,133.25,181,16,0.051,0.715,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,320.0,320.0,320.0,0.0,320.0,320.0,320.0,320.0,320.0,1808.59,37.32,1809.981,1783.536,1822.027,1871.434,1746.114
0.25,18.577,2.727,43.732,12.468,14.137,9.053,24.963,43.732,2.727,31.855,6.088,52.906,13.422,31.1,23.728,39.133,52.906,6.088,0.0,0.0,0.0,0.0,143.875,68.5,187.5,33.536,100.3,5,220,63.116,85.5,52.0,148.75,220,5,0.051,0.691,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,1580.095,43.079,1579.626,1541.158,1597.308,1647.507,1511.537
0.3,17.465,4.681,44.769,11.264,12.72,9.181,22.924,43.327,4.681,32.86,11.566,61.765,11.945,29.775,26.744,43.435,61.765,11.566,0.0,0.0,0.0,0.0,144.263,55.5,193.5,37.955,87.9,24,284,64.625,75.0,36.0,112.0,201,24,0.048,0.658,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,480.0,480.0,480.0,0.0,480.0,480.0,480.0,480.0,480.0,1388.554,35.815,1380.217,1365.61,1406.278,1453.723,1318.679
0.35,12.599,2.431,37.41,8.567,9.597,5.993,17.646,25.497,2.431,28.135,3.377,47.78,11.26,29.039,18.508,36.655,47.78,3.377,0.0,0.0,0.0,0.0,152.812,21.5,190.5,36.291,65.65,13,225,54.855,50.0,33.5,68.75,98,13,0.05,0.672,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,560.0,560.0,560.0,0.0,560.0,560.0,560.0,560.0,560.0,1222.736,31.751,1219.699,1206.925,1239.239,1272.72,1172.439
0.4,12.154,2.245,39.866,10.343,9.406,4.998,13.186,20.629,2.245,26.22,2.845,51.032,12.977,27.436,17.879,34.346,51.032,2.845,0.0,0.0,0.0,0.0,130.65,18.5,190.0,46.024,55.55,8,256,59.075,36.5,23.5,56.5,101,8,0.05,0.658,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,640.0,640.0,640.0,0.0,640.0,640.0,640.0,640.0,640.0,1095.253,27.461,1101.0,1072.94,1119.535,1142.619,1047.652
0.45,9.873,1.331,25.845,6.123,9.6,5.091,13.753,25.845,1.331,26.474,2.397,48.672,12.81,27.713,18.628,35.956,48.672,2.397,0.0,0.0,0.0,0.0,138.0,22.0,190.5,46.467,41.05,5,100,27.371,37.5,19.5,58.75,100,5,0.049,0.678,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,720.0,720.0,720.0,0.0,720.0,720.0,720.0,720.0,720.0,965.136,27.291,966.014,944.425,981.978,1022.196,912.755
0.5,5.876,1.505,16.566,3.473,5.176,3.793,7.758,11.638,1.505,17.474,3.309,28.377,7.182,18.562,13.871,22.4,28.377,3.309,0.0,0.0,0.0,0.0,124.7,28.5,181.0,43.742,30.9,4,158,34.4,17.5,11.0,36.25,49,4,0.047,0.662,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,800.0,800.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,873.35,33.74,869.833,843.758,894.202,967.65,829.585
