f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,4.608,2.299,10.071,2.256,3.584,3.09,5.975,10.071,2.299,10.333,1.575,24.936,7.721,8.765,3.985,16.532,24.936,1.575,0.25,0.25,0.25,0.0,61.55,6.25,153.75,41.136,16.5,0,38,11.084,14.0,9.5,24.5,38,0,0.031,1.0,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,40.0,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,14.658,0.001,14.658,14.657,14.659,14.66,14.656
0.1,1.041,0.893,2.676,0.384,0.932,0.923,0.97,0.983,0.893,1.25,0.549,12.124,2.505,0.616,0.59,0.693,0.772,0.549,0.198,0.0,0.25,0.099,8.842,1.75,88.75,18.524,0.7,0,8,2.002,0.0,0.0,0.0,0,0,0.031,1.0,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,80.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,29.285,0.001,29.284,29.284,29.286,29.288,29.282
0.15,1.084,1.023,1.169,0.041,1.074,1.05,1.11,1.169,1.023,0.801,0.723,0.907,0.059,0.796,0.746,0.837,0.907,0.723,0.0,0.0,0.0,0.0,4.45,3.0,6.25,0.809,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,120.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,43.763,0.001,43.763,43.762,43.764,43.765,43.761
0.2,0.589,0.528,0.737,0.047,0.582,0.565,0.6,0.649,0.528,0.48,0.372,0.632,0.069,0.48,0.447,0.519,0.583,0.372,0.125,0.0,0.25,0.125,3.188,2.25,4.25,0.512,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,1.0,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,160.0,160.0,160.0,0.0,160.0,160.0,160.0,160.0,160.0,58.141,0.002,58.141,58.14,58.142,58.144,58.138
0.25,0.858,0.802,0.914,0.035,0.853,0.825,0.895,0.914,0.802,0.653,0.593,0.728,0.04,0.655,0.619,0.684,0.728,0.593,0.0,0.0,0.0,0.0,3.412,2.5,4.75,0.495,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,200.0,200.0,72.584,0.002,72.584,72.583,72.585,72.586,72.58
0.3,0.857,0.789,0.928,0.04,0.85,0.828,0.885,0.928,0.789,0.706,0.665,0.763,0.026,0.704,0.687,0.725,0.763,0.665,0.0,0.0,0.0,0.0,3.275,2.5,4.5,0.558,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,1.0,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,240.0,87.015,0.002,87.015,87.014,87.016,87.019,87.011
0.35,0.668,0.608,0.754,0.033,0.662,0.648,0.682,0.723,0.608,0.539,0.46,0.607,0.037,0.538,0.514,0.561,0.607,0.46,0.0,0.0,0.0,0.0,2.963,2.25,5.0,0.624,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,1.0,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,280.0,280.0,280.0,0.0,280.0,280.0,280.0,280.0,280.0,101.438,0.003,101.438,101.436,101.44,101.441,101.434
0.4,0.484,0.412,0.552,0.039,0.479,0.454,0.519,0.552,0.412,0.462,0.375,0.535,0.038,0.465,0.437,0.484,0.535,0.375,0.0,0.0,0.0,0.0,2.513,2.25,3.25,0.279,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,1.0,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,320.0,320.0,320.0,0.0,320.0,320.0,320.0,320.0,320.0,115.791,0.003,115.791,115.789,115.792,115.794,115.787
0.45,0.617,0.567,0.691,0.032,0.614,0.599,0.634,0.667,0.567,0.523,0.477,0.584,0.027,0.522,0.509,0.537,0.569,0.477,0.0,0.0,0.0,0.0,2.85,2.5,3.25,0.267,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,1.0,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,360.0,360.0,360.0,0.0,360.0,360.0,360.0,360.0,360.0,130.26,0.002,130.26,130.259,130.261,130.263,130.257
0.5,0.524,0.473,0.602,0.036,0.52,0.492,0.55,0.602,0.473,0.512,0.456,0.597,0.035,0.508,0.485,0.529,0.566,0.456,0.0,0.0,0.0,0.0,2.988,2.25,4.5,0.562,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,1.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,144.671,0.003,144.67,144.669,144.673,144.676,144.667
