pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
10.785,31.055,0.0,119.75,0.02,0.733,2.4,2.4,18.0,120.0,120.0,1208,260,0.443,18.896
11.471,32.215,0.0,129.75,0.019,0.75,2.4,2.4,18.0,120.0,120.0,1378,288,0.448,17.938
11.424,33.013,0.0,129.75,0.02,0.792,2.4,2.4,18.0,120.0,120.0,1026,218,0.445,19.609
10.709,31.078,0.0,119.75,0.021,0.758,2.4,2.4,18.0,120.0,120.0,1058,226,0.432,19.169
11.472,32.123,0.0,119.75,0.02,0.733,2.4,2.4,18.0,120.0,120.0,826,274,0.443,19.009
10.883,31.483,0.0,119.75,0.02,0.675,2.4,2.4,18.0,120.0,120.0,1557,318,0.435,17.746
10.855,31.182,0.0,119.75,0.02,0.733,2.4,2.4,18.0,120.0,120.0,1346,244,0.44,19.086
10.195,30.406,0.0,119.75,0.02,0.742,2.4,2.4,18.0,120.0,120.0,1102,246,0.432,18.99
11.473,33.28,0.0,129.75,0.021,0.742,2.4,2.4,18.0,120.0,120.0,1183,213,0.443,19.443
10.26,30.196,0.0,119.75,0.021,0.725,2.4,2.4,18.0,120.0,120.0,1161,250,0.427,18.593
10.624,30.745,0.0,119.75,0.021,0.817,2.4,2.4,18.0,120.0,120.0,1377,222,0.438,19.125
11.097,31.784,0.0,119.75,0.02,0.8,2.4,2.4,18.0,120.0,120.0,1289,260,0.427,18.777
10.311,30.457,0.0,119.75,0.022,0.808,2.4,2.4,18.0,120.0,120.0,1298,190,0.438,20.222
12.045,32.337,0.0,119.75,0.02,0.725,2.4,2.4,18.0,120.0,120.0,1281,310,0.43,17.712
10.998,31.183,0.0,119.75,0.021,0.742,2.4,2.4,18.0,120.0,120.0,1228,293,0.432,18.102
9.323,28.465,0.0,119.75,0.023,0.833,2.4,2.4,18.0,120.0,120.0,1165,176,0.425,20.516
11.646,32.655,0.0,135.5,0.021,0.725,2.4,2.4,18.0,120.0,120.0,1000,241,0.417,18.699
11.46,32.947,0.0,129.75,0.02,0.767,2.4,2.4,18.0,120.0,120.0,1288,210,0.44,19.219
10.214,30.022,0.0,119.75,0.021,0.775,2.4,2.4,18.0,120.0,120.0,1261,213,0.438,19.79
11.123,31.631,0.0,119.75,0.021,0.783,2.4,2.4,18.0,120.0,120.0,1064,264,0.43,18.606
