f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.55,2.363,1.241,4.927,0.898,2.061,1.883,2.608,3.282,1.241,11.072,2.326,26.025,6.067,10.609,6.465,14.821,26.025,2.326,0.0,0.0,0.0,0.0,107.75,19.0,177.0,52.334,8.3,4,14,2.17,8.5,7.0,9.25,11,4,0.102,0.001,0.955,0.009,1.65,1.65,1.65,0.0,1.65,1.65,1.65,1.65,1.65,1.65,0.0,22.0,0.0,6600.0,6600.0,6600.0,0.0,6600.0,6600.0,6600.0,6600.0,6600.0,32818.651,150.348,32826.144,32718.123,32895.714,33015.075,32589.411,6600.0,0.0,852464.1,841854,864048,5276.552,851386.0,848818.25,856069.5,864048,841854,4978.4,3334,6708,886.774,5059.5,4298.5,5475.75,6708,3334,0.385,0.348,0.425,0.023,0.38,0.369,0.408,0.425,0.348
0.6,2.032,1.218,3.73,0.821,1.581,1.398,2.558,3.73,1.218,8.618,1.904,19.11,6.623,4.123,3.104,15.418,19.11,1.904,0.0,0.0,0.0,0.0,77.55,14.5,161.0,58.9,7.95,4,14,2.499,8.0,6.0,9.0,13,4,0.099,0.001,0.957,0.014,1.8,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.8,1.8,0.0,24.0,0.0,7200.0,7200.0,7200.0,0.0,7200.0,7200.0,7200.0,7200.0,7200.0,30494.832,109.124,30493.069,30434.248,30580.688,30675.676,30299.476,7200.0,0.0,778977.7,769714,796308,6792.906,778430.0,773092.75,782876.0,796308,769714,5142.95,3662,9967,1524.022,4528.0,4128.25,5748.5,7663,3662,0.402,0.355,0.458,0.025,0.401,0.384,0.416,0.458,0.355
0.65,1.866,1.029,3.949,0.765,1.484,1.348,2.063,3.109,1.029,7.965,1.23,20.536,5.813,6.928,3.018,10.32,20.536,1.23,0.0,0.0,0.0,0.0,85.025,9.0,169.0,58.37,7.1,0,12,2.681,7.0,6.0,9.0,12,3,0.095,0.002,0.952,0.013,1.95,1.95,1.95,0.0,1.95,1.95,1.95,1.95,1.95,1.95,0.0,26.0,0.0,7800.0,7800.0,7800.0,0.0,7800.0,7800.0,7800.0,7800.0,7800.0,28305.514,139.461,28356.178,28239.687,28392.149,28499.316,28081.377,7800.0,0.0,716271.25,706045,734200,6533.948,715121.5,712417.25,718413.75,725932,706045,5995.4,3737,9314,1498.456,5595.5,4853.25,6916.0,9314,3737,0.43,0.38,0.475,0.024,0.432,0.419,0.443,0.475,0.388
0.7,1.796,0.946,4.38,0.975,1.345,1.198,1.795,2.292,0.946,7.408,1.65,24.987,7.471,3.629,2.171,8.778,14.863,1.65,0.0,0.0,0.0,0.0,72.025,13.5,180.0,60.432,7.15,2,16,2.78,7.0,6.0,8.0,10,3,0.093,0.002,0.944,0.015,2.1,2.1,2.1,0.0,2.1,2.1,2.1,2.1,2.1,2.1,0.0,28.0,0.0,8400.0,8400.0,8400.0,0.0,8400.0,8400.0,8400.0,8400.0,8400.0,26274.04,97.009,26259.843,26201.334,26328.837,26392.966,26114.926,8400.0,0.0,659295.95,639592,675016,9005.076,660097.5,652359.75,663155.5,675016,639592,7536.2,4617,12167,1854.486,6932.5,6375.75,8304.0,10730,4617,0.456,0.412,0.5,0.024,0.452,0.446,0.478,0.5,0.412
0.75,1.827,0.927,3.875,0.943,1.321,1.099,2.707,3.875,0.927,7.924,1.586,19.785,6.968,3.881,2.182,15.587,19.785,1.586,0.0,0.0,0.0,0.0,71.05,13.5,155.0,59.289,6.55,1,13,2.636,6.5,5.0,7.25,9,3,0.09,0.002,0.937,0.019,2.25,2.25,2.25,0.0,2.25,2.25,2.25,2.25,2.25,2.25,0.0,30.0,0.0,9000.0,9000.0,9000.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,24406.031,70.857,24397.875,24357.192,24458.353,24594.782,24281.519,9000.0,0.0,609972.6,593599,628530,9844.962,608175.5,604231.5,617609.0,628530,593599,8317.9,5488,12393,2000.77,8223.5,6857.5,9174.5,12393,5488,0.473,0.44,0.512,0.021,0.473,0.458,0.488,0.512,0.44
0.8,1.605,0.941,3.482,0.824,1.13,1.04,2.122,3.482,0.941,6.623,1.526,19.739,6.7,2.334,2.048,13.448,19.739,1.526,0.0,0.0,0.0,0.0,60.2,13.5,161.5,59.698,6.5,3,11,2.012,6.5,5.0,7.0,9,3,0.09,0.002,0.937,0.018,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2.4,0.0,32.0,0.0,9600.0,9600.0,9600.0,0.0,9600.0,9600.0,9600.0,9600.0,9600.0,22823.636,88.04,22819.759,22762.149,22850.695,22974.285,22688.575,9600.0,0.0,557146.55,542884,567478,6527.268,558425.0,552554.75,562495.75,567478,542884,8826.8,5283,13031,2291.442,8432.0,7521.0,10423.0,13031,5283,0.497,0.462,0.52,0.017,0.502,0.482,0.51,0.52,0.462
0.85,1.645,0.893,4.076,1.055,1.243,0.985,1.438,1.443,0.893,6.428,1.531,23.097,7.42,3.206,1.915,4.687,4.958,1.531,0.0,0.0,0.0,0.0,50.25,14.0,166.0,53.739,7.4,3,12,2.728,7.5,5.0,10.0,12,3,0.087,0.002,0.913,0.019,2.55,2.55,2.55,0.0,2.55,2.55,2.55,2.55,2.55,2.55,0.0,34.0,0.0,10200.0,10200.0,10200.0,0.0,10200.0,10200.0,10200.0,10200.0,10200.0,21309.056,86.416,21312.377,21249.914,21376.501,21460.298,21136.763,10200.0,0.0,503692.65,495479,511738,3860.011,503756.5,502401.5,506495.0,511738,496701,12584.2,8265,16848,2490.172,12271.0,10802.75,14209.5,16848,8265,0.523,0.475,0.555,0.023,0.526,0.514,0.542,0.555,0.475
0.9,1.535,0.883,4.085,0.946,1.109,0.956,1.456,1.919,0.883,6.197,1.682,22.381,6.836,2.319,1.88,6.386,9.927,1.682,0.0,0.0,0.0,0.0,54.1,16.5,156.0,55.661,6.65,3,12,2.725,5.5,5.0,9.0,12,3,0.084,0.003,0.9,0.027,2.7,2.7,2.7,0.0,2.7,2.7,2.7,2.7,2.7,2.7,0.0,36.0,0.0,10800.0,10800.0,10800.0,0.0,10800.0,10800.0,10800.0,10800.0,10800.0,19948.17,51.655,19929.356,19913.003,19983.439,20040.665,19837.445,10800.0,0.0,439451.45,432764,445773,3524.537,440507.0,436624.0,442469.5,445773,432764,13260.15,6973,21166,3624.439,12472.0,10712.25,15877.25,21166,6973,0.536,0.502,0.568,0.021,0.538,0.517,0.553,0.568,0.502
0.95,1.112,0.828,1.535,0.227,1.066,0.896,1.286,1.535,0.828,2.924,1.663,4.832,1.155,2.695,1.852,4.032,4.832,1.663,0.0,0.0,0.0,0.0,24.275,14.5,35.5,6.651,7.9,3,12,3.463,7.5,5.0,11.0,12,3,0.083,0.003,0.905,0.022,2.85,2.85,2.85,0.0,2.85,2.85,2.85,2.85,2.85,2.85,0.0,38.0,0.0,11400.0,11400.0,11400.0,0.0,11400.0,11400.0,11400.0,11400.0,11400.0,18736.401,34.292,18739.888,18710.566,18761.01,18804.573,18669.707,11400.0,0.0,363852.7,358119,371137,3863.87,363883.0,360523.5,366624.75,371137,358119,11721.0,7210,17996,2575.431,10976.0,10576.0,12477.75,14885,8360,0.55,0.505,0.585,0.023,0.556,0.536,0.564,0.585,0.505
1.0,0.957,0.79,1.26,0.155,0.887,0.85,0.995,1.16,0.79,2.258,1.478,3.94,0.794,1.861,1.803,2.34,2.34,1.478,0.0,0.0,0.0,0.0,20.15,12.0,33.5,4.651,6.3,3,12,3.132,5.0,4.0,7.25,12,3,0.081,0.003,0.892,0.034,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,40.0,0.0,12000.0,12000.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,17672.429,18.476,17673.001,17663.023,17681.725,17708.632,17639.266,12000.0,0.0,264025.0,256411,269301,3621.814,264086.0,262599.5,267058.25,269301,256411,12796.15,9153,18927,2770.295,12192.5,10320.25,14844.25,18927,9153,0.574,0.528,0.602,0.018,0.579,0.567,0.582,0.602,0.558
