f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,50.553,34.17,72.856,9.952,49.291,43.54,56.534,72.856,34.17,43.781,30.127,59.308,8.266,44.599,35.266,47.606,59.308,30.127,0.037,0.0,0.25,0.089,156.576,109.75,184.25,19.924,291.95,229,353,37.622,290.0,259.0,315.5,353,229,0.023,0.486,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,150.0,150.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,988.395,57.66,984.252,945.351,1024.35,1120.612,898.975
0.1,54.824,41.645,84.301,9.266,53.679,49.967,58.195,67.335,41.645,48.711,32.586,59.841,7.737,49.543,41.999,56.337,59.841,32.586,0.0,0.0,0.0,0.0,170.225,120.5,192.5,20.211,288.45,240,354,35.17,285.5,260.75,315.5,354,240,0.021,0.486,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,300.0,573.271,32.744,573.29,553.054,595.505,632.609,506.485
0.15,49.731,36.114,78.042,10.2,49.322,42.541,55.352,67.754,36.114,47.157,33.523,58.008,6.783,47.516,44.136,52.347,58.008,33.523,0.0,0.0,0.0,0.0,168.838,121.25,191.5,15.87,268.8,203,344,39.892,263.5,244.25,285.75,344,203,0.021,0.439,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,450.0,450.0,450.0,0.0,450.0,450.0,450.0,450.0,450.0,413.926,23.001,414.488,393.823,434.945,456.874,374.484
0.2,52.589,24.548,73.671,11.012,51.086,46.504,60.928,73.671,39.936,47.815,38.173,57.967,5.648,47.78,43.26,53.061,57.967,38.173,0.0,0.0,0.0,0.0,172.625,131.0,198.0,18.916,279.7,115,334,51.9,297.0,259.0,313.75,334,211,0.019,0.383,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,600.0,600.0,331.113,26.175,335.217,309.89,349.891,384.809,280.871
0.25,49.217,36.994,87.652,11.959,46.912,41.582,52.065,59.69,36.994,45.894,34.185,57.406,6.241,44.473,41.418,48.596,57.406,34.185,0.0,0.0,0.0,0.0,169.675,134.25,197.5,15.442,273.85,187,355,41.944,277.0,254.0,294.75,355,213,0.017,0.322,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,750.0,750.0,750.0,0.0,750.0,750.0,750.0,750.0,750.0,266.393,12.86,263.978,258.329,272.697,285.707,239.163
0.3,52.53,23.559,86.254,15.465,50.878,46.429,60.354,69.271,28.742,49.344,35.132,59.798,7.066,52.115,43.866,55.387,59.798,35.132,0.0,0.0,0.0,0.0,176.662,141.75,196.5,14.066,263.95,136,341,56.17,274.0,235.0,299.25,341,165,0.017,0.302,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,900.0,900.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,231.598,15.892,227.532,222.497,238.477,259.98,201.275
0.35,52.634,25.285,81.662,13.438,49.211,43.378,58.926,81.662,25.285,48.954,30.918,60.25,7.164,47.789,45.572,55.169,60.25,38.991,0.0,0.0,0.0,0.0,178.062,144.0,197.0,14.014,268.95,150,340,47.566,275.5,241.0,303.25,340,150,0.015,0.287,10.5,10.5,10.5,0.0,10.5,10.5,10.5,10.5,10.5,1050.0,1050.0,1050.0,0.0,1050.0,1050.0,1050.0,1050.0,1050.0,197.199,14.643,193.5,186.055,203.234,228.452,172.448
0.4,50.356,25.188,85.831,14.547,44.501,41.563,61.042,85.831,25.188,47.883,35.027,58.75,6.985,50.035,42.642,53.237,58.75,35.027,0.0,0.0,0.0,0.0,175.25,130.5,195.0,16.912,262.85,157,354,62.069,271.0,212.0,308.5,354,157,0.014,0.263,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,180.744,21.443,175.363,167.131,186.846,196.844,159.742
0.45,44.149,22.984,64.519,12.004,44.653,33.254,53.666,64.519,22.984,47.655,34.483,64.779,7.948,47.83,42.427,50.884,60.616,34.483,0.0,0.0,0.0,0.0,173.625,142.5,193.0,14.985,231.8,134,329,62.943,217.5,188.5,288.0,329,134,0.015,0.271,13.5,13.5,13.5,0.0,13.5,13.5,13.5,13.5,13.5,1350.0,1350.0,1350.0,0.0,1350.0,1350.0,1350.0,1350.0,1350.0,155.745,12.447,156.433,143.337,164.951,179.184,138.774
0.5,36.022,15.484,63.366,11.51,34.388,28.741,43.197,63.366,15.484,43.262,31.161,54.763,6.036,42.501,40.078,47.926,54.763,31.161,0.0,0.0,0.0,0.0,174.912,150.0,192.5,12.667,203.85,93,323,61.552,201.0,159.0,256.0,323,93,0.016,0.284,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,134.505,6.905,135.104,131.438,138.785,142.577,121.705
