f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,5.216,1.501,17.136,3.71,3.575,2.539,6.988,10.788,1.501,15.977,1.414,40.493,11.388,12.924,6.894,22.484,40.493,1.414,0.0,0.0,0.0,0.0,107.138,8.0,193.0,55.444,21.2,0,59,14.511,16.0,12.75,25.0,31,0,0.094,0.9,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,15831.838,80.003,15819.97,15774.947,15890.114,15985.765,15689.107
0.1,7.177,1.914,20.677,4.696,5.568,4.019,7.91,12.924,1.914,23.811,4.337,52.615,12.246,24.092,14.777,28.83,45.737,4.337,0.0,0.0,0.0,0.0,138.725,40.0,193.5,50.471,24.3,5,53,15.235,18.0,13.0,38.0,53,5,0.093,0.858,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,800.0,800.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,13061.546,126.05,13078.228,12976.835,13158.853,13250.812,12810.191
0.15,4.339,1.403,13.904,3.321,3.223,2.32,4.335,5.405,1.403,14.731,1.525,38.965,11.371,11.359,6.571,18.873,36.648,1.525,0.0,0.0,0.0,0.0,93.7,10.0,193.0,57.91,15.4,1,51,11.825,12.0,7.75,20.0,38,1,0.087,0.856,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,10908.17,111.08,10885.187,10844.146,10963.746,11081.982,10738.862
0.2,2.962,1.106,7.692,1.525,2.749,1.716,3.3,5.393,1.106,13.818,1.69,32.347,7.835,12.316,9.623,17.541,26.109,1.69,0.0,0.0,0.0,0.0,121.4,18.0,185.5,56.318,8.45,2,17,4.41,7.5,5.75,12.0,17,2,0.078,0.86,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,1600.0,1600.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,9267.416,107.246,9261.909,9217.089,9322.656,9393.573,9065.238
0.25,2.658,1.073,5.566,1.432,2.241,1.589,3.432,5.566,1.073,13.231,1.223,28.868,8.361,13.979,6.647,18.483,28.868,1.223,0.0,0.0,0.0,0.0,113.575,9.0,190.0,62.715,5.95,0,13,3.383,6.0,3.75,8.0,13,0,0.072,0.854,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2000.0,2000.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,7923.751,81.306,7917.578,7871.042,7974.947,8083.659,7754.951
0.3,2.582,1.016,4.42,1.014,2.643,1.711,3.363,4.42,1.016,14.528,2.184,25.544,6.672,16.089,9.561,19.846,25.544,2.184,0.0,0.0,0.0,0.0,132.25,19.0,194.0,53.547,5.55,2,10,2.179,6.0,3.75,6.25,10,2,0.067,0.845,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2400.0,2400.0,2400.0,0.0,2400.0,2400.0,2400.0,2400.0,2400.0,6892.881,74.9,6890.824,6844.98,6957.331,7015.936,6740.343
0.35,1.821,0.691,3.965,0.855,1.803,1.006,2.342,3.965,0.691,9.882,0.588,24.513,6.568,10.428,2.899,14.04,24.513,0.588,0.0,0.0,0.0,0.0,100.5,3.5,188.0,57.352,4.1,0,8,2.047,4.0,3.0,5.0,8,0,0.061,0.832,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,2800.0,2800.0,2800.0,0.0,2800.0,2800.0,2800.0,2800.0,2800.0,6072.256,76.251,6060.135,6011.706,6114.988,6258.792,5945.02
0.4,1.563,0.689,3.552,0.629,1.565,1.068,1.878,2.399,0.689,8.46,0.804,21.965,4.912,7.901,4.445,11.443,16.889,0.804,0.0,0.0,0.0,0.0,98.05,12.5,181.0,54.978,4.3,1,9,2.193,4.0,2.75,5.25,9,1,0.059,0.83,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,3200.0,3200.0,3200.0,0.0,3200.0,3200.0,3200.0,3200.0,3200.0,5369.593,87.231,5373.37,5312.559,5432.386,5572.451,5197.424
0.45,1.468,0.629,3.009,0.639,1.414,0.899,1.778,3.009,0.629,8.256,0.51,18.263,5.078,7.919,3.516,12.169,18.263,0.51,0.0,0.0,0.0,0.0,90.375,3.0,184.0,55.698,3.9,0,11,2.468,4.0,2.75,4.25,5,1,0.056,0.822,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,3600.0,3600.0,3600.0,0.0,3600.0,3600.0,3600.0,3600.0,3600.0,4772.787,36.301,4768.595,4749.185,4792.868,4837.351,4697.134
0.5,1.1,0.585,1.975,0.454,0.906,0.693,1.527,1.975,0.585,6.308,0.512,14.394,5.076,4.462,1.762,11.879,14.394,0.512,0.0,0.0,0.0,0.0,79.825,3.0,190.5,60.115,2.15,0,4,1.108,2.0,1.0,3.0,4,0,0.053,0.818,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,4283.704,49.19,4284.681,4251.996,4310.399,4371.531,4175.559
