f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,12.415,7.982,36.331,6.866,9.367,7.982,14.314,21.701,7.982,14.979,6.861,47.582,11.747,7.359,6.861,20.182,32.02,6.861,0.25,0.25,0.25,0.0,71.275,33.75,163.75,51.005,152.7,135,210,22.806,143.5,135.0,165.0,210,135,0.059,0.007,0.923,0.088,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.0,2.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,1804.732,11.645,1810.949,1793.072,1811.203,1828.694,1793.065,15.0,0.0,39375.0,38900,39600,226.086,39260.0,39255.0,39600.0,39600,38900,31.9,0,120,35.311,29.0,0.0,60.0,120,0,0.025,0.02,0.032,0.004,0.025,0.022,0.028,0.032,0.02
0.1,10.466,2.509,22.481,6.39,8.994,4.648,14.886,22.481,2.509,21.194,1.479,46.928,14.622,21.798,3.938,33.558,46.928,1.479,0.25,0.25,0.25,0.0,95.425,5.75,163.75,57.773,54.2,0,135,34.288,51.0,26.0,71.5,135,0,0.039,0.004,0.842,0.071,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,4.0,0.0,30.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,1631.09,18.535,1629.386,1621.448,1639.873,1663.86,1604.926,30.0,0.0,38302.6,37480,39200,393.227,38330.5,38160.0,38520.0,38840,37820,117.85,0,201,49.643,115.5,85.25,151.0,201,0,0.043,0.032,0.05,0.004,0.045,0.04,0.046,0.05,0.032
0.15,13.297,3.881,28.323,6.885,10.985,8.344,15.657,25.143,3.881,26.112,3.14,52.23,11.136,25.015,17.319,32.744,52.23,3.14,0.0,0.0,0.0,0.0,128.825,14.5,187.0,42.214,77.6,24,177,38.479,65.0,49.75,96.75,142,24,0.042,0.005,0.822,0.065,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,0.45,0.0,6.0,0.0,45.0,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,1485.129,30.728,1483.741,1458.169,1517.236,1530.529,1438.704,45.0,0.0,36959.7,35778,37770,561.864,36942.5,36480.25,37401.75,37770,35778,172.65,53,291,63.695,167.0,123.75,223.5,291,53,0.118,0.092,0.142,0.013,0.118,0.109,0.128,0.142,0.092
0.2,21.604,10.466,42.716,9.886,17.386,14.064,28.088,42.716,10.466,35.055,19.607,51.886,10.32,32.844,29.269,40.751,51.886,19.607,0.249,0.222,0.25,0.006,140.475,78.75,186.25,29.383,126.7,57,236,53.187,112.0,79.25,177.0,236,57,0.043,0.007,0.787,0.065,0.6,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.0,8.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,1383.953,29.857,1386.996,1373.369,1402.355,1433.909,1337.725,60.0,0.0,34752.8,34038,35568,398.864,34755.5,34500.5,34967.25,35568,34038,244.85,122,405,83.75,231.0,173.75,306.75,405,122,0.091,0.078,0.1,0.006,0.094,0.089,0.095,0.1,0.088
0.25,16.789,5.648,35.008,8.22,13.323,10.135,23.188,35.008,5.648,29.295,4.752,47.167,11.771,29.737,22.848,37.314,47.167,4.752,0.225,0.0,0.25,0.075,124.875,29.75,181.75,38.544,105.3,36,191,41.124,100.0,72.75,135.75,191,36,0.052,0.007,0.835,0.057,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.0,10.0,0.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,1272.899,33.263,1270.077,1253.981,1293.082,1336.312,1212.294,75.0,0.0,32778.6,31553,33710,483.741,32876.0,32495.0,33082.0,33710,31778,239.7,69,370,87.21,253.0,158.25,316.75,370,69,0.187,0.17,0.21,0.009,0.188,0.18,0.191,0.202,0.17
0.3,17.776,5.904,35.462,9.665,14.264,8.931,27.194,35.462,5.904,29.762,11.81,53.544,12.153,29.327,18.194,38.045,53.544,11.81,0.0,0.0,0.0,0.0,130.025,52.0,185.5,34.583,109.1,27,234,60.087,94.0,67.25,150.0,234,27,0.056,0.011,0.825,0.088,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.0,12.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,1166.675,41.03,1158.292,1131.819,1198.199,1238.26,1109.779,90.0,0.0,31003.8,29875,32043,418.263,31008.5,30787.0,31228.0,31610,30562,336.05,128,814,186.966,257.0,208.5,431.75,625,128,0.187,0.165,0.208,0.011,0.188,0.182,0.196,0.208,0.165
0.35,17.465,4.569,39.658,10.276,12.42,9.792,28.688,39.658,4.569,27.014,4.632,52.789,13.533,27.146,19.049,36.107,52.789,4.632,0.0,0.0,0.0,0.0,111.638,22.25,181.25,46.96,110.25,23,208,55.564,102.5,67.5,158.75,208,23,0.059,0.011,0.795,0.081,1.05,1.05,1.05,0.0,1.05,1.05,1.05,1.05,1.05,1.05,0.0,14.0,0.0,105.0,105.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,1085.941,34.905,1088.454,1070.428,1113.298,1136.868,1032.664,105.0,0.0,28736.95,27727,29842,586.311,28645.5,28415.5,29185.0,29842,27727,443.9,127,793,196.349,430.5,282.75,550.75,793,127,0.276,0.252,0.31,0.014,0.278,0.265,0.282,0.295,0.252
0.4,13.716,4.528,29.059,6.938,12.943,8.647,18.11,29.059,4.528,26.219,5.549,48.525,11.989,27.525,18.021,34.795,48.525,5.549,0.0,0.0,0.0,0.0,115.438,30.0,197.5,50.788,86.2,26,223,52.96,73.5,41.75,123.5,223,26,0.065,0.009,0.826,0.071,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1.2,0.0,16.0,0.0,120.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,1007.508,21.256,1004.323,995.588,1023.664,1041.672,979.351,120.0,0.0,26761.35,25974,27858,532.391,26718.0,26265.25,27183.25,27858,25974,430.85,198,812,159.804,400.0,293.5,579.75,812,198,0.181,0.162,0.19,0.008,0.184,0.175,0.188,0.19,0.162
0.45,19.722,5.352,42.96,8.795,18.784,15.615,23.198,31.111,5.352,32.847,6.162,50.917,11.212,36.206,27.092,39.164,50.917,15.252,0.0,0.0,0.0,0.0,135.5,43.5,187.0,37.055,112.6,27,208,50.764,109.5,72.75,152.25,208,27,0.066,0.011,0.792,0.075,1.35,1.35,1.35,0.0,1.35,1.35,1.35,1.35,1.35,1.35,0.0,18.0,0.0,135.0,135.0,135.0,0.0,135.0,135.0,135.0,135.0,135.0,959.143,21.406,960.175,943.029,977.422,992.1,914.744,135.0,0.0,24560.0,23409,25718,666.374,24563.0,24203.25,25039.0,25718,23409,629.55,261,987,209.677,628.0,484.75,790.75,987,261,0.346,0.315,0.382,0.019,0.342,0.334,0.357,0.382,0.315
0.5,17.628,5.494,35.276,7.521,17.688,11.327,21.85,35.276,5.494,33.288,15.582,53.677,8.578,33.37,28.996,39.024,53.677,15.582,0.132,0.0,0.25,0.12,143.796,95.75,189.75,26.798,97.8,29,195,45.796,89.0,65.0,131.25,195,29,0.065,0.008,0.799,0.049,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,20.0,0.0,150.0,150.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,870.873,30.358,870.667,844.71,891.36,930.432,828.149,150.0,0.0,23225.5,21660,24674,730.442,23095.5,22867.0,23911.5,24674,21660,614.8,401,1028,148.077,558.0,516.5,695.75,831,401,0.225,0.215,0.238,0.006,0.225,0.22,0.228,0.238,0.215
