f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,26.421,19.288,65.244,12.021,21.96,19.288,24.478,32.032,19.288,19.273,13.181,46.79,9.893,14.72,13.181,20.449,28.796,13.181,0.25,0.25,0.25,0.0,85.517,46.75,188.75,39.912,291.85,266,356,23.333,290.0,276.0,290.75,302,266,0.061,0.018,0.9,0.153,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,0.15,0.0,1.6,0.0,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,948.672,8.74,943.009,942.882,961.849,962.29,942.852,7.5,0.0,18793.5,18658,19114,203.116,18661.0,18659.0,19090.75,19114,18658,19.45,4,62,23.54,5.0,4.0,40.5,62,4,0.017,0.015,0.018,0.001,0.018,0.018,0.018,0.018,0.018
0.1,19.82,7.982,63.833,12.606,16.762,13.277,20.161,29.183,7.982,25.574,6.861,64.004,14.543,24.481,16.887,30.046,47.381,6.861,0.25,0.25,0.25,0.0,110.0,33.75,193.75,47.926,177.35,119,295,39.596,172.0,157.5,192.5,225,119,0.05,0.009,0.807,0.115,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,4.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,820.67,14.888,819.977,811.167,828.898,845.675,793.27,15.0,0.0,19060.7,18540,19600,300.934,19080.0,18900.0,19260.0,19600,18540,77.15,0,174,45.192,70.0,40.0,105.0,174,0,0.038,0.035,0.04,0.002,0.038,0.038,0.04,0.04,0.035
0.15,15.546,3.737,47.244,10.676,12.019,8.342,19.382,32.083,3.737,23.334,2.348,54.695,13.893,19.744,13.417,33.848,54.695,2.348,0.0,0.0,0.0,0.0,96.413,10.25,165.0,42.642,111.35,1,287,58.997,108.5,81.0,121.25,141,50,0.035,0.005,0.783,0.084,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,0.45,0.0,5.6,0.0,22.5,22.5,22.5,0.0,22.5,22.5,22.5,22.5,22.5,757.817,17.627,750.516,749.611,766.785,791.089,732.033,22.5,0.0,18593.15,17712,19422,387.109,18715.0,18367.0,18746.0,19105,18028,111.0,0,196,40.822,118.5,83.75,128.25,166,62,0.069,0.062,0.072,0.003,0.07,0.068,0.072,0.072,0.062
0.2,16.349,3.306,36.944,9.199,14.05,8.891,24.789,36.944,3.306,26.506,2.817,50.994,15.24,21.984,14.731,41.377,50.994,2.817,0.25,0.25,0.25,0.0,110.85,14.75,173.75,47.364,109.95,17,240,48.646,111.0,85.5,136.25,175,17,0.033,0.005,0.75,0.077,0.6,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.6,0.6,0.0,8.0,0.0,30.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,660.96,24.82,667.303,652.259,670.946,696.459,640.09,30.0,0.0,17675.1,16744,18860,518.517,17480.0,17455.0,17826.5,18160,17143,166.1,60,249,48.151,159.5,152.5,200.75,249,100,0.05,0.05,0.05,0.0,0.05,0.05,0.05,0.05,0.05
0.25,29.886,12.479,48.96,9.248,31.691,24.877,34.271,42.869,12.479,37.1,15.315,54.171,9.833,35.877,30.055,45.117,54.171,15.315,0.175,0.0,0.25,0.115,139.7,82.75,182.75,26.379,199.95,135,296,43.099,197.5,164.5,232.25,296,135,0.03,0.003,0.732,0.062,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.0,9.6,0.0,37.5,37.5,37.5,0.0,37.5,37.5,37.5,37.5,37.5,643.869,25.535,637.085,627.894,650.526,679.11,602.968,37.5,0.0,16528.95,15721,17348,505.006,16368.0,16078.0,16792.75,17348,15721,188.7,107,349,62.366,185.0,138.5,223.0,349,107,0.142,0.138,0.145,0.002,0.142,0.14,0.145,0.145,0.138
0.3,29.539,10.778,58.693,13.589,26.206,17.879,43.879,58.693,10.778,36.898,22.309,62.917,10.885,36.127,29.062,41.45,54.57,22.309,0.0,0.0,0.0,0.0,144.2,100.75,183.75,21.99,183.3,92,328,62.833,174.5,141.75,221.5,328,92,0.034,0.004,0.746,0.068,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.0,12.0,0.0,45.0,45.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,568.427,22.855,569.909,555.189,583.855,604.921,516.033,45.0,0.0,15451.35,14653,16454,390.686,15472.0,15165.75,15735.75,16454,14653,209.4,40,363,75.197,223.0,171.75,234.25,305,90,0.166,0.16,0.17,0.003,0.168,0.165,0.168,0.17,0.162
0.35,27.115,6.912,84.271,18.555,18.127,15.032,36.579,51.575,6.912,32.617,8.823,63.053,14.341,30.823,20.138,40.752,63.053,8.823,0.0,0.0,0.0,0.0,125.05,66.25,189.0,37.118,160.5,60,285,67.683,148.5,110.5,216.25,285,60,0.038,0.006,0.786,0.089,1.05,1.05,1.05,0.0,1.05,1.05,1.05,1.05,1.05,1.05,0.0,13.6,0.0,52.5,52.5,52.5,0.0,52.5,52.5,52.5,52.5,52.5,535.982,21.644,539.808,526.808,545.199,563.352,506.994,52.5,0.0,14714.8,14081,15614,374.221,14707.0,14505.5,14846.25,15045,14081,204.25,82,356,90.856,209.5,125.75,284.75,356,82,0.2,0.192,0.208,0.005,0.2,0.195,0.205,0.208,0.192
0.4,28.023,6.85,51.53,12.496,27.681,19.798,36.626,51.53,6.85,38.77,9.475,57.824,13.01,42.072,31.078,47.562,57.824,9.475,0.201,0.0,0.25,0.09,136.457,58.25,186.25,33.057,153.5,52,293,63.662,143.0,114.25,202.5,293,52,0.042,0.008,0.771,0.064,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1.2,0.0,16.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,489.146,19.645,490.144,478.228,504.128,529.17,447.014,60.0,0.0,13572.35,12475,14275,390.516,13611.5,13401.5,13853.25,14275,13005,270.9,63,381,75.97,284.0,244.0,315.0,381,191,0.099,0.095,0.1,0.001,0.1,0.1,0.1,0.1,0.1
0.45,23.777,8.874,48.598,9.372,24.552,17.99,27.54,37.052,8.874,35.004,19.358,54.474,9.562,35.669,27.212,43.221,54.474,19.358,0.0,0.0,0.0,0.0,141.475,85.0,187.5,34.039,146.8,50,317,62.659,139.5,116.5,176.75,252,50,0.044,0.006,0.786,0.059,1.35,1.35,1.35,0.0,1.35,1.35,1.35,1.35,1.35,1.35,0.0,17.6,0.0,67.5,67.5,67.5,0.0,67.5,67.5,67.5,67.5,67.5,471.269,23.406,469.986,454.314,490.181,516.72,432.324,67.5,0.0,13053.9,12428,13789,378.363,13036.0,12744.25,13302.75,13789,12428,310.1,162,488,94.94,298.5,241.0,377.75,488,162,0.252,0.245,0.262,0.005,0.252,0.248,0.255,0.262,0.245
0.5,26.578,3.756,61.203,13.993,27.799,14.431,32.828,46.994,3.756,37.318,2.869,51.856,11.589,39.407,32.879,45.369,51.856,20.703,0.225,0.0,0.25,0.075,147.825,13.75,189.25,38.296,155.2,16,306,78.799,157.5,105.25,218.75,306,16,0.047,0.009,0.767,0.076,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,20.0,0.0,75.0,75.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,413.774,26.685,411.68,395.61,425.574,470.233,367.218,75.0,0.0,11772.75,11099,12377,388.241,11796.0,11445.0,12107.0,12377,11099,362.05,118,660,120.914,356.0,300.75,439.75,507,118,0.238,0.228,0.245,0.004,0.238,0.237,0.24,0.242,0.235
