f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.55,25.621,11.455,47.839,9.213,24.597,19.393,29.615,40.739,11.455,38.245,13.778,54.162,9.387,37.941,31.746,45.144,54.162,13.778,0.025,0.0,0.25,0.075,145.262,51.75,188.25,31.106,147.95,54,233,50.772,142.5,117.75,187.25,233,54,0.05,0.007,0.764,0.074,1.65,1.65,1.65,0.0,1.65,1.65,1.65,1.65,1.65,1.65,0.0,21.6,0.0,82.5,82.5,82.5,0.0,82.5,82.5,82.5,82.5,82.5,402.101,15.942,403.576,394.402,409.353,424.232,377.589,82.5,0.0,11086.6,10071,11847,503.722,11294.0,10989.25,11376.25,11847,10645,417.1,218,659,127.992,392.0,332.5,536.75,659,218,0.314,0.3,0.322,0.006,0.315,0.31,0.318,0.322,0.3
0.6,24.653,5.142,43.664,10.71,25.58,20.075,31.228,43.664,5.142,38.434,6.45,58.851,14.676,39.703,33.457,49.33,58.851,17.639,0.0,0.0,0.0,0.0,144.875,30.0,192.0,44.392,123.25,21,232,54.779,121.5,92.75,148.25,219,21,0.054,0.01,0.768,0.07,1.8,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.8,1.8,0.0,24.0,0.0,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,367.349,20.313,367.342,355.182,380.035,401.792,330.481,90.0,0.0,9888.9,8952,11011,444.817,9897.5,9637.25,10125.5,10579,8952,456.9,250,825,144.864,435.0,337.75,532.5,694,250,0.237,0.23,0.242,0.003,0.238,0.235,0.24,0.242,0.23
0.65,21.638,5.253,40.413,8.475,21.126,15.253,27.215,40.413,5.253,35.091,9.235,57.909,10.983,34.795,29.529,38.671,52.036,16.682,0.017,0.0,0.25,0.057,137.962,79.75,186.75,25.906,126.7,46,252,50.524,121.5,87.75,145.0,228,46,0.057,0.008,0.756,0.058,1.95,1.95,1.95,0.0,1.95,1.95,1.95,1.95,1.95,1.95,0.0,25.6,0.0,97.5,97.5,97.5,0.0,97.5,97.5,97.5,97.5,97.5,350.008,15.227,345.794,339.306,364.715,386.772,325.359,97.5,0.0,9167.8,8258,10075,466.937,9039.5,8930.75,9461.0,10075,8258,526.3,290,952,150.773,506.5,438.5,572.75,753,290,0.362,0.35,0.37,0.006,0.365,0.357,0.368,0.37,0.35
0.7,20.443,7.654,51.688,12.51,14.705,10.816,28.682,51.688,7.654,33.27,13.415,67.741,13.609,28.571,25.045,40.673,57.89,13.415,0.0,0.0,0.0,0.0,139.0,85.25,186.75,28.685,113.25,36,204,54.925,105.5,68.0,162.75,204,36,0.057,0.008,0.76,0.082,2.1,2.1,2.1,0.0,2.1,2.1,2.1,2.1,2.1,2.1,0.0,28.0,0.0,105.0,105.0,105.0,0.0,105.0,105.0,105.0,105.0,105.0,316.643,8.773,315.813,308.548,321.509,334.333,305.391,105.0,0.0,8491.05,7039,9395,638.315,8520.0,8067.5,8987.25,9395,7039,576.15,252,989,189.304,536.0,466.0,704.25,989,252,0.386,0.362,0.405,0.011,0.385,0.379,0.395,0.405,0.362
0.75,17.792,4.024,41.293,9.279,18.065,10.925,22.703,33.175,4.024,30.694,4.736,53.551,12.35,31.335,24.259,38.703,53.551,4.736,0.0,0.0,0.0,0.0,130.7,24.0,188.5,40.926,100.7,5,263,57.298,96.0,55.0,131.25,171,5,0.059,0.008,0.755,0.083,2.25,2.25,2.25,0.0,2.25,2.25,2.25,2.25,2.25,2.25,0.0,29.6,0.0,112.5,112.5,112.5,0.0,112.5,112.5,112.5,112.5,112.5,301.222,17.404,297.785,291.636,309.391,330.978,269.519,112.5,0.0,7606.2,6008,8484,636.649,7678.0,7500.25,8079.5,8484,6940,605.1,359,1502,231.884,563.0,496.25,645.75,760,359,0.364,0.348,0.382,0.008,0.365,0.359,0.368,0.375,0.348
0.8,19.307,3.492,75.65,15.828,18.409,7.837,25.483,34.02,3.492,28.954,4.363,60.743,15.93,29.79,14.127,39.029,60.743,4.363,0.0,0.0,0.0,0.0,124.975,27.5,184.5,45.398,113.25,33,284,65.556,102.5,56.0,150.25,284,33,0.061,0.011,0.758,0.085,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2.4,0.0,32.0,0.0,120.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,275.792,11.378,272.953,269.824,279.078,286.508,258.903,120.0,0.0,6647.35,5401,7547,662.677,6940.0,6180.75,7162.25,7547,5401,596.15,287,1212,217.232,581.5,432.5,701.25,888,287,0.199,0.195,0.2,0.001,0.2,0.198,0.2,0.2,0.195
0.85,15.409,7.913,40.694,8.95,11.922,9.6,15.392,21.688,7.913,30.081,14.795,58.134,11.311,26.866,22.731,33.505,39.008,14.795,0.0,0.0,0.0,0.0,145.55,92.5,189.0,24.691,83.6,25,144,30.884,77.0,70.0,88.75,94,47,0.06,0.005,0.765,0.058,2.55,2.55,2.55,0.0,2.55,2.55,2.55,2.55,2.55,2.55,0.0,33.6,0.0,127.5,127.5,127.5,0.0,127.5,127.5,127.5,127.5,127.5,258.792,6.562,259.568,256.67,262.514,269.767,253.319,127.5,0.0,6461.2,5601,7320,460.773,6430.5,6123.0,6808.25,7320,5601,626.65,321,927,158.382,631.5,534.0,670.75,781,427,0.463,0.45,0.478,0.006,0.462,0.462,0.465,0.465,0.458
0.9,16.32,5.96,60.374,12.195,11.6,10.611,15.718,21.678,5.96,29.237,11.754,52.12,9.3,26.519,23.948,33.723,45.294,11.754,0.0,0.0,0.0,0.0,134.275,62.0,184.5,33.053,89.3,31,289,62.569,72.5,45.75,95.0,130,31,0.06,0.009,0.757,0.086,2.7,2.7,2.7,0.0,2.7,2.7,2.7,2.7,2.7,2.7,0.0,36.0,0.0,135.0,135.0,135.0,0.0,135.0,135.0,135.0,135.0,135.0,239.433,11.425,239.973,227.941,246.112,263.987,224.525,135.0,0.0,5296.55,4598,5984,318.981,5362.5,5044.75,5525.75,5984,4598,696.45,331,1481,265.85,653.0,493.75,788.75,1160,331,0.492,0.478,0.512,0.011,0.488,0.482,0.498,0.512,0.478
0.95,15.316,3.898,55.651,12.356,11.478,7.881,18.703,22.214,3.898,27.45,6.159,52.54,13.003,27.682,19.642,37.79,52.54,6.159,0.013,0.0,0.25,0.054,136.75,34.0,186.25,39.919,85.65,9,257,65.718,64.0,42.25,102.0,180,9,0.06,0.013,0.734,0.121,2.85,2.85,2.85,0.0,2.85,2.85,2.85,2.85,2.85,2.85,0.0,37.6,0.0,142.5,142.5,142.5,0.0,142.5,142.5,142.5,142.5,142.5,230.487,8.455,229.397,225.234,233.877,236.896,214.426,142.5,0.0,4602.85,4113,5306,310.899,4517.0,4438.5,4865.25,5306,4113,784.7,302,1620,356.475,718.5,516.75,889.5,1241,302,0.387,0.368,0.402,0.01,0.388,0.38,0.394,0.402,0.368
1.0,11.926,3.906,33.803,9.389,8.027,5.022,14.86,24.919,3.906,23.739,4.624,44.885,13.712,21.362,11.138,35.025,44.885,4.624,0.144,0.0,0.25,0.119,124.25,29.75,188.25,46.915,68.5,8,194,58.625,39.5,28.0,108.25,194,8,0.063,0.009,0.772,0.09,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,40.0,0.0,150.0,150.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,211.618,9.646,208.596,205.348,218.425,234.695,192.592,150.0,0.0,3766.1,3197,4595,319.938,3683.5,3617.5,3849.5,4119,3321,714.0,223,1335,296.572,674.5,468.25,937.0,1335,223,0.249,0.245,0.25,0.001,0.25,0.248,0.25,0.25,0.245
