pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
24.434,38.835,0.0,154.0,0.027,0.533,2.4,2.4,18.0,120.0,120.0,11059,727,0.417,367.211
50.156,44.339,0.0,136.5,0.025,0.525,2.4,2.4,18.0,120.0,120.0,10697,739,0.422,369.401
59.454,55.732,0.0,171.75,0.025,0.542,2.4,2.4,18.0,120.0,120.0,10442,690,0.432,323.008
41.548,48.521,0.0,142.25,0.032,0.642,2.4,2.4,18.0,120.0,120.0,10224,566,0.445,282.28
26.055,36.118,0.0,142.25,0.026,0.542,2.4,2.4,18.0,120.0,120.0,10917,696,0.435,346.584
40.907,36.481,0.0,166.75,0.021,0.475,2.4,2.4,18.0,120.0,120.0,10940,894,0.44,345.184
17.372,27.13,0.0,149.0,0.031,0.617,2.4,2.4,18.0,120.0,120.0,10716,573,0.43,346.567
45.279,40.393,0.0,146.5,0.018,0.425,2.4,2.4,18.0,120.0,120.0,11151,902,0.432,325.107
50.933,54.821,0.0,155.75,0.025,0.533,2.4,2.4,18.0,120.0,120.0,10387,725,0.432,311.496
22.25,34.526,0.0,129.5,0.033,0.6,2.4,2.4,18.0,120.0,120.0,11418,632,0.435,303.063
45.715,45.705,0.0,187.25,0.026,0.542,2.4,2.4,18.0,120.0,120.0,9834,631,0.432,296.325
36.685,37.873,0.0,132.25,0.025,0.533,2.4,2.4,18.0,120.0,120.0,10930,809,0.42,308.818
56.153,56.942,0.0,154.5,0.023,0.475,2.4,2.4,18.0,120.0,120.0,11650,850,0.432,360.236
56.506,52.844,0.0,163.5,0.021,0.492,2.4,2.4,18.0,120.0,120.0,9650,767,0.422,344.206
39.922,34.981,0.0,124.25,0.029,0.608,2.4,2.4,18.0,120.0,120.0,10670,681,0.427,338.473
35.417,35.678,0.0,137.75,0.024,0.508,2.4,2.4,18.0,120.0,120.0,10652,746,0.432,344.477
31.477,46.597,0.0,153.75,0.036,0.642,2.4,2.4,18.0,120.0,120.0,10682,516,0.43,319.117
26.092,30.053,0.0,116.75,0.019,0.425,2.4,2.4,18.0,120.0,120.0,11605,1039,0.435,382.236
28.359,45.033,0.0,190.0,0.021,0.433,2.4,2.4,18.0,120.0,120.0,11744,799,0.445,373.123
47.356,45.944,0.0,140.75,0.027,0.533,2.4,2.4,18.0,120.0,120.0,10737,845,0.443,321.227
