pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,num_fields_total,weighted_avg_activity,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,mean_field_activity_mean,num_fields_total_max,num_fields_total_mean,num_fields_total_median,num_fields_total_min,num_fields_total_q1,num_fields_total_q3,num_fields_total_std,num_fields_total_whishi,num_fields_total_whislo,perc_correct_fields_mean,pos_error_max_max,pos_error_max_mean,pos_error_max_min,pos_error_max_std,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_max,pos_error_min_mean,pos_error_min_min,pos_error_min_std,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,prob_dead_neurons,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
29.07,33.192,0.0,113.225,0.031,1.0,9.524,600.0,32.705,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,195.5,113.225,32.0,42.417,60.888,29.07,25.064,5.927,20.424,36.726,13.841,60.888,5.927,0.0,0.0,0.0,0.0,59.646,33.192,32.796,9.018,28.162,39.935,12.912,54.359,17.633,0.5,32.705,33.328,30.244,35.78,4.036,38.38,23.995
29.578,31.609,0.0,111.538,0.031,1.0,9.524,600.0,30.074,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,192.5,111.538,35.5,33.627,50.985,29.578,27.467,7.939,20.863,36.649,11.91,50.985,7.939,0.0,0.0,0.0,0.0,51.099,31.609,32.45,11.309,26.825,37.105,9.505,51.099,15.303,0.55,30.074,30.798,27.044,33.867,5.162,37.905,17.902
40.682,36.592,0.0,125.3,0.031,1.0,9.524,600.0,25.099,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,190.75,125.3,32.0,46.946,72.955,40.682,40.572,10.093,32.078,51.06,16.52,72.955,10.093,0.0,0.0,0.0,0.0,56.184,36.592,36.292,7.724,32.339,45.749,12.881,56.184,13.905,0.6,25.099,25.918,22.232,29.286,5.51,32.946,15.34
37.754,33.102,0.0,116.223,0.031,1.0,9.524,600.0,24.276,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,192.0,116.223,58.25,40.017,70.801,37.754,38.494,14.417,24.605,49.213,14.281,70.801,14.417,0.0,0.0,0.0,0.0,55.26,33.102,33.644,14.251,22.851,43.486,11.833,55.26,14.251,0.65,24.276,23.756,20.891,27.822,4.583,35.554,17.091
42.559,33.742,0.0,120.075,0.031,1.0,9.524,600.0,18.84,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,179.0,120.075,56.25,31.675,83.783,42.559,36.711,21.048,29.708,54.255,16.837,83.783,21.048,0.0,0.0,0.0,0.0,54.979,33.742,33.132,17.403,26.609,41.455,9.296,54.979,17.403,0.7,18.84,18.299,16.219,22.245,3.819,25.056,11.306
41.197,30.614,1.138,111.3,0.031,1.0,9.524,600.0,15.702,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,190.75,111.3,65.5,34.07,57.563,41.197,46.87,22.772,31.229,49.28,11.268,57.563,22.772,9.25,1.138,0.0,2.747,48.735,30.614,30.746,17.554,22.285,37.301,9.433,48.735,17.554,0.75,15.702,16.002,13.503,18.256,3.034,21.35,10.288
49.736,36.052,0.288,128.212,0.031,1.0,9.524,600.0,13.73,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,192.5,128.212,81.75,28.615,71.703,49.736,50.369,29.816,44.942,54.166,9.355,62.889,36.915,5.75,0.288,0.0,1.253,53.811,36.052,35.251,21.651,29.99,40.129,7.989,53.811,21.651,0.8,13.73,13.619,11.951,14.733,2.619,17.88,8.749
51.816,31.253,2.7,116.45,0.032,1.0,9.524,600.0,11.164,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.032,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,193.0,116.45,56.75,31.861,86.441,51.816,50.161,25.049,49.307,54.358,14.16,57.266,48.09,21.0,2.7,0.0,5.653,58.571,31.253,29.372,14.873,26.029,35.604,11.232,45.687,14.873,0.85,11.164,11.444,8.55,12.528,3.109,17.933,5.985
51.651,33.495,0.935,119.448,0.03,1.0,9.524,600.0,7.382,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.03,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,178.0,119.448,63.0,26.621,82.381,51.651,50.085,25.946,49.537,58.404,11.55,66.508,36.396,6.5,0.935,0.0,1.993,54.688,33.495,29.195,18.182,28.136,42.37,9.296,54.688,18.182,0.9,7.382,6.964,4.365,9.781,3.506,14.343,2.702
52.99,29.246,5.313,109.113,0.028,1.0,9.524,600.0,4.42,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.028,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,178.0,109.113,86.0,24.442,99.75,52.99,49.591,31.842,49.504,49.924,15.981,49.946,49.323,99.75,5.313,0.0,21.685,54.322,29.246,28.632,0.0,26.767,28.862,10.689,29.265,24.508,0.95,4.42,3.286,2.413,6.356,2.966,11.069,0.002
