pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,num_fields_total,weighted_avg_activity,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,mean_field_activity_mean,num_fields_total_max,num_fields_total_mean,num_fields_total_median,num_fields_total_min,num_fields_total_q1,num_fields_total_q3,num_fields_total_std,num_fields_total_whishi,num_fields_total_whislo,perc_correct_fields_mean,pos_error_max_max,pos_error_max_mean,pos_error_max_min,pos_error_max_std,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_max,pos_error_min_mean,pos_error_min_min,pos_error_min_std,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,prob_dead_neurons,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.0,0.0,0.0,0.0,0.032,1.0,9.524,600.0,64.642,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.032,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.642,64.641,64.639,64.644,0.004,64.649,64.636
2.639,7.298,0.0,30.35,0.032,1.0,9.524,600.0,61.529,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.032,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,105.0,30.35,0.0,35.811,13.141,2.639,0.672,0.0,0.271,2.229,4.155,2.864,0.0,0.0,0.0,0.0,0.0,32.341,7.298,2.527,0.0,0.859,7.656,9.973,9.056,0.0,0.05,61.529,61.562,60.771,62.204,1.519,63.299,59.376
4.285,10.903,0.0,49.375,0.031,1.0,9.524,600.0,58.759,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,98.0,49.375,1.0,32.61,17.915,4.285,2.553,0.242,1.983,4.285,4.508,5.816,0.242,0.0,0.0,0.0,0.0,36.734,10.903,7.807,0.298,5.385,10.876,9.572,15.342,0.298,0.1,58.759,58.862,57.753,59.972,1.721,61.866,55.383
8.319,17.129,0.0,62.588,0.031,1.0,9.524,600.0,56.227,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,126.0,62.588,4.0,38.241,31.058,8.319,3.77,0.412,2.76,13.695,7.741,20.404,0.412,0.0,0.0,0.0,0.0,43.526,17.129,10.429,0.846,7.173,28.942,12.921,43.526,0.846,0.15,56.227,56.64,55.298,58.375,2.931,60.195,51.365
9.112,18.569,0.0,75.05,0.032,1.0,9.524,600.0,52.094,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.032,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,105.0,75.05,31.5,30.581,19.628,9.112,5.993,0.77,3.471,15.452,6.17,19.628,0.77,0.0,0.0,0.0,0.0,33.518,18.569,11.087,4.858,7.838,31.882,11.851,33.518,4.858,0.2,52.094,52.711,49.569,54.97,3.937,58.234,43.671
15.602,22.244,0.0,75.588,0.031,1.0,9.524,600.0,48.521,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,126.5,75.588,11.0,32.212,42.994,15.602,14.926,1.291,10.391,20.804,10.122,32.143,1.291,0.0,0.0,0.0,0.0,46.434,22.244,23.857,2.435,13.229,31.119,11.619,46.434,2.435,0.25,48.521,48.063,45.946,52.137,3.747,54.825,40.12
17.322,26.449,0.0,89.4,0.032,1.0,9.524,600.0,46.329,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.032,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,190.75,89.4,31.5,37.355,53.296,17.322,15.716,2.369,12.209,19.17,11.132,28.689,2.369,0.0,0.0,0.0,0.0,49.902,26.449,31.014,5.531,19.067,34.682,11.948,49.902,5.531,0.3,46.329,44.948,43.049,50.803,4.693,54.697,38.946
20.756,27.133,0.0,92.988,0.032,1.0,9.524,600.0,41.821,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.032,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,189.5,92.988,11.0,49.318,51.721,20.756,19.318,0.939,11.878,26.048,13.084,43.48,0.939,0.0,0.0,0.0,0.0,53.037,27.133,31.007,2.473,16.097,33.586,13.49,53.037,2.473,0.35,41.821,42.58,37.218,47.029,5.531,49.355,32.854
21.76,26.369,0.0,87.1,0.031,1.0,9.524,600.0,39.15,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,190.0,87.1,35.0,35.735,49.292,21.76,16.63,8.17,12.327,27.753,13.027,49.292,8.17,0.0,0.0,0.0,0.0,44.885,26.369,24.298,10.688,14.85,36.428,11.633,44.885,10.688,0.4,39.15,39.572,36.891,41.379,4.477,47.103,30.961
26.738,28.28,0.0,105.063,0.031,1.0,9.524,600.0,35.717,9.524,9.524,9.524,9.524,9.524,9.524,0.0,9.524,9.524,0.031,600,600.0,600.0,600,600.0,600.0,0.0,600,600,1.0,192.5,105.063,53.5,42.037,62.16,26.738,19.942,7.468,16.118,35.649,16.988,62.16,7.468,0.0,0.0,0.0,0.0,52.548,28.28,24.397,10.051,18.09,37.448,12.979,52.548,10.051,0.45,35.717,35.235,32.925,38.493,4.679,44.549,27.03
