pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,num_fields_total,weighted_avg_activity,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,mean_field_activity_mean,num_fields_total_max,num_fields_total_mean,num_fields_total_median,num_fields_total_min,num_fields_total_q1,num_fields_total_q3,num_fields_total_std,num_fields_total_whishi,num_fields_total_whislo,perc_correct_fields_mean,pos_error_max_max,pos_error_max_mean,pos_error_max_min,pos_error_max_std,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_max,pos_error_min_mean,pos_error_min_min,pos_error_min_std,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,prob_dead_neurons,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
46.448,53.325,0.0,181.275,0.031,1.0,13.07,745.0,15.605,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,181.275,171.0,8.132,52.73,46.448,47.691,38.779,44.37,48.47,3.9,52.73,38.779,0.0,0.0,0.0,0.0,57.141,53.325,53.847,47.616,51.729,54.771,2.384,57.141,47.616,0.5,15.605,15.614,15.567,15.677,0.119,15.836,15.449
50.6,51.783,0.0,179.325,0.031,1.0,13.07,745.0,14.005,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,179.325,171.0,8.151,56.542,50.6,50.295,44.482,48.034,53.398,3.553,56.542,44.482,0.0,0.0,0.0,0.0,53.994,51.783,51.944,48.09,51.01,52.745,1.456,53.994,49.228,0.55,14.005,14.021,13.939,14.042,0.093,14.116,13.83
51.874,51.435,0.0,182.4,0.031,1.0,13.07,745.0,12.354,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,182.4,171.0,7.705,57.357,51.874,52.289,43.756,50.466,53.793,3.224,57.357,45.568,0.0,0.0,0.0,0.0,56.066,51.435,51.507,45.497,49.704,54.148,3.093,56.066,45.497,0.6,12.354,12.376,12.293,12.46,0.154,12.619,12.085
54.31,49.099,0.0,182.5,0.031,1.0,13.07,745.0,10.769,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.5,182.5,155.5,10.255,57.563,54.31,54.538,47.877,53.202,57.28,2.862,57.563,47.877,0.0,0.0,0.0,0.0,57.247,49.099,48.176,41.515,47.134,51.284,3.93,57.247,41.515,0.65,10.769,10.753,10.661,10.842,0.123,11.051,10.569
55.632,49.025,0.0,184.3,0.031,1.0,13.07,745.0,9.714,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.5,184.3,171.5,7.031,59.713,55.632,56.254,50.424,53.623,57.553,2.6,59.713,50.424,0.0,0.0,0.0,0.0,55.998,49.025,49.706,41.487,47.155,50.667,3.096,53.33,45.064,0.7,9.714,9.682,9.642,9.784,0.131,9.914,9.461
54.039,44.89,0.0,178.825,0.03,1.0,13.07,745.0,8.036,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.03,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.5,178.825,154.0,13.445,63.153,54.039,54.259,47.223,50.571,56.451,3.896,63.153,47.223,0.0,0.0,0.0,0.0,53.919,44.89,45.356,36.751,42.795,47.558,4.149,53.919,36.751,0.75,8.036,8.035,7.968,8.074,0.089,8.23,7.876
56.182,43.893,0.0,177.95,0.03,1.0,13.07,745.0,6.502,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.03,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,191.5,177.95,123.0,16.485,65.972,56.182,55.943,50.237,52.815,58.465,3.965,65.972,50.237,0.0,0.0,0.0,0.0,49.715,43.893,44.257,31.721,43.539,46.821,4.574,49.715,40.019,0.8,6.502,6.514,6.46,6.55,0.089,6.625,6.355
55.439,38.982,0.0,159.962,0.03,1.0,13.07,745.0,4.855,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.03,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.5,159.962,111.25,28.373,68.777,55.439,53.973,49.235,50.534,59.982,5.419,68.777,49.235,0.0,0.0,0.0,0.0,52.648,38.982,38.495,28.998,33.691,42.671,6.741,52.648,28.998,0.85,4.855,4.848,4.795,4.922,0.081,4.991,4.706
53.08,34.898,0.0,142.725,0.031,1.0,13.07,745.0,3.26,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,189.0,142.725,110.75,23.62,62.45,53.08,51.75,49.273,50.277,54.19,3.559,58.963,49.273,0.0,0.0,0.0,0.0,44.57,34.898,33.432,29.3,31.167,37.235,4.619,44.57,29.3,0.9,3.26,3.252,3.216,3.325,0.075,3.409,3.067
53.17,32.987,0.338,121.663,0.031,1.0,13.07,745.0,1.633,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,176.5,121.663,99.75,18.675,76.905,53.17,51.409,49.499,50.345,53.655,5.845,56.813,49.499,2.25,0.338,0.0,0.667,51.875,32.987,31.431,28.655,29.113,34.714,5.25,37.626,28.655,0.95,1.633,1.629,1.614,1.676,0.052,1.708,1.594
