pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,num_fields_total,weighted_avg_activity,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,mean_field_activity_mean,num_fields_total_max,num_fields_total_mean,num_fields_total_median,num_fields_total_min,num_fields_total_q1,num_fields_total_q3,num_fields_total_std,num_fields_total_whishi,num_fields_total_whislo,perc_correct_fields_mean,pos_error_max_max,pos_error_max_mean,pos_error_max_min,pos_error_max_std,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_max,pos_error_min_mean,pos_error_min_min,pos_error_min_std,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,prob_dead_neurons,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.002,0.026,0.0,0.4,0.031,1.0,13.07,745.0,30.729,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,0.5,0.4,0.0,0.2,0.004,0.002,0.001,0.0,0.001,0.003,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.043,0.026,0.025,0.0,0.025,0.035,0.015,0.043,0.025,0.0,30.729,30.73,30.726,30.731,0.004,30.738,30.721
4.745,22.227,0.0,141.8,0.031,1.0,13.07,745.0,29.676,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,171.0,141.8,85.5,22.709,7.558,4.745,4.482,3.148,3.919,5.304,1.147,7.125,3.148,0.0,0.0,0.0,0.0,27.142,22.227,21.922,19.069,21.055,22.804,1.92,24.96,19.069,0.05,29.676,29.682,29.652,29.704,0.049,29.764,29.59
11.584,34.167,0.0,164.25,0.031,1.0,13.07,745.0,28.046,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,171.5,164.25,154.0,8.319,15.968,11.584,11.105,7.518,10.251,12.43,2.073,14.403,7.518,0.0,0.0,0.0,0.0,39.143,34.167,34.04,27.421,32.742,35.152,2.578,38.577,31.241,0.1,28.046,28.04,28.015,28.069,0.044,28.141,27.971
17.625,41.348,0.0,165.125,0.031,1.0,13.07,745.0,26.43,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,165.125,152.5,10.006,23.836,17.625,17.678,12.41,15.295,19.699,3.007,23.836,12.41,0.0,0.0,0.0,0.0,45.595,41.348,41.559,35.493,39.662,43.543,2.623,45.595,35.493,0.15,26.43,26.444,26.394,26.485,0.075,26.588,26.277
23.205,45.798,0.0,172.6,0.031,1.0,13.07,745.0,24.827,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,188.5,172.6,152.0,9.28,28.596,23.205,23.11,17.326,21.469,25.282,2.946,28.596,17.326,0.0,0.0,0.0,0.0,49.514,45.798,46.208,41.566,44.252,47.227,2.129,49.514,41.566,0.2,24.827,24.828,24.754,24.904,0.106,25.003,24.597
28.094,48.841,0.0,174.45,0.031,1.0,13.07,745.0,23.211,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,174.45,155.0,8.459,32.376,28.094,28.307,21.965,27.194,29.951,2.762,32.376,24.248,0.0,0.0,0.0,0.0,51.895,48.841,49.354,44.932,47.845,49.917,1.739,51.895,44.932,0.25,23.211,23.214,23.162,23.267,0.09,23.322,23.056
33.946,50.81,0.0,175.375,0.031,1.0,13.07,745.0,21.561,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,188.5,175.375,171.0,7.35,40.437,33.946,34.458,25.932,31.858,36.308,3.495,40.437,25.932,0.0,0.0,0.0,0.0,53.933,50.81,51.171,44.346,50.193,52.242,2.22,53.933,48.699,0.3,21.561,21.571,21.463,21.645,0.121,21.795,21.371
35.972,52.595,0.0,179.325,0.031,1.0,13.07,745.0,20.494,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,179.325,171.0,8.303,41.157,35.972,36.004,30.614,33.72,38.319,3.133,41.157,30.614,0.0,0.0,0.0,0.0,56.524,52.595,52.344,50.226,51.374,53.535,1.684,56.524,50.226,0.35,20.494,20.502,20.377,20.603,0.133,20.685,20.282
40.491,53.282,0.0,179.7,0.031,1.0,13.07,745.0,18.887,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,179.7,171.0,8.577,47.109,40.491,40.42,30.744,37.923,43.703,3.9,47.109,30.744,0.0,0.0,0.0,0.0,57.65,53.282,53.554,49.881,51.894,54.376,1.791,57.65,49.881,0.4,18.887,18.914,18.853,18.956,0.118,19.073,18.74
44.505,53.42,0.0,179.8,0.031,1.0,13.07,745.0,17.286,13.07,13.07,13.07,13.07,13.07,13.07,0.0,13.07,13.07,0.031,745,745.0,745.0,745,745.0,745.0,0.0,745,745,1.0,190.0,179.8,171.0,8.433,49.415,44.505,45.235,37.99,42.332,46.579,2.959,49.415,37.99,0.0,0.0,0.0,0.0,56.294,53.42,53.519,48.989,52.256,54.866,1.889,56.294,48.989,0.45,17.286,17.294,17.189,17.348,0.113,17.557,17.074
