f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,25.599,6.996,59.944,14.384,21.609,14.156,33.333,59.944,6.996,34.974,13.074,62.565,12.442,32.244,26.526,44.132,62.565,13.074,0.25,0.25,0.25,0.0,138.625,69.75,189.75,27.337,159.65,70,264,56.154,158.5,120.0,206.5,264,70,0.044,0.007,0.734,0.092,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.0,3.0,0.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,1546.704,36.46,1550.08,1532.565,1567.449,1597.873,1481.115,40.0,0.0,37489.9,36408,39028,689.708,37406.0,37159.0,37927.0,39028,36408,160.55,28,282,58.261,163.0,122.25,196.25,282,28,0.067,0.05,0.085,0.009,0.068,0.062,0.07,0.08,0.05
0.1,29.913,10.687,72.172,15.777,25.318,18.143,41.21,72.172,10.687,39.554,19.688,65.472,12.525,38.038,30.682,46.052,65.472,19.688,0.228,0.0,0.25,0.06,149.425,109.75,192.75,24.623,160.35,90,259,53.553,151.5,118.75,200.75,259,90,0.027,0.002,0.681,0.07,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.0,6.0,0.0,80.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,1243.11,34.816,1244.846,1231.211,1261.404,1282.823,1192.89,80.0,0.0,32613.7,31622,34412,715.085,32664.0,32114.5,33010.5,33664,31622,300.3,125,442,81.546,294.5,239.75,350.5,442,125,0.124,0.108,0.142,0.007,0.124,0.122,0.126,0.13,0.12
0.15,30.159,14.3,55.376,10.75,30.16,22.637,35.266,46.23,14.3,38.002,21.103,59.422,8.726,36.84,31.642,43.665,59.422,21.103,0.0,0.0,0.0,0.0,138.6,98.0,187.5,24.823,186.65,100,317,57.709,179.0,155.5,210.75,289,100,0.031,0.004,0.692,0.064,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1.2,0.0,9.0,0.0,120.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,1023.921,46.684,1041.39,998.918,1057.171,1084.728,914.358,120.0,0.0,28887.15,27054,30111,710.819,28683.5,28536.0,29681.75,30111,27054,470.85,303,701,103.441,472.0,393.25,532.5,701,303,0.302,0.27,0.352,0.024,0.296,0.288,0.315,0.352,0.27
0.2,26.55,9.944,53.74,10.421,24.612,19.02,33.079,53.74,9.944,37.045,19.009,55.067,9.713,35.775,32.278,44.152,55.067,19.009,0.225,0.0,0.25,0.075,147.65,108.25,188.75,25.465,161.3,78,290,54.751,157.0,131.0,182.25,228,78,0.035,0.004,0.665,0.05,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,1.6,0.0,12.0,0.0,160.0,160.0,160.0,0.0,160.0,160.0,160.0,160.0,160.0,895.407,33.497,893.071,868.835,916.168,975.852,844.126,160.0,0.0,25774.55,24044,27305,836.393,25826.5,25198.5,26540.25,27305,24044,670.55,421,792,102.262,690.5,634.0,751.25,792,486,0.262,0.242,0.275,0.009,0.262,0.255,0.27,0.275,0.242
0.25,33.855,11.131,71.198,16.714,26.592,21.555,43.237,71.198,11.131,41.63,21.465,65.231,9.854,41.12,36.097,48.07,65.231,21.465,0.0,0.0,0.0,0.0,156.712,110.25,191.25,20.99,186.0,65,341,77.213,183.5,122.75,254.5,341,65,0.037,0.006,0.64,0.054,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,15.0,0.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,200.0,200.0,771.878,37.497,772.11,751.818,796.496,830.831,705.237,200.0,0.0,22920.9,22057,24206,524.797,22802.5,22546.0,23121.75,23362,22057,960.05,745,1234,146.467,984.5,812.0,1071.0,1234,745,0.434,0.398,0.462,0.017,0.436,0.426,0.448,0.462,0.398
0.3,33.83,13.213,62.255,13.12,33.14,21.794,44.523,62.255,13.213,42.404,27.639,59.597,8.776,43.07,35.248,47.134,59.597,27.639,0.0,0.0,0.0,0.0,150.4,109.0,188.0,23.651,189.4,60,321,67.481,176.5,152.75,232.5,321,60,0.037,0.005,0.595,0.054,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2.4,0.0,18.0,0.0,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,240.0,687.977,35.912,680.251,662.893,717.712,750.262,625.471,240.0,0.0,20579.9,18621,23693,1072.789,20473.5,20180.25,20992.0,22086,19039,1307.5,967,1876,205.339,1298.5,1191.75,1412.0,1630,967,0.503,0.452,0.535,0.02,0.505,0.498,0.513,0.535,0.48
0.35,24.379,5.704,66.22,13.576,23.808,13.752,32.74,38.643,5.704,37.819,14.98,65.586,12.375,38.011,29.616,45.027,65.586,14.98,0.0,0.0,0.0,0.0,146.675,89.25,196.0,29.711,129.5,26,256,68.442,106.0,73.75,205.75,256,26,0.039,0.006,0.612,0.054,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,2.8,0.0,21.0,0.0,280.0,280.0,280.0,0.0,280.0,280.0,280.0,280.0,280.0,610.042,38.954,606.469,587.457,633.096,687.621,540.071,280.0,0.0,18742.0,16970,20773,843.292,18817.5,18178.5,19216.25,19806,16970,1479.25,1120,2116,219.641,1455.0,1330.5,1604.25,1788,1120,0.546,0.507,0.572,0.019,0.552,0.536,0.563,0.572,0.507
0.4,25.544,7.931,64.479,14.841,22.224,13.437,30.24,53.433,7.931,38.003,22.022,58.778,10.457,36.516,27.864,45.4,58.778,22.022,0.0,0.0,0.0,0.0,156.138,106.75,191.0,21.574,138.05,48,296,71.278,116.0,86.5,164.0,232,48,0.039,0.007,0.587,0.074,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,3.2,0.0,24.0,0.0,320.0,320.0,320.0,0.0,320.0,320.0,320.0,320.0,320.0,549.25,25.074,544.74,533.307,567.021,606.348,503.787,320.0,0.0,16274.0,14324,17245,763.352,16505.0,15906.25,16825.5,17245,15187,1655.1,1208,2403,283.912,1600.0,1465.0,1714.25,2003,1208,0.511,0.48,0.538,0.015,0.516,0.502,0.522,0.538,0.48
0.45,23.675,7.676,44.66,10.998,22.266,14.435,28.667,44.66,7.676,37.921,18.557,58.773,10.489,35.567,30.862,45.269,58.773,18.557,0.0,0.0,0.0,0.0,154.075,120.5,186.5,20.171,128.6,42,291,68.821,103.5,84.25,169.5,291,42,0.038,0.006,0.568,0.067,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,3.6,0.0,27.0,0.0,360.0,360.0,360.0,0.0,360.0,360.0,360.0,360.0,360.0,497.955,26.885,501.361,471.96,523.88,535.294,451.465,360.0,0.0,14105.9,12430,15581,825.214,14404.0,13579.75,14628.0,15581,12430,2070.2,1747,3067,353.964,1928.0,1798.0,2180.0,2448,1747,0.612,0.58,0.628,0.013,0.615,0.602,0.622,0.628,0.58
0.5,18.301,3.581,45.96,11.516,14.746,10.464,22.888,35.934,3.581,34.019,10.047,61.807,13.14,32.451,25.926,42.0,61.807,10.047,0.0,0.0,0.0,0.0,153.562,65.0,195.5,32.62,92.35,16,201,44.77,83.5,62.75,123.5,201,16,0.04,0.004,0.577,0.055,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,30.0,0.0,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,438.609,17.078,438.018,427.402,452.386,474.323,410.68,400.0,0.0,12641.35,11234,13719,807.373,12655.0,12252.25,13483.75,13719,11234,2188.7,1727,2641,265.18,2111.5,2017.5,2393.5,2641,1727,0.674,0.632,0.712,0.022,0.676,0.666,0.687,0.712,0.64
