f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,0.307,0.289,0.326,0.011,0.307,0.301,0.313,0.326,0.289,0.343,0.324,0.366,0.012,0.342,0.335,0.353,0.366,0.324,0.0,0.0,0.0,0.0,2.25,2.25,2.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,144.858,0.006,144.859,144.854,144.862,144.872,144.847
0.1,0.122,0.09,0.146,0.016,0.123,0.107,0.132,0.146,0.09,0.302,0.264,0.324,0.014,0.304,0.293,0.313,0.324,0.264,0.0,0.0,0.0,0.0,2.6,2.5,3.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,800.0,800.0,800.0,0.0,800.0,800.0,800.0,800.0,800.0,288.991,0.006,288.99,288.988,288.993,288.996,288.984
0.15,0.414,0.396,0.424,0.008,0.415,0.41,0.421,0.424,0.396,0.329,0.315,0.347,0.009,0.328,0.324,0.335,0.347,0.315,0.0,0.0,0.0,0.0,2.65,2.5,3.0,0.229,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,433.146,0.006,433.146,433.141,433.15,433.157,433.136
0.2,0.173,0.155,0.196,0.01,0.17,0.168,0.179,0.196,0.155,0.318,0.302,0.33,0.008,0.32,0.312,0.324,0.33,0.302,0.0,0.0,0.0,0.0,2.95,2.5,3.0,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,1600.0,1600.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,577.25,0.006,577.251,577.245,577.255,577.26,577.239
0.25,0.246,0.231,0.264,0.008,0.247,0.242,0.25,0.26,0.231,0.335,0.327,0.342,0.004,0.335,0.332,0.338,0.342,0.327,0.0,0.0,0.0,0.0,2.975,2.5,3.0,0.109,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2000.0,2000.0,2000.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,721.413,0.007,721.412,721.409,721.416,721.424,721.403
0.3,0.309,0.279,0.326,0.013,0.312,0.305,0.317,0.326,0.303,0.342,0.33,0.348,0.005,0.343,0.341,0.346,0.348,0.335,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2400.0,2400.0,2400.0,0.0,2400.0,2400.0,2400.0,2400.0,2400.0,865.597,0.023,865.602,865.584,865.611,865.629,865.552
0.35,0.31,0.279,0.341,0.014,0.309,0.299,0.316,0.337,0.279,0.344,0.334,0.354,0.005,0.345,0.34,0.348,0.354,0.334,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,2800.0,2800.0,2800.0,0.0,2800.0,2800.0,2800.0,2800.0,2800.0,1009.682,0.004,1009.681,1009.679,1009.684,1009.691,1009.675
0.4,0.206,0.178,0.218,0.009,0.206,0.2,0.213,0.218,0.197,0.328,0.323,0.333,0.003,0.327,0.325,0.33,0.333,0.323,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,1.0,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,3200.0,3200.0,3200.0,0.0,3200.0,3200.0,3200.0,3200.0,3200.0,1153.795,0.021,1153.798,1153.78,1153.808,1153.835,1153.76
0.45,0.225,0.215,0.25,0.008,0.222,0.22,0.229,0.237,0.215,0.334,0.326,0.342,0.004,0.333,0.331,0.335,0.342,0.326,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,0.999,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,3600.0,3600.0,3600.0,0.0,3600.0,3600.0,3600.0,3600.0,3600.0,1297.958,0.005,1297.958,1297.954,1297.96,1297.968,1297.948
0.5,0.212,0.194,0.227,0.01,0.211,0.205,0.221,0.227,0.194,0.331,0.323,0.341,0.005,0.331,0.327,0.334,0.341,0.323,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,0.999,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4000.0,4000.0,4000.0,0.0,4000.0,4000.0,4000.0,4000.0,4000.0,1442.078,0.005,1442.078,1442.074,1442.083,1442.087,1442.068
0.55,0.261,0.246,0.274,0.007,0.259,0.259,0.264,0.27,0.254,0.34,0.336,0.351,0.004,0.34,0.338,0.34,0.342,0.336,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,0.999,4.4,4.4,4.4,0.0,4.4,4.4,4.4,4.4,4.4,4400.0,4400.0,4400.0,0.0,4400.0,4400.0,4400.0,4400.0,4400.0,1586.219,0.007,1586.218,1586.215,1586.224,1586.226,1586.206
0.6,0.212,0.196,0.227,0.008,0.212,0.206,0.219,0.227,0.196,0.331,0.327,0.339,0.003,0.33,0.329,0.333,0.339,0.327,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,0.999,4.8,4.8,4.8,0.0,4.8,4.8,4.8,4.8,4.8,4800.0,4800.0,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,1730.339,0.004,1730.338,1730.336,1730.342,1730.345,1730.333
0.65,0.219,0.203,0.24,0.01,0.218,0.212,0.225,0.24,0.203,0.333,0.327,0.345,0.004,0.332,0.33,0.334,0.335,0.327,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,0.999,5.2,5.2,5.2,0.0,5.2,5.2,5.2,5.2,5.2,5200.0,5200.0,5200.0,0.0,5200.0,5200.0,5200.0,5200.0,5200.0,1874.505,0.003,1874.505,1874.504,1874.507,1874.511,1874.5
