f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,14.395,9.23,30.847,5.337,12.31,11.128,15.287,21.521,9.23,16.873,9.254,57.48,11.057,13.621,10.372,18.29,29.257,9.254,0.231,0.036,0.25,0.058,74.05,34.75,193.75,46.693,177.3,139,253,28.589,169.5,157.0,187.5,208,139,0.031,1.0,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,20.0,20.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0,5.699,0.001,5.699,5.699,5.7,5.701,5.698
0.1,7.894,2.674,13.476,2.801,7.727,6.033,9.273,13.476,2.674,20.688,2.842,33.626,8.388,20.514,16.453,24.788,33.626,6.003,0.25,0.25,0.25,0.0,116.3,19.25,172.75,38.778,38.85,14,60,11.71,37.0,32.75,48.0,60,14,0.031,1.0,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,40.0,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,14.646,0.001,14.646,14.645,14.646,14.646,14.645
0.15,2.631,1.663,6.937,1.351,2.111,1.86,2.462,2.572,1.663,5.494,1.099,23.208,6.595,2.821,1.598,4.717,9.196,1.099,0.0,0.0,0.0,0.0,39.937,5.0,139.5,41.155,5.5,0,23,6.209,2.0,1.0,9.25,16,0,0.031,1.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,20.542,0.001,20.542,20.541,20.542,20.543,20.541
0.2,1.311,0.927,4.774,0.915,1.01,0.969,1.054,1.093,0.927,2.645,0.574,25.18,5.812,0.758,0.655,0.934,1.141,0.574,0.211,0.0,0.25,0.089,20.783,2.25,181.75,44.012,0.95,0,10,2.711,0.0,0.0,0.0,0,0,0.032,1.0,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,80.0,80.0,80.0,0.0,80.0,80.0,80.0,80.0,80.0,29.274,0.001,29.274,29.273,29.275,29.276,29.272
0.25,1.55,1.451,1.943,0.105,1.526,1.488,1.563,1.665,1.451,1.309,0.981,4.743,0.794,1.12,1.059,1.185,1.286,0.981,0.0,0.0,0.0,0.0,8.763,3.75,54.75,10.682,0.25,0,3,0.766,0.0,0.0,0.0,0,0,0.031,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,35.085,0.001,35.085,35.084,35.085,35.086,35.084
0.3,1.157,1.063,1.253,0.051,1.162,1.123,1.185,1.253,1.063,0.887,0.782,0.962,0.049,0.887,0.86,0.92,0.962,0.782,0.0,0.0,0.0,0.0,4.9,4.0,5.75,0.429,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,120.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,43.752,0.001,43.753,43.752,43.754,43.754,43.75
0.35,0.974,0.866,1.116,0.059,0.976,0.947,0.997,1.062,0.909,0.769,0.652,0.887,0.067,0.766,0.724,0.803,0.887,0.652,0.0,0.0,0.0,0.0,4.2,3.5,6.75,0.752,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.032,1.0,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,140.0,140.0,140.0,0.0,140.0,140.0,140.0,140.0,140.0,49.519,0.001,49.519,49.519,49.519,49.52,49.518
0.4,0.719,0.609,0.828,0.051,0.721,0.688,0.762,0.828,0.609,0.639,0.49,0.827,0.074,0.62,0.598,0.667,0.699,0.562,0.071,0.0,0.25,0.11,3.913,2.75,7.25,1.124,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,1.0,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,160.0,160.0,160.0,0.0,160.0,160.0,160.0,160.0,160.0,58.129,0.001,58.129,58.129,58.13,58.131,58.127
0.45,1.197,0.989,2.926,0.399,1.124,1.092,1.132,1.184,1.04,1.608,0.639,16.73,3.47,0.802,0.753,0.869,0.993,0.639,0.0,0.0,0.0,0.0,12.238,3.0,151.75,32.038,0.25,0,5,1.09,0.0,0.0,0.0,0,0,0.032,1.0,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,180.0,180.0,180.0,0.0,180.0,180.0,180.0,180.0,180.0,63.919,0.001,63.919,63.918,63.921,63.922,63.917
0.5,0.951,0.851,1.114,0.065,0.945,0.913,0.976,0.999,0.851,0.765,0.661,0.961,0.074,0.748,0.723,0.78,0.864,0.661,0.0,0.0,0.0,0.0,4.463,3.25,8.5,1.345,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,1.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,200.0,200.0,200.0,0.0,200.0,200.0,200.0,200.0,200.0,72.571,0.001,72.571,72.57,72.572,72.574,72.568
