f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,2.523,2.48,2.886,0.117,2.48,2.48,2.485,2.485,2.48,1.53,1.429,2.335,0.258,1.429,1.429,1.438,1.438,1.429,0.25,0.25,0.25,0.0,6.9,4.75,15.25,4.0,1.15,0,11,3.135,0.0,0.0,0.0,0,0,0.031,1.0,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,30.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,19.403,0.002,19.404,19.403,19.405,19.406,19.4
0.1,1.38,1.327,1.65,0.079,1.349,1.337,1.379,1.418,1.327,0.95,0.877,1.345,0.122,0.901,0.882,0.942,1.014,0.877,0.211,0.0,0.25,0.089,6.35,6.25,7.25,0.3,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,38.407,0.004,38.406,38.404,38.409,38.414,38.402
0.15,1.916,1.843,2.025,0.046,1.906,1.883,1.937,2.014,1.843,1.209,1.149,1.347,0.058,1.186,1.161,1.252,1.347,1.149,0.0,0.0,0.0,0.0,7.075,7.0,7.5,0.179,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,90.0,90.0,90.0,0.0,90.0,90.0,90.0,90.0,90.0,57.396,0.002,57.395,57.395,57.397,57.4,57.393
0.2,0.904,0.771,1.029,0.074,0.906,0.849,0.945,1.029,0.771,1.009,0.886,1.116,0.066,1.0,0.971,1.065,1.116,0.886,0.0,0.0,0.0,0.0,7.5,7.5,7.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.6,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.6,120.0,120.0,120.0,0.0,120.0,120.0,120.0,120.0,120.0,76.357,0.003,76.358,76.355,76.36,76.363,76.352
0.25,0.827,0.734,0.958,0.06,0.829,0.768,0.864,0.958,0.734,0.999,0.926,1.115,0.049,0.997,0.951,1.032,1.115,0.926,0.104,0.0,0.25,0.117,7.75,7.75,7.75,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,150.0,150.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,95.338,0.003,95.339,95.336,95.34,95.344,95.332
0.3,1.372,1.309,1.439,0.026,1.372,1.36,1.388,1.406,1.344,1.081,0.97,1.139,0.032,1.082,1.076,1.092,1.112,1.067,0.0,0.0,0.0,0.0,7.713,7.0,7.75,0.163,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.9,0.9,180.0,180.0,180.0,0.0,180.0,180.0,180.0,180.0,180.0,114.314,0.002,114.315,114.313,114.315,114.319,114.309
0.35,1.12,1.059,1.21,0.042,1.11,1.088,1.152,1.21,1.059,1.08,1.043,1.143,0.027,1.076,1.057,1.095,1.143,1.043,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.05,1.05,1.05,0.0,1.05,1.05,1.05,1.05,1.05,210.0,210.0,210.0,0.0,210.0,210.0,210.0,210.0,210.0,133.281,0.002,133.281,133.28,133.282,133.284,133.277
0.4,0.974,0.89,1.053,0.047,0.964,0.947,1.016,1.053,0.89,1.043,1.012,1.091,0.023,1.038,1.025,1.058,1.091,1.012,0.0,0.0,0.0,0.0,7.95,7.5,8.0,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,240.0,240.0,240.0,0.0,240.0,240.0,240.0,240.0,240.0,152.255,0.002,152.255,152.253,152.257,152.259,152.252
0.45,0.985,0.912,1.063,0.039,0.989,0.963,1.005,1.063,0.912,1.051,1.026,1.103,0.016,1.049,1.04,1.058,1.07,1.026,0.0,0.0,0.0,0.0,8.0,8.0,8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.35,1.35,1.35,0.0,1.35,1.35,1.35,1.35,1.35,270.0,270.0,270.0,0.0,270.0,270.0,270.0,270.0,270.0,171.218,0.002,171.217,171.217,171.219,171.221,171.215
0.5,0.771,0.681,0.857,0.042,0.776,0.738,0.787,0.857,0.681,1.062,0.998,1.118,0.028,1.064,1.053,1.072,1.094,1.045,0.0,0.0,0.0,0.0,8.2,7.75,8.25,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,300.0,190.167,0.002,190.166,190.166,190.168,190.17,190.164
