f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,3.776,1.674,6.919,1.472,3.395,2.903,4.506,6.547,1.674,15.829,7.659,26.113,5.748,14.267,11.124,21.351,26.113,7.659,0.0,0.0,0.0,0.0,131.4,59.0,188.5,44.765,12.15,1,39,10.091,9.5,5.5,14.75,26,1,0.138,0.006,0.952,0.013,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.0,3.0,0.0,1600.0,1600.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,64221.108,102.238,64243.643,64181.719,64271.919,64386.339,64073.654,1600.0,0.0,1317502.9,1297544,1341534,12404.675,1314248.0,1306743.25,1325405.25,1341534,1297544,813.05,545,1413,194.105,815.0,675.75,917.0,1018,545,0.088,0.055,0.125,0.019,0.085,0.074,0.098,0.125,0.055
0.1,2.946,1.068,5.028,1.073,3.172,2.207,3.466,5.028,1.068,15.712,1.377,25.142,6.812,18.2,9.504,20.86,25.142,1.377,0.0,0.0,0.0,0.0,130.75,12.0,186.0,50.622,6.65,3,12,2.372,6.5,5.0,8.0,12,3,0.128,0.004,0.956,0.01,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.0,6.0,0.0,3200.0,3200.0,3200.0,0.0,3200.0,3200.0,3200.0,3200.0,3200.0,52296.693,197.187,52303.614,52159.535,52403.18,52688.444,51964.229,3200.0,0.0,1255772.9,1245509,1270473,6775.364,1255197.0,1250574.25,1259770.5,1270473,1245509,1694.7,1287,2328,310.319,1673.0,1443.5,1836.0,2328,1287,0.193,0.135,0.282,0.034,0.194,0.176,0.206,0.24,0.135
0.15,1.922,0.879,3.372,0.634,1.896,1.446,2.253,3.372,0.879,11.21,1.255,20.658,5.284,10.631,7.223,15.33,20.658,1.255,0.0,0.0,0.0,0.0,114.1,15.5,195.0,50.984,4.85,1,8,1.526,5.0,4.0,6.0,8,1,0.103,0.003,0.938,0.007,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1.2,0.0,9.0,0.0,4800.0,4800.0,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,43487.57,193.46,43512.322,43332.239,43643.986,43788.22,43094.127,4800.0,0.0,1179583.25,1164322,1188169,7123.846,1180057.5,1176404.0,1184965.75,1188169,1164322,3548.55,3022,4621,402.314,3472.0,3283.0,3692.75,4200,3022,0.294,0.225,0.362,0.038,0.29,0.259,0.316,0.362,0.225
0.2,1.495,0.686,2.327,0.534,1.441,1.178,1.925,2.327,0.686,9.329,1.683,17.626,5.371,7.152,5.785,14.674,17.626,1.683,0.0,0.0,0.0,0.0,99.95,20.0,188.5,58.402,4.0,2,6,1.0,4.0,3.0,5.0,6,2,0.087,0.002,0.922,0.007,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,1.6,0.0,12.0,0.0,6400.0,6400.0,6400.0,0.0,6400.0,6400.0,6400.0,6400.0,6400.0,36820.492,221.117,36791.407,36669.245,36898.041,37208.476,36496.031,6400.0,0.0,1082758.05,1075996,1092383,4926.8,1081759.5,1078261.25,1086174.25,1092383,1075996,5910.35,5009,7282,556.158,5943.0,5624.75,6087.0,6430,5009,0.379,0.308,0.445,0.033,0.379,0.359,0.406,0.445,0.308
0.25,1.304,0.754,2.409,0.468,1.237,0.987,1.392,1.884,0.754,8.181,2.04,18.325,4.274,7.724,5.31,10.203,16.193,2.04,0.0,0.0,0.0,0.0,99.3,24.0,184.5,50.147,3.55,1,6,1.161,3.5,3.0,4.0,5,2,0.077,0.002,0.907,0.006,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,15.0,0.0,8000.0,8000.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,31641.371,172.618,31670.577,31554.135,31768.088,31969.273,31242.19,8000.0,0.0,990783.35,980826,1003896,5512.465,990054.5,987900.75,991975.25,995159,984505,8677.85,7885,9799,426.717,8580.0,8401.75,8900.0,9285,7885,0.448,0.385,0.485,0.024,0.446,0.438,0.461,0.485,0.408
0.3,1.234,0.515,2.011,0.48,1.154,0.777,1.674,2.011,0.515,7.934,0.893,14.866,4.823,7.701,3.509,13.014,14.866,0.893,0.0,0.0,0.0,0.0,87.325,16.0,174.0,50.263,3.3,1,5,0.9,3.0,3.0,4.0,5,2,0.07,0.001,0.891,0.006,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2.4,0.0,18.0,0.0,9600.0,9600.0,9600.0,0.0,9600.0,9600.0,9600.0,9600.0,9600.0,27571.171,162.594,27578.239,27456.603,27678.774,28001.989,27312.508,9600.0,0.0,916204.9,905893,927005,5282.827,916919.5,912887.25,919075.75,927005,905893,11995.25,10659,13766,822.849,11925.5,11452.5,12323.25,13601,10659,0.507,0.455,0.56,0.022,0.505,0.498,0.519,0.528,0.472
0.35,1.083,0.542,2.169,0.446,0.986,0.685,1.423,2.169,0.542,7.364,1.63,16.983,4.837,5.951,2.398,11.381,16.983,1.63,0.0,0.0,0.0,0.0,90.1,22.0,172.5,55.986,2.75,1,4,0.766,3.0,2.0,3.0,4,1,0.064,0.001,0.879,0.005,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,2.8,0.0,21.0,0.0,11200.0,11200.0,11200.0,0.0,11200.0,11200.0,11200.0,11200.0,11200.0,24150.937,167.174,24154.433,24057.844,24292.227,24382.158,23771.182,11200.0,0.0,832548.95,824228,841700,4648.086,832405.0,829551.25,835658.5,841700,824228,15191.7,14162,16447,696.801,15043.5,14680.25,15820.75,16447,14162,0.557,0.495,0.608,0.027,0.559,0.543,0.573,0.608,0.515
0.4,0.744,0.476,1.203,0.246,0.631,0.523,0.984,1.203,0.476,4.585,0.704,10.769,3.625,2.798,1.464,8.868,10.769,0.704,0.0,0.0,0.0,0.0,70.425,9.0,185.0,61.554,2.1,0,3,0.768,2.0,2.0,3.0,3,1,0.06,0.001,0.869,0.005,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,3.2,0.0,24.0,0.0,12800.0,12800.0,12800.0,0.0,12800.0,12800.0,12800.0,12800.0,12800.0,21280.872,161.836,21237.548,21153.524,21383.505,21705.528,21067.095,12800.0,0.0,754994.25,746733,766319,5786.107,754186.0,749691.75,759564.25,766319,746733,18099.35,16693,19772,881.246,18068.5,17401.25,18608.75,19772,16693,0.616,0.595,0.655,0.016,0.616,0.602,0.626,0.655,0.595
0.45,0.799,0.441,1.322,0.335,0.613,0.53,1.19,1.322,0.441,5.748,0.935,12.967,4.711,3.641,1.534,11.023,12.967,0.935,0.0,0.0,0.0,0.0,85.275,15.0,187.0,69.547,2.05,1,3,0.669,2.0,2.0,2.25,2.25,2,0.057,0.001,0.861,0.006,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,3.6,0.0,27.0,0.0,14400.0,14400.0,14400.0,0.0,14400.0,14400.0,14400.0,14400.0,14400.0,18964.874,124.746,18951.502,18869.088,19051.462,19219.788,18711.456,14400.0,0.0,687528.6,679390,693268,4213.172,688569.5,683599.5,691285.75,693268,679390,21674.3,20050,24416,978.2,21582.0,21044.75,22313.0,22609,20050,0.63,0.592,0.695,0.025,0.625,0.615,0.644,0.665,0.592
0.5,0.688,0.385,1.148,0.224,0.705,0.482,0.852,1.148,0.385,5.009,0.566,11.003,3.446,5.188,1.266,8.036,11.003,0.566,0.0,0.0,0.0,0.0,86.425,9.0,172.0,62.283,1.45,0,3,0.74,1.5,1.0,2.0,3,0,0.054,0.001,0.847,0.007,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,30.0,0.0,16000.0,16000.0,16000.0,0.0,16000.0,16000.0,16000.0,16000.0,16000.0,17106.354,112.172,17095.079,17019.567,17192.001,17312.365,16939.772,16000.0,0.0,619830.25,605113,629749,5698.152,619954.5,616726.0,623843.5,629749,611714,25404.9,23583,26926,1079.771,25636.0,24433.5,26322.75,26926,23583,0.681,0.645,0.74,0.026,0.678,0.659,0.698,0.74,0.645
