f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.05,1.373,0.453,6.077,1.278,1.068,0.616,1.569,2.129,0.453,6.955,0.347,24.596,5.954,6.484,2.624,9.363,17.507,0.347,0.0,0.0,0.0,0.0,78.975,1.5,168.0,51.197,4.55,0,21,5.239,2.5,1.0,5.25,8,0,0.072,0.003,0.864,0.017,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1.5,0.0,3.0,0.0,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,39484.897,216.718,39417.552,39304.264,39618.159,39997.671,39234.445,6000.0,0.0,1199476.45,1169077,1213059,10431.33,1200152.0,1193968.0,1208310.5,1213059,1186601,3437.3,2761,3957,360.077,3452.5,3157.0,3727.0,3957,2761,0.275,0.222,0.322,0.03,0.265,0.252,0.306,0.322,0.222
0.1,0.351,0.308,0.636,0.08,0.323,0.313,0.335,0.337,0.308,0.823,0.262,6.389,1.517,0.28,0.269,0.285,0.294,0.262,0.0,0.0,0.0,0.0,12.625,1.0,127.5,31.633,0.15,0,1,0.357,0.0,0.0,0.0,0,0,0.054,0.002,0.825,0.014,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,6.0,0.0,12000.0,12000.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,24734.95,246.754,24702.692,24504.07,24882.419,25324.841,24401.235,12000.0,0.0,993746.65,984226,999415,3925.972,994423.5,992300.75,996536.25,999415,987659,8330.25,7381,9465,658.37,8408.0,7680.25,8769.0,9465,7381,0.548,0.458,0.622,0.043,0.556,0.529,0.572,0.622,0.468
0.15,0.266,0.253,0.28,0.007,0.264,0.262,0.27,0.28,0.253,0.257,0.252,0.261,0.003,0.257,0.255,0.259,0.261,0.252,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.045,0.001,0.792,0.007,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,0.0,18000.0,18000.0,18000.0,0.0,18000.0,18000.0,18000.0,18000.0,18000.0,17350.311,141.21,17307.48,17254.251,17429.666,17618.351,17099.069,18000.0,0.0,830477.15,824470,838858,3688.189,829139.0,827982.25,833445.5,838858,824470,14394.9,13698,15372,473.815,14291.0,14000.25,14678.5,15372,13698,0.722,0.675,0.762,0.02,0.724,0.712,0.734,0.762,0.688
0.2,0.232,0.215,0.254,0.01,0.231,0.227,0.236,0.244,0.215,0.252,0.25,0.257,0.002,0.252,0.251,0.253,0.254,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.039,0.001,0.762,0.008,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,12.0,0.0,24000.0,24000.0,24000.0,0.0,24000.0,24000.0,24000.0,24000.0,24000.0,13073.173,116.256,13071.79,12993.51,13143.4,13199.582,12895.556,24000.0,0.0,698681.2,690746,703946,3243.404,699544.0,697121.0,700852.0,703946,693730,21013.05,20203,22998,701.083,20757.0,20557.25,21300.75,22150,20203,0.844,0.818,0.878,0.018,0.848,0.827,0.857,0.878,0.818
0.25,0.203,0.191,0.226,0.009,0.202,0.196,0.211,0.226,0.191,0.248,0.245,0.254,0.002,0.248,0.247,0.249,0.251,0.245,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.036,0.001,0.736,0.008,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,7.5,0.0,15.0,0.0,30000.0,30000.0,30000.0,0.0,30000.0,30000.0,30000.0,30000.0,30000.0,10373.762,107.84,10368.676,10303.802,10424.925,10601.849,10130.18,30000.0,0.0,589739.1,580531,600201,4703.521,590377.5,587405.75,592575.25,600201,580531,28378.85,26211,30121,863.611,28351.5,27908.25,29023.0,30121,27077,0.895,0.85,0.93,0.021,0.892,0.887,0.91,0.93,0.858
0.3,0.181,0.172,0.191,0.006,0.181,0.176,0.185,0.191,0.172,0.243,0.239,0.245,0.002,0.243,0.241,0.244,0.245,0.239,0.0,0.0,0.0,0.0,0.975,0.5,1.0,0.109,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,0.0,0.714,0.006,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,18.0,0.0,36000.0,36000.0,36000.0,0.0,36000.0,36000.0,36000.0,36000.0,36000.0,8478.469,61.069,8484.049,8449.514,8515.976,8596.549,8361.257,36000.0,0.0,494950.2,483023,501394,4124.299,495675.5,492392.25,497320.5,501394,489277,35878.0,34869,37615,707.667,35812.0,35298.75,36340.5,37615,34869,0.936,0.918,0.958,0.012,0.931,0.925,0.942,0.958,0.918
0.35,0.154,0.139,0.17,0.009,0.154,0.147,0.159,0.17,0.139,0.233,0.227,0.24,0.004,0.234,0.23,0.236,0.24,0.227,0.0,0.0,0.0,0.0,0.975,0.5,1.0,0.109,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.0,0.692,0.006,10.5,10.5,10.5,0.0,10.5,10.5,10.5,10.5,10.5,10.5,0.0,21.0,0.0,42000.0,42000.0,42000.0,0.0,42000.0,42000.0,42000.0,42000.0,42000.0,7129.432,49.557,7121.011,7092.775,7157.293,7223.901,7037.486,42000.0,0.0,409287.9,403721,417001,3861.08,408060.0,406454.75,412212.5,417001,403721,43953.05,41997,45495,1010.426,44021.5,43278.0,44818.25,45495,41997,0.956,0.942,0.975,0.008,0.956,0.952,0.96,0.965,0.942
0.4,0.138,0.122,0.148,0.007,0.138,0.135,0.143,0.148,0.129,0.226,0.218,0.231,0.003,0.226,0.224,0.229,0.231,0.218,0.0,0.0,0.0,0.0,0.925,0.5,1.0,0.179,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,0.0,0.668,0.005,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12.0,0.0,24.0,0.0,48000.0,48000.0,48000.0,0.0,48000.0,48000.0,48000.0,48000.0,48000.0,6102.506,32.771,6102.351,6082.589,6123.356,6165.741,6028.375,48000.0,0.0,333722.8,326186,340853,3849.909,333760.0,330876.25,336514.5,340853,326186,52786.2,51492,54208,820.628,52815.0,52106.5,53370.75,54208,51492,0.968,0.948,0.985,0.009,0.969,0.962,0.972,0.985,0.948
0.45,0.116,0.104,0.133,0.008,0.116,0.11,0.12,0.133,0.104,0.213,0.203,0.224,0.005,0.212,0.209,0.216,0.224,0.203,0.0,0.0,0.0,0.0,0.8,0.5,1.0,0.245,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.027,0.0,0.637,0.006,13.5,13.5,13.5,0.0,13.5,13.5,13.5,13.5,13.5,13.5,0.0,27.0,0.0,54000.0,54000.0,54000.0,0.0,54000.0,54000.0,54000.0,54000.0,54000.0,5351.614,26.96,5359.489,5328.746,5370.082,5392.886,5304.841,54000.0,0.0,268698.0,262246,276707,4220.326,267537.0,265919.5,272267.25,276707,262246,63625.8,61440,65583,1060.312,63562.0,62939.0,64431.5,65583,61440,0.98,0.97,0.99,0.006,0.979,0.978,0.982,0.99,0.97
0.5,0.098,0.081,0.114,0.01,0.099,0.091,0.105,0.114,0.081,0.2,0.184,0.213,0.008,0.201,0.194,0.206,0.213,0.184,0.0,0.0,0.0,0.0,0.775,0.5,1.0,0.249,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.025,0.0,0.611,0.004,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,15.0,0.0,30.0,0.0,60000.0,60000.0,60000.0,0.0,60000.0,60000.0,60000.0,60000.0,60000.0,4725.392,26.952,4730.894,4713.342,4740.97,4767.67,4673.148,60000.0,0.0,207219.05,197265,214431,3579.753,207043.0,205814.5,209299.5,214431,201789,74198.8,71753,75781,958.601,74095.5,73759.0,74802.75,75781,72965,0.986,0.975,0.998,0.007,0.989,0.98,0.991,0.998,0.975
