f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.55,7.126,2.555,21.545,4.944,5.449,3.875,8.088,9.982,2.555,18.714,3.086,50.2,13.936,14.414,5.802,26.367,50.2,3.086,0.0,0.0,0.0,0.0,105.525,20.5,186.0,60.906,26.25,8,68,16.703,20.0,12.75,37.75,68,8,0.084,0.007,0.864,0.042,1.65,1.65,1.65,0.0,1.65,1.65,1.65,1.65,1.65,1.65,0.0,22.0,0.0,330.0,330.0,330.0,0.0,330.0,330.0,330.0,330.0,330.0,1629.486,38.424,1618.891,1602.908,1652.336,1694.648,1567.931,330.0,0.0,42482.4,39461,44476,1286.378,42580.5,41732.25,43327.25,44476,39461,992.35,510,1730,292.664,990.0,845.25,1158.25,1412,510,0.419,0.38,0.472,0.021,0.421,0.406,0.433,0.472,0.38
0.6,6.193,2.505,12.119,3.31,5.427,3.227,9.507,12.119,2.505,17.107,2.522,34.144,12.185,18.227,4.559,29.222,34.144,2.522,0.0,0.0,0.0,0.0,106.862,14.5,181.0,63.159,20.75,8,50,12.561,14.5,11.0,26.25,41,8,0.085,0.006,0.866,0.037,1.8,1.8,1.8,0.0,1.8,1.8,1.8,1.8,1.8,1.8,0.0,24.0,0.0,360.0,360.0,360.0,0.0,360.0,360.0,360.0,360.0,360.0,1516.07,25.824,1508.976,1498.126,1534.482,1566.22,1476.594,360.0,0.0,38913.8,37338,40636,944.911,38808.5,38431.75,39472.75,40636,37338,1008.6,487,1666,290.484,972.5,852.75,1169.5,1494,487,0.439,0.405,0.472,0.018,0.444,0.424,0.451,0.472,0.405
0.65,6.984,2.989,13.918,2.696,6.844,5.472,7.693,10.269,2.989,20.815,3.311,42.884,10.932,19.103,12.625,28.521,42.884,3.311,0.0,0.0,0.0,0.0,124.1,19.5,192.5,57.07,27.55,7,89,19.492,21.0,13.75,36.25,56,7,0.08,0.005,0.839,0.047,1.95,1.95,1.95,0.0,1.95,1.95,1.95,1.95,1.95,1.95,0.0,26.0,0.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,1427.096,27.523,1424.644,1411.2,1440.014,1481.448,1381.415,390.0,0.0,35610.75,32551,37009,1093.442,35886.0,35061.25,36365.25,37009,33542,1290.95,735,2114,363.103,1250.0,975.75,1564.0,2114,735,0.465,0.435,0.5,0.017,0.471,0.45,0.478,0.5,0.435
0.7,5.466,2.206,10.328,2.518,5.082,3.104,7.672,10.328,2.206,16.652,1.705,34.816,11.382,15.214,5.184,29.057,34.816,1.705,0.0,0.0,0.0,0.0,99.012,9.5,186.5,64.169,17.85,0,56,13.051,15.0,9.0,26.0,32,0,0.081,0.006,0.853,0.042,2.1,2.1,2.1,0.0,2.1,2.1,2.1,2.1,2.1,2.1,0.0,28.0,0.0,420.0,420.0,420.0,0.0,420.0,420.0,420.0,420.0,420.0,1315.878,30.409,1314.275,1290.203,1344.862,1355.397,1263.451,420.0,0.0,32796.45,30470,34872,1210.096,33003.0,31865.25,33529.0,34872,30470,1230.6,758,2005,350.403,1119.5,964.25,1488.0,2005,758,0.49,0.462,0.532,0.018,0.491,0.475,0.501,0.532,0.462
0.75,5.304,2.282,10.468,2.567,4.189,3.043,6.927,10.468,2.282,15.809,2.313,35.961,10.553,14.812,5.98,24.219,35.961,2.313,0.0,0.0,0.0,0.0,104.85,11.0,184.0,59.45,17.15,1,41,11.442,14.0,9.75,24.5,41,1,0.078,0.005,0.824,0.04,2.25,2.25,2.25,0.0,2.25,2.25,2.25,2.25,2.25,2.25,0.0,30.0,0.0,450.0,450.0,450.0,0.0,450.0,450.0,450.0,450.0,450.0,1232.858,23.319,1232.365,1210.209,1246.277,1278.607,1199.209,450.0,0.0,29901.25,28412,31454,916.874,29648.5,29314.25,30516.75,31454,28412,1489.2,724,2142,349.072,1560.0,1232.5,1735.25,2142,724,0.508,0.478,0.53,0.014,0.509,0.5,0.52,0.53,0.478
0.8,3.915,1.91,7.701,1.561,3.473,2.748,4.963,7.701,1.91,11.376,1.733,32.228,8.491,9.329,3.647,16.744,32.228,1.733,0.0,0.0,0.0,0.0,78.088,10.0,185.0,54.615,12.7,1,22,5.405,12.0,9.5,17.0,22,1,0.08,0.004,0.856,0.031,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,2.4,0.0,32.0,0.0,480.0,480.0,480.0,0.0,480.0,480.0,480.0,480.0,480.0,1142.609,22.692,1136.475,1127.157,1157.166,1190.421,1101.335,480.0,0.0,27224.7,25962,28348,720.089,27362.0,26572.75,27767.75,28348,25962,1422.45,1001,2123,303.783,1304.5,1172.25,1621.75,2123,1001,0.51,0.478,0.532,0.015,0.511,0.5,0.522,0.532,0.478
0.85,5.285,2.318,13.674,2.623,5.497,3.108,6.684,7.607,2.318,17.278,2.337,41.852,10.29,15.97,9.398,25.171,41.852,2.337,0.0,0.0,0.0,0.0,110.55,17.5,187.0,56.804,17.9,6,58,12.413,13.5,9.0,22.25,39,6,0.075,0.005,0.828,0.054,2.55,2.55,2.55,0.0,2.55,2.55,2.55,2.55,2.55,2.55,0.0,34.0,0.0,510.0,510.0,510.0,0.0,510.0,510.0,510.0,510.0,510.0,1069.536,18.126,1067.504,1058.314,1081.254,1104.786,1035.524,510.0,0.0,24435.05,22862,25345,691.857,24604.0,23895.75,25026.25,25345,22862,1701.95,948,2768,499.721,1551.0,1362.5,2136.25,2768,948,0.556,0.532,0.59,0.016,0.558,0.545,0.568,0.59,0.532
0.9,3.7,1.912,7.426,1.714,3.005,2.263,5.124,7.426,1.912,11.606,1.877,28.755,9.726,7.226,3.002,20.166,28.755,1.877,0.0,0.0,0.0,0.0,84.738,14.5,184.5,62.098,11.0,1,21,4.817,12.0,8.5,14.0,21,1,0.076,0.003,0.83,0.033,2.7,2.7,2.7,0.0,2.7,2.7,2.7,2.7,2.7,2.7,0.0,36.0,0.0,540.0,540.0,540.0,0.0,540.0,540.0,540.0,540.0,540.0,995.743,12.851,998.057,986.712,1002.923,1023.958,967.789,540.0,0.0,21503.7,19590,22939,816.284,21559.5,21114.25,22099.25,22939,20068,1610.95,1087,2189,293.054,1597.0,1395.5,1834.25,2189,1087,0.572,0.535,0.605,0.015,0.575,0.564,0.58,0.59,0.55
0.95,3.38,1.582,8.555,1.871,2.57,1.964,4.547,5.942,1.582,9.419,1.483,24.575,8.709,4.199,2.418,15.244,24.575,1.483,0.0,0.0,0.0,0.0,66.25,10.0,156.0,55.832,10.55,1,34,6.939,10.5,5.75,12.0,20,1,0.075,0.005,0.822,0.048,2.85,2.85,2.85,0.0,2.85,2.85,2.85,2.85,2.85,2.85,0.0,38.0,0.0,570.0,570.0,570.0,0.0,570.0,570.0,570.0,570.0,570.0,934.958,14.559,932.331,925.85,942.664,967.836,905.34,570.0,0.0,18067.35,16629,18965,640.57,18170.0,17680.75,18466.75,18965,16629,1863.5,921,2888,446.388,1901.0,1570.25,2053.0,2671,921,0.603,0.568,0.652,0.02,0.6,0.592,0.611,0.632,0.568
1.0,2.996,1.557,7.774,1.611,2.396,1.845,3.687,5.602,1.557,9.163,1.535,30.357,8.814,4.581,2.74,17.537,30.357,1.535,0.0,0.0,0.0,0.0,69.438,10.0,165.0,60.603,9.3,1,17,4.302,9.5,6.0,12.0,17,1,0.076,0.004,0.852,0.048,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,40.0,0.0,600.0,600.0,600.0,0.0,600.0,600.0,600.0,600.0,600.0,874.733,10.366,875.059,871.316,879.743,888.406,865.877,600.0,0.0,14617.95,14065,15361,381.677,14493.0,14356.75,14875.5,15361,14065,1459.6,901,2398,438.219,1425.5,1094.25,1564.75,2202,901,0.611,0.565,0.645,0.018,0.611,0.597,0.622,0.645,0.565
