pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
0.153,0.24,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17370,0,0.985,59.577
0.177,0.266,0.0,1.25,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17370,0,0.99,59.576
0.16,0.248,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17372,0,0.968,59.576
0.181,0.258,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17386,0,0.983,59.578
0.144,0.247,0.0,1.0,0.031,1.0,12.0,12.0,24.0,600.0,600.0,17355,0,0.978,59.574
0.142,0.241,0.0,1.0,0.031,1.0,12.0,12.0,24.0,600.0,600.0,17349,0,0.983,59.575
0.163,0.259,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17380,0,0.98,59.577
0.151,0.251,0.0,1.25,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17384,0,0.973,59.577
0.134,0.235,0.0,1.0,0.031,1.0,12.0,12.0,24.0,600.0,600.0,17356,0,0.988,59.578
0.153,0.234,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17396,0,0.965,59.576
0.164,0.257,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17375,0,0.995,59.574
0.15,0.239,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17367,0,0.98,59.575
0.173,0.252,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17400,0,0.98,59.578
0.144,0.25,0.0,1.0,0.031,1.0,12.0,12.0,24.0,600.0,600.0,17342,0,0.983,59.576
0.152,0.244,0.0,1.0,0.031,1.0,12.0,12.0,24.0,600.0,600.0,17362,0,0.975,59.575
0.167,0.254,0.0,1.0,0.033,1.0,12.0,12.0,24.0,600.0,600.0,17404,0,0.988,59.574
0.185,0.266,0.0,1.0,0.033,1.0,12.0,12.0,24.0,600.0,600.0,17419,0,0.98,59.577
0.159,0.247,0.0,1.0,0.031,1.0,12.0,12.0,24.0,600.0,600.0,17364,0,0.96,59.579
0.14,0.232,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17372,0,0.988,59.58
0.153,0.248,0.0,1.0,0.032,1.0,12.0,12.0,24.0,600.0,600.0,17370,0,0.983,59.575
