f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,mean_field_activity_std,perc_correct_fields_mean,perc_correct_fields_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo,num_fields_active_mean,num_fields_active_std,activity_false_positives_num_mean,activity_false_positives_num_min,activity_false_positives_num_max,activity_false_positives_num_std,activity_false_positives_num_median,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_whishi,activity_false_positives_num_whislo,activity_false_negatives_num_mean,activity_false_negatives_num_min,activity_false_negatives_num_max,activity_false_negatives_num_std,activity_false_negatives_num_median,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,perc_unique_field_combinations_mean,perc_unique_field_combinations_min,perc_unique_field_combinations_max,perc_unique_field_combinations_std,perc_unique_field_combinations_median,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo
0.55,52.083,43.644,68.27,6.676,50.073,47.357,56.871,68.27,43.644,45.858,36.573,60.434,5.505,45.786,43.568,47.863,50.608,37.852,0.0,0.0,0.0,0.0,181.754,132.75,197.75,13.892,296.35,243,348,33.072,292.5,265.75,327.5,348,243,0.012,0.004,0.214,0.06,16.5,16.5,16.5,0.0,16.5,16.5,16.5,16.5,16.5,16.5,0.0,32.4,0.0,825.0,825.0,825.0,0.0,825.0,825.0,825.0,825.0,825.0,64.916,5.746,63.932,60.367,67.799,75.441,57.441,825.0,0.0,1420.95,1007,1901,181.67,1433.5,1354.0,1514.5,1633,1212,2948.95,2619,3464,195.247,2916.0,2801.0,3050.5,3192,2619,0.997,0.995,1.0,0.002,0.998,0.998,0.998,0.998,0.998
0.6,51.11,38.217,66.647,8.161,50.969,45.098,56.645,66.647,38.217,43.912,29.058,53.743,6.414,45.298,41.655,47.897,53.743,35.454,0.006,0.0,0.125,0.027,175.918,106.0,192.75,18.303,301.9,214,354,41.882,312.5,285.0,335.0,354,214,0.011,0.004,0.191,0.065,18.0,18.0,18.0,0.0,18.0,18.0,18.0,18.0,18.0,18.0,0.0,36.0,0.0,900.0,900.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,59.517,6.41,58.028,54.249,63.774,77.716,50.149,900.0,0.0,1174.15,939,1665,169.302,1134.0,1054.25,1235.5,1462,939,3307.95,2908,3712,235.767,3311.5,3167.0,3437.25,3712,2908,0.999,0.995,1.0,0.001,1.0,0.998,1.0,1.0,0.995
0.65,50.822,33.198,74.555,10.72,47.598,43.512,57.898,74.555,33.198,43.362,35.066,50.847,4.282,44.18,39.674,46.204,50.847,35.066,0.0,0.0,0.0,0.0,173.938,136.5,195.75,13.582,297.35,228,352,35.614,289.5,272.75,333.5,352,228,0.011,0.004,0.195,0.069,19.5,19.5,19.5,0.0,19.5,19.5,19.5,19.5,19.5,19.5,0.0,38.4,0.0,975.0,975.0,975.0,0.0,975.0,975.0,975.0,975.0,975.0,58.589,9.241,53.553,52.019,63.035,77.912,49.535,975.0,0.0,997.2,801,1297,126.869,986.0,919.5,1070.0,1236,801,3508.9,3175,3962,246.673,3425.0,3306.75,3667.75,3962,3175,0.998,0.988,1.0,0.003,0.998,0.998,1.0,1.0,0.995
0.7,47.671,38.86,61.413,5.457,47.888,43.28,51.465,61.413,38.86,38.795,29.579,50.17,4.381,38.707,35.777,41.311,43.987,29.579,0.0,0.0,0.0,0.0,173.575,126.0,191.0,14.592,315.6,256,355,27.198,323.0,298.5,332.25,355,256,0.01,0.003,0.181,0.054,21.0,21.0,21.0,0.0,21.0,21.0,21.0,21.0,21.0,21.0,0.0,42.0,0.0,1050.0,1050.0,1050.0,0.0,1050.0,1050.0,1050.0,1050.0,1050.0,53.46,6.048,51.78,48.854,57.25,61.845,46.41,1050.0,0.0,827.4,633,1018,112.407,815.0,745.5,923.0,1018,633,3967.95,3630,4323,200.795,3977.0,3772.5,4092.25,4323,3630,0.999,0.998,1.0,0.001,1.0,0.999,1.0,1.0,0.999
0.75,50.389,41.25,61.632,5.988,48.372,46.414,55.522,61.632,41.25,41.028,28.446,48.891,4.935,42.157,38.9,44.184,48.891,34.987,0.012,0.0,0.25,0.054,169.312,123.0,192.0,19.909,314.8,277,376,25.431,320.0,294.25,327.5,376,277,0.01,0.003,0.183,0.049,22.5,22.5,22.5,0.0,22.5,22.5,22.5,22.5,22.5,22.5,0.0,44.4,0.0,1125.0,1125.0,1125.0,0.0,1125.0,1125.0,1125.0,1125.0,1125.0,48.764,3.434,47.683,46.531,50.712,55.97,44.527,1125.0,0.0,752.9,599,898,93.046,736.0,688.75,830.75,898,599,4208.05,3819,4520,174.241,4174.0,4077.0,4333.25,4520,3819,1.0,0.998,1.0,0.001,1.0,1.0,1.0,1.0,1.0
0.8,47.548,38.776,56.147,4.13,47.417,44.643,50.013,56.147,38.776,36.674,29.296,43.368,4.123,36.532,34.665,40.17,43.368,29.296,0.0,0.0,0.0,0.0,165.939,127.5,185.75,13.142,324.8,288,360,17.526,328.5,311.25,332.75,360,288,0.01,0.003,0.184,0.039,24.0,24.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,48.0,0.0,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,44.48,1.84,44.869,42.711,45.654,48.031,41.696,1200.0,0.0,634.7,484,852,87.312,628.0,584.75,673.75,762,484,4200.0,3900,4418,146.322,4212.5,4097.0,4308.0,4418,3900,1.0,0.998,1.0,0.001,1.0,1.0,1.0,1.0,1.0
0.85,47.056,38.783,58.631,4.444,47.823,44.561,49.11,52.976,38.783,34.602,28.943,42.482,3.277,33.258,32.431,37.171,42.482,28.943,0.018,0.0,0.25,0.058,164.025,140.75,187.75,13.183,332.6,293,361,20.259,333.0,318.5,348.25,361,293,0.01,0.003,0.176,0.043,25.5,25.5,25.5,0.0,25.5,25.5,25.5,25.5,25.5,25.5,0.0,50.4,0.0,1275.0,1275.0,1275.0,0.0,1275.0,1275.0,1275.0,1275.0,1275.0,43.221,3.394,42.274,41.083,43.417,43.942,40.109,1275.0,0.0,530.85,353,804,106.143,504.0,467.75,576.0,719,353,4804.9,4605,5198,169.91,4760.5,4668.0,4879.0,5186,4605,1.0,0.998,1.0,0.001,1.0,1.0,1.0,1.0,1.0
0.9,48.303,38.168,51.844,3.116,49.227,46.836,50.347,51.844,44.345,32.567,28.537,38.331,2.392,32.187,31.165,33.139,34.613,28.537,0.064,0.0,0.5,0.117,157.948,106.04,179.5,17.719,344.4,320,367,13.691,344.0,334.5,354.5,367,320,0.008,0.003,0.147,0.049,27.0,27.0,27.0,0.0,27.0,27.0,27.0,27.0,27.0,27.0,0.0,54.0,0.0,1350.0,1350.0,1350.0,0.0,1350.0,1350.0,1350.0,1350.0,1350.0,43.573,9.452,39.929,39.089,43.859,50.926,37.115,1350.0,0.0,460.25,325,768,100.302,445.0,404.25,494.5,612,325,5246.45,4954,5695,201.484,5188.5,5095.0,5400.25,5695,4954,1.0,0.998,1.0,0.001,1.0,1.0,1.0,1.0,1.0
0.95,47.812,44.227,51.325,1.902,47.858,46.984,48.687,51.105,44.921,31.91,29.04,37.271,1.837,31.877,30.546,32.811,34.11,29.04,0.116,0.0,0.682,0.169,152.256,121.5,185.25,15.538,343.95,306,367,15.68,347.5,333.0,353.5,367,306,0.01,0.002,0.164,0.025,28.5,28.5,28.5,0.0,28.5,28.5,28.5,28.5,28.5,28.5,0.0,56.4,0.0,1425.0,1425.0,1425.0,0.0,1425.0,1425.0,1425.0,1425.0,1425.0,38.855,1.656,38.178,37.793,39.257,41.011,37.006,1425.0,0.0,386.45,293,540,66.168,389.0,331.0,422.25,540,293,5422.25,5247,5583,104.666,5418.5,5336.75,5530.0,5583,5247,1.0,0.998,1.0,0.001,1.0,1.0,1.0,1.0,1.0
1.0,48.548,45.515,52.054,1.918,48.937,46.537,49.749,52.054,45.515,30.573,26.936,34.438,1.693,31.165,29.936,31.353,32.358,28.062,0.198,0.0,1.0,0.237,150.308,120.5,181.5,20.838,353.5,335,375,9.867,354.5,346.25,358.75,375,335,0.009,0.001,0.154,0.023,30.0,30.0,30.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,60.0,0.0,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,36.629,1.385,36.117,35.643,37.34,38.889,34.842,1500.0,0.0,352.75,231,461,56.764,357.0,324.0,378.5,450,272,5696.65,5532,5930,103.099,5675.0,5639.75,5759.0,5930,5532,1.0,0.998,1.0,0.001,1.0,1.0,1.0,1.0,1.0
