f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,0.707,0.672,0.77,0.032,0.707,0.675,0.73,0.77,0.672,0.916,0.889,0.971,0.026,0.92,0.89,0.933,0.971,0.889,0.225,0.0,0.25,0.075,7.75,7.75,7.75,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,150.0,150.0,150.0,0.0,150.0,150.0,150.0,150.0,150.0,95.502,0.004,95.503,95.498,95.505,95.511,95.495
0.1,0.546,0.489,0.611,0.035,0.541,0.52,0.568,0.611,0.489,1.008,0.982,1.081,0.024,1.002,0.995,1.012,1.033,0.982,0.062,0.0,0.25,0.108,8.25,8.25,8.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,300.0,190.357,0.003,190.356,190.355,190.359,190.361,190.349
0.15,0.742,0.717,0.797,0.02,0.737,0.731,0.746,0.758,0.717,1.017,1.005,1.034,0.006,1.018,1.011,1.02,1.025,1.005,0.0,0.0,0.0,0.0,8.25,8.25,8.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,450.0,450.0,450.0,0.0,450.0,450.0,450.0,450.0,450.0,285.2,0.005,285.199,285.196,285.205,285.209,285.194
0.2,0.419,0.328,0.51,0.045,0.419,0.385,0.446,0.51,0.328,1.085,1.073,1.107,0.008,1.083,1.08,1.087,1.093,1.073,0.0,0.0,0.0,0.0,8.5,8.5,8.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.6,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.6,600.0,600.0,600.0,0.0,600.0,600.0,600.0,600.0,600.0,380.008,0.003,380.008,380.006,380.011,380.014,380.001
0.25,0.6,0.557,0.64,0.023,0.598,0.585,0.62,0.64,0.557,1.064,1.049,1.126,0.016,1.06,1.054,1.068,1.078,1.049,0.0,0.0,0.0,0.0,8.525,8.5,9.0,0.109,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,750.0,750.0,750.0,0.0,750.0,750.0,750.0,750.0,750.0,474.862,0.004,474.862,474.86,474.864,474.869,474.855
0.3,0.602,0.551,0.634,0.02,0.603,0.592,0.617,0.634,0.576,1.065,1.051,1.131,0.019,1.059,1.055,1.065,1.074,1.051,0.0,0.0,0.0,0.0,8.575,8.5,9.5,0.238,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.9,0.9,900.0,900.0,900.0,0.0,900.0,900.0,900.0,900.0,900.0,569.71,0.005,569.709,569.708,569.713,569.72,569.701
0.35,0.616,0.574,0.662,0.022,0.618,0.597,0.628,0.662,0.574,1.071,1.053,1.189,0.028,1.062,1.058,1.07,1.074,1.053,0.0,0.0,0.0,0.0,8.55,8.5,9.5,0.218,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.05,1.05,1.05,0.0,1.05,1.05,1.05,1.05,1.05,1050.0,1050.0,1050.0,0.0,1050.0,1050.0,1050.0,1050.0,1050.0,664.522,0.004,664.521,664.52,664.524,664.53,664.516
0.4,0.52,0.481,0.568,0.025,0.521,0.497,0.538,0.568,0.481,1.07,1.059,1.08,0.005,1.071,1.066,1.073,1.08,1.059,0.0,0.0,0.0,0.0,8.5,8.5,8.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,759.381,0.004,759.38,759.378,759.384,759.391,759.376
0.45,0.539,0.487,0.574,0.021,0.538,0.525,0.557,0.574,0.487,1.07,1.063,1.086,0.006,1.069,1.067,1.072,1.078,1.063,0.0,0.0,0.0,0.0,8.5,8.5,8.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.35,1.35,1.35,0.0,1.35,1.35,1.35,1.35,1.35,1350.0,1350.0,1350.0,0.0,1350.0,1350.0,1350.0,1350.0,1350.0,854.203,0.005,854.203,854.201,854.206,854.213,854.194
0.5,0.549,0.51,0.574,0.018,0.551,0.541,0.561,0.574,0.514,1.096,1.062,1.148,0.025,1.094,1.072,1.101,1.137,1.062,0.0,0.0,0.0,0.0,8.85,8.5,9.0,0.229,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,949.021,0.004,949.023,949.017,949.023,949.028,949.012
