f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,3.957,1.568,8.788,1.957,3.455,2.321,4.928,8.788,1.568,15.627,1.83,31.817,9.165,17.111,7.909,22.435,31.817,1.83,0.0,0.0,0.0,0.0,111.45,12.0,185.0,60.246,11.75,3,23,5.982,10.5,7.75,14.0,23,3,0.137,0.951,0.4,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,1600.0,1600.0,1600.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,64210.167,102.587,64205.912,64161.616,64258.312,64368.251,64089.701
0.1,3.118,1.346,6.49,1.34,3.034,1.948,3.705,5.527,1.346,15.72,6.015,30.45,7.288,17.003,8.628,20.086,30.45,6.015,0.0,0.0,0.0,0.0,123.275,45.5,179.5,48.962,7.6,2,13,2.354,7.5,6.75,9.0,11,5,0.127,0.954,0.8,0.8,0.8,0.0,0.8,0.8,0.8,0.8,0.8,3200.0,3200.0,3200.0,0.0,3200.0,3200.0,3200.0,3200.0,3200.0,52329.075,206.664,52302.662,52156.065,52434.073,52757.6,52036.962
0.15,2.193,0.687,3.765,0.836,2.143,1.781,2.797,3.765,0.687,13.008,0.751,23.479,6.221,13.615,8.873,17.422,23.479,0.751,0.0,0.0,0.0,0.0,119.175,8.0,194.0,53.285,4.75,0,10,2.426,4.5,3.75,6.0,9,3,0.102,0.938,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,4800.0,4800.0,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,43551.398,178.808,43557.005,43442.714,43677.193,43946.026,43220.768
0.2,1.738,0.59,3.593,0.767,1.645,1.197,2.325,3.593,0.59,10.934,0.528,22.415,6.28,11.223,5.814,15.959,22.415,0.528,0.0,0.0,0.0,0.0,113.3,4.5,188.0,60.186,4.35,0,7,1.74,5.0,3.75,5.0,6,2,0.087,0.924,1.6,1.6,1.6,0.0,1.6,1.6,1.6,1.6,1.6,6400.0,6400.0,6400.0,0.0,6400.0,6400.0,6400.0,6400.0,6400.0,36917.773,180.992,36906.109,36820.961,37042.583,37327.875,36622.088
0.25,1.324,0.797,2.395,0.502,1.153,0.891,1.585,2.395,0.797,8.944,2.229,17.775,4.726,7.979,5.208,13.278,17.775,2.229,0.0,0.0,0.0,0.0,109.4,21.5,187.0,53.491,3.0,1,5,1.095,3.0,2.0,4.0,5,1,0.078,0.906,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,8000.0,8000.0,8000.0,0.0,8000.0,8000.0,8000.0,8000.0,8000.0,31625.219,241.939,31651.676,31498.703,31750.919,32071.828,31341.523
0.3,1.067,0.504,2.247,0.428,0.941,0.708,1.242,1.811,0.504,6.505,0.465,17.696,4.065,6.591,3.359,7.988,13.234,0.465,0.0,0.0,0.0,0.0,82.575,4.5,178.5,47.455,2.95,0,5,1.359,3.0,2.0,4.0,5,0,0.07,0.889,2.4,2.4,2.4,0.0,2.4,2.4,2.4,2.4,2.4,9600.0,9600.0,9600.0,0.0,9600.0,9600.0,9600.0,9600.0,9600.0,27517.664,146.024,27530.727,27471.219,27607.444,27747.49,27368.939
0.35,1.17,0.571,1.84,0.41,1.22,0.765,1.499,1.84,0.571,8.369,1.154,14.359,4.419,9.406,4.172,12.026,14.359,1.154,0.0,0.0,0.0,0.0,103.375,16.0,178.5,55.062,2.95,1,6,1.161,3.0,2.0,4.0,6,1,0.065,0.88,2.8,2.8,2.8,0.0,2.8,2.8,2.8,2.8,2.8,11200.0,11200.0,11200.0,0.0,11200.0,11200.0,11200.0,11200.0,11200.0,24028.985,211.597,23998.118,23942.91,24217.765,24499.367,23592.526
0.4,0.85,0.496,1.351,0.294,0.787,0.557,1.145,1.351,0.496,5.554,1.286,12.584,3.806,4.964,1.716,9.521,12.584,1.286,0.0,0.0,0.0,0.0,76.475,17.0,186.5,54.552,2.4,2,3,0.49,2.0,2.0,3.0,3,2,0.06,0.867,3.2,3.2,3.2,0.0,3.2,3.2,3.2,3.2,3.2,12800.0,12800.0,12800.0,0.0,12800.0,12800.0,12800.0,12800.0,12800.0,21391.509,111.653,21399.3,21305.311,21470.64,21591.544,21170.438
0.45,0.677,0.436,1.278,0.268,0.561,0.465,0.782,1.208,0.436,3.968,0.477,12.262,3.693,2.598,1.073,5.621,12.262,0.477,0.0,0.0,0.0,0.0,59.775,5.0,177.5,54.485,1.6,0,3,0.8,2.0,1.0,2.0,3,0,0.057,0.858,3.6,3.6,3.6,0.0,3.6,3.6,3.6,3.6,3.6,14400.0,14400.0,14400.0,0.0,14400.0,14400.0,14400.0,14400.0,14400.0,19026.594,96.678,18997.306,18950.225,19094.459,19240.47,18881.589
0.5,0.638,0.381,1.131,0.229,0.575,0.464,0.761,1.131,0.381,4.229,0.591,10.986,3.343,3.074,1.182,6.563,10.986,0.591,0.0,0.0,0.0,0.0,69.475,9.5,169.0,56.25,1.45,0,3,0.74,1.5,1.0,2.0,3,0,0.054,0.85,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,16000.0,16000.0,16000.0,0.0,16000.0,16000.0,16000.0,16000.0,16000.0,17024.531,104.43,17005.101,16927.587,17106.817,17244.357,16898.085
