pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
1.087,3.128,0.0,19.0,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456564,0,0.492,83084.591
0.96,2.992,0.0,19.0,0.028,0.9,2.4,2.4,18.0,9600.0,9600.0,1456368,0,0.525,83084.421
1.348,3.386,0.0,20.5,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456472,0,0.477,83084.506
4.793,16.943,0.0,81.0,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456489,0,0.477,83084.755
12.933,35.922,0.0,121.5,0.028,0.9,2.4,2.4,18.0,9600.0,9600.0,1456395,0,0.53,83084.597
7.806,26.042,0.0,127.5,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456267,0,0.515,83084.332
9.742,26.056,0.0,88.0,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456351,0,0.547,83084.297
1.097,3.273,0.0,21.0,0.028,0.9,2.4,2.4,18.0,9600.0,9600.0,1456487,0,0.54,83084.298
1.016,3.197,0.0,23.0,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456360,0,0.537,83084.808
7.455,19.57,0.0,66.0,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456207,0,0.472,83084.613
11.938,32.577,0.0,110.0,0.028,0.9,2.4,2.4,18.0,9600.0,9600.0,1456543,0,0.51,83084.424
5.686,18.107,0.0,84.5,0.028,0.9,2.4,2.4,18.0,9600.0,9600.0,1456786,0,0.472,83084.879
0.955,3.012,0.0,20.5,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456543,0,0.515,83084.803
13.521,36.559,0.0,168.0,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456474,0,0.527,83084.415
10.923,36.933,0.0,190.0,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456267,0,0.497,83084.324
4.515,14.748,0.0,68.5,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456289,0,0.542,83084.498
7.698,20.092,0.0,68.0,0.028,0.898,2.4,2.4,18.0,9600.0,9600.0,1456150,0,0.515,83084.282
11.485,31.549,0.0,106.5,0.028,0.9,2.4,2.4,18.0,9600.0,9600.0,1456310,0,0.547,83084.58
11.807,32.149,0.0,108.5,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456561,0,0.495,83084.58
6.085,23.398,0.0,115.5,0.028,0.899,2.4,2.4,18.0,9600.0,9600.0,1456684,0,0.458,83084.596
