f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,27.93,12.491,43.744,9.41,27.092,22.039,35.616,43.744,12.491,40.921,28.977,54.793,7.584,39.827,35.128,44.285,54.793,28.977,0.0,0.0,0.0,0.0,158.45,109.5,188.0,19.802,154.5,76,295,64.843,146.0,99.75,183.75,295,76,0.044,0.705,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,1500.0,1500.0,1500.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,9831.156,141.709,9825.023,9734.202,9932.67,10149.237,9572.449
0.1,10.636,0.871,21.745,6.174,10.639,4.725,15.531,21.745,0.871,28.039,3.075,42.842,10.808,31.165,20.075,36.344,42.842,3.075,0.0,0.0,0.0,0.0,151.55,33.0,196.0,38.509,51.8,4,140,34.62,44.0,24.0,74.5,140,4,0.044,0.692,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3000.0,3000.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,6189.612,104.61,6191.765,6106.132,6226.42,6332.619,6013.926
0.15,2.391,0.394,10.653,2.571,1.334,0.96,2.607,4.835,0.394,11.184,0.326,25.682,7.692,9.842,6.996,15.02,25.682,0.326,0.0,0.0,0.0,0.0,118.15,1.0,191.0,59.171,10.7,0,71,16.844,4.0,2.5,9.75,16,0,0.04,0.692,4.5,4.5,4.5,0.0,4.5,4.5,4.5,4.5,4.5,4500.0,4500.0,4500.0,0.0,4500.0,4500.0,4500.0,4500.0,4500.0,4366.689,72.921,4361.868,4328.138,4414.763,4515.305,4208.422
0.2,0.494,0.318,1.342,0.28,0.346,0.342,0.562,0.761,0.318,2.33,0.283,10.654,3.301,0.309,0.3,4.499,10.654,0.283,0.0,0.0,0.0,0.0,38.175,1.0,170.0,60.577,0.7,0,6,1.52,0.0,0.0,1.0,1,0,0.037,0.688,6.0,6.0,6.0,0.0,6.0,6.0,6.0,6.0,6.0,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,3299.44,70.766,3310.441,3257.947,3346.598,3437.758,3177.074
0.25,0.301,0.288,0.317,0.008,0.301,0.296,0.305,0.317,0.288,0.283,0.271,0.296,0.007,0.284,0.276,0.287,0.296,0.271,0.0,0.0,0.0,0.0,1.025,1.0,1.5,0.109,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.035,0.686,7.5,7.5,7.5,0.0,7.5,7.5,7.5,7.5,7.5,7500.0,7500.0,7500.0,0.0,7500.0,7500.0,7500.0,7500.0,7500.0,2614.201,34.553,2611.643,2586.431,2637.129,2673.974,2539.68
0.3,0.274,0.263,0.293,0.009,0.27,0.268,0.281,0.293,0.263,0.269,0.257,0.283,0.007,0.269,0.263,0.273,0.283,0.257,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.033,0.672,9.0,9.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,9000.0,9000.0,9000.0,0.0,9000.0,9000.0,9000.0,9000.0,9000.0,2130.021,34.561,2126.349,2102.786,2149.185,2194.047,2061.287
0.35,0.249,0.237,0.265,0.007,0.249,0.245,0.254,0.265,0.237,0.26,0.252,0.271,0.005,0.26,0.257,0.263,0.271,0.252,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,0.663,10.5,10.5,10.5,0.0,10.5,10.5,10.5,10.5,10.5,10500.0,10500.0,10500.0,0.0,10500.0,10500.0,10500.0,10500.0,10500.0,1782.009,30.632,1789.255,1765.307,1794.067,1820.477,1730.42
0.4,0.225,0.213,0.244,0.007,0.225,0.221,0.229,0.235,0.213,0.253,0.247,0.259,0.003,0.252,0.252,0.255,0.259,0.247,0.0,0.0,0.0,0.0,0.95,0.5,1.0,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.029,0.638,12.0,12.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0,12000.0,12000.0,12000.0,0.0,12000.0,12000.0,12000.0,12000.0,12000.0,1541.911,25.299,1542.611,1529.341,1558.7,1582.829,1487.762
0.45,0.214,0.189,0.237,0.01,0.213,0.21,0.218,0.229,0.205,0.249,0.243,0.254,0.002,0.25,0.247,0.25,0.254,0.246,0.0,0.0,0.0,0.0,0.825,0.5,1.0,0.238,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.027,0.615,13.5,13.5,13.5,0.0,13.5,13.5,13.5,13.5,13.5,13500.0,13500.0,13500.0,0.0,13500.0,13500.0,13500.0,13500.0,13500.0,1343.855,13.549,1342.595,1337.336,1352.371,1369.624,1316.712
0.5,0.196,0.181,0.207,0.007,0.195,0.193,0.201,0.207,0.181,0.245,0.24,0.249,0.002,0.245,0.243,0.247,0.249,0.24,0.0,0.0,0.0,0.0,0.725,0.5,1.0,0.249,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.025,0.587,15.0,15.0,15.0,0.0,15.0,15.0,15.0,15.0,15.0,15000.0,15000.0,15000.0,0.0,15000.0,15000.0,15000.0,15000.0,15000.0,1195.056,13.416,1192.895,1187.176,1202.078,1214.873,1173.984
