pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
9.017,29.047,0.0,119.75,0.032,0.839,2.4,2.4,18.0,9600.0,9600.0,118410,15461,0.492,2509.663
10.823,33.581,0.0,139.5,0.032,0.849,2.4,2.4,18.0,9600.0,9600.0,112693,15513,0.525,2512.23
9.074,29.811,0.0,119.75,0.032,0.841,2.4,2.4,18.0,9600.0,9600.0,109132,16135,0.477,2510.466
9.107,29.53,0.0,119.75,0.033,0.853,2.4,2.4,18.0,9600.0,9600.0,106916,15643,0.477,2556.412
9.134,29.72,0.0,119.75,0.032,0.848,2.4,2.4,18.0,9600.0,9600.0,108877,16001,0.53,2481.743
8.204,27.853,0.0,119.75,0.032,0.841,2.4,2.4,18.0,9600.0,9600.0,120650,14546,0.515,2517.539
10.023,31.557,0.0,119.75,0.032,0.846,2.4,2.4,18.0,9600.0,9600.0,93378,17423,0.547,2513.55
8.695,28.475,0.0,119.25,0.033,0.851,2.4,2.4,18.0,9600.0,9600.0,114442,15180,0.54,2517.826
11.252,34.841,0.0,140.0,0.032,0.845,2.4,2.4,18.0,9600.0,9600.0,127238,13748,0.537,2510.645
9.563,30.16,0.0,119.75,0.032,0.845,2.4,2.4,18.0,9600.0,9600.0,107977,16256,0.472,2513.681
6.984,25.315,0.0,119.75,0.032,0.848,2.4,2.4,18.0,9600.0,9600.0,141344,12510,0.51,2524.212
8.707,28.565,0.0,119.75,0.032,0.837,2.4,2.4,18.0,9600.0,9600.0,118762,15290,0.472,2524.912
10.53,32.602,0.0,140.0,0.032,0.847,2.4,2.4,18.0,9600.0,9600.0,98982,16647,0.515,2508.549
10.726,33.08,0.0,140.0,0.032,0.843,2.4,2.4,18.0,9600.0,9600.0,108261,16308,0.527,2484.381
8.612,28.852,0.0,119.75,0.032,0.848,2.4,2.4,18.0,9600.0,9600.0,119239,14704,0.497,2509.987
11.219,35.404,0.0,140.0,0.032,0.849,2.4,2.4,18.0,9600.0,9600.0,145546,11395,0.542,2528.36
10.025,30.904,0.0,119.25,0.032,0.848,2.4,2.4,18.0,9600.0,9600.0,133761,12708,0.515,2521.909
10.729,33.116,0.0,140.0,0.032,0.837,2.4,2.4,18.0,9600.0,9600.0,113204,15830,0.547,2522.622
8.944,29.008,0.0,119.75,0.033,0.841,2.4,2.4,18.0,9600.0,9600.0,118448,15283,0.495,2525.659
10.104,31.565,0.0,119.75,0.033,0.844,2.4,2.4,18.0,9600.0,9600.0,94712,17533,0.458,2539.259
