f,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,pos_error_num_cat_mean,pos_error_num_cat_min,pos_error_num_cat_max,pos_error_num_cat_std,pos_error_num_cat_median,pos_error_num_cat_q1,pos_error_num_cat_q3,pos_error_num_cat_whishi,pos_error_num_cat_whislo,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,weighted_avg_activity_mean,weighted_avg_activity_std,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_whishi,weighted_avg_activity_whislo
0.05,0.291,0.254,0.326,0.021,0.294,0.275,0.311,0.326,0.254,1.069,1.059,1.082,0.006,1.069,1.066,1.072,1.077,1.059,0.0,0.0,0.0,0.0,8.5,8.5,8.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.15,0.15,0.15,0.0,0.15,0.15,0.15,0.15,0.15,600.0,600.0,600.0,0.0,600.0,600.0,600.0,600.0,600.0,380.634,0.007,380.635,380.628,380.637,380.648,380.619
0.1,0.338,0.28,0.362,0.02,0.34,0.332,0.354,0.362,0.302,1.071,1.067,1.077,0.002,1.071,1.07,1.072,1.074,1.067,0.0,0.0,0.0,0.0,8.5,8.5,8.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,1200.0,1200.0,1200.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,759.987,0.008,759.985,759.981,759.993,760.004,759.974
0.15,0.379,0.352,0.409,0.016,0.38,0.367,0.386,0.409,0.352,1.103,1.077,1.147,0.013,1.103,1.1,1.105,1.11,1.098,0.0,0.0,0.0,0.0,8.95,8.5,9.0,0.15,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.45,0.45,0.45,0.0,0.45,0.45,0.45,0.45,0.45,1800.0,1800.0,1800.0,0.0,1800.0,1800.0,1800.0,1800.0,1800.0,1139.356,0.016,1139.359,1139.349,1139.367,1139.38,1139.329
0.2,0.398,0.372,0.427,0.013,0.396,0.39,0.408,0.427,0.372,1.132,1.124,1.14,0.004,1.132,1.13,1.133,1.135,1.127,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.6,0.6,0.6,0.0,0.6,0.6,0.6,0.6,0.6,2400.0,2400.0,2400.0,0.0,2400.0,2400.0,2400.0,2400.0,2400.0,1518.694,0.006,1518.694,1518.69,1518.698,1518.706,1518.681
0.25,0.428,0.391,0.455,0.015,0.431,0.421,0.436,0.455,0.405,1.136,1.131,1.14,0.002,1.136,1.135,1.137,1.14,1.132,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.03,1.0,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.75,3000.0,3000.0,3000.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,1898.035,0.007,1898.035,1898.03,1898.041,1898.046,1898.022
0.3,0.435,0.414,0.455,0.01,0.437,0.427,0.442,0.455,0.414,1.135,1.131,1.139,0.002,1.135,1.134,1.136,1.139,1.131,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,0.9,0.9,0.9,0.0,0.9,0.9,0.9,0.9,0.9,3600.0,3600.0,3600.0,0.0,3600.0,3600.0,3600.0,3600.0,3600.0,2277.357,0.008,2277.356,2277.352,2277.365,2277.37,2277.339
0.35,0.448,0.429,0.473,0.012,0.446,0.44,0.455,0.473,0.429,1.134,1.128,1.138,0.003,1.134,1.132,1.136,1.138,1.128,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.05,1.05,1.05,0.0,1.05,1.05,1.05,1.05,1.05,4200.0,4200.0,4200.0,0.0,4200.0,4200.0,4200.0,4200.0,4200.0,2656.688,0.005,2656.687,2656.685,2656.691,2656.697,2656.678
0.4,0.451,0.429,0.471,0.01,0.453,0.444,0.458,0.471,0.429,1.133,1.127,1.138,0.003,1.133,1.132,1.135,1.138,1.127,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.2,1.2,1.2,0.0,1.2,1.2,1.2,1.2,1.2,4800.0,4800.0,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,3036.016,0.005,3036.017,3036.012,3036.019,3036.027,3036.006
0.45,0.451,0.426,0.477,0.011,0.452,0.442,0.458,0.477,0.426,1.134,1.13,1.138,0.002,1.134,1.132,1.135,1.138,1.13,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.35,1.35,1.35,0.0,1.35,1.35,1.35,1.35,1.35,5400.0,5400.0,5400.0,0.0,5400.0,5400.0,5400.0,5400.0,5400.0,3415.373,0.009,3415.375,3415.368,3415.38,3415.387,3415.353
0.5,0.459,0.434,0.504,0.015,0.457,0.451,0.465,0.475,0.434,1.132,1.128,1.137,0.002,1.132,1.131,1.133,1.136,1.128,0.0,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.031,1.0,1.5,1.5,1.5,0.0,1.5,1.5,1.5,1.5,1.5,6000.0,6000.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0,3794.718,0.007,3794.72,3794.713,3794.724,3794.734,3794.705
