pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,avg_num_fields_per_neuron,num_fields_total,weighted_avg_activity,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,mean_field_activity_mean,num_fields_total_max,num_fields_total_mean,num_fields_total_median,num_fields_total_min,num_fields_total_q1,num_fields_total_q3,num_fields_total_std,num_fields_total_whishi,num_fields_total_whislo,perc_correct_fields_mean,pos_error_max_max,pos_error_max_mean,pos_error_max_min,pos_error_max_std,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_max,pos_error_min_mean,pos_error_min_min,pos_error_min_std,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,prob_dead_neurons,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
8.924,23.997,0.0,134.612,0.028,0.98,6.987,349.35,37.075,7.74,6.987,6.91,6.48,6.775,7.15,0.308,7.56,6.48,0.028,387,349.35,345.5,324,338.75,357.5,15.392,378,324,0.98,174.5,134.612,81.0,25.126,21.158,8.924,8.696,2.893,6.411,10.827,3.928,13.006,2.893,0.0,0.0,0.0,0.0,44.447,23.997,23.842,7.939,18.774,28.598,8.802,37.7,7.939,0.5,37.075,37.092,37.038,37.127,0.088,37.224,36.933
8.939,24.068,0.0,142.012,0.027,0.979,6.999,349.95,34.098,7.26,6.999,6.98,6.62,6.92,7.14,0.172,7.26,6.62,0.027,363,349.95,349.0,331,346.0,357.0,8.605,363,331,0.979,184.5,142.012,64.75,27.434,15.355,8.939,7.755,5.422,7.063,10.564,2.587,15.355,5.422,0.0,0.0,0.0,0.0,35.717,24.068,21.278,14.127,19.951,30.42,6.588,35.717,14.127,0.55,34.098,34.087,34.077,34.123,0.064,34.137,34.025
12.303,28.883,0.0,153.312,0.028,0.983,7.069,353.45,29.635,7.32,7.069,7.1,6.72,6.955,7.22,0.169,7.32,6.72,0.028,366,353.45,355.0,336,347.75,361.0,8.447,366,336,0.983,188.75,153.312,109.75,21.69,20.183,12.303,12.558,7.021,9.37,13.85,3.783,20.183,7.021,0.0,0.0,0.0,0.0,40.468,28.883,28.719,18.777,25.887,33.819,5.857,40.468,18.777,0.6,29.635,29.646,29.584,29.707,0.089,29.756,29.432
16.054,33.064,0.0,155.675,0.028,0.986,7.03,351.5,26.704,7.62,7.03,7.0,6.62,6.835,7.205,0.247,7.62,6.62,0.028,381,351.5,350.0,331,341.75,360.25,12.363,381,331,0.986,190.5,155.675,100.5,22.355,29.963,16.054,14.732,6.43,13.097,19.017,5.791,27.813,6.43,0.0,0.0,0.0,0.0,52.017,33.064,31.503,18.133,28.203,39.033,8.825,52.017,18.133,0.65,26.704,26.722,26.66,26.75,0.07,26.812,26.557
19.692,34.53,0.0,153.662,0.028,0.979,7.018,350.9,22.22,7.44,7.018,7.06,6.6,6.79,7.2,0.244,7.44,6.6,0.028,372,350.9,353.0,330,339.5,360.0,12.214,372,330,0.979,198.0,153.662,96.0,25.719,34.293,19.692,18.118,8.326,14.102,22.118,7.127,33.742,8.326,0.0,0.0,0.0,0.0,51.649,34.53,34.755,15.421,28.02,38.014,9.01,51.649,15.421,0.7,22.22,22.217,22.181,22.287,0.077,22.338,22.037
21.873,36.508,0.0,152.771,0.028,0.976,6.946,347.3,19.282,7.44,6.946,6.94,6.4,6.74,7.135,0.267,7.44,6.4,0.028,372,347.3,347.0,320,337.0,356.75,13.353,372,320,0.976,170.0,152.771,114.75,11.658,33.455,21.873,22.128,8.735,18.053,26.113,6.454,33.455,8.735,0.0,0.0,0.0,0.0,49.108,36.508,38.126,16.726,29.328,41.695,8.072,49.108,16.726,0.75,19.282,19.285,19.252,19.322,0.062,19.381,19.153
35.032,43.576,0.0,154.834,0.027,0.982,7.044,352.2,14.85,7.46,7.044,7.11,6.12,6.98,7.225,0.306,7.46,6.7,0.027,373,352.2,355.5,306,349.0,361.25,15.289,373,335,0.982,187.0,154.834,109.0,20.725,48.062,35.032,35.437,18.778,29.129,41.134,7.865,48.062,18.778,0.0,0.0,0.0,0.0,62.281,43.576,42.28,27.096,41.272,47.307,8.36,52.7,35.39,0.8,14.85,14.855,14.825,14.885,0.053,14.953,14.746
39.746,44.79,0.0,159.811,0.028,0.983,7.103,355.15,11.856,7.52,7.103,7.05,6.66,7.015,7.175,0.21,7.4,6.94,0.028,376,355.15,352.5,333,350.75,358.75,10.523,370,347,0.983,192.5,159.811,109.5,20.509,59.533,39.746,39.92,25.745,34.989,44.228,7.771,52.62,25.745,0.0,0.0,0.0,0.0,56.262,44.79,44.633,28.493,40.86,51.263,7.335,56.262,28.493,0.85,11.856,11.849,11.827,11.876,0.041,11.943,11.801
53.914,45.432,0.025,153.288,0.028,0.992,6.939,346.95,7.417,7.26,6.939,6.93,6.6,6.83,7.07,0.179,7.26,6.6,0.028,363,346.95,346.5,330,341.5,353.5,8.964,363,330,0.992,185.5,153.288,111.25,21.833,86.636,53.914,51.759,33.451,41.409,64.679,14.316,86.636,33.451,0.25,0.025,0.0,0.075,61.257,45.432,45.776,29.095,38.13,51.497,8.726,61.257,29.095,0.9,7.417,7.413,7.394,7.442,0.033,7.478,7.359
51.437,38.692,0.09,139.676,0.027,0.973,6.997,349.85,4.462,7.54,6.997,6.97,6.58,6.8,7.12,0.255,7.54,6.58,0.027,377,349.85,348.5,329,340.0,356.0,12.741,377,329,0.973,180.625,139.676,97.188,21.08,66.749,51.437,53.555,31.562,45.03,57.976,9.706,66.749,31.562,0.25,0.09,0.0,0.108,59.376,38.692,38.749,27.582,35.661,41.695,7.152,46.0,27.582,0.95,4.462,4.473,4.448,4.478,0.031,4.511,4.424
