pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
0.842,0.745,0.0,4.5,0.012,0.265,0.759,6.18,6.18,50.347,309,309,654,1147,0.785,33.556
0.808,0.709,0.0,4.5,0.011,0.24,0.764,6.5,6.5,50.479,325,325,470,1303,0.775,32.08
0.828,0.796,0.0,5.5,0.011,0.234,0.765,6.42,6.42,50.374,321,321,526,1174,0.777,32.109
0.865,0.755,0.0,5.0,0.012,0.29,0.763,6.2,6.2,50.454,310,310,521,998,0.762,35.157
1.279,2.964,0.0,34.0,0.011,0.273,0.761,6.3,6.3,50.497,315,315,497,1267,0.818,32.817
1.07,1.288,0.0,18.8,0.011,0.232,0.759,6.46,6.46,50.45,323,323,681,1419,0.787,32.643
0.859,0.813,0.0,5.0,0.011,0.226,0.764,6.54,6.54,50.441,327,327,449,1349,0.815,31.254
0.731,0.688,0.0,3.75,0.011,0.231,0.769,6.4,6.4,50.442,320,320,454,1066,0.787,32.066
1.066,2.176,0.0,39.545,0.01,0.18,0.743,6.46,6.46,50.439,323,323,411,1522,0.82,28.641
0.797,0.757,0.0,5.0,0.011,0.206,0.757,6.5,6.5,50.422,325,325,464,1221,0.802,32.025
1.22,2.0,0.0,18.0,0.012,0.302,0.754,6.1,6.1,50.469,305,305,702,1129,0.748,34.79
0.817,0.995,0.0,14.318,0.012,0.282,0.753,6.16,6.16,50.385,308,308,467,953,0.79,34.196
0.757,0.62,0.0,3.5,0.011,0.252,0.774,6.66,6.66,50.56,333,333,344,1436,0.815,30.462
0.793,0.686,0.0,3.5,0.011,0.215,0.768,6.62,6.62,50.405,331,331,547,1339,0.795,30.69
1.804,10.685,0.0,150.5,0.011,0.228,0.756,6.32,6.32,50.452,316,316,524,1247,0.795,31.993
3.571,19.276,0.0,147.0,0.011,0.223,0.76,6.54,6.54,50.437,327,327,397,1234,0.797,30.977
1.054,1.541,0.0,11.5,0.012,0.269,0.78,6.24,6.24,50.432,312,312,653,918,0.787,36.005
0.933,0.826,0.0,7.0,0.011,0.31,0.769,6.2,6.2,50.461,310,310,617,1182,0.775,34.064
0.979,0.887,0.0,5.0,0.011,0.246,0.758,6.26,6.26,50.355,313,313,496,1218,0.797,32.749
0.892,0.864,0.0,6.0,0.011,0.201,0.748,6.28,6.28,50.437,314,314,367,1347,0.79,30.863
1.202,1.917,0.0,19.25,0.011,0.225,0.746,6.5,6.5,50.381,325,325,463,1448,0.805,30.59
0.934,1.096,0.0,9.0,0.012,0.237,0.758,6.24,6.24,50.438,312,312,585,1048,0.782,34.456
1.781,8.61,0.0,100.25,0.01,0.226,0.759,6.36,6.36,50.458,318,318,615,1493,0.83,30.057
1.012,1.021,0.0,6.0,0.012,0.273,0.782,6.22,6.22,50.397,311,311,711,1077,0.775,35.106
1.01,1.28,0.0,10.0,0.011,0.279,0.757,6.38,6.38,50.356,319,319,563,1148,0.792,33.921
0.74,0.774,0.0,6.0,0.011,0.227,0.748,6.26,6.26,50.312,313,313,411,1215,0.795,31.736
0.891,0.875,0.0,9.5,0.011,0.237,0.76,6.42,6.42,50.416,321,321,568,1193,0.777,32.824
1.722,6.282,0.0,49.591,0.012,0.231,0.764,6.14,6.14,50.286,307,307,508,1051,0.77,33.348
0.994,0.976,0.0,6.25,0.011,0.248,0.764,6.46,6.46,50.556,323,323,489,1405,0.79,31.504
0.948,0.807,0.0,4.75,0.011,0.303,0.763,6.34,6.34,50.349,317,317,545,1208,0.775,33.139
1.906,11.373,0.0,124.0,0.011,0.214,0.756,6.44,6.44,50.391,322,322,481,1370,0.777,30.465
0.94,0.858,0.0,5.75,0.012,0.299,0.777,6.08,6.08,50.375,304,304,677,1044,0.777,34.877
0.943,0.86,0.0,5.5,0.012,0.291,0.762,6.26,6.26,50.285,313,313,631,1019,0.777,35.174
1.732,10.883,0.0,154.25,0.01,0.228,0.757,6.24,6.24,50.386,312,312,654,1407,0.785,31.312
1.078,1.289,0.0,9.75,0.011,0.26,0.738,6.46,6.46,50.426,323,323,445,1236,0.782,32.101
1.391,7.673,0.0,152.5,0.012,0.3,0.753,6.14,6.14,50.329,307,307,632,984,0.79,35.846
2.929,15.435,0.0,139.5,0.012,0.255,0.751,6.12,6.12,50.438,306,306,567,1249,0.762,33.595
1.255,3.432,0.0,48.0,0.013,0.337,0.765,6.06,6.06,50.501,303,303,729,996,0.8,36.74
0.881,0.98,0.0,7.333,0.011,0.18,0.752,6.66,6.66,50.433,333,333,297,1378,0.805,30.099
0.965,0.887,0.0,4.4,0.012,0.251,0.763,6.3,6.3,50.389,315,315,548,1092,0.797,34.213
1.097,1.857,0.0,20.5,0.011,0.259,0.763,6.32,6.32,50.407,316,316,647,1257,0.82,32.732
0.906,2.347,0.0,44.5,0.011,0.258,0.771,6.36,6.36,50.481,318,318,455,1217,0.797,32.67
0.928,0.973,0.0,6.0,0.011,0.225,0.754,6.22,6.22,50.366,311,311,479,1096,0.805,32.651
3.665,20.922,0.0,173.0,0.011,0.182,0.737,6.26,6.26,50.291,313,313,462,1286,0.797,30.728
1.283,3.182,0.0,36.5,0.011,0.253,0.776,6.4,6.4,50.476,320,320,633,1138,0.8,33.263
0.895,0.881,0.0,5.0,0.011,0.206,0.771,6.78,6.78,50.484,339,339,558,1371,0.802,30.752
1.552,8.239,0.0,96.0,0.013,0.375,0.784,6.3,6.3,50.505,315,315,658,828,0.805,37.541
1.1,1.317,0.0,12.0,0.011,0.259,0.773,6.42,6.42,50.443,321,321,681,1183,0.812,33.528
0.971,1.059,0.0,7.5,0.012,0.252,0.77,6.36,6.36,50.369,318,318,707,1041,0.76,35.029
0.808,0.738,0.0,4.0,0.011,0.253,0.758,6.4,6.4,50.497,320,320,385,1242,0.795,31.809
1.077,1.482,0.0,16.5,0.011,0.267,0.76,6.3,6.3,50.381,315,315,621,1290,0.745,33.056
0.785,0.74,0.0,5.115,0.012,0.22,0.755,6.36,6.36,50.411,318,318,413,1159,0.792,31.931
0.707,0.653,0.0,5.0,0.012,0.229,0.755,6.38,6.38,50.471,319,319,385,1167,0.777,32.355
0.702,0.641,0.0,3.5,0.01,0.189,0.761,6.78,6.78,50.476,339,339,271,1428,0.78,29.225
0.971,1.113,0.0,8.5,0.011,0.244,0.772,6.3,6.3,50.455,315,315,495,1185,0.792,33.254
1.001,1.786,0.0,23.438,0.011,0.253,0.763,6.32,6.32,50.478,316,316,451,1253,0.777,32.25
1.018,0.945,0.0,7.75,0.01,0.263,0.76,6.24,6.24,50.452,312,312,508,1473,0.782,31.055
0.943,0.795,0.0,4.25,0.011,0.256,0.751,6.16,6.16,50.435,308,308,651,1253,0.792,33.137
3.035,12.821,0.0,138.0,0.011,0.264,0.766,6.22,6.22,50.49,311,311,518,1120,0.797,33.793
0.957,0.784,0.0,3.75,0.012,0.272,0.764,6.18,6.18,50.472,309,309,608,1224,0.812,34.423
2.452,13.317,0.0,148.464,0.011,0.242,0.772,6.44,6.44,50.452,322,322,609,1179,0.767,32.715
0.988,1.801,0.0,16.75,0.011,0.25,0.744,6.4,6.4,50.404,320,320,431,1344,0.77,31.493
1.069,1.856,0.0,20.5,0.011,0.188,0.748,6.5,6.5,50.43,325,325,418,1240,0.805,31.07
1.56,6.334,0.0,70.0,0.011,0.185,0.744,6.58,6.58,50.434,329,329,342,1354,0.818,29.944
2.846,13.917,0.0,117.0,0.011,0.226,0.749,6.56,6.56,50.368,328,328,532,1342,0.775,32.525
4.532,22.696,0.0,167.25,0.011,0.249,0.736,6.18,6.18,50.455,309,309,610,1303,0.752,32.7
0.842,0.78,0.0,6.25,0.01,0.198,0.744,6.36,6.36,50.453,318,318,497,1382,0.823,30.567
0.825,0.813,0.0,6.0,0.013,0.323,0.78,6.26,6.26,50.346,313,313,594,842,0.8,36.386
1.112,1.5,0.0,11.0,0.011,0.228,0.779,6.24,6.24,50.286,312,312,680,1138,0.82,33.382
0.779,0.723,0.0,4.5,0.011,0.195,0.761,6.36,6.36,50.525,318,318,456,1212,0.792,32.215
0.991,0.901,0.0,4.75,0.012,0.287,0.76,6.2,6.2,50.301,310,310,556,984,0.807,34.737
0.679,0.71,0.0,6.25,0.011,0.181,0.759,6.52,6.52,50.322,326,326,313,1269,0.805,29.755
1.072,1.653,0.0,13.5,0.011,0.25,0.771,6.48,6.48,50.504,324,324,597,1272,0.792,33.626
1.763,8.521,0.0,86.5,0.01,0.199,0.76,6.74,6.74,50.33,337,337,423,1589,0.795,28.956
0.805,0.862,0.0,7.0,0.011,0.226,0.758,6.54,6.54,50.374,327,327,391,1234,0.772,31.43
2.527,17.283,0.0,175.75,0.011,0.238,0.755,6.46,6.46,50.383,323,323,392,1291,0.787,30.417
0.916,0.842,0.0,4.75,0.012,0.296,0.77,6.02,6.02,50.39,301,301,689,1001,0.78,35.16
1.022,0.809,0.0,5.0,0.012,0.299,0.755,6.08,6.08,50.484,304,304,612,1148,0.79,34.279
1.036,1.156,0.0,9.25,0.011,0.263,0.773,6.32,6.32,50.421,316,316,585,1156,0.767,33.692
0.993,0.973,0.0,5.75,0.012,0.287,0.786,6.28,6.28,50.482,314,314,795,978,0.797,38.172
1.756,6.512,0.0,78.5,0.011,0.227,0.747,6.16,6.16,50.352,308,308,573,1229,0.787,32.174
1.131,3.232,0.0,45.0,0.012,0.272,0.765,6.26,6.26,50.307,313,313,511,1084,0.807,33.524
0.968,1.011,0.0,7.0,0.012,0.279,0.755,6.16,6.16,50.359,308,308,525,1034,0.792,34.196
0.97,1.011,0.0,7.5,0.01,0.255,0.769,6.58,6.58,50.535,329,329,458,1457,0.795,30.127
0.966,0.985,0.0,7.0,0.011,0.248,0.769,6.38,6.38,50.446,319,319,503,1263,0.795,31.792
1.009,0.984,0.0,7.75,0.011,0.252,0.767,6.18,6.18,50.402,309,309,656,1183,0.795,33.796
