generation,entity_id,alpha,theta,max_field_sizes,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,fitness
93,19,4.7,0.02,91,0.08,0.0,0.391,0.122,0.0,0.0,0.195,0.391,0.0,1.307,0.0,5.262,1.947,0.0,0.0,3.047,5.262,0.0,0.0,0.0,0.0,0.0,24.225,0.0,104.0,35.917,0.031,0.821,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9044233668850226
94,0,4.7,0.02,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.769,298.613,296.14,301.86,1.193,298.61,298.25,299.0,299.42,297.24,14930.65,14807.0,15093.0,59.669,14930.5,14912.5,14950.0,14971.0,14862.0,1.0
94,1,5.16,0.02,20,0.021,0.0,0.23,0.056,0.0,0.0,0.0,0.0,0.0,0.386,0.0,4.03,1.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,0.0,79.5,20.044,0.024,0.752,194.769,193.56,195.88,0.593,194.81,194.45,195.16,195.88,193.56,9738.45,9678.0,9794.0,29.644,9740.5,9722.5,9758.0,9794.0,9678.0,0.9743713818062872
94,2,5.46,4.42,77,3.104,2.409,4.467,0.537,2.923,2.807,3.179,3.721,2.409,2.899,1.901,4.605,0.788,2.647,2.348,3.296,4.605,1.901,0.0,0.0,0.0,0.0,16.875,8.25,33.0,6.339,0.027,1.0,4.048,3.78,4.2,0.098,4.05,3.995,4.125,4.2,3.92,202.4,189.0,210.0,4.903,202.5,199.75,206.25,210.0,196.0,0.02065665857227425
94,3,10.12,0.02,41,0.203,0.0,0.777,0.209,0.213,0.0,0.34,0.777,0.0,3.581,0.0,11.123,3.433,4.241,0.0,5.375,11.123,0.0,0.0,0.0,0.0,0.0,68.275,0.0,185.0,64.094,0.035,0.989,208.125,206.92,209.7,0.684,208.12,207.86,208.38,208.84,207.16,10406.25,10346.0,10485.0,34.211,10406.0,10393.0,10419.0,10442.0,10358.0,0.7755502903787148
94,4,4.7,0.02,91,0.08,0.0,0.391,0.122,0.0,0.0,0.195,0.391,0.0,1.307,0.0,5.262,1.947,0.0,0.0,3.047,5.262,0.0,0.0,0.0,0.0,0.0,24.225,0.0,104.0,35.917,0.031,0.821,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9044233668850226
94,5,3.74,5.82,45,2.635,1.707,5.098,0.763,2.439,2.278,2.737,2.938,1.707,3.367,1.429,18.457,3.622,2.288,1.964,2.855,3.149,1.429,0.0,0.0,0.0,0.0,21.613,7.5,143.0,29.738,0.028,1.0,3.516,3.16,3.8,0.148,3.51,3.435,3.595,3.8,3.34,175.8,158.0,190.0,7.393,175.5,171.75,179.75,190.0,167.0,0.03712205742023149
94,6,5.46,0.02,91,0.126,0.0,0.503,0.171,0.01,0.0,0.192,0.432,0.0,2.045,0.0,7.056,2.503,0.201,0.0,3.821,7.056,0.0,0.0,0.0,0.0,0.0,36.275,0.0,107.5,42.584,0.034,0.873,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8541312106522189
94,7,11.3,0.02,34,0.107,0.0,0.639,0.191,0.0,0.0,0.13,0.297,0.0,1.789,0.0,9.811,2.954,0.0,0.0,2.36,5.897,0.0,0.0,0.0,0.0,0.0,33.45,0.0,182.5,53.645,0.033,0.995,155.128,153.84,156.28,0.532,155.15,154.865,155.43,155.78,154.32,7756.4,7692.0,7814.0,26.615,7757.5,7743.25,7771.5,7789.0,7716.0,0.8750075822156721
94,8,0.98,0.02,42,0.164,0.0,0.967,0.258,0.044,0.0,0.187,0.419,0.0,2.375,0.0,11.129,3.147,0.843,0.0,3.72,8.609,0.0,0.0,0.0,0.0,0.0,40.925,0.0,164.0,49.643,0.008,0.148,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8148247683896449
94,9,0.98,0.02,28,0.164,0.0,1.119,0.27,0.066,0.0,0.181,0.227,0.0,2.293,0.0,9.791,3.037,1.305,0.0,2.838,6.999,0.0,0.0,0.0,0.0,0.0,40.625,0.0,180.5,50.907,0.008,0.148,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.814889072123849
94,10,1.44,0.02,61,0.166,0.0,0.823,0.233,0.0,0.0,0.287,0.595,0.0,2.65,0.0,8.768,3.307,0.0,0.0,5.392,8.768,0.0,0.0,0.0,0.0,0.0,48.375,0.0,155.5,59.438,0.012,0.293,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8121285886846371
94,11,7.36,0.02,20,0.23,0.0,0.859,0.242,0.19,0.0,0.325,0.753,0.0,3.691,0.0,10.423,3.28,3.601,0.0,5.828,10.423,0.0,0.0,0.0,0.0,0.0,66.85,0.0,167.5,56.157,0.027,0.919,136.8,135.76,138.1,0.571,136.81,136.52,137.075,137.62,135.76,6840.0,6788.0,6905.0,28.567,6840.5,6826.0,6853.75,6881.0,6788.0,0.7499708352089374
94,12,14.62,0.02,34,0.484,0.069,1.443,0.356,0.467,0.211,0.551,0.744,0.069,5.927,1.086,13.351,3.425,5.794,3.467,8.113,13.351,1.086,0.0,0.0,0.0,0.0,93.825,20.5,180.0,51.238,0.03,1.0,118.811,117.64,120.06,0.564,118.73,118.535,119.175,120.06,117.64,5940.55,5882.0,6003.0,28.2,5936.5,5926.75,5958.75,6003.0,5882.0,0.5462278592514596
94,13,6.54,0.08,36,0.718,0.091,2.74,0.574,0.623,0.327,0.91,1.529,0.091,7.469,1.607,16.103,3.577,7.646,4.754,9.083,13.715,1.607,0.0,0.0,0.0,0.0,107.625,32.0,173.0,37.576,0.028,0.999,69.997,69.24,70.88,0.404,69.98,69.765,70.215,70.88,69.24,3499.85,3462.0,3544.0,20.195,3499.0,3488.25,3510.75,3544.0,3462.0,0.40743042339656627
94,14,11.3,0.02,73,1.016,0.04,4.658,1.031,0.634,0.475,1.239,1.539,0.04,8.922,0.803,23.679,5.126,8.376,6.077,11.229,15.631,0.803,0.0,0.0,0.0,0.0,119.15,16.0,182.0,46.127,0.043,0.995,343.395,341.92,344.88,0.754,343.37,343.055,343.795,344.88,342.14,17169.75,17096.0,17244.0,37.683,17168.5,17152.75,17189.75,17244.0,17107.0,0.28081921156426126
94,15,5.52,2.58,87,3.544,1.722,13.575,2.701,2.345,2.11,3.865,6.254,1.722,8.092,1.342,34.94,8.997,3.943,2.001,11.667,24.841,1.342,0.0,0.0,0.0,0.0,54.412,6.75,149.5,47.468,0.026,1.0,7.115,6.84,7.34,0.134,7.1,7.02,7.24,7.34,6.84,355.75,342.0,367.0,6.692,355.0,351.0,362.0,367.0,342.0,0.011912571774855297
94,16,4.68,0.02,78,0.137,0.0,0.903,0.239,0.0,0.0,0.223,0.429,0.0,2.06,0.0,10.24,3.29,0.0,0.0,3.788,8.532,0.0,0.0,0.0,0.0,0.0,36.2,0.0,170.0,56.732,0.031,0.819,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8423502785783153
94,17,3.74,0.02,91,0.121,0.0,0.702,0.22,0.0,0.0,0.087,0.087,0.0,1.852,0.0,8.689,3.206,0.0,0.0,1.731,1.731,0.0,0.0,0.0,0.0,0.0,34.95,0.0,156.0,60.011,0.026,0.736,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8595405099863082
94,18,14.62,0.02,9,15.669,13.556,18.806,1.476,15.484,14.584,16.488,18.806,13.556,36.273,33.726,40.03,1.966,35.927,34.666,37.957,40.03,33.726,0.0,0.0,0.0,0.0,181.425,157.0,196.0,10.751,0.029,1.0,31.156,30.58,31.5,0.251,31.2,31.085,31.34,31.5,30.8,1557.8,1529.0,1575.0,12.548,1560.0,1554.25,1567.0,1575.0,1540.0,3.115515161942297e-09
94,19,3.74,4.46,34,2.104,1.797,2.515,0.205,2.062,1.926,2.254,2.515,1.797,2.013,1.593,2.842,0.335,2.067,1.707,2.199,2.842,1.593,0.0,0.0,0.0,0.0,11.75,7.75,20.25,3.205,0.029,1.0,3.471,3.3,3.62,0.097,3.45,3.38,3.56,3.62,3.3,173.55,165.0,181.0,4.863,172.5,169.0,178.0,181.0,165.0,0.07208791849843177
95,0,4.7,0.02,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.769,298.613,296.14,301.86,1.193,298.61,298.25,299.0,299.42,297.24,14930.65,14807.0,15093.0,59.669,14930.5,14912.5,14950.0,14971.0,14862.0,1.0
95,1,5.16,0.02,74,0.101,0.0,0.736,0.207,0.0,0.0,0.07,0.107,0.0,1.61,0.0,10.553,3.077,0.0,0.0,1.393,2.133,0.0,0.0,0.0,0.0,0.0,29.725,0.0,176.0,55.155,0.033,0.854,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8817311786390911
95,2,4.7,0.02,91,0.08,0.0,0.391,0.122,0.0,0.0,0.195,0.391,0.0,1.307,0.0,5.262,1.947,0.0,0.0,3.047,5.262,0.0,0.0,0.0,0.0,0.0,24.225,0.0,104.0,35.917,0.031,0.821,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9044233668850226
95,3,11.3,0.02,34,0.107,0.0,0.639,0.191,0.0,0.0,0.13,0.297,0.0,1.789,0.0,9.811,2.954,0.0,0.0,2.36,5.897,0.0,0.0,0.0,0.0,0.0,33.45,0.0,182.5,53.645,0.033,0.995,155.128,153.84,156.28,0.532,155.15,154.865,155.43,155.78,154.32,7756.4,7692.0,7814.0,26.615,7757.5,7743.25,7771.5,7789.0,7716.0,0.8750075822156721
95,4,8.68,1.3,91,4.46,1.669,18.881,3.672,3.413,2.454,5.315,7.329,1.669,11.947,1.433,33.52,8.139,10.49,5.789,16.271,23.645,1.433,0.0,0.0,0.0,0.0,86.712,8.5,139.5,41.146,0.025,1.0,8.685,8.52,8.84,0.102,8.68,8.6,8.77,8.84,8.52,434.25,426.0,442.0,5.078,434.0,430.0,438.5,442.0,426.0,0.0037893518497717662
95,5,5.46,0.02,91,0.126,0.0,0.503,0.171,0.01,0.0,0.192,0.432,0.0,2.045,0.0,7.056,2.503,0.201,0.0,3.821,7.056,0.0,0.0,0.0,0.0,0.0,36.275,0.0,107.5,42.584,0.034,0.873,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8541312106522189
95,6,4.68,0.02,78,0.137,0.0,0.903,0.239,0.0,0.0,0.223,0.429,0.0,2.06,0.0,10.24,3.29,0.0,0.0,3.788,8.532,0.0,0.0,0.0,0.0,0.0,36.2,0.0,170.0,56.732,0.031,0.819,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8423502785783153
95,7,11.54,0.02,28,0.296,0.0,0.955,0.268,0.319,0.001,0.423,0.955,0.0,4.325,0.0,11.038,3.416,5.141,0.019,7.187,11.038,0.0,0.0,0.0,0.0,0.0,77.85,0.0,178.0,60.473,0.031,0.996,124.474,123.74,125.68,0.48,124.47,124.04,124.75,125.68,123.74,6223.7,6187.0,6284.0,24.017,6223.5,6202.0,6237.5,6284.0,6187.0,0.6909327708289091
95,8,0.98,0.02,42,0.164,0.0,0.967,0.258,0.044,0.0,0.187,0.419,0.0,2.375,0.0,11.129,3.147,0.843,0.0,3.72,8.609,0.0,0.0,0.0,0.0,0.0,40.925,0.0,164.0,49.643,0.008,0.148,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8148247683896449
95,9,1.44,0.02,61,0.166,0.0,0.823,0.233,0.0,0.0,0.287,0.595,0.0,2.65,0.0,8.768,3.307,0.0,0.0,5.392,8.768,0.0,0.0,0.0,0.0,0.0,48.375,0.0,155.5,59.438,0.012,0.293,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8121285886846371
95,10,10.12,0.02,31,0.096,0.0,0.716,0.197,0.0,0.0,0.033,0.049,0.0,1.595,0.0,9.787,3.08,0.0,0.0,0.659,0.979,0.0,0.0,0.0,0.0,0.0,30.525,0.0,195.0,58.961,0.032,0.988,156.706,155.84,157.52,0.547,156.71,156.2,157.26,157.52,155.84,7835.3,7792.0,7876.0,27.35,7835.5,7810.0,7863.0,7876.0,7792.0,0.8870352286713549
95,11,7.36,0.02,20,0.23,0.0,0.859,0.242,0.19,0.0,0.325,0.753,0.0,3.691,0.0,10.423,3.28,3.601,0.0,5.828,10.423,0.0,0.0,0.0,0.0,0.0,66.85,0.0,167.5,56.157,0.027,0.919,136.8,135.76,138.1,0.571,136.81,136.52,137.075,137.62,135.76,6840.0,6788.0,6905.0,28.567,6840.5,6826.0,6853.75,6881.0,6788.0,0.7499708352089374
95,12,14.62,0.02,34,0.484,0.069,1.443,0.356,0.467,0.211,0.551,0.744,0.069,5.927,1.086,13.351,3.425,5.794,3.467,8.113,13.351,1.086,0.0,0.0,0.0,0.0,93.825,20.5,180.0,51.238,0.03,1.0,118.811,117.64,120.06,0.564,118.73,118.535,119.175,120.06,117.64,5940.55,5882.0,6003.0,28.2,5936.5,5926.75,5958.75,6003.0,5882.0,0.5462278592514596
95,13,6.54,0.08,36,0.718,0.091,2.74,0.574,0.623,0.327,0.91,1.529,0.091,7.469,1.607,16.103,3.577,7.646,4.754,9.083,13.715,1.607,0.0,0.0,0.0,0.0,107.625,32.0,173.0,37.576,0.028,0.999,69.997,69.24,70.88,0.404,69.98,69.765,70.215,70.88,69.24,3499.85,3462.0,3544.0,20.195,3499.0,3488.25,3510.75,3544.0,3462.0,0.40743042339656627
95,14,11.3,0.02,73,1.016,0.04,4.658,1.031,0.634,0.475,1.239,1.539,0.04,8.922,0.803,23.679,5.126,8.376,6.077,11.229,15.631,0.803,0.0,0.0,0.0,0.0,119.15,16.0,182.0,46.127,0.043,0.995,343.395,341.92,344.88,0.754,343.37,343.055,343.795,344.88,342.14,17169.75,17096.0,17244.0,37.683,17168.5,17152.75,17189.75,17244.0,17107.0,0.28081921156426126
95,15,3.74,4.46,90,3.438,1.71,10.886,2.119,2.603,2.188,3.682,4.917,1.71,6.624,1.485,24.718,6.396,4.142,1.949,7.932,15.626,1.485,0.0,0.0,0.0,0.0,48.95,7.5,155.0,44.298,0.025,0.999,7.01,6.7,7.42,0.194,7.01,6.835,7.14,7.42,6.7,350.5,335.0,371.0,9.708,350.5,341.75,357.0,371.0,335.0,0.013601900270864374
95,16,4.7,0.02,91,0.08,0.0,0.391,0.122,0.0,0.0,0.195,0.391,0.0,1.307,0.0,5.262,1.947,0.0,0.0,3.047,5.262,0.0,0.0,0.0,0.0,0.0,24.225,0.0,104.0,35.917,0.031,0.821,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9044233668850226
95,17,3.74,0.02,91,0.121,0.0,0.702,0.22,0.0,0.0,0.087,0.087,0.0,1.852,0.0,8.689,3.206,0.0,0.0,1.731,1.731,0.0,0.0,0.0,0.0,0.0,34.95,0.0,156.0,60.011,0.026,0.736,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8595405099863082
95,18,3.74,4.46,42,2.178,1.621,3.57,0.461,2.106,1.88,2.256,2.689,1.621,2.296,1.455,5.028,0.889,1.948,1.775,2.287,2.412,1.455,0.0,0.0,0.0,0.0,12.538,7.0,25.5,4.723,0.028,1.0,3.911,3.68,4.24,0.149,3.91,3.83,3.98,4.2,3.68,195.55,184.0,212.0,7.473,195.5,191.5,199.0,210.0,184.0,0.06570432749115282
95,19,0.98,0.02,34,0.383,0.0,4.577,0.986,0.101,0.005,0.24,0.361,0.0,3.758,0.0,26.031,5.841,1.844,0.094,4.013,6.299,0.0,0.0,0.0,0.0,0.0,54.85,0.0,182.5,56.509,0.008,0.149,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.6198859949463073
96,0,4.7,0.02,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.769,298.613,296.14,301.86,1.193,298.61,298.25,299.0,299.42,297.24,14930.65,14807.0,15093.0,59.669,14930.5,14912.5,14950.0,14971.0,14862.0,1.0
96,1,4.7,0.02,14,0.047,0.0,0.399,0.103,0.0,0.0,0.0,0.0,0.0,0.842,0.0,6.264,1.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.45,0.0,118.5,34.487,0.021,0.66,149.903,148.74,151.0,0.715,149.85,149.295,150.585,151.0,148.74,7495.15,7437.0,7550.0,35.769,7492.5,7464.75,7529.25,7550.0,7437.0,0.9432014628770732
96,2,4.7,0.02,91,0.08,0.0,0.391,0.122,0.0,0.0,0.195,0.391,0.0,1.307,0.0,5.262,1.947,0.0,0.0,3.047,5.262,0.0,0.0,0.0,0.0,0.0,24.225,0.0,104.0,35.917,0.031,0.821,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9044233668850226
96,3,10.12,0.02,31,0.096,0.0,0.716,0.197,0.0,0.0,0.033,0.049,0.0,1.595,0.0,9.787,3.08,0.0,0.0,0.659,0.979,0.0,0.0,0.0,0.0,0.0,30.525,0.0,195.0,58.961,0.032,0.988,156.706,155.84,157.52,0.547,156.71,156.2,157.26,157.52,155.84,7835.3,7792.0,7876.0,27.35,7835.5,7810.0,7863.0,7876.0,7792.0,0.8870352286713549
96,4,5.16,0.02,74,0.101,0.0,0.736,0.207,0.0,0.0,0.07,0.107,0.0,1.61,0.0,10.553,3.077,0.0,0.0,1.393,2.133,0.0,0.0,0.0,0.0,0.0,29.725,0.0,176.0,55.155,0.033,0.854,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8817311786390911
96,5,11.3,0.02,34,0.107,0.0,0.639,0.191,0.0,0.0,0.13,0.297,0.0,1.789,0.0,9.811,2.954,0.0,0.0,2.36,5.897,0.0,0.0,0.0,0.0,0.0,33.45,0.0,182.5,53.645,0.033,0.995,155.128,153.84,156.28,0.532,155.15,154.865,155.43,155.78,154.32,7756.4,7692.0,7814.0,26.615,7757.5,7743.25,7771.5,7789.0,7716.0,0.8750075822156721
96,6,3.74,0.02,56,0.082,0.0,0.383,0.114,0.0,0.0,0.131,0.294,0.0,1.449,0.0,5.5,1.873,0.0,0.0,2.597,5.5,0.0,0.0,0.0,0.0,0.0,27.175,0.0,92.5,34.49,0.026,0.737,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9020711617967939
96,7,5.46,0.02,91,0.126,0.0,0.503,0.171,0.01,0.0,0.192,0.432,0.0,2.045,0.0,7.056,2.503,0.201,0.0,3.821,7.056,0.0,0.0,0.0,0.0,0.0,36.275,0.0,107.5,42.584,0.034,0.873,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8541312106522189
96,8,4.68,0.02,78,0.137,0.0,0.903,0.239,0.0,0.0,0.223,0.429,0.0,2.06,0.0,10.24,3.29,0.0,0.0,3.788,8.532,0.0,0.0,0.0,0.0,0.0,36.2,0.0,170.0,56.732,0.031,0.819,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8423502785783153
96,9,0.98,0.02,42,0.164,0.0,0.967,0.258,0.044,0.0,0.187,0.419,0.0,2.375,0.0,11.129,3.147,0.843,0.0,3.72,8.609,0.0,0.0,0.0,0.0,0.0,40.925,0.0,164.0,49.643,0.008,0.148,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8148247683896449
96,10,1.44,0.02,61,0.166,0.0,0.823,0.233,0.0,0.0,0.287,0.595,0.0,2.65,0.0,8.768,3.307,0.0,0.0,5.392,8.768,0.0,0.0,0.0,0.0,0.0,48.375,0.0,155.5,59.438,0.012,0.293,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8121285886846371
96,11,7.36,4.24,20,4.571,3.388,9.486,1.26,4.315,4.065,4.795,5.435,3.388,5.068,2.685,31.081,5.997,3.809,3.306,4.163,4.71,2.685,0.0,0.0,0.0,0.0,25.925,11.5,194.5,38.8,0.03,1.0,1.165,1.1,1.24,0.048,1.15,1.135,1.205,1.24,1.1,58.25,55.0,62.0,2.385,57.5,56.75,60.25,62.0,55.0,0.003301865441170092
96,12,11.54,1.9,28,3.873,2.851,4.9,0.593,3.881,3.342,4.406,4.9,2.851,3.293,2.191,5.475,0.701,3.368,2.811,3.656,3.932,2.191,0.0,0.0,0.0,0.0,16.465,10.0,30.25,4.249,0.029,1.0,1.58,1.44,1.68,0.059,1.6,1.54,1.62,1.68,1.44,79.0,72.0,84.0,2.95,80.0,77.0,81.0,84.0,72.0,0.007901350995771961
96,13,0.54,0.02,7,0.829,0.146,3.211,0.655,0.625,0.425,1.022,1.49,0.146,8.22,2.164,17.434,3.443,7.698,6.451,9.677,13.656,2.164,0.0,0.0,0.0,0.0,121.0,38.5,187.5,36.301,0.005,0.04,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.35465274135504093
96,14,14.62,0.02,34,0.484,0.069,1.443,0.356,0.467,0.211,0.551,0.744,0.069,5.927,1.086,13.351,3.425,5.794,3.467,8.113,13.351,1.086,0.0,0.0,0.0,0.0,93.825,20.5,180.0,51.238,0.03,1.0,118.811,117.64,120.06,0.564,118.73,118.535,119.175,120.06,117.64,5940.55,5882.0,6003.0,28.2,5936.5,5926.75,5958.75,6003.0,5882.0,0.5462278592514596
96,15,6.54,5.22,36,4.078,3.382,6.448,0.741,3.782,3.568,4.512,5.096,3.382,3.535,2.442,6.857,1.054,3.133,2.84,3.964,5.008,2.442,0.0,0.0,0.0,0.0,18.138,11.0,37.25,6.661,0.029,1.0,1.71,1.58,1.88,0.088,1.7,1.64,1.765,1.88,1.58,85.5,79.0,94.0,4.387,85.0,82.0,88.25,94.0,79.0,0.006113835704252423
96,16,5.16,0.02,5,7.477,4.162,10.126,1.469,7.615,6.805,8.376,10.126,4.455,25.977,17.312,31.144,3.579,26.265,24.693,28.43,31.144,22.196,0.0,0.0,0.0,0.0,174.525,126.0,193.5,14.376,0.018,0.648,49.067,48.36,49.78,0.329,49.05,48.875,49.195,49.66,48.6,2453.35,2418.0,2489.0,16.448,2452.5,2443.75,2459.75,2483.0,2430.0,8.731750533143471e-05
96,17,3.74,0.02,64,0.079,0.0,0.551,0.156,0.0,0.0,0.041,0.064,0.0,1.403,0.0,7.786,2.671,0.0,0.0,0.809,1.28,0.0,0.0,0.0,0.0,0.0,26.325,0.0,149.5,49.674,0.026,0.735,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9064955190619526
96,18,11.64,0.02,74,0.564,0.0,2.16,0.499,0.439,0.348,0.647,0.963,0.0,6.944,0.0,16.813,3.92,6.87,5.198,8.479,12.956,1.461,0.0,0.0,0.0,0.0,113.25,0.0,188.5,53.911,0.043,0.997,339.456,337.5,340.9,0.773,339.36,338.955,339.995,340.9,337.5,16972.8,16875.0,17045.0,38.645,16968.0,16947.75,16999.75,17045.0,16875.0,0.4942162043215651
96,19,5.16,0.02,28,0.021,0.0,0.154,0.047,0.0,0.0,0.0,0.0,0.0,0.414,0.0,3.061,0.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,61.0,18.587,0.027,0.798,272.529,271.2,274.24,0.804,272.52,271.94,273.095,274.24,271.2,13626.45,13560.0,13712.0,40.188,13626.0,13597.0,13654.75,13712.0,13560.0,0.9742944931591142
97,0,4.7,0.02,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.769,298.613,296.14,301.86,1.193,298.61,298.25,299.0,299.42,297.24,14930.65,14807.0,15093.0,59.669,14930.5,14912.5,14950.0,14971.0,14862.0,1.0
97,1,11.78,0.02,10,9.046,7.057,11.263,1.097,8.976,8.574,9.722,11.263,7.057,28.19,23.795,32.222,2.235,28.358,27.276,29.506,32.222,24.433,0.0,0.0,0.0,0.0,176.0,161.0,192.0,8.592,0.028,0.995,43.098,42.22,43.74,0.37,43.14,42.77,43.305,43.74,42.22,2154.9,2111.0,2187.0,18.498,2157.0,2138.5,2165.25,2187.0,2111.0,1.2277218695223224e-05
