generation,entity_id,alpha,theta,max_field_sizes,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,fitness
204,10,10.68,0.02,49,0.123,0.0,0.424,0.147,0.061,0.0,0.259,0.424,0.0,2.311,0.0,8.432,2.809,1.075,0.0,4.17,8.432,0.0,0.0,0.0,0.0,0.0,45.175,0.0,168.0,55.564,0.037,0.993,237.875,237.04,239.68,0.652,237.96,237.37,238.17,238.78,237.04,11893.75,11852.0,11984.0,32.6,11898.0,11868.5,11908.5,11939.0,11852.0,0.8571697389747613
204,11,10.32,0.5,92,8.081,1.896,31.364,7.3,5.233,3.673,9.095,13.437,1.896,23.384,9.307,55.29,12.497,17.368,14.417,30.398,44.408,9.307,0.0,0.0,0.0,0.0,145.025,92.0,192.0,29.692,0.025,1.0,18.672,18.32,18.94,0.17,18.65,18.575,18.84,18.94,18.32,933.6,916.0,947.0,8.494,932.5,928.75,942.0,947.0,916.0,4.1018655364347866e-05
204,12,14.36,3.42,46,7.43,5.155,9.151,1.104,7.773,6.62,8.162,9.151,5.155,5.722,4.217,8.171,0.898,5.805,5.259,6.015,6.997,4.217,0.0,0.0,0.0,0.0,25.148,19.0,38.25,4.738,0.028,1.0,1.071,1.0,1.14,0.031,1.07,1.055,1.085,1.12,1.04,53.55,50.0,57.0,1.564,53.5,52.75,54.25,56.0,52.0,9.25978156512737e-05
204,13,1.22,4.3,56,1.639,0.626,5.003,1.039,1.573,0.76,2.041,2.676,0.626,7.947,0.762,23.479,6.537,6.463,1.499,14.086,23.479,0.762,0.0,0.0,0.0,0.0,89.3,5.0,179.0,64.228,0.025,0.881,17.812,16.72,19.52,0.598,17.75,17.55,18.015,18.34,16.96,890.6,836.0,976.0,29.904,887.5,877.5,900.75,917.0,848.0,0.12894943713945872
204,14,2.78,5.56,40,2.052,1.523,2.824,0.374,1.997,1.722,2.35,2.824,1.523,2.442,1.475,4.696,0.884,2.266,1.769,2.728,3.66,1.475,0.0,0.0,0.0,0.0,15.638,7.0,27.25,6.305,0.028,0.996,4.588,4.3,4.88,0.172,4.58,4.45,4.72,4.88,4.3,229.4,215.0,244.0,8.61,229.0,222.5,236.0,244.0,215.0,0.07690813481481801
204,15,4.8,2.78,61,1.925,1.423,2.895,0.284,1.86,1.773,2.021,2.217,1.423,2.023,1.275,4.725,0.917,1.689,1.551,1.97,2.332,1.275,0.0,0.0,0.0,0.0,12.962,6.5,46.0,9.817,0.027,1.0,5.655,5.36,6.1,0.178,5.66,5.555,5.74,6.0,5.36,282.75,268.0,305.0,8.893,283.0,277.75,287.0,300.0,268.0,0.09017407973426363
204,16,14.0,0.02,99,28.695,4.35,71.266,18.499,23.895,13.146,42.12,71.266,4.35,46.838,18.399,65.089,15.088,49.296,35.906,60.057,65.089,18.399,0.0,0.0,0.0,0.0,189.475,126.0,198.5,17.664,0.043,0.998,394.457,393.14,395.38,0.539,394.55,394.175,394.735,395.38,393.34,19722.85,19657.0,19769.0,26.96,19727.5,19708.75,19736.75,19769.0,19667.0,2.645218136984187e-16
204,17,8.48,1.26,30,2.09,1.629,2.941,0.321,1.981,1.884,2.169,2.472,1.629,2.929,1.39,12.891,2.758,1.74,1.633,2.219,2.793,1.39,0.0,0.0,0.0,0.0,27.45,6.75,150.0,36.879,0.029,1.0,3.319,3.18,3.46,0.091,3.3,3.255,3.42,3.46,3.18,165.95,159.0,173.0,4.544,165.0,162.75,171.0,173.0,159.0,0.07330570476155679
204,18,8.08,0.02,30,0.054,0.0,0.419,0.11,0.0,0.0,0.028,0.035,0.0,1.015,0.0,7.308,2.03,0.0,0.0,0.552,0.703,0.0,0.0,0.0,0.0,0.0,20.15,0.0,144.0,40.202,0.032,0.955,187.567,186.16,188.94,0.813,187.6,187.01,188.125,188.94,186.16,9378.35,9308.0,9447.0,40.672,9380.0,9350.5,9406.25,9447.0,9308.0,0.9351231751872111
204,19,1.2,0.02,99,0.116,0.0,0.437,0.152,0.0,0.0,0.249,0.437,0.0,2.171,0.0,6.849,2.778,0.0,0.0,4.95,6.849,0.0,0.0,0.0,0.0,0.0,43.025,0.0,135.5,54.969,0.01,0.218,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8646428369093275
205,0,5.78,0.02,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.831,225.642,223.18,226.64,0.717,225.79,225.39,226.055,226.64,224.88,11282.1,11159.0,11332.0,35.84,11289.5,11269.5,11302.75,11332.0,11244.0,1.0
205,1,6.56,0.02,38,0.031,0.0,0.366,0.094,0.0,0.0,0.0,0.0,0.0,0.607,0.0,7.277,1.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,145.0,37.085,0.033,0.908,291.039,289.7,292.38,0.763,290.96,290.465,291.58,292.38,289.7,14551.95,14485.0,14619.0,38.148,14548.0,14523.25,14579.0,14619.0,14485.0,0.9625257649065033
205,2,3.48,0.02,93,0.053,0.0,0.298,0.093,0.0,0.0,0.068,0.152,0.0,0.981,0.0,4.918,1.718,0.0,0.0,1.189,1.506,0.0,0.0,0.0,0.0,0.0,19.35,0.0,98.0,33.855,0.025,0.708,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9362307472184007
205,3,8.08,1.72,98,5.748,1.822,13.731,3.905,4.971,2.697,6.603,10.517,1.822,14.135,1.352,30.999,10.469,14.095,3.942,23.243,30.999,1.352,0.0,0.0,0.0,0.0,80.738,7.0,155.5,53.666,0.024,1.0,7.759,7.56,8.06,0.156,7.73,7.635,7.805,7.94,7.56,387.95,378.0,403.0,7.82,386.5,381.75,390.25,403.0,378.0,0.000757431748658539
205,4,10.36,0.02,6,18.457,15.794,23.89,1.936,17.935,17.423,19.03,20.356,15.794,38.485,34.743,45.87,2.534,38.12,36.241,39.29,41.721,34.743,0.0,0.0,0.0,0.0,183.575,173.5,196.0,7.504,0.026,0.983,29.347,28.96,29.74,0.211,29.37,29.195,29.5,29.74,28.96,1467.35,1448.0,1487.0,10.527,1468.5,1459.75,1475.0,1487.0,1448.0,9.560972952479958e-11
205,5,1.2,0.02,30,0.099,0.0,0.466,0.14,0.0,0.0,0.208,0.466,0.0,1.666,0.0,6.8,2.256,0.0,0.0,3.764,6.8,0.0,0.0,0.0,0.0,0.0,31.025,0.0,118.5,41.708,0.01,0.217,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8840303459916019
205,6,1.2,0.02,99,0.116,0.0,0.437,0.152,0.0,0.0,0.249,0.437,0.0,2.171,0.0,6.849,2.778,0.0,0.0,4.95,6.849,0.0,0.0,0.0,0.0,0.0,43.025,0.0,135.5,54.969,0.01,0.218,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8646428369093275
205,7,10.68,0.02,49,0.123,0.0,0.424,0.147,0.061,0.0,0.259,0.424,0.0,2.311,0.0,8.432,2.809,1.075,0.0,4.17,8.432,0.0,0.0,0.0,0.0,0.0,45.175,0.0,168.0,55.564,0.037,0.993,237.875,237.04,239.68,0.652,237.96,237.37,238.17,238.78,237.04,11893.75,11852.0,11984.0,32.6,11898.0,11868.5,11908.5,11939.0,11852.0,0.8571697389747613
205,8,2.5,0.02,99,0.088,0.0,0.395,0.133,0.0,0.0,0.132,0.328,0.0,1.489,0.0,6.524,2.131,0.0,0.0,2.616,6.524,0.0,0.0,0.0,0.0,0.0,28.475,0.0,130.0,40.363,0.019,0.562,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8961820172157046
205,9,8.48,0.02,99,0.171,0.0,0.692,0.218,0.044,0.0,0.287,0.692,0.0,2.874,0.0,9.083,3.347,0.866,0.0,5.153,9.083,0.0,0.0,0.0,0.0,0.0,54.05,0.0,160.5,61.954,0.044,0.979,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8072087421401879
205,10,8.6,0.02,90,0.27,0.0,1.129,0.306,0.154,0.027,0.368,0.783,0.0,3.917,0.0,12.165,3.761,2.923,0.527,6.269,12.165,0.0,0.0,0.0,0.0,0.0,68.825,0.0,183.0,62.678,0.044,0.981,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.7138223107421808
205,11,10.8,0.02,99,0.949,0.164,2.494,0.587,0.967,0.422,1.158,1.899,0.164,9.317,2.215,16.838,3.667,9.248,6.521,11.145,16.838,2.215,0.0,0.0,0.0,0.0,129.65,38.5,185.5,34.111,0.046,0.995,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.3051994527294511
205,12,1.22,4.3,56,1.639,0.626,5.003,1.039,1.573,0.76,2.041,2.676,0.626,7.947,0.762,23.479,6.537,6.463,1.499,14.086,23.479,0.762,0.0,0.0,0.0,0.0,89.3,5.0,179.0,64.228,0.025,0.881,17.812,16.72,19.52,0.598,17.75,17.55,18.015,18.34,16.96,890.6,836.0,976.0,29.904,887.5,877.5,900.75,917.0,848.0,0.12894943713945872
205,13,4.8,2.78,61,1.925,1.423,2.895,0.284,1.86,1.773,2.021,2.217,1.423,2.023,1.275,4.725,0.917,1.689,1.551,1.97,2.332,1.275,0.0,0.0,0.0,0.0,12.962,6.5,46.0,9.817,0.027,1.0,5.655,5.36,6.1,0.178,5.66,5.555,5.74,6.0,5.36,282.75,268.0,305.0,8.893,283.0,277.75,287.0,300.0,268.0,0.09017407973426363
205,14,2.78,5.56,6,6.708,4.371,10.742,1.663,6.467,5.392,7.913,10.742,4.371,20.295,11.699,30.793,4.744,19.554,16.535,23.142,30.793,11.699,0.0,0.0,0.0,0.0,138.789,91.5,181.0,24.451,0.028,0.999,2.118,1.9,2.32,0.112,2.13,2.035,2.18,2.32,1.9,105.9,95.0,116.0,5.585,106.5,101.75,109.0,116.0,95.0,0.00022823869456076485
205,15,8.48,1.26,30,2.09,1.629,2.941,0.321,1.981,1.884,2.169,2.472,1.629,2.929,1.39,12.891,2.758,1.74,1.633,2.219,2.793,1.39,0.0,0.0,0.0,0.0,27.45,6.75,150.0,36.879,0.029,1.0,3.319,3.18,3.46,0.091,3.3,3.255,3.42,3.46,3.18,165.95,159.0,173.0,4.544,165.0,162.75,171.0,173.0,159.0,0.07330570476155679
205,16,11.08,0.02,87,1.197,0.148,4.545,0.971,1.093,0.557,1.372,1.732,0.148,9.651,1.79,18.321,4.31,10.111,7.685,11.404,13.754,2.528,0.0,0.0,0.0,0.0,116.925,27.5,166.0,39.635,0.046,0.995,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.22408302771471703
205,17,8.08,4.08,30,4.424,2.955,6.218,0.718,4.311,3.941,4.877,6.218,2.955,3.692,2.327,5.185,0.789,3.611,3.133,4.154,5.185,2.327,0.0,0.0,0.0,0.0,18.35,11.5,28.75,5.332,0.029,1.0,1.402,1.28,1.56,0.072,1.39,1.355,1.44,1.56,1.28,70.1,64.0,78.0,3.604,69.5,67.75,72.0,78.0,64.0,0.0039650060704410055
205,18,14.12,0.02,95,17.982,3.841,76.919,20.474,9.726,6.7,16.649,28.687,3.841,35.75,20.503,65.918,13.481,32.669,25.855,40.602,53.808,20.503,0.0,0.0,0.0,0.0,188.6,144.0,198.5,13.115,0.042,0.998,373.507,372.28,375.88,0.812,373.31,373.065,374.05,374.42,372.28,18675.35,18614.0,18794.0,40.618,18665.5,18653.25,18702.5,18721.0,18614.0,1.7307904344125803e-10
205,19,5.78,0.02,95,0.082,0.0,0.426,0.136,0.0,0.0,0.166,0.405,0.0,1.629,0.0,8.457,2.699,0.0,0.0,3.294,8.055,0.0,0.0,0.0,0.0,0.0,32.45,0.0,168.5,53.771,0.035,0.89,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9026408309675087
206,0,5.78,0.02,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.831,225.642,223.18,226.64,0.717,225.79,225.39,226.055,226.64,224.88,11282.1,11159.0,11332.0,35.84,11289.5,11269.5,11302.75,11332.0,11244.0,1.0
206,1,6.56,0.02,38,0.031,0.0,0.366,0.094,0.0,0.0,0.0,0.0,0.0,0.607,0.0,7.277,1.861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,145.0,37.085,0.033,0.908,291.039,289.7,292.38,0.763,290.96,290.465,291.58,292.38,289.7,14551.95,14485.0,14619.0,38.148,14548.0,14523.25,14579.0,14619.0,14485.0,0.9625257649065033
206,2,3.48,0.02,93,0.053,0.0,0.298,0.093,0.0,0.0,0.068,0.152,0.0,0.981,0.0,4.918,1.718,0.0,0.0,1.189,1.506,0.0,0.0,0.0,0.0,0.0,19.35,0.0,98.0,33.855,0.025,0.708,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9362307472184007
206,3,5.78,0.02,95,0.082,0.0,0.426,0.136,0.0,0.0,0.166,0.405,0.0,1.629,0.0,8.457,2.699,0.0,0.0,3.294,8.055,0.0,0.0,0.0,0.0,0.0,32.45,0.0,168.5,53.771,0.035,0.89,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9026408309675087
206,4,2.5,0.02,50,0.084,0.0,0.896,0.205,0.0,0.0,0.017,0.017,0.0,1.289,0.0,10.363,2.673,0.0,0.0,0.332,0.332,0.0,0.0,0.0,0.0,0.0,22.7,0.0,147.0,43.918,0.019,0.564,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9007907203344385
206,5,1.78,0.02,30,0.128,0.0,0.626,0.178,0.0,0.0,0.251,0.626,0.0,2.173,0.0,8.73,2.935,0.0,0.0,3.951,8.73,0.0,0.0,0.0,0.0,0.0,41.25,0.0,157.5,56.13,0.014,0.395,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8526496304331326
206,6,12.5,3.84,99,7.134,5.472,9.398,1.217,6.879,5.91,7.829,9.398,5.472,5.826,4.28,12.926,1.843,5.388,4.804,6.456,7.423,4.28,0.0,0.0,0.0,0.0,28.938,18.0,112.0,19.559,0.025,1.0,2.279,2.18,2.52,0.083,2.26,2.2,2.32,2.4,2.18,113.95,109.0,126.0,4.141,113.0,110.0,116.0,120.0,109.0,0.0001340389554319521
206,7,7.7,0.02,49,0.065,0.0,0.519,0.137,0.0,0.0,0.048,0.067,0.0,1.075,0.0,7.726,2.202,0.0,0.0,0.947,1.33,0.0,0.0,0.0,0.0,0.0,19.85,0.0,139.0,40.661,0.038,0.957,321.093,319.52,322.86,0.973,321.26,320.08,321.61,322.86,319.52,16054.65,15976.0,16143.0,48.651,16063.0,16004.0,16080.5,16143.0,15976.0,0.9223706950973188
206,8,9.12,0.02,99,0.467,0.0,1.587,0.345,0.455,0.226,0.621,0.756,0.0,5.943,0.0,13.464,3.217,5.988,4.27,7.76,10.327,0.0,0.0,0.0,0.0,0.0,96.8,0.0,175.5,48.446,0.045,0.986,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.5579911106431596
206,9,3.4,0.02,10,0.138,0.0,0.5,0.164,0.052,0.0,0.223,0.5,0.0,2.395,0.0,7.366,2.657,1.029,0.0,4.23,7.366,0.0,0.0,0.0,0.0,0.0,46.35,0.0,137.5,50.779,0.016,0.47,148.413,147.64,149.68,0.502,148.33,148.025,148.7,149.68,147.64,7420.65,7382.0,7484.0,25.11,7416.5,7401.25,7435.0,7484.0,7382.0,0.8417522308373266
206,10,8.78,0.02,47,0.027,0.0,0.21,0.063,0.0,0.0,0.0,0.0,0.0,0.533,0.0,4.141,1.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.625,0.0,82.5,24.811,0.037,0.977,272.319,271.38,273.42,0.536,272.19,272.005,272.595,273.42,271.38,13615.95,13569.0,13671.0,26.819,13609.5,13600.25,13629.75,13671.0,13569.0,0.9669413622079034
206,11,11.08,0.02,87,1.197,0.148,4.545,0.971,1.093,0.557,1.372,1.732,0.148,9.651,1.79,18.321,4.31,10.111,7.685,11.404,13.754,2.528,0.0,0.0,0.0,0.0,116.925,27.5,166.0,39.635,0.046,0.995,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.22408302771471703
206,12,1.22,4.3,37,1.314,0.624,3.054,0.72,0.958,0.767,1.624,2.187,0.624,5.761,0.798,19.708,5.908,1.516,1.171,9.499,19.708,0.798,0.0,0.0,0.0,0.0,65.725,5.5,178.0,65.683,0.024,0.851,13.147,12.54,13.76,0.349,13.02,12.945,13.48,13.76,12.54,657.35,627.0,688.0,17.465,651.0,647.25,674.0,688.0,627.0,0.19353784640717533
206,13,4.8,4.2,61,2.737,2.241,3.391,0.36,2.725,2.413,2.961,3.391,2.241,2.534,1.786,3.666,0.518,2.51,2.143,2.805,3.666,1.786,0.0,0.0,0.0,0.0,14.65,8.75,30.25,5.163,0.028,1.0,4.043,3.8,4.26,0.145,4.07,3.935,4.115,4.26,3.8,202.15,190.0,213.0,7.241,203.5,196.75,205.75,213.0,190.0,0.03267285049666779
206,14,0.08,1.26,30,47.202,39.427,53.812,3.61,47.743,45.006,49.886,53.812,39.427,50.203,45.216,54.269,2.386,50.358,48.412,52.03,54.269,45.216,0.0,0.0,0.0,0.0,187.8,166.5,197.0,7.827,0.008,0.244,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,2.3750127879820162e-26
206,15,8.08,4.08,30,4.424,2.955,6.218,0.718,4.311,3.941,4.877,6.218,2.955,3.692,2.327,5.185,0.789,3.611,3.133,4.154,5.185,2.327,0.0,0.0,0.0,0.0,18.35,11.5,28.75,5.332,0.029,1.0,1.402,1.28,1.56,0.072,1.39,1.355,1.44,1.56,1.28,70.1,64.0,78.0,3.604,69.5,67.75,72.0,78.0,64.0,0.0039650060704410055
206,16,5.78,1.96,94,4.641,1.453,10.1,2.81,3.587,2.49,6.209,10.1,1.453,13.726,1.098,32.087,9.693,11.003,7.87,19.883,32.087,1.098,0.0,0.0,0.0,0.0,97.738,5.5,175.5,56.349,0.025,1.0,9.471,9.06,9.88,0.186,9.48,9.37,9.565,9.72,9.2,473.55,453.0,494.0,9.276,474.0,468.5,478.25,486.0,460.0,0.0030235197412854043
206,17,10.68,0.02,95,0.713,0.027,2.319,0.532,0.569,0.328,0.978,1.336,0.027,7.456,0.527,15.257,3.784,7.053,4.711,10.38,15.257,0.527,0.0,0.0,0.0,0.0,108.225,10.5,176.5,47.412,0.046,0.994,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.4100754378657893
206,18,3.48,2.0,26,1.507,1.034,2.404,0.411,1.316,1.23,1.654,2.263,1.034,3.267,1.1,10.082,3.053,1.5,1.304,5.509,10.082,1.1,0.0,0.0,0.0,0.0,34.6,6.5,180.5,45.932,0.028,0.998,5.324,5.12,5.62,0.145,5.33,5.185,5.42,5.62,5.12,266.2,256.0,281.0,7.257,266.5,259.25,271.0,281.0,256.0,0.15207971856172053
206,19,5.78,0.02,93,0.041,0.0,0.383,0.094,0.0,0.0,0.005,0.005,0.0,0.806,0.0,7.604,1.874,0.0,0.0,0.107,0.107,0.0,0.0,0.0,0.0,0.0,16.05,0.0,151.5,37.336,0.035,0.89,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.950599083635682
207,0,5.78,0.02,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.831,225.642,223.18,226.64,0.717,225.79,225.39,226.055,226.64,224.88,11282.1,11159.0,11332.0,35.84,11289.5,11269.5,11302.75,11332.0,11244.0,1.0
207,1,8.78,4.56,47,5.349,4.18,7.292,0.779,5.338,4.809,5.76,6.444,4.18,4.282,3.354,5.908,0.646,4.358,3.803,4.453,4.657,3.354,0.0,0.0,0.0,0.0,19.988,13.25,35.25,4.498,0.028,1.0,1.6,1.46,1.7,0.068,1.6,1.555,1.66,1.7,1.46,80.0,73.0,85.0,3.376,80.0,77.75,83.0,85.0,73.0,0.0012474222084423484
207,2,2.48,4.44,38,1.671,1.199,2.323,0.309,1.609,1.415,1.839,2.323,1.199,2.683,1.085,8.079,1.681,2.005,1.632,3.125,5.122,1.085,0.0,0.0,0.0,0.0,29.162,6.5,114.0,31.336,0.028,0.993,5.743,5.48,6.08,0.16,5.78,5.58,5.845,6.08,5.48,287.15,274.0,304.0,8.02,289.0,279.0,292.25,304.0,274.0,0.12384027775833463
207,3,5.78,0.02,23,0.018,0.0,0.365,0.08,0.0,0.0,0.0,0.0,0.0,0.363,0.0,7.252,1.581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225,0.0,144.5,31.493,0.026,0.821,199.699,197.6,201.32,0.847,199.67,199.26,200.11,201.32,198.72,9984.95,9880.0,10066.0,42.349,9983.5,9963.0,10005.5,10066.0,9936.0,0.9774519084312722
207,4,3.48,0.02,93,0.053,0.0,0.298,0.093,0.0,0.0,0.068,0.152,0.0,0.981,0.0,4.918,1.718,0.0,0.0,1.189,1.506,0.0,0.0,0.0,0.0,0.0,19.35,0.0,98.0,33.855,0.025,0.708,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9362307472184007
207,5,7.7,0.36,49,1.157,0.607,2.795,0.489,1.1,0.818,1.334,1.71,0.607,6.767,0.765,14.462,3.537,7.631,4.042,8.953,14.462,0.765,0.0,0.0,0.0,0.0,90.538,9.0,145.0,42.001,0.027,0.999,18.549,18.28,18.98,0.174,18.58,18.375,18.64,18.98,18.28,927.45,914.0,949.0,8.703,929.0,918.75,932.0,949.0,914.0,0.23557944632744296
207,6,5.78,0.02,95,0.082,0.0,0.426,0.136,0.0,0.0,0.166,0.405,0.0,1.629,0.0,8.457,2.699,0.0,0.0,3.294,8.055,0.0,0.0,0.0,0.0,0.0,32.45,0.0,168.5,53.771,0.035,0.89,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9026408309675087
207,7,2.5,0.02,50,0.084,0.0,0.896,0.205,0.0,0.0,0.017,0.017,0.0,1.289,0.0,10.363,2.673,0.0,0.0,0.332,0.332,0.0,0.0,0.0,0.0,0.0,22.7,0.0,147.0,43.918,0.019,0.564,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.9007907203344385
207,8,1.78,5.04,30,1.616,0.987,3.236,0.629,1.368,1.239,1.775,2.299,0.987,3.968,1.106,16.167,4.259,1.867,1.549,5.119,7.317,1.106,0.0,0.0,0.0,0.0,39.2,6.5,157.75,44.918,0.027,0.959,6.962,6.54,7.3,0.186,6.98,6.825,7.06,7.3,6.54,348.1,327.0,365.0,9.316,349.0,341.25,353.0,365.0,327.0,0.13272028025653304
207,9,3.4,2.76,10,4.146,2.173,10.551,1.888,3.569,2.916,5.02,6.463,2.173,14.433,2.527,37.49,7.737,11.894,9.034,18.476,24.916,2.527,0.0,0.0,0.0,0.0,129.025,23.5,190.5,45.033,0.029,1.0,2.571,2.38,2.78,0.119,2.58,2.495,2.665,2.78,2.38,128.55,119.0,139.0,5.954,129.0,124.75,133.25,139.0,119.0,0.005614606725847267
207,10,9.12,0.02,99,0.467,0.0,1.587,0.345,0.455,0.226,0.621,0.756,0.0,5.943,0.0,13.464,3.217,5.988,4.27,7.76,10.327,0.0,0.0,0.0,0.0,0.0,96.8,0.0,175.5,48.446,0.045,0.986,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.5579911106431596
207,11,6.66,0.02,95,0.14,0.0,1.515,0.328,0.0,0.0,0.154,0.273,0.0,1.822,0.0,12.692,2.991,0.0,0.0,3.021,5.42,0.0,0.0,0.0,0.0,0.0,30.225,0.0,150.0,42.373,0.039,0.934,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.8390331596215528
207,12,11.08,0.02,87,1.197,0.148,4.545,0.971,1.093,0.557,1.372,1.732,0.148,9.651,1.79,18.321,4.31,10.111,7.685,11.404,13.754,2.528,0.0,0.0,0.0,0.0,116.925,27.5,166.0,39.635,0.046,0.995,400.0,400.0,400.0,0.0,400.0,400.0,400.0,400.0,400.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0,0.22408302771471703
