pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
1.28,11.919,0.0,160.5,0.022,0.699,0.771,114.18,114.18,35.951,5709,5709,11809,0,1.0,89.467
0.789,9.845,0.0,170.0,0.022,0.702,0.772,114.1,114.1,35.955,5705,5705,11789,0,1.0,89.625
0.351,5.142,0.0,94.0,0.022,0.707,0.767,113.84,113.84,35.954,5692,5692,11814,0,1.0,89.331
0.485,5.38,0.0,90.5,0.022,0.708,0.771,113.62,113.62,35.944,5681,5681,11780,0,1.0,89.409
0.505,7.598,0.0,147.5,0.022,0.694,0.768,114.36,114.36,35.951,5718,5718,11724,0,1.0,89.486
1.025,10.132,0.0,108.5,0.022,0.713,0.769,114.14,114.14,35.957,5707,5707,11803,0,1.0,89.467
2.122,14.755,0.0,152.0,0.022,0.704,0.773,114.34,114.34,35.963,5717,5717,11767,0,1.0,89.516
1.518,14.078,0.0,168.5,0.022,0.697,0.77,113.64,113.64,35.957,5682,5682,11827,0,1.0,89.401
0.899,10.679,0.0,177.5,0.022,0.701,0.772,113.32,113.32,35.954,5666,5666,11807,0,1.0,89.798
0.75,8.426,0.0,133.0,0.022,0.701,0.772,113.58,113.58,35.956,5679,5679,11786,0,1.0,89.503
0.004,0.043,0.0,0.5,0.022,0.701,0.765,114.14,114.14,35.955,5707,5707,11784,0,1.0,89.302
0.521,5.505,0.0,68.5,0.022,0.702,0.773,113.62,113.62,35.959,5681,5681,11880,0,1.0,89.283
0.784,9.09,0.0,126.0,0.022,0.707,0.772,113.48,113.48,35.959,5674,5674,11828,0,1.0,89.336
0.148,2.811,0.0,56.0,0.022,0.701,0.77,114.22,114.22,35.952,5711,5711,11771,0,1.0,89.639
0.717,6.543,0.0,75.0,0.022,0.699,0.769,114.14,114.14,35.963,5707,5707,11779,0,1.0,89.438
1.169,11.623,0.0,178.0,0.022,0.71,0.768,113.3,113.3,35.955,5665,5665,11808,0,1.0,89.817
0.263,3.625,0.0,58.5,0.022,0.71,0.771,114.32,114.32,35.954,5716,5716,11846,0,1.0,89.905
0.451,6.469,0.0,123.0,0.022,0.704,0.77,113.5,113.5,35.963,5675,5675,11833,0,1.0,89.444
0.176,3.413,0.0,68.0,0.022,0.698,0.765,114.08,114.08,35.946,5704,5704,11784,0,1.0,89.645
0.532,5.671,0.0,86.0,0.022,0.705,0.766,113.92,113.92,35.962,5696,5696,11866,0,1.0,89.356
