pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
54.114,36.089,0.0,130.5,0.022,0.699,0.771,114.18,114.18,35.951,5709,5709,11809,0,1.0,1089.294
61.946,43.749,0.0,172.5,0.022,0.702,0.772,114.1,114.1,35.955,5705,5705,11789,0,1.0,1089.411
70.586,53.334,0.0,193.5,0.022,0.707,0.767,113.84,113.84,35.954,5692,5692,11814,0,1.0,1089.115
49.356,28.73,0.0,101.5,0.022,0.709,0.771,113.62,113.62,35.944,5681,5681,11780,0,1.0,1089.198
70.96,52.842,0.0,178.5,0.022,0.695,0.768,114.36,114.36,35.951,5718,5718,11724,0,1.0,1089.289
52.232,34.101,0.0,175.5,0.022,0.713,0.769,114.14,114.14,35.957,5707,5707,11803,0,1.0,1089.25
54.611,36.708,0.0,181.5,0.022,0.704,0.773,114.34,114.34,35.963,5717,5717,11767,0,1.0,1089.317
56.508,38.229,0.0,136.0,0.022,0.698,0.77,113.64,113.64,35.957,5682,5682,11827,0,1.0,1089.184
49.734,29.736,0.0,171.0,0.022,0.701,0.772,113.32,113.32,35.954,5666,5666,11807,0,1.0,1089.606
73.851,53.153,0.0,189.5,0.022,0.703,0.772,113.58,113.58,35.956,5679,5679,11786,0,1.0,1089.292
76.216,53.384,0.0,174.0,0.022,0.7,0.765,114.14,114.14,35.955,5707,5707,11784,0,1.0,1089.072
55.194,36.855,0.0,132.5,0.022,0.704,0.773,113.62,113.62,35.959,5681,5681,11880,0,1.0,1089.088
77.682,53.407,0.0,192.0,0.022,0.706,0.772,113.48,113.48,35.959,5674,5674,11828,0,1.0,1089.121
59.912,42.289,0.0,146.5,0.022,0.7,0.77,114.22,114.22,35.952,5711,5711,11771,0,1.0,1089.445
62.343,47.202,0.0,184.0,0.022,0.7,0.769,114.14,114.14,35.963,5707,5707,11779,0,1.0,1089.229
71.857,50.193,0.0,165.0,0.022,0.709,0.768,113.3,113.3,35.955,5665,5665,11808,0,1.0,1089.61
86.74,56.487,0.0,187.0,0.022,0.71,0.771,114.32,114.32,35.954,5716,5716,11846,0,1.0,1089.679
78.098,53.199,0.0,174.0,0.022,0.704,0.77,113.5,113.5,35.963,5675,5675,11833,0,1.0,1089.266
54.878,36.433,0.0,131.5,0.022,0.698,0.765,114.08,114.08,35.946,5704,5704,11784,0,1.0,1089.424
58.032,42.727,0.0,168.5,0.022,0.706,0.766,113.92,113.92,35.962,5696,5696,11866,0,1.0,1089.17
