generation,entity_id,field_ratio_threshold,J1,J0,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,avg_accum_field_coverage_per_neuron_median,avg_accum_field_coverage_per_neuron_q1,avg_accum_field_coverage_per_neuron_q3,avg_accum_field_coverage_per_neuron_whishi,avg_accum_field_coverage_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,fitness
87,13,0.15,0.7,-0.3,49.079,46.627,50.195,0.816,49.175,48.63,49.542,50.195,47.864,28.482,27.0,29.634,0.612,28.604,28.243,28.885,29.634,27.351,0.468,0.012,3.842,0.901,102.323,96.545,106.631,2.61,0.001,0.02,113.975,113.48,114.54,0.312,113.95,113.705,114.215,114.54,113.48,35.958,0.005,35.958,35.954,35.96,35.965,35.948,5698.75,5674.0,5727.0,15.623,5697.5,5685.25,5710.75,5727.0,5674.0,2.2729462081636152e-27
87,14,0.88,0.22,-0.14,49.113,47.591,50.363,0.761,49.43,48.682,49.653,50.363,47.591,28.627,27.868,29.439,0.407,28.647,28.275,28.846,29.439,27.868,0.498,0.034,3.551,0.805,102.856,98.03,111.76,3.315,0.001,0.022,113.966,113.3,115.0,0.404,113.97,113.635,114.175,114.56,113.3,35.956,0.004,35.955,35.953,35.959,35.963,35.948,5698.3,5665.0,5750.0,20.199,5698.5,5681.75,5708.75,5728.0,5665.0,2.1774252842770418e-27
87,15,0.54,0.7,-0.26,49.115,48.221,49.889,0.466,49.207,48.884,49.376,49.889,48.221,28.371,27.128,29.163,0.521,28.419,28.07,28.795,29.163,27.128,0.321,0.015,1.434,0.394,102.136,97.757,107.936,2.481,0.001,0.02,113.949,113.18,115.28,0.45,113.85,113.77,114.08,114.32,113.48,35.958,0.005,35.958,35.955,35.961,35.968,35.95,5697.45,5659.0,5764.0,22.475,5692.5,5688.5,5704.0,5716.0,5674.0,2.173369811300305e-27
87,16,0.89,0.82,-0.74,49.361,47.657,50.741,0.684,49.292,49.046,49.747,50.741,48.548,28.415,26.742,29.693,0.668,28.342,28.045,28.841,29.693,27.729,0.361,0.006,2.258,0.494,103.577,97.93,115.58,4.352,0.001,0.021,113.861,113.32,114.34,0.32,113.9,113.635,114.13,114.34,113.32,35.957,0.006,35.958,35.953,35.962,35.968,35.945,5693.05,5666.0,5717.0,15.976,5695.0,5681.75,5706.5,5717.0,5666.0,1.598633781033431e-27
87,17,0.34,1.32,-0.78,49.105,46.462,50.768,1.04,49.327,48.63,49.927,50.768,47.383,28.256,26.654,29.513,0.758,28.373,27.642,28.761,29.513,26.654,0.161,0.006,0.873,0.235,102.884,90.526,130.5,7.275,0.001,0.019,113.92,112.98,114.54,0.351,113.94,113.83,114.08,114.22,113.64,35.956,0.007,35.958,35.951,35.961,35.968,35.938,5696.0,5649.0,5727.0,17.53,5697.0,5691.5,5704.0,5711.0,5682.0,2.2013359361442878e-27
87,18,0.11,0.72,-0.62,49.141,47.941,50.41,0.635,49.268,48.708,49.607,50.41,47.941,28.156,26.9,29.063,0.618,28.098,27.676,28.715,29.063,26.9,0.483,0.003,4.031,0.912,101.685,96.258,109.518,3.213,0.001,0.019,113.902,112.96,114.8,0.461,113.94,113.615,114.255,114.8,112.96,35.957,0.005,35.956,35.954,35.959,35.964,35.948,5695.1,5648.0,5740.0,23.061,5697.0,5680.75,5712.75,5740.0,5648.0,2.1045894757523193e-27
87,19,0.11,0.5,-0.78,48.999,46.449,50.124,0.853,49.096,48.802,49.508,50.124,48.411,28.555,25.758,30.2,1.002,28.614,28.467,29.093,29.612,27.96,0.318,0.003,1.93,0.477,101.717,95.994,108.815,3.35,0.001,0.02,113.763,113.04,114.32,0.359,113.87,113.425,114.005,114.32,113.04,35.958,0.004,35.957,35.956,35.96,35.966,35.952,5688.15,5652.0,5716.0,17.926,5693.5,5671.25,5700.25,5716.0,5652.0,2.511761069648424e-27
88,0,0.11,0.72,-0.78,48.537,46.622,50.223,0.905,48.645,47.934,49.09,50.223,46.622,28.509,27.442,29.522,0.573,28.528,28.18,28.894,29.522,27.442,0.355,0.006,1.733,0.49,102.141,98.128,107.783,2.268,0.001,0.019,114.048,113.5,114.8,0.378,113.97,113.755,114.23,114.8,113.5,35.957,0.005,35.957,35.954,35.961,35.968,35.947,5702.4,5675.0,5740.0,18.885,5698.5,5687.75,5711.5,5740.0,5675.0,4.476146191126301e-27
88,1,0.23,1.1,-0.56,48.642,45.978,50.154,1.13,48.983,47.648,49.505,50.154,45.978,28.276,26.427,29.581,0.651,28.363,28.09,28.662,29.026,27.464,0.407,0.006,2.861,0.68,101.864,94.758,110.466,3.875,0.001,0.019,113.938,113.04,114.5,0.389,113.98,113.72,114.285,114.5,113.04,35.958,0.004,35.958,35.955,35.961,35.966,35.951,5696.9,5652.0,5725.0,19.457,5699.0,5686.0,5714.25,5725.0,5652.0,3.926809624754766e-27
88,2,0.42,1.46,-0.68,48.807,45.695,49.789,0.916,49.067,48.375,49.58,49.789,47.928,28.43,26.875,29.639,0.7,28.385,28.073,28.851,29.639,27.441,0.27,0.009,2.77,0.597,102.631,97.56,111.877,3.156,0.001,0.018,113.782,113.24,114.2,0.307,113.77,113.555,114.075,114.2,113.24,35.955,0.006,35.958,35.95,35.959,35.967,35.943,5689.1,5662.0,5710.0,15.342,5688.5,5677.75,5703.75,5710.0,5662.0,3.19375031744317e-27
88,3,0.63,0.84,-0.6,48.852,47.124,49.807,0.74,49.191,48.557,49.33,49.807,47.618,28.477,27.269,29.666,0.587,28.501,28.056,28.865,29.666,27.269,0.311,0.0,2.209,0.532,101.384,98.427,107.019,2.036,0.001,0.019,113.899,113.26,114.62,0.34,113.86,113.705,114.07,114.58,113.26,35.957,0.004,35.958,35.955,35.96,35.962,35.952,5694.95,5663.0,5731.0,17.013,5693.0,5685.25,5703.5,5729.0,5663.0,3.020264345826388e-27
88,4,0.08,0.14,-0.8,48.918,46.547,49.967,0.795,49.171,48.351,49.46,49.967,47.809,28.645,26.915,29.884,0.646,28.744,28.243,29.043,29.884,27.718,0.762,0.038,5.075,1.225,101.622,96.732,107.273,2.445,0.001,0.019,113.99,113.32,114.56,0.367,114.01,113.74,114.225,114.56,113.32,35.955,0.005,35.954,35.952,35.959,35.964,35.944,5699.5,5666.0,5728.0,18.364,5700.5,5687.0,5711.25,5728.0,5666.0,2.779156005114718e-27
88,5,0.34,1.08,-0.74,48.996,47.079,50.001,0.736,49.117,48.662,49.527,50.001,47.492,28.567,27.373,29.713,0.59,28.694,28.13,28.99,29.713,27.373,0.268,0.006,1.572,0.35,102.865,98.134,112.185,3.732,0.001,0.02,113.752,112.48,114.4,0.465,113.78,113.435,114.055,114.4,113.24,35.956,0.005,35.955,35.953,35.96,35.966,35.948,5687.6,5624.0,5720.0,23.26,5689.0,5671.75,5702.75,5720.0,5662.0,2.5215299789255748e-27
88,6,0.11,0.96,-0.78,49.192,47.652,51.101,0.836,49.019,48.612,49.91,51.101,47.652,28.155,25.445,29.495,0.927,28.283,27.828,28.776,29.495,27.581,0.477,0.012,2.956,0.822,102.453,96.929,108.563,3.253,0.001,0.019,113.919,113.1,114.74,0.38,113.92,113.69,114.145,114.74,113.1,35.959,0.005,35.959,35.957,35.962,35.969,35.954,5695.95,5655.0,5737.0,19.001,5696.0,5684.5,5707.25,5737.0,5655.0,1.974573530455195e-27
88,7,0.95,0.62,-0.7,49.415,48.302,50.278,0.496,49.433,49.047,49.79,50.278,48.302,28.857,27.641,30.129,0.617,28.747,28.583,29.189,30.077,27.796,0.448,0.043,3.338,0.731,103.545,98.115,111.444,3.229,0.001,0.021,113.936,113.32,114.6,0.406,113.95,113.54,114.265,114.6,113.32,35.956,0.005,35.956,35.953,35.959,35.966,35.946,5696.8,5666.0,5730.0,20.297,5697.5,5677.0,5713.25,5730.0,5666.0,1.493747815367154e-27
88,8,0.89,1.32,-0.78,49.041,48.031,50.141,0.534,49.05,48.718,49.299,50.141,48.031,28.694,27.24,29.691,0.637,28.679,28.308,29.166,29.691,27.24,0.29,0.009,2.903,0.628,103.604,98.666,109.089,2.745,0.001,0.02,113.972,113.4,114.88,0.378,113.99,113.655,114.24,114.88,113.4,35.957,0.006,35.957,35.954,35.962,35.966,35.948,5698.6,5670.0,5744.0,18.893,5699.5,5682.75,5712.0,5744.0,5670.0,2.3824581259210804e-27
88,9,0.11,1.38,-0.14,49.062,47.548,49.778,0.611,49.136,48.853,49.606,49.778,47.917,28.37,26.922,29.848,0.717,28.352,28.074,28.651,29.126,27.782,0.26,0.006,1.462,0.342,102.754,97.196,107.873,3.015,0.001,0.021,114.032,113.44,114.56,0.279,113.99,113.86,114.185,114.56,113.44,35.958,0.005,35.958,35.955,35.96,35.963,35.951,5701.6,5672.0,5728.0,13.93,5699.5,5693.0,5709.25,5728.0,5672.0,2.3207121758747026e-27
88,10,0.15,0.7,-0.3,49.079,46.627,50.195,0.816,49.175,48.63,49.542,50.195,47.864,28.482,27.0,29.634,0.612,28.604,28.243,28.885,29.634,27.351,0.468,0.012,3.842,0.901,102.323,96.545,106.631,2.61,0.001,0.02,113.975,113.48,114.54,0.312,113.95,113.705,114.215,114.54,113.48,35.958,0.005,35.958,35.954,35.96,35.965,35.948,5698.75,5674.0,5727.0,15.623,5697.5,5685.25,5710.75,5727.0,5674.0,2.2729462081636152e-27
88,11,0.34,1.32,-0.78,49.105,46.462,50.768,1.04,49.327,48.63,49.927,50.768,47.383,28.256,26.654,29.513,0.758,28.373,27.642,28.761,29.513,26.654,0.161,0.006,0.873,0.235,102.884,90.526,130.5,7.275,0.001,0.019,113.92,112.98,114.54,0.351,113.94,113.83,114.08,114.22,113.64,35.956,0.007,35.958,35.951,35.961,35.968,35.938,5696.0,5649.0,5727.0,17.53,5697.0,5691.5,5704.0,5711.0,5682.0,2.2013359361442878e-27
88,12,0.88,0.22,-0.14,49.113,47.591,50.363,0.761,49.43,48.682,49.653,50.363,47.591,28.627,27.868,29.439,0.407,28.647,28.275,28.846,29.439,27.868,0.498,0.034,3.551,0.805,102.856,98.03,111.76,3.315,0.001,0.022,113.966,113.3,115.0,0.404,113.97,113.635,114.175,114.56,113.3,35.956,0.004,35.955,35.953,35.959,35.963,35.948,5698.3,5665.0,5750.0,20.199,5698.5,5681.75,5708.75,5728.0,5665.0,2.1774252842770418e-27
88,13,0.54,0.7,-0.46,49.03,47.872,49.965,0.656,49.1,48.432,49.613,49.965,47.872,28.604,27.883,29.649,0.458,28.624,28.204,28.837,29.649,27.883,0.375,0.021,1.759,0.508,100.603,96.574,105.861,2.215,0.001,0.019,113.931,113.4,114.48,0.309,113.98,113.635,114.135,114.48,113.4,35.955,0.005,35.955,35.952,35.957,35.96,35.949,5696.55,5670.0,5724.0,15.474,5699.0,5681.75,5706.75,5724.0,5670.0,2.4155416913970364e-27
88,14,0.36,0.16,-0.6,49.437,47.913,50.764,0.67,49.439,49.143,49.884,50.764,48.44,28.579,27.704,30.114,0.626,28.481,28.172,28.72,29.27,27.704,0.146,0.003,0.739,0.159,103.811,97.799,116.171,4.918,0.001,0.018,113.957,113.44,114.54,0.322,113.95,113.68,114.26,114.54,113.44,35.957,0.006,35.957,35.952,35.962,35.97,35.947,5697.85,5672.0,5727.0,16.11,5697.5,5684.0,5713.0,5727.0,5672.0,1.4528350853091703e-27
88,15,0.11,0.72,-0.62,49.141,47.941,50.41,0.635,49.268,48.708,49.607,50.41,47.941,28.156,26.9,29.063,0.618,28.098,27.676,28.715,29.063,26.9,0.483,0.003,4.031,0.912,101.685,96.258,109.518,3.213,0.001,0.019,113.902,112.96,114.8,0.461,113.94,113.615,114.255,114.8,112.96,35.957,0.005,35.956,35.954,35.959,35.964,35.948,5695.1,5648.0,5740.0,23.061,5697.0,5680.75,5712.75,5740.0,5648.0,2.1045894757523193e-27
88,16,0.42,0.16,-0.14,48.868,47.793,49.922,0.652,48.964,48.362,49.333,49.922,47.793,28.299,27.422,28.924,0.45,28.268,28.131,28.717,28.924,27.422,0.264,0.006,1.083,0.324,101.289,95.234,105.24,2.414,0.001,0.021,113.882,113.34,114.66,0.326,113.88,113.675,114.0,114.42,113.34,35.955,0.006,35.955,35.951,35.957,35.962,35.946,5694.1,5667.0,5733.0,16.282,5694.0,5683.75,5700.0,5721.0,5667.0,2.9597461596403047e-27
88,17,0.88,0.22,-0.6,49.185,47.878,50.448,0.633,49.122,48.71,49.518,50.448,47.878,28.256,26.213,29.405,0.703,28.281,28.146,28.673,29.405,27.584,0.236,0.006,1.759,0.379,102.863,98.768,110.285,3.597,0.001,0.022,113.878,113.34,114.8,0.307,113.92,113.665,114.0,114.14,113.34,35.957,0.006,35.957,35.955,35.959,35.96,35.953,5693.9,5667.0,5740.0,15.355,5696.0,5683.25,5700.0,5707.0,5667.0,1.991527342957194e-27
88,18,0.11,0.96,-0.62,49.126,47.682,50.652,0.821,49.294,48.714,49.751,50.652,47.682,28.739,27.368,29.999,0.616,28.7,28.343,29.058,29.999,27.368,0.616,0.003,3.178,0.896,102.505,98.649,110.842,3.456,0.001,0.019,113.849,113.24,114.66,0.334,113.83,113.58,114.09,114.66,113.24,35.958,0.004,35.957,35.955,35.961,35.964,35.951,5692.45,5662.0,5733.0,16.684,5691.5,5679.0,5704.5,5733.0,5662.0,2.1420811544063773e-27
88,19,0.11,0.72,-0.78,48.537,46.622,50.223,0.905,48.645,47.934,49.09,50.223,46.622,28.509,27.442,29.522,0.573,28.528,28.18,28.894,29.522,27.442,0.355,0.006,1.733,0.49,102.141,98.128,107.783,2.268,0.001,0.019,114.048,113.5,114.8,0.378,113.97,113.755,114.23,114.8,113.5,35.957,0.005,35.957,35.954,35.961,35.968,35.947,5702.4,5675.0,5740.0,18.885,5698.5,5687.75,5711.5,5740.0,5675.0,4.476146191126301e-27
89,0,0.11,0.72,-0.78,48.537,46.622,50.223,0.905,48.645,47.934,49.09,50.223,46.622,28.509,27.442,29.522,0.573,28.528,28.18,28.894,29.522,27.442,0.355,0.006,1.733,0.49,102.141,98.128,107.783,2.268,0.001,0.019,114.048,113.5,114.8,0.378,113.97,113.755,114.23,114.8,113.5,35.957,0.005,35.957,35.954,35.961,35.968,35.947,5702.4,5675.0,5740.0,18.885,5698.5,5687.75,5711.5,5740.0,5675.0,4.476146191126301e-27
89,1,0.11,0.72,-0.78,48.537,46.622,50.223,0.905,48.645,47.934,49.09,50.223,46.622,28.509,27.442,29.522,0.573,28.528,28.18,28.894,29.522,27.442,0.355,0.006,1.733,0.49,102.141,98.128,107.783,2.268,0.001,0.019,114.048,113.5,114.8,0.378,113.97,113.755,114.23,114.8,113.5,35.957,0.005,35.957,35.954,35.961,35.968,35.947,5702.4,5675.0,5740.0,18.885,5698.5,5687.75,5711.5,5740.0,5675.0,4.476146191126301e-27
89,2,0.23,1.1,-0.56,48.642,45.978,50.154,1.13,48.983,47.648,49.505,50.154,45.978,28.276,26.427,29.581,0.651,28.363,28.09,28.662,29.026,27.464,0.407,0.006,2.861,0.68,101.864,94.758,110.466,3.875,0.001,0.019,113.938,113.04,114.5,0.389,113.98,113.72,114.285,114.5,113.04,35.958,0.004,35.958,35.955,35.961,35.966,35.951,5696.9,5652.0,5725.0,19.457,5699.0,5686.0,5714.25,5725.0,5652.0,3.926809624754766e-27
89,3,0.42,1.46,-0.68,48.807,45.695,49.789,0.916,49.067,48.375,49.58,49.789,47.928,28.43,26.875,29.639,0.7,28.385,28.073,28.851,29.639,27.441,0.27,0.009,2.77,0.597,102.631,97.56,111.877,3.156,0.001,0.018,113.782,113.24,114.2,0.307,113.77,113.555,114.075,114.2,113.24,35.955,0.006,35.958,35.95,35.959,35.967,35.943,5689.1,5662.0,5710.0,15.342,5688.5,5677.75,5703.75,5710.0,5662.0,3.19375031744317e-27
89,4,0.97,0.52,-0.6,49.249,47.182,50.258,0.722,49.464,49.107,49.672,50.258,48.515,28.454,27.215,29.939,0.569,28.489,28.237,28.781,28.973,27.588,0.726,0.006,4.271,1.025,102.916,98.503,115.084,3.852,0.001,0.023,113.967,113.3,114.9,0.38,113.89,113.755,114.095,114.6,113.3,35.957,0.005,35.958,35.954,35.96,35.963,35.951,5698.35,5665.0,5745.0,19.003,5694.5,5687.75,5704.75,5730.0,5665.0,1.8384113097153772e-27
89,5,0.42,0.16,-0.14,48.868,47.793,49.922,0.652,48.964,48.362,49.333,49.922,47.793,28.299,27.422,28.924,0.45,28.268,28.131,28.717,28.924,27.422,0.264,0.006,1.083,0.324,101.289,95.234,105.24,2.414,0.001,0.021,113.882,113.34,114.66,0.326,113.88,113.675,114.0,114.42,113.34,35.955,0.006,35.955,35.951,35.957,35.962,35.946,5694.1,5667.0,5733.0,16.282,5694.0,5683.75,5700.0,5721.0,5667.0,2.9597461596403047e-27
89,6,0.08,0.14,-0.8,48.918,46.547,49.967,0.795,49.171,48.351,49.46,49.967,47.809,28.645,26.915,29.884,0.646,28.744,28.243,29.043,29.884,27.718,0.762,0.038,5.075,1.225,101.622,96.732,107.273,2.445,0.001,0.019,113.99,113.32,114.56,0.367,114.01,113.74,114.225,114.56,113.32,35.955,0.005,35.954,35.952,35.959,35.964,35.944,5699.5,5666.0,5728.0,18.364,5700.5,5687.0,5711.25,5728.0,5666.0,2.779156005114718e-27
89,7,0.34,1.08,-0.74,48.996,47.079,50.001,0.736,49.117,48.662,49.527,50.001,47.492,28.567,27.373,29.713,0.59,28.694,28.13,28.99,29.713,27.373,0.268,0.006,1.572,0.35,102.865,98.134,112.185,3.732,0.001,0.02,113.752,112.48,114.4,0.465,113.78,113.435,114.055,114.4,113.24,35.956,0.005,35.955,35.953,35.96,35.966,35.948,5687.6,5624.0,5720.0,23.26,5689.0,5671.75,5702.75,5720.0,5662.0,2.5215299789255748e-27
89,8,0.75,1.02,-0.46,49.36,48.436,49.974,0.383,49.375,49.172,49.629,49.974,48.719,28.633,27.797,29.229,0.351,28.615,28.33,28.917,29.229,27.797,0.28,0.006,1.915,0.455,101.567,95.719,107.194,2.974,0.001,0.02,113.93,113.3,114.68,0.37,113.79,113.715,114.135,114.68,113.3,35.958,0.004,35.958,35.957,35.961,35.965,35.952,5696.5,5665.0,5734.0,18.5,5689.5,5685.75,5706.75,5734.0,5665.0,1.599446804632276e-27
89,9,0.89,1.32,-0.16,49.2,48.395,50.002,0.428,49.169,48.865,49.604,50.002,48.395,28.503,27.683,29.557,0.496,28.591,28.178,28.825,29.557,27.683,0.404,0.003,1.365,0.47,103.653,99.516,112.539,3.285,0.001,0.022,113.966,112.78,114.7,0.449,114.03,113.84,114.235,114.7,113.28,35.955,0.004,35.955,35.953,35.958,35.965,35.949,5698.3,5639.0,5735.0,22.459,5701.5,5692.0,5711.75,5735.0,5664.0,1.9533845045399775e-27
89,10,0.13,1.38,-0.14,48.984,46.427,50.018,0.774,49.085,48.707,49.481,50.018,48.111,28.452,27.4,29.537,0.597,28.607,28.052,28.844,29.537,27.4,0.218,0.009,0.934,0.24,102.596,97.357,108.821,2.83,0.001,0.021,113.885,113.28,114.6,0.313,113.86,113.66,114.025,114.52,113.28,35.957,0.005,35.957,35.955,35.96,35.966,35.947,5694.25,5664.0,5730.0,15.649,5693.0,5683.0,5701.25,5726.0,5664.0,2.5586418898649292e-27
89,11,0.15,0.7,-0.58,48.576,46.452,50.113,1.048,48.777,47.755,49.493,50.113,46.452,28.333,27.333,29.315,0.472,28.391,28.145,28.657,29.315,27.453,0.288,0.003,1.907,0.489,100.662,92.936,104.907,2.874,0.001,0.019,113.854,112.98,114.48,0.325,113.86,113.655,114.01,114.48,113.44,35.957,0.005,35.956,35.954,35.96,35.967,35.947,5692.7,5649.0,5724.0,16.27,5693.0,5682.75,5700.5,5724.0,5672.0,4.2596883176105975e-27
89,12,0.34,1.32,-0.78,49.105,46.462,50.768,1.04,49.327,48.63,49.927,50.768,47.383,28.256,26.654,29.513,0.758,28.373,27.642,28.761,29.513,26.654,0.161,0.006,0.873,0.235,102.884,90.526,130.5,7.275,0.001,0.019,113.92,112.98,114.54,0.351,113.94,113.83,114.08,114.22,113.64,35.956,0.007,35.958,35.951,35.961,35.968,35.938,5696.0,5649.0,5727.0,17.53,5697.0,5691.5,5704.0,5711.0,5682.0,2.2013359361442878e-27
89,13,0.88,0.22,-0.14,49.113,47.591,50.363,0.761,49.43,48.682,49.653,50.363,47.591,28.627,27.868,29.439,0.407,28.647,28.275,28.846,29.439,27.868,0.498,0.034,3.551,0.805,102.856,98.03,111.76,3.315,0.001,0.022,113.966,113.3,115.0,0.404,113.97,113.635,114.175,114.56,113.3,35.956,0.004,35.955,35.953,35.959,35.963,35.948,5698.3,5665.0,5750.0,20.199,5698.5,5681.75,5708.75,5728.0,5665.0,2.1774252842770418e-27
89,14,0.8,0.96,-0.62,49.443,48.065,50.205,0.53,49.535,49.228,49.898,50.205,48.587,28.668,27.835,29.405,0.376,28.673,28.546,28.881,29.225,28.246,0.264,0.0,1.799,0.4,106.682,98.373,192.0,19.778,0.001,0.019,113.736,113.18,114.42,0.348,113.71,113.5,114.01,114.42,113.18,35.957,0.004,35.957,35.955,35.961,35.964,35.948,5686.8,5659.0,5721.0,17.386,5685.5,5675.0,5700.5,5721.0,5659.0,1.4425449407164823e-27
89,15,0.11,0.72,-0.62,49.141,47.941,50.41,0.635,49.268,48.708,49.607,50.41,47.941,28.156,26.9,29.063,0.618,28.098,27.676,28.715,29.063,26.9,0.483,0.003,4.031,0.912,101.685,96.258,109.518,3.213,0.001,0.019,113.902,112.96,114.8,0.461,113.94,113.615,114.255,114.8,112.96,35.957,0.005,35.956,35.954,35.959,35.964,35.948,5695.1,5648.0,5740.0,23.061,5697.0,5680.75,5712.75,5740.0,5648.0,2.1045894757523193e-27
89,16,0.42,0.72,-0.78,49.193,48.274,49.629,0.383,49.304,49.058,49.479,49.629,48.496,28.712,27.823,29.323,0.388,28.658,28.468,29.046,29.323,27.823,0.368,0.003,1.72,0.504,101.607,98.81,105.81,1.952,0.001,0.019,113.937,113.22,114.68,0.33,113.98,113.775,114.15,114.68,113.22,35.957,0.004,35.958,35.955,35.96,35.963,35.949,5696.85,5661.0,5734.0,16.481,5699.0,5688.75,5707.5,5734.0,5661.0,1.970601769049044e-27
89,17,0.11,0.54,-0.14,49.246,48.385,50.414,0.509,49.261,48.916,49.53,50.414,48.385,28.366,27.594,29.329,0.413,28.406,28.077,28.617,29.329,27.594,0.417,0.006,1.71,0.514,101.732,96.065,108.424,2.88,0.001,0.021,113.811,112.82,114.76,0.428,113.87,113.53,114.03,114.76,112.82,35.954,0.006,35.955,35.95,35.957,35.962,35.941,5690.55,5641.0,5738.0,21.409,5693.5,5676.5,5701.5,5738.0,5641.0,1.8441492790734834e-27
89,18,0.34,0.72,-0.62,49.108,47.758,49.756,0.548,49.326,48.842,49.494,49.756,48.557,28.647,27.307,29.596,0.546,28.644,28.381,29.025,29.596,27.765,0.522,0.003,3.975,0.903,102.156,98.854,109.419,3.127,0.001,0.018,113.97,113.5,114.64,0.334,113.99,113.7,114.2,114.64,113.5,35.956,0.005,35.957,35.952,35.959,35.966,35.947,5698.5,5675.0,5732.0,16.723,5699.5,5685.0,5710.0,5732.0,5675.0,2.191879049462672e-27
89,19,0.11,1.08,-0.74,49.254,47.637,50.137,0.694,49.517,48.967,49.689,50.137,48.357,28.146,26.839,28.811,0.571,28.209,27.73,28.638,28.811,26.839,0.218,0.041,1.075,0.285,100.579,92.262,108.702,3.421,0.001,0.019,114.045,113.1,114.6,0.38,114.15,113.805,114.325,114.6,113.1,35.956,0.006,35.956,35.953,35.961,35.968,35.943,5702.25,5655.0,5730.0,18.979,5707.5,5690.25,5716.25,5730.0,5655.0,1.8254697811187446e-27
90,0,0.11,0.72,-0.78,48.537,46.622,50.223,0.905,48.645,47.934,49.09,50.223,46.622,28.509,27.442,29.522,0.573,28.528,28.18,28.894,29.522,27.442,0.355,0.006,1.733,0.49,102.141,98.128,107.783,2.268,0.001,0.019,114.048,113.5,114.8,0.378,113.97,113.755,114.23,114.8,113.5,35.957,0.005,35.957,35.954,35.961,35.968,35.947,5702.4,5675.0,5740.0,18.885,5698.5,5687.75,5711.5,5740.0,5675.0,4.476146191126301e-27
90,1,0.11,0.72,-0.78,48.537,46.622,50.223,0.905,48.645,47.934,49.09,50.223,46.622,28.509,27.442,29.522,0.573,28.528,28.18,28.894,29.522,27.442,0.355,0.006,1.733,0.49,102.141,98.128,107.783,2.268,0.001,0.019,114.048,113.5,114.8,0.378,113.97,113.755,114.23,114.8,113.5,35.957,0.005,35.957,35.954,35.961,35.968,35.947,5702.4,5675.0,5740.0,18.885,5698.5,5687.75,5711.5,5740.0,5675.0,4.476146191126301e-27
90,2,0.15,0.7,-0.58,48.576,46.452,50.113,1.048,48.777,47.755,49.493,50.113,46.452,28.333,27.333,29.315,0.472,28.391,28.145,28.657,29.315,27.453,0.288,0.003,1.907,0.489,100.662,92.936,104.907,2.874,0.001,0.019,113.854,112.98,114.48,0.325,113.86,113.655,114.01,114.48,113.44,35.957,0.005,35.956,35.954,35.96,35.967,35.947,5692.7,5649.0,5724.0,16.27,5693.0,5682.75,5700.5,5724.0,5672.0,4.2596883176105975e-27
90,3,0.23,1.1,-0.56,48.642,45.978,50.154,1.13,48.983,47.648,49.505,50.154,45.978,28.276,26.427,29.581,0.651,28.363,28.09,28.662,29.026,27.464,0.407,0.006,2.861,0.68,101.864,94.758,110.466,3.875,0.001,0.019,113.938,113.04,114.5,0.389,113.98,113.72,114.285,114.5,113.04,35.958,0.004,35.958,35.955,35.961,35.966,35.951,5696.9,5652.0,5725.0,19.457,5699.0,5686.0,5714.25,5725.0,5652.0,3.926809624754766e-27
90,4,0.42,1.46,-0.68,48.807,45.695,49.789,0.916,49.067,48.375,49.58,49.789,47.928,28.43,26.875,29.639,0.7,28.385,28.073,28.851,29.639,27.441,0.27,0.009,2.77,0.597,102.631,97.56,111.877,3.156,0.001,0.018,113.782,113.24,114.2,0.307,113.77,113.555,114.075,114.2,113.24,35.955,0.006,35.958,35.95,35.959,35.967,35.943,5689.1,5662.0,5710.0,15.342,5688.5,5677.75,5703.75,5710.0,5662.0,3.19375031744317e-27
90,5,0.42,0.16,-0.14,48.868,47.793,49.922,0.652,48.964,48.362,49.333,49.922,47.793,28.299,27.422,28.924,0.45,28.268,28.131,28.717,28.924,27.422,0.264,0.006,1.083,0.324,101.289,95.234,105.24,2.414,0.001,0.021,113.882,113.34,114.66,0.326,113.88,113.675,114.0,114.42,113.34,35.955,0.006,35.955,35.951,35.957,35.962,35.946,5694.1,5667.0,5733.0,16.282,5694.0,5683.75,5700.0,5721.0,5667.0,2.9597461596403047e-27
