generation,entity_id,field_ratio_threshold,J1,J0,pos_error_mean_mean,pos_error_mean_min,pos_error_mean_max,pos_error_mean_std,pos_error_mean_median,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_std_mean,pos_error_std_min,pos_error_std_max,pos_error_std_std,pos_error_std_median,pos_error_std_q1,pos_error_std_q3,pos_error_std_whishi,pos_error_std_whislo,pos_error_min_mean,pos_error_min_min,pos_error_min_max,pos_error_min_std,pos_error_max_mean,pos_error_max_min,pos_error_max_max,pos_error_max_std,mean_field_activity_mean,perc_correct_fields_mean,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_min,avg_num_fields_per_neuron_max,avg_num_fields_per_neuron_std,avg_num_fields_per_neuron_median,avg_num_fields_per_neuron_q1,avg_num_fields_per_neuron_q3,avg_num_fields_per_neuron_whishi,avg_num_fields_per_neuron_whislo,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,avg_accum_field_coverage_per_neuron_median,avg_accum_field_coverage_per_neuron_q1,avg_accum_field_coverage_per_neuron_q3,avg_accum_field_coverage_per_neuron_whishi,avg_accum_field_coverage_per_neuron_whislo,num_fields_total_mean,num_fields_total_min,num_fields_total_max,num_fields_total_std,num_fields_total_median,num_fields_total_q1,num_fields_total_q3,num_fields_total_whishi,num_fields_total_whislo,fitness
0,0,0.66,1.04,-0.7,49.001,44.858,49.994,1.092,49.323,48.731,49.604,49.994,48.014,28.426,27.351,29.03,0.438,28.539,28.207,28.695,29.03,27.672,0.365,0.033,2.188,0.501,101.301,97.401,107.683,2.464,0.001,0.02,114.005,113.24,115.18,0.478,114.05,113.64,114.265,115.18,113.24,35.958,0.005,35.959,35.954,35.961,35.972,35.951,5700.25,5662.0,5759.0,23.923,5702.5,5682.0,5713.25,5759.0,5662.0,2.505071751632063e-27
0,1,0.69,1.42,-0.1,49.231,48.326,49.96,0.476,49.321,48.92,49.704,49.96,48.326,28.591,27.55,29.195,0.39,28.535,28.379,28.835,29.195,28.077,0.181,0.006,0.799,0.197,102.76,98.619,107.917,2.69,0.001,0.021,113.963,113.24,114.72,0.369,113.99,113.765,114.185,114.72,113.24,35.956,0.005,35.957,35.952,35.958,35.964,35.947,5698.15,5662.0,5736.0,18.453,5699.5,5688.25,5709.25,5736.0,5662.0,1.8786376430775468e-27
0,2,0.08,1.52,-0.36,49.057,47.692,49.936,0.636,49.195,48.559,49.601,49.936,47.692,28.606,27.627,29.527,0.539,28.486,28.232,29.01,29.527,27.627,0.521,0.006,4.276,0.978,102.46,98.456,105.709,1.831,0.001,0.019,113.989,113.12,114.82,0.489,113.91,113.635,114.42,114.82,113.12,35.955,0.007,35.956,35.952,35.959,35.968,35.942,5699.45,5656.0,5741.0,24.455,5695.5,5681.75,5721.0,5741.0,5656.0,2.336651482716787e-27
0,3,0.07,1.48,-0.6,48.982,47.378,50.085,0.72,48.978,48.509,49.446,50.085,47.378,28.602,27.328,29.389,0.543,28.621,28.316,29.092,29.389,27.328,0.451,0.003,5.655,1.22,102.766,99.03,108.361,2.602,0.001,0.019,113.941,113.12,114.88,0.45,113.93,113.58,114.23,114.88,113.12,35.956,0.006,35.958,35.952,35.961,35.964,35.945,5697.05,5656.0,5744.0,22.502,5696.5,5679.0,5711.5,5744.0,5656.0,2.5665938824412406e-27
0,4,0.84,1.12,-0.58,48.999,47.221,50.236,0.713,48.982,48.626,49.357,50.236,48.122,28.462,27.312,29.255,0.516,28.59,28.11,28.848,29.255,27.312,0.226,0.052,0.942,0.218,102.415,98.675,108.808,2.407,0.001,0.02,113.946,113.44,114.7,0.293,113.91,113.77,114.05,114.36,113.44,35.957,0.003,35.957,35.955,35.959,35.962,35.95,5697.3,5672.0,5735.0,14.656,5695.5,5688.5,5702.5,5718.0,5672.0,2.51317739674316e-27
0,5,0.37,0.14,-0.8,48.814,45.665,50.484,1.05,48.939,48.395,49.523,50.484,47.659,28.182,25.16,29.312,0.968,28.391,27.873,28.745,29.312,26.709,0.353,0.0,4.143,0.879,101.493,91.385,111.985,4.578,0.001,0.019,114.039,113.02,114.5,0.355,114.12,113.99,114.245,114.5,113.78,35.954,0.005,35.953,35.952,35.958,35.966,35.945,5701.95,5651.0,5725.0,17.758,5706.0,5699.5,5712.25,5725.0,5689.0,3.1672000275532688e-27
0,6,0.05,0.5,-0.1,49.063,47.467,50.428,0.657,48.98,48.707,49.411,50.428,48.351,28.735,27.657,30.131,0.607,28.714,28.256,29.101,30.131,27.657,0.302,0.003,2.749,0.584,103.944,99.327,119.817,4.356,0.001,0.022,114.024,113.22,114.62,0.36,114.1,113.835,114.18,114.62,113.38,35.956,0.005,35.958,35.954,35.96,35.962,35.945,5701.2,5661.0,5731.0,17.993,5705.0,5691.75,5709.0,5731.0,5669.0,2.320145844395647e-27
0,7,0.24,0.56,-0.66,49.093,47.51,50.193,0.632,49.228,48.725,49.592,50.193,47.51,28.625,26.149,30.206,0.795,28.705,28.325,29.119,30.206,27.576,0.498,0.022,2.149,0.648,102.417,96.865,114.176,3.745,0.001,0.018,113.948,113.28,114.72,0.361,113.89,113.785,114.055,114.16,113.46,35.956,0.004,35.955,35.954,35.958,35.963,35.951,5697.4,5664.0,5736.0,18.034,5694.5,5689.25,5702.75,5708.0,5673.0,2.234587318196944e-27
0,8,0.89,1.4,-0.66,49.21,47.823,50.383,0.614,49.192,48.916,49.639,50.383,48.118,28.546,27.134,29.76,0.664,28.539,28.181,28.988,29.76,27.134,0.444,0.006,2.624,0.661,103.13,96.805,112.5,3.27,0.001,0.021,114.022,113.38,114.5,0.329,114.05,113.825,114.32,114.5,113.38,35.956,0.004,35.956,35.952,35.959,35.964,35.947,5701.1,5669.0,5725.0,16.471,5702.5,5691.25,5716.0,5725.0,5669.0,1.9284779434660975e-27
0,9,0.61,0.02,-0.6,49.207,47.876,50.823,0.675,49.039,48.884,49.564,50.339,47.876,28.285,25.975,29.402,0.836,28.599,27.915,28.799,29.402,26.846,0.435,0.003,1.611,0.504,102.043,97.521,107.7,2.476,0.001,0.018,114.038,112.92,114.84,0.476,114.12,113.825,114.345,114.84,113.14,35.957,0.003,35.957,35.956,35.958,35.961,35.954,5701.9,5646.0,5742.0,23.797,5706.0,5691.25,5717.25,5742.0,5657.0,1.9371810029331716e-27
0,10,0.68,1.34,-0.24,49.135,47.784,50.352,0.632,49.265,48.797,49.413,50.116,48.115,28.445,27.77,29.295,0.433,28.508,28.08,28.704,29.295,27.77,0.214,0.006,1.174,0.254,102.403,98.063,109.129,3.158,0.001,0.02,114.067,113.54,114.6,0.297,114.06,113.855,114.265,114.6,113.54,35.956,0.005,35.957,35.954,35.959,35.963,35.952,5703.35,5677.0,5730.0,14.867,5703.0,5692.75,5713.25,5730.0,5677.0,2.1195947405861617e-27
0,11,0.42,1.5,-0.4,49.159,47.38,50.416,0.682,49.164,48.756,49.687,50.416,47.38,28.327,25.902,30.069,0.965,28.416,27.996,28.759,29.888,27.245,0.321,0.0,2.544,0.723,103.381,97.506,129.5,6.718,0.001,0.019,113.798,112.74,114.58,0.451,113.74,113.53,114.17,114.58,112.74,35.957,0.005,35.958,35.954,35.96,35.965,35.946,5689.9,5637.0,5729.0,22.552,5687.0,5676.5,5708.5,5729.0,5637.0,2.0554139362261136e-27
0,12,0.81,1.24,-0.64,49.071,47.693,49.956,0.587,49.112,48.935,49.494,49.956,48.202,28.667,27.565,29.516,0.529,28.815,28.313,29.035,29.516,27.565,0.186,0.024,0.885,0.187,101.226,94.701,105.332,2.67,0.001,0.02,113.951,113.24,114.98,0.435,113.95,113.575,114.165,114.98,113.24,35.957,0.004,35.958,35.953,35.96,35.964,35.948,5697.55,5662.0,5749.0,21.754,5697.5,5678.75,5708.25,5749.0,5662.0,2.29676987099216e-27
0,13,0.63,1.46,-0.18,49.056,48.024,50.565,0.651,49.119,48.459,49.458,50.565,48.024,28.234,26.822,29.553,0.677,28.224,27.823,28.56,29.553,26.822,0.689,0.006,3.431,0.982,102.273,96.893,109.749,3.523,0.001,0.02,113.97,113.08,114.54,0.42,114.04,113.66,114.345,114.54,113.08,35.958,0.005,35.959,35.955,35.96,35.966,35.95,5698.5,5654.0,5727.0,20.989,5702.0,5683.0,5717.25,5727.0,5654.0,2.3379075369152114e-27
0,14,0.96,1.02,-0.3,49.408,48.815,49.874,0.321,49.35,49.184,49.674,49.874,48.815,28.573,27.771,29.638,0.415,28.589,28.303,28.774,29.04,27.771,0.328,0.009,1.194,0.358,104.451,99.277,116.775,3.942,0.001,0.023,113.903,113.32,114.78,0.348,113.83,113.695,114.1,114.34,113.32,35.959,0.005,35.961,35.955,35.962,35.969,35.95,5695.15,5666.0,5739.0,17.396,5691.5,5684.75,5705.0,5717.0,5666.0,1.506850785264716e-27
0,15,0.96,1.34,-0.48,49.069,48.127,50.248,0.545,48.998,48.689,49.552,50.248,48.127,28.62,27.948,30.037,0.445,28.633,28.328,28.809,29.043,27.948,0.212,0.003,1.341,0.311,103.177,98.899,109.32,2.642,0.001,0.022,113.855,112.92,114.66,0.399,113.94,113.67,114.02,114.2,113.18,35.955,0.006,35.956,35.95,35.959,35.964,35.945,5692.75,5646.0,5733.0,19.932,5697.0,5683.5,5701.0,5710.0,5659.0,2.3014688098694613e-27
0,16,0.58,1.22,-0.04,49.29,48.107,50.519,0.595,49.516,48.851,49.674,50.519,48.107,28.859,27.829,29.981,0.481,28.821,28.618,29.106,29.541,28.274,0.21,0.003,1.17,0.279,106.481,98.896,160.0,12.593,0.001,0.023,113.984,113.34,114.7,0.358,114.03,113.64,114.26,114.7,113.34,35.956,0.006,35.957,35.953,35.96,35.965,35.944,5699.2,5667.0,5735.0,17.899,5701.5,5682.0,5713.0,5735.0,5667.0,1.7460486993385554e-27
0,17,0.37,1.1,-0.8,48.925,47.01,50.742,0.912,49.127,48.192,49.509,50.742,47.01,28.5,26.185,29.675,0.828,28.645,28.127,29.028,29.675,27.279,0.182,0.003,1.061,0.264,102.41,97.604,110.5,3.049,0.001,0.019,113.914,113.28,114.64,0.381,113.9,113.62,114.185,114.64,113.28,35.958,0.005,35.958,35.956,35.962,35.966,35.949,5695.7,5664.0,5732.0,19.037,5695.0,5681.0,5709.25,5732.0,5664.0,2.7538401428617313e-27
0,18,0.3,0.06,-0.44,49.359,47.915,50.875,0.556,49.359,49.096,49.606,49.961,48.721,28.476,27.346,29.668,0.511,28.521,28.079,28.739,29.668,27.346,0.286,0.028,1.054,0.328,102.219,97.576,108.764,2.459,0.001,0.019,114.002,113.42,114.74,0.393,113.99,113.64,114.365,114.74,113.42,35.957,0.006,35.957,35.954,35.959,35.967,35.946,5700.1,5671.0,5737.0,19.659,5699.5,5682.0,5718.25,5737.0,5671.0,1.6019650736405714e-27
0,19,0.61,1.46,-0.7,49.139,47.722,49.899,0.558,49.18,48.838,49.616,49.899,47.722,28.453,27.411,29.579,0.551,28.422,28.151,28.695,29.314,27.411,0.256,0.0,1.292,0.319,101.13,96.984,106.503,2.396,0.001,0.018,114.016,113.52,114.6,0.309,113.97,113.79,114.255,114.6,113.52,35.957,0.006,35.957,35.953,35.962,35.966,35.946,5700.8,5676.0,5730.0,15.474,5698.5,5689.5,5712.75,5730.0,5676.0,2.108482000697568e-27
1,0,0.37,0.14,-0.8,48.814,45.665,50.484,1.05,48.939,48.395,49.523,50.484,47.659,28.182,25.16,29.312,0.968,28.391,27.873,28.745,29.312,26.709,0.353,0.0,4.143,0.879,101.493,91.385,111.985,4.578,0.001,0.019,114.039,113.02,114.5,0.355,114.12,113.99,114.245,114.5,113.78,35.954,0.005,35.953,35.952,35.958,35.966,35.945,5701.95,5651.0,5725.0,17.758,5706.0,5699.5,5712.25,5725.0,5689.0,3.1672000275532688e-27
1,1,0.37,1.1,-0.8,48.925,47.01,50.742,0.912,49.127,48.192,49.509,50.742,47.01,28.5,26.185,29.675,0.828,28.645,28.127,29.028,29.675,27.279,0.182,0.003,1.061,0.264,102.41,97.604,110.5,3.049,0.001,0.019,113.914,113.28,114.64,0.381,113.9,113.62,114.185,114.64,113.28,35.958,0.005,35.958,35.956,35.962,35.966,35.949,5695.7,5664.0,5732.0,19.037,5695.0,5681.0,5709.25,5732.0,5664.0,2.7538401428617313e-27
1,2,0.07,1.48,-0.6,48.982,47.378,50.085,0.72,48.978,48.509,49.446,50.085,47.378,28.602,27.328,29.389,0.543,28.621,28.316,29.092,29.389,27.328,0.451,0.003,5.655,1.22,102.766,99.03,108.361,2.602,0.001,0.019,113.941,113.12,114.88,0.45,113.93,113.58,114.23,114.88,113.12,35.956,0.006,35.958,35.952,35.961,35.964,35.945,5697.05,5656.0,5744.0,22.502,5696.5,5679.0,5711.5,5744.0,5656.0,2.5665938824412406e-27
1,3,0.52,1.12,-0.58,49.185,47.965,49.988,0.598,49.417,48.921,49.582,49.988,47.965,28.354,26.259,29.84,0.744,28.347,28.041,28.73,29.211,27.316,0.221,0.015,2.02,0.423,100.68,93.003,107.154,3.755,0.001,0.019,113.982,112.98,114.72,0.426,114.02,113.755,114.215,114.72,113.42,35.957,0.005,35.957,35.955,35.96,35.965,35.951,5699.1,5649.0,5736.0,21.291,5701.0,5687.75,5710.75,5736.0,5671.0,1.9899099221410032e-27
1,4,0.66,1.04,-0.06,49.158,47.592,49.909,0.59,49.262,48.962,49.616,49.909,48.085,28.545,27.812,29.186,0.346,28.525,28.281,28.869,29.186,27.812,0.323,0.019,1.528,0.379,102.818,96.839,109.217,3.191,0.001,0.022,114.122,113.54,114.96,0.334,114.05,113.94,114.305,114.66,113.54,35.957,0.005,35.957,35.954,35.962,35.964,35.945,5706.1,5677.0,5748.0,16.715,5702.5,5697.0,5715.25,5733.0,5677.0,2.0578866155651722e-27
1,5,0.63,1.46,-0.18,49.056,48.024,50.565,0.651,49.119,48.459,49.458,50.565,48.024,28.234,26.822,29.553,0.677,28.224,27.823,28.56,29.553,26.822,0.689,0.006,3.431,0.982,102.273,96.893,109.749,3.523,0.001,0.02,113.97,113.08,114.54,0.42,114.04,113.66,114.345,114.54,113.08,35.958,0.005,35.959,35.955,35.96,35.966,35.95,5698.5,5654.0,5727.0,20.989,5702.0,5683.0,5717.25,5727.0,5654.0,2.3379075369152114e-27
1,6,0.08,0.04,-0.36,49.253,47.273,50.686,0.738,49.169,49.015,49.611,50.375,48.25,28.259,26.829,29.466,0.635,28.296,28.079,28.71,29.466,27.219,0.281,0.003,2.096,0.552,103.158,96.25,116.269,3.757,0.001,0.019,114.008,113.08,114.58,0.326,114.04,113.88,114.25,114.58,113.62,35.955,0.004,35.954,35.953,35.958,35.961,35.951,5700.4,5654.0,5729.0,16.305,5702.0,5694.0,5712.5,5729.0,5681.0,1.829255105612234e-27
1,7,0.05,0.5,-0.1,49.063,47.467,50.428,0.657,48.98,48.707,49.411,50.428,48.351,28.735,27.657,30.131,0.607,28.714,28.256,29.101,30.131,27.657,0.302,0.003,2.749,0.584,103.944,99.327,119.817,4.356,0.001,0.022,114.024,113.22,114.62,0.36,114.1,113.835,114.18,114.62,113.38,35.956,0.005,35.958,35.954,35.96,35.962,35.945,5701.2,5661.0,5731.0,17.993,5705.0,5691.75,5709.0,5731.0,5669.0,2.320145844395647e-27
1,8,0.96,1.44,-0.48,49.03,48.192,49.995,0.553,48.98,48.541,49.372,49.995,48.192,28.721,27.685,29.506,0.489,28.66,28.361,29.145,29.506,27.685,0.208,0.0,1.221,0.304,103.436,100.008,112.26,2.94,0.001,0.023,113.855,113.14,114.34,0.303,113.9,113.65,114.105,114.34,113.14,35.957,0.005,35.958,35.956,35.96,35.966,35.95,5692.75,5657.0,5717.0,15.149,5695.0,5682.5,5705.25,5717.0,5657.0,2.4163436722718446e-27
1,9,0.81,1.24,-0.74,49.109,47.884,49.826,0.521,49.268,48.885,49.488,49.826,48.112,28.616,27.229,29.201,0.46,28.689,28.471,28.866,29.201,28.273,0.196,0.022,0.942,0.256,102.409,96.839,108.978,3.08,0.001,0.019,113.746,112.66,114.82,0.466,113.88,113.515,113.925,114.52,113.1,35.96,0.004,35.959,35.959,35.962,35.965,35.957,5687.3,5633.0,5741.0,23.303,5694.0,5675.75,5696.25,5726.0,5655.0,2.188533073997304e-27
1,10,0.24,0.56,-0.66,49.093,47.51,50.193,0.632,49.228,48.725,49.592,50.193,47.51,28.625,26.149,30.206,0.795,28.705,28.325,29.119,30.206,27.576,0.498,0.022,2.149,0.648,102.417,96.865,114.176,3.745,0.001,0.018,113.948,113.28,114.72,0.361,113.89,113.785,114.055,114.16,113.46,35.956,0.004,35.955,35.954,35.958,35.963,35.951,5697.4,5664.0,5736.0,18.034,5694.5,5689.25,5702.75,5708.0,5673.0,2.234587318196944e-27
1,11,0.68,1.34,-0.24,49.135,47.784,50.352,0.632,49.265,48.797,49.413,50.116,48.115,28.445,27.77,29.295,0.433,28.508,28.08,28.704,29.295,27.77,0.214,0.006,1.174,0.254,102.403,98.063,109.129,3.158,0.001,0.02,114.067,113.54,114.6,0.297,114.06,113.855,114.265,114.6,113.54,35.956,0.005,35.957,35.954,35.959,35.963,35.952,5703.35,5677.0,5730.0,14.867,5703.0,5692.75,5713.25,5730.0,5677.0,2.1195947405861617e-27
1,12,0.41,1.46,-0.7,49.352,47.614,50.376,0.59,49.464,49.215,49.699,50.376,48.99,28.486,26.741,29.327,0.706,28.701,28.296,29.023,29.327,27.756,0.377,0.003,3.244,0.701,102.284,96.711,111.369,3.27,0.001,0.019,114.01,112.86,114.8,0.471,114.04,113.765,114.29,114.8,113.4,35.957,0.005,35.956,35.953,35.96,35.967,35.95,5700.5,5643.0,5740.0,23.57,5702.0,5688.25,5714.5,5740.0,5670.0,1.6156205560663874e-27
1,13,0.42,1.5,-0.4,49.159,47.38,50.416,0.682,49.164,48.756,49.687,50.416,47.38,28.327,25.902,30.069,0.965,28.416,27.996,28.759,29.888,27.245,0.321,0.0,2.544,0.723,103.381,97.506,129.5,6.718,0.001,0.019,113.798,112.74,114.58,0.451,113.74,113.53,114.17,114.58,112.74,35.957,0.005,35.958,35.954,35.96,35.965,35.946,5689.9,5637.0,5729.0,22.552,5687.0,5676.5,5708.5,5729.0,5637.0,2.0554139362261136e-27
1,14,0.61,0.02,-0.6,49.207,47.876,50.823,0.675,49.039,48.884,49.564,50.339,47.876,28.285,25.975,29.402,0.836,28.599,27.915,28.799,29.402,26.846,0.435,0.003,1.611,0.504,102.043,97.521,107.7,2.476,0.001,0.018,114.038,112.92,114.84,0.476,114.12,113.825,114.345,114.84,113.14,35.957,0.003,35.957,35.956,35.958,35.961,35.954,5701.9,5646.0,5742.0,23.797,5706.0,5691.25,5717.25,5742.0,5657.0,1.9371810029331716e-27
1,15,0.89,0.16,-0.66,49.132,48.053,50.058,0.618,49.166,48.736,49.648,50.058,48.053,28.426,27.687,29.568,0.497,28.323,28.006,28.753,29.568,27.687,0.34,0.012,1.333,0.39,101.437,96.209,108.913,3.211,0.001,0.02,113.94,113.34,114.6,0.305,113.94,113.745,114.035,114.28,113.34,35.958,0.005,35.958,35.954,35.962,35.972,35.947,5697.0,5667.0,5730.0,15.241,5697.0,5687.25,5701.75,5714.0,5667.0,2.1280576621565435e-27
1,16,0.24,0.56,-0.8,49.114,47.027,49.891,0.779,49.371,48.851,49.625,49.891,48.074,28.412,27.563,29.767,0.486,28.337,28.135,28.596,29.238,27.563,0.528,0.038,3.363,0.877,101.798,96.784,108.389,2.818,0.001,0.018,113.756,113.26,114.56,0.33,113.64,113.48,114.045,114.56,113.26,35.957,0.005,35.957,35.952,35.961,35.97,35.949,5687.8,5663.0,5728.0,16.488,5682.0,5674.0,5702.25,5728.0,5663.0,2.176890266691713e-27
1,17,0.37,0.14,-0.66,49.016,47.296,50.013,0.747,49.106,48.665,49.56,50.013,47.75,28.416,27.306,29.417,0.588,28.433,27.926,28.816,29.417,27.306,0.31,0.012,2.248,0.537,102.191,95.221,112.759,3.854,0.001,0.018,113.857,113.16,114.8,0.477,113.8,113.535,114.215,114.8,113.16,35.958,0.005,35.959,35.955,35.96,35.965,35.95,5692.85,5658.0,5740.0,23.835,5690.0,5676.75,5710.75,5740.0,5658.0,2.4595055738518193e-27
1,18,0.98,0.6,-0.62,49.29,48.561,49.898,0.344,49.298,49.098,49.54,49.898,48.561,28.51,27.467,29.128,0.402,28.538,28.254,28.774,29.128,28.072,0.269,0.027,1.052,0.262,102.976,97.103,109.862,3.106,0.001,0.022,113.868,113.4,114.4,0.27,113.85,113.68,114.015,114.4,113.4,35.957,0.004,35.957,35.955,35.96,35.965,35.949,5693.4,5670.0,5720.0,13.489,5692.5,5684.0,5700.75,5720.0,5670.0,1.7451859492604235e-27
1,19,0.19,1.52,-0.36,49.21,48.111,50.046,0.501,49.29,48.718,49.626,50.046,48.111,28.371,26.481,29.19,0.611,28.492,28.026,28.71,29.19,27.602,0.406,0.018,4.035,0.88,102.16,95.808,108.845,3.192,0.001,0.019,113.932,113.12,114.7,0.421,113.88,113.675,114.185,114.7,113.12,35.955,0.006,35.956,35.951,35.96,35.963,35.938,5696.6,5656.0,5735.0,21.053,5694.0,5683.75,5709.25,5735.0,5656.0,1.9302379184226374e-27
2,0,0.37,0.14,-0.8,48.814,45.665,50.484,1.05,48.939,48.395,49.523,50.484,47.659,28.182,25.16,29.312,0.968,28.391,27.873,28.745,29.312,26.709,0.353,0.0,4.143,0.879,101.493,91.385,111.985,4.578,0.001,0.019,114.039,113.02,114.5,0.355,114.12,113.99,114.245,114.5,113.78,35.954,0.005,35.953,35.952,35.958,35.966,35.945,5701.95,5651.0,5725.0,17.758,5706.0,5699.5,5712.25,5725.0,5689.0,3.1672000275532688e-27
2,1,0.02,1.1,-0.8,48.66,46.675,49.976,0.954,48.995,48.233,49.354,49.976,46.675,28.729,27.049,30.103,0.757,28.957,28.297,29.133,30.103,27.049,0.181,0.003,1.027,0.242,103.328,95.096,110.636,3.78,0.001,0.018,113.963,112.82,114.86,0.417,114.0,113.87,114.15,114.5,113.5,35.956,0.005,35.956,35.953,35.96,35.964,35.949,5698.15,5641.0,5743.0,20.86,5700.0,5693.5,5707.5,5725.0,5675.0,3.837773791249096e-27
2,2,0.8,1.48,-0.6,49.024,47.904,49.92,0.569,49.11,48.717,49.453,49.92,47.904,28.677,27.502,29.256,0.4,28.694,28.406,28.983,29.256,28.168,0.487,0.011,5.127,1.159,102.892,97.713,125.625,5.64,0.001,0.019,113.894,112.96,114.84,0.508,113.99,113.585,114.165,114.84,112.96,35.957,0.006,35.958,35.954,35.961,35.968,35.947,5694.7,5648.0,5742.0,25.419,5699.5,5679.25,5708.25,5742.0,5648.0,2.4348638086686052e-27
2,3,0.37,0.14,-0.66,49.016,47.296,50.013,0.747,49.106,48.665,49.56,50.013,47.75,28.416,27.306,29.417,0.588,28.433,27.926,28.816,29.417,27.306,0.31,0.012,2.248,0.537,102.191,95.221,112.759,3.854,0.001,0.018,113.857,113.16,114.8,0.477,113.8,113.535,114.215,114.8,113.16,35.958,0.005,35.959,35.955,35.96,35.965,35.95,5692.85,5658.0,5740.0,23.835,5690.0,5676.75,5710.75,5740.0,5658.0,2.4595055738518193e-27
2,4,0.96,1.44,-0.48,49.03,48.192,49.995,0.553,48.98,48.541,49.372,49.995,48.192,28.721,27.685,29.506,0.489,28.66,28.361,29.145,29.506,27.685,0.208,0.0,1.221,0.304,103.436,100.008,112.26,2.94,0.001,0.023,113.855,113.14,114.34,0.303,113.9,113.65,114.105,114.34,113.14,35.957,0.005,35.958,35.956,35.96,35.966,35.95,5692.75,5657.0,5717.0,15.149,5695.0,5682.5,5705.25,5717.0,5657.0,2.4163436722718446e-27
2,5,0.63,1.46,-0.18,49.056,48.024,50.565,0.651,49.119,48.459,49.458,50.565,48.024,28.234,26.822,29.553,0.677,28.224,27.823,28.56,29.553,26.822,0.689,0.006,3.431,0.982,102.273,96.893,109.749,3.523,0.001,0.02,113.97,113.08,114.54,0.42,114.04,113.66,114.345,114.54,113.08,35.958,0.005,35.959,35.955,35.96,35.966,35.95,5698.5,5654.0,5727.0,20.989,5702.0,5683.0,5717.25,5727.0,5654.0,2.3379075369152114e-27
2,6,0.05,0.5,-0.1,49.063,47.467,50.428,0.657,48.98,48.707,49.411,50.428,48.351,28.735,27.657,30.131,0.607,28.714,28.256,29.101,30.131,27.657,0.302,0.003,2.749,0.584,103.944,99.327,119.817,4.356,0.001,0.022,114.024,113.22,114.62,0.36,114.1,113.835,114.18,114.62,113.38,35.956,0.005,35.958,35.954,35.96,35.962,35.945,5701.2,5661.0,5731.0,17.993,5705.0,5691.75,5709.0,5731.0,5669.0,2.320145844395647e-27
2,7,0.24,0.14,-0.66,49.282,48.316,50.892,0.672,49.226,48.812,49.605,50.391,48.316,28.316,27.045,29.761,0.641,28.233,28.097,28.527,28.947,27.96,0.648,0.003,3.136,0.935,101.871,98.512,107.233,2.515,0.001,0.019,113.822,113.04,114.72,0.379,113.81,113.6,113.965,114.48,113.36,35.954,0.005,35.953,35.95,35.958,35.964,35.945,5691.1,5652.0,5736.0,18.931,5690.5,5680.0,5698.25,5724.0,5668.0,1.7629204412640203e-27
2,8,0.81,1.24,-0.74,49.109,47.884,49.826,0.521,49.268,48.885,49.488,49.826,48.112,28.616,27.229,29.201,0.46,28.689,28.471,28.866,29.201,28.273,0.196,0.022,0.942,0.256,102.409,96.839,108.978,3.08,0.001,0.019,113.746,112.66,114.82,0.466,113.88,113.515,113.925,114.52,113.1,35.96,0.004,35.959,35.959,35.962,35.965,35.957,5687.3,5633.0,5741.0,23.303,5694.0,5675.75,5696.25,5726.0,5655.0,2.188533073997304e-27
2,9,0.24,0.56,-0.8,49.114,47.027,49.891,0.779,49.371,48.851,49.625,49.891,48.074,28.412,27.563,29.767,0.486,28.337,28.135,28.596,29.238,27.563,0.528,0.038,3.363,0.877,101.798,96.784,108.389,2.818,0.001,0.018,113.756,113.26,114.56,0.33,113.64,113.48,114.045,114.56,113.26,35.957,0.005,35.957,35.952,35.961,35.97,35.949,5687.8,5663.0,5728.0,16.488,5682.0,5674.0,5702.25,5728.0,5663.0,2.176890266691713e-27
2,10,0.89,0.16,-0.66,49.132,48.053,50.058,0.618,49.166,48.736,49.648,50.058,48.053,28.426,27.687,29.568,0.497,28.323,28.006,28.753,29.568,27.687,0.34,0.012,1.333,0.39,101.437,96.209,108.913,3.211,0.001,0.02,113.94,113.34,114.6,0.305,113.94,113.745,114.035,114.28,113.34,35.958,0.005,35.958,35.954,35.962,35.972,35.947,5697.0,5667.0,5730.0,15.241,5697.0,5687.25,5701.75,5714.0,5667.0,2.1280576621565435e-27
2,11,0.68,1.34,-0.24,49.135,47.784,50.352,0.632,49.265,48.797,49.413,50.116,48.115,28.445,27.77,29.295,0.433,28.508,28.08,28.704,29.295,27.77,0.214,0.006,1.174,0.254,102.403,98.063,109.129,3.158,0.001,0.02,114.067,113.54,114.6,0.297,114.06,113.855,114.265,114.6,113.54,35.956,0.005,35.957,35.954,35.959,35.963,35.952,5703.35,5677.0,5730.0,14.867,5703.0,5692.75,5713.25,5730.0,5677.0,2.1195947405861617e-27
2,12,0.66,1.04,-0.22,48.941,47.274,49.792,0.712,48.997,48.594,49.603,49.792,47.274,28.288,26.299,29.461,0.701,28.454,28.051,28.644,29.461,27.505,0.25,0.0,1.852,0.41,102.822,99.236,110.057,2.877,0.001,0.021,113.835,113.24,114.56,0.346,113.79,113.64,114.105,114.56,113.24,35.956,0.005,35.956,35.953,35.96,35.964,35.947,5691.75,5662.0,5728.0,17.28,5689.5,5682.0,5705.25,5728.0,5662.0,2.700531803012654e-27
