pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
56.241,32.327,0.545,119.75,0.001,0.019,0.776,113.34,113.34,35.958,5667,5667,248,7916,1.0,2.398
56.13,33.355,0.086,119.75,0.001,0.02,0.768,114.04,114.04,35.952,5702,5702,253,7882,1.0,2.641
55.952,31.76,0.591,119.75,0.001,0.019,0.769,113.42,113.42,35.957,5671,5671,263,7909,1.0,2.508
56.051,32.777,0.074,119.75,0.001,0.019,0.768,113.22,113.22,35.948,5661,5661,177,7889,1.0,2.447
56.162,33.719,0.039,131.0,0.001,0.026,0.765,113.58,113.58,35.955,5679,5679,169,7879,1.0,3.054
55.58,33.0,0.231,119.75,0.001,0.018,0.763,114.06,114.06,35.961,5703,5703,250,7977,1.0,2.309
56.182,32.757,0.24,119.75,0.001,0.021,0.772,114.04,114.04,35.957,5702,5702,274,7929,1.0,2.529
56.017,31.802,0.102,119.75,0.001,0.021,0.767,113.4,113.4,35.964,5670,5670,219,7900,1.0,2.702
56.391,32.475,0.896,124.0,0.001,0.02,0.766,114.28,114.28,35.961,5714,5714,302,7901,1.0,2.44
56.496,32.512,0.148,119.75,0.001,0.019,0.766,114.42,114.42,35.955,5721,5721,139,8033,1.0,2.599
56.355,32.356,0.128,119.75,0.001,0.022,0.774,114.66,114.66,35.959,5733,5733,179,7971,1.0,2.632
56.002,31.7,0.003,119.75,0.001,0.02,0.766,114.42,114.42,35.953,5721,5721,229,7927,1.0,2.495
50.641,28.392,0.083,104.583,0.001,0.021,0.767,114.22,114.22,35.957,5711,5711,303,7835,1.0,2.747
56.32,32.012,0.358,128.5,0.001,0.02,0.764,113.26,113.26,35.961,5663,5663,171,7920,1.0,2.581
56.824,32.844,0.166,130.5,0.001,0.02,0.769,114.2,114.2,35.959,5710,5710,169,7909,1.0,2.492
55.888,32.192,0.0,119.75,0.001,0.019,0.773,114.26,114.26,35.951,5713,5713,253,7945,1.0,2.45
56.184,32.393,0.081,119.75,0.001,0.023,0.768,113.42,113.42,35.963,5671,5671,214,7871,1.0,2.838
55.92,33.426,0.165,119.75,0.001,0.022,0.769,114.1,114.1,35.955,5705,5705,196,7951,1.0,2.565
56.77,31.738,0.717,119.75,0.001,0.021,0.772,113.4,113.4,35.953,5670,5670,214,7894,1.0,2.531
56.651,31.851,0.596,119.75,0.001,0.025,0.771,113.6,113.6,35.958,5680,5680,211,7941,1.0,2.95
