pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity
85.258,55.991,0.0,183.5,0.019,0.632,0,113.6,113.6,35.95,5680,5680,11793,0,1.0,1080.173
62.293,43.404,0.0,147.0,0.019,0.631,0,114.28,114.28,35.959,5714,5714,11791,0,1.0,1080.046
52.12,29.969,0.0,116.5,0.02,0.639,0,114.52,114.52,35.963,5726,5726,11802,0,1.0,1079.947
51.015,29.139,0.0,108.5,0.019,0.626,0,113.86,113.86,35.951,5693,5693,11757,0,1.0,1080.144
70.529,50.418,0.0,166.5,0.02,0.64,0,114.58,114.58,35.961,5729,5729,11844,0,1.0,1080.275
59.247,40.771,0.0,141.0,0.02,0.637,0,114.56,114.56,35.961,5728,5728,11798,0,1.0,1079.988
69.601,49.504,0.0,178.0,0.02,0.64,0,113.86,113.86,35.952,5693,5693,11774,0,1.0,1080.753
62.949,46.029,0.0,170.0,0.02,0.648,0,113.88,113.88,35.966,5694,5694,11838,0,1.0,1080.463
72.42,52.144,0.0,179.0,0.019,0.635,0,113.64,113.64,35.955,5682,5682,11731,0,1.0,1080.591
51.528,30.678,0.0,154.0,0.019,0.632,0,114.32,114.32,35.967,5716,5716,11760,0,1.0,1080.221
61.659,46.431,0.0,172.5,0.019,0.622,0,114.0,114.0,35.951,5700,5700,11789,0,1.0,1079.715
57.29,39.01,0.0,152.5,0.02,0.636,0,114.04,114.04,35.959,5702,5702,11775,0,1.0,1080.602
52.217,30.083,0.0,117.0,0.019,0.635,0,114.32,114.32,35.956,5716,5716,11759,0,1.0,1080.242
64.606,47.533,0.0,155.5,0.019,0.635,0,113.92,113.92,35.954,5696,5696,11753,0,1.0,1080.301
62.085,42.322,0.0,167.0,0.019,0.624,0,113.46,113.46,35.957,5673,5673,11783,0,1.0,1079.63
92.438,58.134,0.0,194.0,0.02,0.638,0,113.6,113.6,35.946,5680,5680,11771,0,1.0,1080.977
52.649,32.079,0.0,119.5,0.02,0.647,0,113.58,113.58,35.947,5679,5679,11807,0,1.0,1080.621
96.903,58.295,0.0,198.0,0.019,0.637,0,113.86,113.86,35.953,5693,5693,11817,0,1.0,1079.917
61.338,42.53,0.0,145.0,0.019,0.64,0,113.38,113.38,35.956,5669,5669,11835,0,1.0,1079.953
68.247,49.236,0.0,161.0,0.02,0.632,0,114.54,114.54,35.957,5727,5727,11783,0,1.0,1080.283
