pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity,activity_false_negatives_num_max,activity_false_negatives_num_mean,activity_false_negatives_num_median,activity_false_negatives_num_min,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_std,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,activity_false_positives_num_max,activity_false_positives_num_mean,activity_false_positives_num_median,activity_false_positives_num_min,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_std,activity_false_positives_num_whishi,activity_false_positives_num_whislo,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_std,ignored_field_connections_ratio_mean,ignored_field_connections_ratio_median,ignored_field_connections_ratio_q1,ignored_field_connections_ratio_q3,ignored_field_connections_ratio_std,ignored_field_connections_ratio_whishi,ignored_field_connections_ratio_whislo,max_field_sizes,mean_field_activity_max,mean_field_activity_mean,mean_field_activity_median,mean_field_activity_min,mean_field_activity_q1,mean_field_activity_q3,mean_field_activity_std,mean_field_activity_whishi,mean_field_activity_whislo,num_fields_active_mean,num_fields_active_std,num_fields_total_mean,num_fields_total_std,perc_correct_fields_max,perc_correct_fields_mean,perc_correct_fields_median,perc_correct_fields_min,perc_correct_fields_q1,perc_correct_fields_q3,perc_correct_fields_std,perc_correct_fields_whishi,perc_correct_fields_whislo,perc_unique_field_combinations_max,perc_unique_field_combinations_mean,perc_unique_field_combinations_median,perc_unique_field_combinations_min,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_std,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo,pos_error_max_mean,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_mean,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
1.112,3.42,0.0,52.9,0.027,0.987,0.0,10.926,10.926,50.837,546.3,546.3,14380.6,0.0,0.926,126.256,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14413,14380.6,14379.5,14352,14369.75,14391.0,16.178,14413,14352,50.837,0.023,10.926,0.217,10.926,0.217,0.0,0.0,0.0,0.0,0.0,0,0,51,0.027,0.027,0.027,0.026,0.027,0.027,0.0,0.027,0.026,546.3,10.868,546.3,10.868,0.994,0.987,0.987,0.977,0.985,0.989,0.004,0.994,0.98,0.95,0.926,0.929,0.905,0.919,0.935,0.012,0.95,0.905,52.9,2.021,1.112,1.077,0.789,0.895,1.151,0.292,1.496,0.789,0.0,12.092,3.42,1.81,0.811,0.986,5.489,3.168,12.092,0.811,126.256,126.323,126.135,126.396,0.205,126.503,125.787
1.253,4.087,0.0,50.425,0.027,0.987,0.0,11.263,11.263,51.828,563.15,563.15,14268.4,0.0,0.934,128.684,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14302,14268.4,14267.5,14232,14252.0,14283.5,17.5,14302,14232,51.828,0.024,11.263,0.326,11.263,0.326,0.0,0.0,0.0,0.0,0.0,0,0,52,0.027,0.027,0.027,0.027,0.027,0.027,0.0,0.027,0.027,563.15,16.28,563.15,16.28,0.993,0.987,0.988,0.98,0.984,0.99,0.004,0.993,0.98,0.958,0.934,0.934,0.905,0.924,0.944,0.014,0.958,0.905,50.425,2.391,1.253,1.059,0.904,0.954,1.379,0.395,1.946,0.904,0.0,11.694,4.087,3.02,0.988,1.263,5.249,3.228,10.389,0.988,128.684,128.742,128.566,128.821,0.215,129.022,128.335
1.754,7.11,0.0,79.262,0.027,0.985,0.0,11.33,11.33,52.824,566.5,566.5,14162.4,0.0,0.936,131.223,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14212,14162.4,14161.5,14129,14143.75,14177.0,22.074,14212,14129,52.824,0.024,11.33,0.309,11.33,0.309,0.0,0.0,0.0,0.0,0.0,0,0,53,0.027,0.027,0.027,0.027,0.027,0.027,0.0,0.027,0.027,566.5,15.468,566.5,15.468,0.997,0.985,0.984,0.978,0.982,0.986,0.005,0.991,0.978,0.952,0.936,0.939,0.908,0.927,0.945,0.012,0.952,0.908,79.262,3.654,1.754,1.367,0.796,1.036,2.531,0.89,3.654,0.796,0.0,21.005,7.11,4.892,0.779,2.161,10.746,6.195,21.005,0.779,131.223,131.197,131.133,131.362,0.14,131.472,130.978
1.806,7.571,0.0,82.45,0.027,0.986,0.0,11.514,11.514,53.825,575.7,575.7,14057.65,0.0,0.94,133.609,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14097,14057.65,14056.5,14017,14047.25,14068.75,17.502,14097,14017,53.825,0.022,11.514,0.238,11.514,0.238,0.0,0.0,0.0,0.0,0.0,0,0,54,0.027,0.027,0.027,0.026,0.027,0.027,0.0,0.027,0.026,575.7,11.883,575.7,11.883,0.995,0.986,0.986,0.975,0.984,0.99,0.005,0.995,0.975,0.952,0.94,0.94,0.915,0.935,0.948,0.01,0.952,0.925,82.45,3.167,1.806,1.578,0.874,1.217,2.521,0.737,3.167,0.874,0.0,16.337,7.571,6.711,0.77,3.603,11.512,5.039,16.337,0.77,133.609,133.626,133.511,133.691,0.172,133.955,133.36
1.409,4.929,0.0,60.038,0.027,0.985,0.0,11.767,11.767,54.826,588.35,588.35,13942.95,0.0,0.94,136.087,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13970,13942.95,13947.0,13914,13933.75,13952.75,14.239,13970,13914,54.826,0.015,11.767,0.255,11.767,0.255,0.0,0.0,0.0,0.0,0.0,0,0,55,0.027,0.027,0.027,0.026,0.027,0.027,0.0,0.027,0.026,588.35,12.733,588.35,12.733,0.993,0.985,0.986,0.975,0.981,0.99,0.005,0.993,0.975,0.965,0.94,0.94,0.918,0.929,0.951,0.013,0.965,0.918,60.038,3.774,1.409,1.106,0.754,0.876,1.685,0.754,2.897,0.754,0.0,17.796,4.929,1.808,0.75,0.942,7.421,5.1,15.365,0.75,136.087,136.121,135.991,136.163,0.118,136.286,135.839
1.768,7.437,0.0,87.575,0.027,0.987,0.0,11.963,11.963,55.822,598.15,598.15,13831.15,0.0,0.946,138.629,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13852,13831.15,13834.5,13797,13825.25,13842.0,15.344,13852,13813,55.822,0.015,11.963,0.295,11.963,0.295,0.0,0.0,0.0,0.0,0.0,0,0,56,0.027,0.027,0.027,0.026,0.027,0.027,0.0,0.027,0.026,598.15,14.739,598.15,14.739,0.993,0.987,0.985,0.98,0.984,0.99,0.004,0.993,0.98,0.965,0.946,0.948,0.928,0.94,0.951,0.01,0.965,0.928,87.575,5.044,1.768,1.392,0.941,1.21,1.786,0.967,2.371,0.941,0.0,24.326,7.437,6.103,0.986,4.032,9.218,5.616,16.898,0.986,138.629,138.661,138.509,138.732,0.181,139.02,138.298
1.394,4.519,0.0,55.7,0.027,0.986,0.0,12.218,12.218,56.823,610.9,610.9,13719.85,0.0,0.945,141.116,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13756,13719.85,13723.0,13657,13709.5,13736.5,24.614,13756,13676,56.823,0.018,12.218,0.324,12.218,0.324,0.0,0.0,0.0,0.0,0.0,0,0,57,0.027,0.027,0.027,0.026,0.027,0.027,0.0,0.027,0.026,610.9,16.208,610.9,16.208,0.992,0.986,0.987,0.977,0.982,0.989,0.005,0.992,0.977,0.972,0.945,0.945,0.928,0.938,0.948,0.01,0.962,0.928,55.7,3.855,1.394,1.198,0.841,0.955,1.407,0.686,1.878,0.841,0.0,15.187,4.519,2.57,0.934,1.168,6.893,4.035,15.187,0.934,141.116,141.072,140.972,141.174,0.184,141.416,140.879
2.439,9.647,0.0,93.875,0.027,0.985,0.0,12.322,12.322,57.824,616.1,616.1,13618.15,0.0,0.953,143.547,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13655,13618.15,13620.0,13590,13607.5,13630.0,16.094,13655,13590,57.824,0.014,12.322,0.256,12.322,0.256,0.0,0.0,0.0,0.0,0.0,0,0,58,0.027,0.027,0.027,0.026,0.027,0.027,0.0,0.027,0.026,616.1,12.806,616.1,12.806,0.993,0.985,0.986,0.968,0.982,0.989,0.006,0.993,0.979,0.968,0.953,0.955,0.932,0.948,0.96,0.01,0.968,0.932,93.875,8.29,2.439,1.562,0.925,1.309,2.567,2.002,3.659,0.925,0.0,29.745,9.647,6.172,1.028,3.976,12.486,8.127,19.47,1.028,143.547,143.564,143.445,143.699,0.174,143.81,143.124
1.716,6.944,0.0,78.225,0.027,0.986,0.0,12.536,12.536,58.824,626.8,626.8,13504.9,0.0,0.95,146.053,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13538,13504.9,13507.5,13472,13492.5,13516.25,17.355,13538,13472,58.824,0.021,12.536,0.28,12.536,0.28,0.0,0.0,0.0,0.0,0.0,0,0,59,0.027,0.027,0.027,0.026,0.026,0.027,0.0,0.027,0.026,626.8,14.016,626.8,14.016,0.994,0.986,0.986,0.978,0.983,0.989,0.004,0.994,0.978,0.97,0.95,0.948,0.935,0.942,0.958,0.01,0.97,0.935,78.225,3.665,1.716,1.357,0.78,1.032,2.393,0.874,3.665,0.78,0.0,18.821,6.944,5.438,0.719,1.408,10.653,5.816,18.821,0.719,146.053,146.05,145.966,146.177,0.171,146.397,145.729
1.409,4.657,0.0,46.0,0.027,0.988,0.0,12.729,12.729,59.826,636.45,636.45,13398.25,0.0,0.953,148.482,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13435,13398.25,13400.0,13369,13385.75,13407.25,16.245,13435,13369,59.826,0.016,12.729,0.29,12.729,0.29,0.0,0.0,0.0,0.0,0.0,0,0,60,0.027,0.027,0.027,0.026,0.026,0.027,0.0,0.027,0.026,636.45,14.483,636.45,14.483,0.997,0.988,0.987,0.978,0.985,0.99,0.004,0.997,0.978,0.968,0.953,0.955,0.94,0.947,0.958,0.008,0.968,0.94,46.0,3.292,1.409,1.071,0.758,0.893,1.589,0.758,2.261,0.758,0.0,16.925,4.657,2.456,0.69,0.883,6.594,4.901,9.575,0.69,148.482,148.529,148.426,148.634,0.237,148.891,148.149
1.722,7.449,0.0,84.812,0.026,0.987,0.0,12.929,12.929,60.824,646.45,646.45,13282.75,0.0,0.953,150.974,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13310,13282.75,13285.0,13250,13278.25,13292.75,15.284,13310,13264,60.824,0.022,12.929,0.274,12.929,0.274,0.0,0.0,0.0,0.0,0.0,0,0,61,0.027,0.026,0.026,0.026,0.026,0.027,0.0,0.027,0.026,646.45,13.695,646.45,13.695,0.998,0.987,0.985,0.981,0.983,0.99,0.005,0.998,0.981,0.972,0.953,0.954,0.93,0.947,0.961,0.011,0.972,0.93,84.812,4.309,1.722,1.4,0.771,0.966,2.055,1.01,2.645,0.771,0.0,21.061,7.449,6.507,0.713,1.049,11.683,6.014,21.061,0.713,150.974,150.94,150.889,150.989,0.138,151.096,150.807
1.561,6.408,0.0,84.562,0.026,0.986,0.0,13.057,13.057,61.827,652.85,652.85,13182.25,0.0,0.956,153.454,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13230,13182.25,13177.0,13143,13164.75,13196.75,23.289,13230,13143,61.827,0.014,13.057,0.331,13.057,0.331,0.0,0.0,0.0,0.0,0.0,0,0,62,0.027,0.026,0.027,0.026,0.026,0.027,0.0,0.027,0.026,652.85,16.554,652.85,16.554,0.994,0.986,0.986,0.979,0.985,0.989,0.004,0.994,0.979,0.982,0.956,0.958,0.93,0.949,0.963,0.011,0.982,0.93,84.562,2.781,1.561,1.449,0.778,1.042,2.109,0.62,2.781,0.778,0.0,15.169,6.408,6.444,0.789,2.356,10.376,4.146,15.169,0.789,153.454,153.477,153.326,153.567,0.187,153.791,153.079
2.176,9.65,0.0,96.775,0.026,0.987,0.0,13.357,13.357,62.825,667.85,667.85,13071.05,0.0,0.96,155.97,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13107,13071.05,13073.0,13037,13056.5,13082.0,18.519,13107,13037,62.825,0.019,13.357,0.312,13.357,0.312,0.0,0.0,0.0,0.0,0.0,0,0,63,0.027,0.026,0.026,0.026,0.026,0.026,0.0,0.027,0.026,667.85,15.621,667.85,15.621,0.993,0.987,0.987,0.975,0.985,0.99,0.004,0.993,0.98,0.975,0.96,0.96,0.94,0.955,0.965,0.008,0.975,0.94,96.775,7.34,2.176,2.007,0.789,1.229,2.605,1.422,3.527,0.789,0.0,30.553,9.65,8.961,0.727,5.578,13.252,6.837,15.832,0.727,155.97,155.978,155.854,156.103,0.167,156.23,155.637
2.247,10.643,0.0,112.012,0.026,0.987,0.0,13.495,13.495,63.812,674.75,674.75,12959.15,0.0,0.961,158.511,0,0.0,0.0,0,0.0,0.0,0.0,0,0,13007,12959.15,12955.5,12928,12945.5,12970.0,19.795,12990,12928,63.812,0.023,13.495,0.257,13.495,0.257,0.0,0.0,0.0,0.0,0.0,0,0,64,0.027,0.026,0.026,0.026,0.026,0.026,0.0,0.027,0.026,674.75,12.849,674.75,12.849,0.994,0.987,0.986,0.976,0.984,0.99,0.004,0.994,0.98,0.98,0.961,0.962,0.945,0.952,0.966,0.01,0.98,0.945,112.012,4.582,2.247,1.973,0.941,1.538,2.788,1.025,4.582,0.941,0.0,17.944,10.643,10.859,1.153,6.682,15.441,5.036,17.944,1.153,158.511,158.521,158.45,158.582,0.138,158.761,158.354
2.537,10.409,0.0,103.112,0.026,0.985,0.0,13.825,13.825,64.814,691.25,691.25,12850.8,0.0,0.965,160.857,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12892,12850.8,12849.0,12816,12842.75,12864.0,17.434,12892,12816,64.814,0.027,13.825,0.25,13.825,0.25,0.0,0.0,0.0,0.0,0.0,0,0,65,0.027,0.026,0.026,0.026,0.026,0.027,0.0,0.027,0.026,691.25,12.505,691.25,12.505,0.991,0.985,0.986,0.977,0.984,0.987,0.003,0.991,0.984,0.98,0.965,0.965,0.95,0.958,0.972,0.009,0.98,0.95,103.112,6.172,2.537,2.244,0.859,1.563,3.015,1.362,4.674,0.859,0.0,20.579,10.409,10.795,0.866,5.582,14.05,5.565,20.579,0.866,160.857,160.838,160.71,160.958,0.205,161.27,160.492
2.577,11.251,0.0,105.075,0.026,0.988,0.0,13.936,13.936,65.822,696.8,696.8,12741.4,0.0,0.966,163.374,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12781,12741.4,12739.5,12713,12732.75,12750.5,18.139,12776,12713,65.822,0.025,13.936,0.374,13.936,0.374,0.0,0.0,0.0,0.0,0.0,0,0,66,0.027,0.026,0.026,0.026,0.026,0.026,0.0,0.027,0.026,696.8,18.702,696.8,18.702,0.993,0.988,0.988,0.984,0.986,0.99,0.003,0.993,0.984,0.98,0.966,0.965,0.945,0.959,0.973,0.009,0.98,0.945,105.075,7.915,2.577,2.044,1.06,1.268,3.428,1.764,5.764,1.06,0.0,27.276,11.251,9.785,1.057,5.773,15.742,6.995,27.276,1.057,163.374,163.346,163.237,163.563,0.209,163.831,162.998
2.444,9.842,0.0,93.813,0.026,0.985,0.0,14.172,14.172,66.81,708.6,708.6,12629.8,0.0,0.968,165.796,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12662,12629.8,12629.5,12595,12618.5,12636.0,16.317,12662,12595,66.81,0.027,14.172,0.316,14.172,0.316,0.0,0.0,0.0,0.0,0.0,0,0,67,0.027,0.026,0.026,0.026,0.026,0.026,0.0,0.027,0.026,708.6,15.787,708.6,15.787,0.995,0.985,0.983,0.974,0.981,0.989,0.005,0.995,0.974,0.98,0.968,0.97,0.95,0.962,0.972,0.008,0.98,0.95,93.813,12.055,2.444,1.739,0.829,1.029,2.876,2.405,4.326,0.829,0.0,35.821,9.842,9.651,1.075,3.935,12.393,7.946,20.753,1.075,165.796,165.79,165.723,165.848,0.162,166.03,165.579
1.985,8.196,0.0,86.675,0.026,0.987,0.0,14.353,14.353,67.82,717.65,717.65,12522.2,0.0,0.971,168.343,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12550,12522.2,12519.5,12495,12512.5,12534.5,15.471,12550,12495,67.82,0.021,14.353,0.319,14.353,0.319,0.0,0.0,0.0,0.0,0.0,0,0,68,0.027,0.026,0.026,0.026,0.026,0.026,0.0,0.027,0.026,717.65,15.941,717.65,15.941,0.992,0.987,0.987,0.981,0.986,0.989,0.003,0.992,0.982,0.988,0.971,0.969,0.96,0.965,0.973,0.008,0.982,0.96,86.675,6.006,1.985,1.577,0.812,1.262,2.112,1.184,2.529,0.812,0.0,24.821,8.196,6.63,0.845,5.292,10.075,5.653,12.79,0.845,168.343,168.365,168.195,168.49,0.189,168.622,167.945
1.886,7.375,0.0,76.475,0.026,0.985,0.0,14.514,14.514,68.814,725.7,725.7,12417.7,0.0,0.968,170.877,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12442,12417.7,12416.0,12382,12407.5,12432.25,16.629,12442,12382,68.814,0.021,14.514,0.269,14.514,0.269,0.0,0.0,0.0,0.0,0.0,0,0,69,0.027,0.026,0.026,0.026,0.026,0.026,0.0,0.027,0.026,725.7,13.458,725.7,13.458,0.99,0.985,0.986,0.976,0.983,0.988,0.004,0.99,0.976,0.98,0.968,0.968,0.95,0.964,0.975,0.008,0.98,0.95,76.475,4.4,1.886,1.67,0.753,1.089,2.147,1.01,3.525,0.753,0.0,17.874,7.375,7.034,0.702,3.261,9.901,5.077,17.874,0.702,170.877,170.876,170.758,171.012,0.169,171.216,170.502
2.65,11.048,0.0,96.675,0.026,0.987,0.0,14.81,14.81,69.812,740.5,740.5,12301.2,0.0,0.97,173.267,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12353,12301.2,12303.5,12271,12289.75,12310.0,18.362,12326,12271,69.812,0.021,14.81,0.271,14.81,0.271,0.0,0.0,0.0,0.0,0.0,0,0,70,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.026,0.026,740.5,13.57,740.5,13.57,0.994,0.987,0.988,0.976,0.984,0.99,0.004,0.994,0.982,0.99,0.97,0.972,0.945,0.965,0.973,0.009,0.982,0.958,96.675,6.331,2.65,2.29,0.712,1.504,3.194,1.552,5.657,0.712,0.0,23.107,11.048,9.846,0.9,6.176,16.716,6.438,23.107,0.9,173.267,173.321,173.145,173.395,0.223,173.631,172.773
2.596,10.748,0.0,112.975,0.026,0.987,0.0,15.031,15.031,70.817,751.55,751.55,12193.3,0.0,0.97,175.79,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12236,12193.3,12196.0,12150,12180.75,12209.25,21.87,12236,12150,70.817,0.018,15.031,0.394,15.031,0.394,0.0,0.0,0.0,0.0,0.0,0,0,71,0.027,0.026,0.026,0.026,0.026,0.026,0.0,0.027,0.026,751.55,19.686,751.55,19.686,0.994,0.987,0.988,0.981,0.983,0.99,0.004,0.994,0.981,0.985,0.97,0.97,0.96,0.968,0.972,0.006,0.978,0.96,112.975,7.971,2.596,1.678,1.015,1.532,2.901,1.847,3.326,1.015,0.0,25.089,10.748,8.938,1.622,7.343,12.771,6.441,20.911,1.622,175.79,175.823,175.709,175.901,0.204,176.133,175.436
3.326,13.018,0.0,102.562,0.026,0.987,0.0,15.125,15.125,71.822,756.25,756.25,12084.1,0.0,0.972,178.303,0,0.0,0.0,0,0.0,0.0,0.0,0,0,12116,12084.1,12080.0,12050,12073.25,12102.25,18.102,12116,12050,71.822,0.017,15.125,0.33,15.125,0.33,0.0,0.0,0.0,0.0,0.0,0,0,72,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.026,0.026,756.25,16.483,756.25,16.483,0.992,0.987,0.987,0.981,0.984,0.989,0.003,0.992,0.981,0.982,0.972,0.972,0.962,0.967,0.976,0.006,0.982,0.962,102.562,15.84,3.326,2.038,0.947,1.699,3.836,3.22,6.105,0.947,0.0,44.384,13.018,9.802,1.075,6.824,18.642,9.674,22.545,1.075,178.303,178.37,178.14,178.441,0.201,178.59,177.809
3.157,12.469,0.0,115.538,0.026,0.989,0.0,15.372,15.372,72.82,768.6,768.6,11978.0,0.0,0.975,180.805,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11997,11978.0,11982.0,11937,11969.5,11990.0,14.694,11997,11959,72.82,0.021,15.372,0.325,15.372,0.325,0.0,0.0,0.0,0.0,0.0,0,0,73,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.026,0.026,768.6,16.268,768.6,16.268,0.993,0.989,0.989,0.977,0.988,0.991,0.004,0.993,0.985,0.992,0.975,0.974,0.965,0.969,0.98,0.007,0.992,0.965,115.538,8.989,3.157,2.729,0.999,1.597,4.149,2.126,7.78,0.999,0.0,25.677,12.469,10.162,1.693,7.445,17.995,6.661,25.677,1.693,180.805,180.775,180.682,180.999,0.18,181.069,180.509
2.397,9.324,0.0,96.625,0.026,0.987,0.0,15.581,15.581,73.813,779.05,779.05,11869.35,0.0,0.974,183.194,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11901,11869.35,11868.5,11829,11856.0,11886.5,19.581,11901,11829,73.813,0.025,15.581,0.375,15.581,0.375,0.0,0.0,0.0,0.0,0.0,0,0,74,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.026,0.026,779.05,18.75,779.05,18.75,0.994,0.987,0.987,0.98,0.984,0.989,0.004,0.994,0.98,0.99,0.974,0.975,0.955,0.97,0.98,0.008,0.99,0.955,96.625,8.58,2.397,1.85,0.862,1.254,2.167,2.07,2.415,0.862,0.0,25.471,9.324,8.402,0.875,4.745,10.547,6.602,19.115,0.875,183.194,183.21,183.019,183.287,0.221,183.628,182.736
3.073,13.561,0.0,121.325,0.026,0.988,0.0,15.71,15.71,74.815,785.5,785.5,11760.8,0.0,0.975,185.573,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11796,11760.8,11763.0,11715,11744.75,11778.0,23.008,11796,11715,74.815,0.02,15.71,0.395,15.71,0.395,0.0,0.0,0.0,0.0,0.0,0,0,75,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.026,0.026,785.5,19.727,785.5,19.727,0.996,0.988,0.988,0.978,0.986,0.991,0.004,0.996,0.978,0.988,0.975,0.974,0.968,0.968,0.979,0.006,0.988,0.968,121.325,5.902,3.073,2.758,1.023,1.38,4.188,1.673,5.902,1.023,0.0,26.826,13.561,12.939,3.393,6.474,19.262,7.346,26.826,3.393,185.573,185.62,185.534,185.674,0.222,185.838,185.469
3.547,13.683,0.0,114.938,0.026,0.988,0.0,15.963,15.963,75.808,798.15,798.15,11651.65,0.0,0.978,188.136,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11675,11651.65,11655.0,11605,11638.25,11667.0,19.15,11675,11605,75.808,0.021,15.963,0.329,15.963,0.329,0.0,0.0,0.0,0.0,0.0,0,0,76,0.026,0.026,0.026,0.025,0.026,0.026,0.0,0.026,0.025,798.15,16.426,798.15,16.426,0.993,0.988,0.989,0.981,0.986,0.99,0.003,0.993,0.983,0.988,0.978,0.979,0.965,0.974,0.982,0.006,0.988,0.965,114.938,8.83,3.547,3.446,0.94,2.259,4.452,1.879,5.991,0.94,0.0,28.516,13.683,15.135,1.086,9.408,17.389,6.356,28.516,1.086,188.136,188.102,188.018,188.237,0.158,188.479,187.875
4.088,15.647,0.0,125.3,0.026,0.988,0.0,16.19,16.19,76.814,809.5,809.5,11535.0,0.0,0.978,190.642,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11582,11535.0,11537.0,11482,11521.75,11547.0,24.323,11582,11495,76.814,0.023,16.19,0.395,16.19,0.395,0.0,0.0,0.0,0.0,0.0,0,0,77,0.026,0.026,0.026,0.025,0.025,0.026,0.0,0.026,0.025,809.5,19.755,809.5,19.755,0.998,0.988,0.987,0.982,0.985,0.989,0.004,0.992,0.982,0.992,0.978,0.976,0.968,0.972,0.983,0.007,0.992,0.968,125.3,14.05,4.088,2.52,0.737,1.802,5.717,3.418,9.531,0.737,0.0,39.024,15.647,14.253,0.67,7.329,22.747,10.049,39.024,0.67,190.642,190.653,190.477,190.802,0.208,191.107,190.262
4.258,16.219,0.0,128.375,0.026,0.989,0.0,16.437,16.437,77.796,821.85,821.85,11431.6,0.0,0.979,193.082,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11481,11431.6,11434.0,11384,11419.75,11442.25,19.109,11450,11412,77.796,0.025,16.437,0.347,16.437,0.347,0.0,0.0,0.0,0.0,0.0,0,0,78,0.026,0.026,0.026,0.025,0.026,0.026,0.0,0.026,0.026,821.85,17.362,821.85,17.362,0.996,0.989,0.989,0.983,0.986,0.991,0.004,0.996,0.983,0.99,0.979,0.98,0.965,0.975,0.986,0.007,0.99,0.965,128.375,12.533,4.258,3.292,1.402,2.576,5.109,2.647,6.547,1.402,0.0,28.843,16.219,15.572,7.729,11.39,20.701,6.231,28.843,7.729,193.082,193.096,192.931,193.23,0.194,193.444,192.651
3.591,14.327,0.0,125.7,0.026,0.989,0.0,16.661,16.661,78.807,833.05,833.05,11318.5,0.0,0.978,195.624,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11345,11318.5,11316.0,11294,11311.25,11326.25,13.567,11345,11294,78.807,0.017,16.661,0.268,16.661,0.268,0.0,0.0,0.0,0.0,0.0,0,0,79,0.026,0.026,0.026,0.025,0.025,0.026,0.0,0.026,0.025,833.05,13.411,833.05,13.411,0.996,0.989,0.989,0.982,0.985,0.992,0.004,0.996,0.982,0.995,0.978,0.978,0.962,0.972,0.982,0.007,0.995,0.962,125.7,10.292,3.591,2.737,0.905,1.815,4.611,2.54,8.02,0.905,0.0,33.174,14.327,12.947,2.589,9.325,17.001,7.537,28.033,2.589,195.624,195.655,195.523,195.733,0.149,195.832,195.346
3.571,14.602,0.0,138.15,0.025,0.988,0.0,16.869,16.869,79.814,843.45,843.45,11209.85,0.0,0.98,198.06,0,0.0,0.0,0,0.0,0.0,0.0,0,0,11235,11209.85,11212.5,11160,11204.0,11223.25,17.763,11235,11181,79.814,0.017,16.869,0.32,16.869,0.32,0.0,0.0,0.0,0.0,0.0,0,0,80,0.026,0.025,0.025,0.025,0.025,0.026,0.0,0.026,0.025,843.45,16.023,843.45,16.023,0.992,0.988,0.989,0.977,0.986,0.99,0.003,0.992,0.982,0.988,0.98,0.98,0.972,0.978,0.982,0.004,0.988,0.972,138.15,8.704,3.571,2.912,1.367,2.271,4.833,1.969,6.888,1.367,0.0,29.052,14.602,13.854,6.113,10.321,17.678,6.251,24.362,6.113,198.06,198.023,197.945,198.157,0.189,198.404,197.689
