pos_error_mean,pos_error_std,pos_error_min,pos_error_max,mean_field_activity,perc_correct_fields,ignored_field_connections_ratio,avg_num_fields_per_neuron,avg_num_fields_active_per_neuron,avg_accum_field_coverage_per_neuron,num_fields_total,num_fields_active,activity_false_positives_num,activity_false_negatives_num,perc_unique_field_combinations,weighted_avg_activity,activity_false_negatives_num_max,activity_false_negatives_num_mean,activity_false_negatives_num_median,activity_false_negatives_num_min,activity_false_negatives_num_q1,activity_false_negatives_num_q3,activity_false_negatives_num_std,activity_false_negatives_num_whishi,activity_false_negatives_num_whislo,activity_false_positives_num_max,activity_false_positives_num_mean,activity_false_positives_num_median,activity_false_positives_num_min,activity_false_positives_num_q1,activity_false_positives_num_q3,activity_false_positives_num_std,activity_false_positives_num_whishi,activity_false_positives_num_whislo,avg_accum_field_coverage_per_neuron_mean,avg_accum_field_coverage_per_neuron_std,avg_num_fields_active_per_neuron_mean,avg_num_fields_active_per_neuron_std,avg_num_fields_per_neuron_mean,avg_num_fields_per_neuron_std,ignored_field_connections_ratio_mean,ignored_field_connections_ratio_median,ignored_field_connections_ratio_q1,ignored_field_connections_ratio_q3,ignored_field_connections_ratio_std,ignored_field_connections_ratio_whishi,ignored_field_connections_ratio_whislo,max_field_sizes,mean_field_activity_max,mean_field_activity_mean,mean_field_activity_median,mean_field_activity_min,mean_field_activity_q1,mean_field_activity_q3,mean_field_activity_std,mean_field_activity_whishi,mean_field_activity_whislo,num_fields_active_mean,num_fields_active_std,num_fields_total_mean,num_fields_total_std,perc_correct_fields_max,perc_correct_fields_mean,perc_correct_fields_median,perc_correct_fields_min,perc_correct_fields_q1,perc_correct_fields_q3,perc_correct_fields_std,perc_correct_fields_whishi,perc_correct_fields_whislo,perc_unique_field_combinations_max,perc_unique_field_combinations_mean,perc_unique_field_combinations_median,perc_unique_field_combinations_min,perc_unique_field_combinations_q1,perc_unique_field_combinations_q3,perc_unique_field_combinations_std,perc_unique_field_combinations_whishi,perc_unique_field_combinations_whislo,pos_error_max_mean,pos_error_mean_max,pos_error_mean_mean,pos_error_mean_median,pos_error_mean_min,pos_error_mean_q1,pos_error_mean_q3,pos_error_mean_std,pos_error_mean_whishi,pos_error_mean_whislo,pos_error_min_mean,pos_error_std_max,pos_error_std_mean,pos_error_std_median,pos_error_std_min,pos_error_std_q1,pos_error_std_q3,pos_error_std_std,pos_error_std_whishi,pos_error_std_whislo,weighted_avg_activity_mean,weighted_avg_activity_median,weighted_avg_activity_q1,weighted_avg_activity_q3,weighted_avg_activity_std,weighted_avg_activity_whishi,weighted_avg_activity_whislo
1.963,6.387,0.0,70.7,0.027,0.972,0.0,5.343,5.343,20.836,267.15,267.15,17642.3,0.0,0.725,51.741,0,0.0,0.0,0,0.0,0.0,0.0,0,0,17663,17642.3,17648.5,17577,17645.5,17652.25,21.072,17658,17640,20.836,0.022,5.343,0.185,5.343,0.185,0.0,0.0,0.0,0.0,0.0,0,0,21,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,267.15,9.254,267.15,9.254,0.988,0.972,0.971,0.948,0.967,0.979,0.01,0.988,0.954,0.758,0.725,0.724,0.692,0.704,0.742,0.021,0.758,0.692,70.7,4.898,1.963,1.827,1.107,1.356,2.085,0.856,2.889,1.107,0.0,19.453,6.387,6.065,1.13,2.196,8.373,4.827,15.805,1.13,51.741,51.724,51.645,51.825,0.115,52.021,51.596
2.195,8.672,0.0,92.125,0.027,0.973,0.0,5.624,5.624,21.844,281.2,281.2,17529.55,0.05,0.75,54.293,1,0.05,0.0,0,0.0,0.0,0.218,0,0,17562,17529.55,17532.5,17479,17522.75,17540.25,17.511,17562,17505,21.844,0.02,5.624,0.184,5.624,0.184,0.0,0.0,0.0,0.0,0.0,0,0,22,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,281.2,9.179,281.2,9.179,0.993,0.973,0.972,0.955,0.966,0.977,0.01,0.989,0.955,0.795,0.75,0.751,0.712,0.735,0.762,0.019,0.795,0.712,92.125,5.47,2.195,1.914,1.198,1.576,2.282,1.018,3.16,1.198,0.0,24.721,8.672,6.926,1.721,4.94,10.279,5.738,13.508,1.721,54.293,54.272,54.192,54.428,0.148,54.57,53.997
1.81,7.015,0.0,93.912,0.027,0.978,0.0,5.829,5.829,22.842,291.45,291.45,17424.05,0.0,0.757,56.739,0,0.0,0.0,0,0.0,0.0,0.0,0,0,17446,17424.05,17428.0,17394,17414.75,17430.25,13.735,17446,17394,22.842,0.014,5.829,0.185,5.829,0.185,0.0,0.0,0.0,0.0,0.0,0,0,23,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,291.45,9.271,291.45,9.271,0.986,0.978,0.979,0.968,0.973,0.983,0.006,0.986,0.968,0.798,0.757,0.76,0.71,0.747,0.771,0.021,0.798,0.72,93.912,3.36,1.81,1.709,0.943,1.39,2.04,0.639,2.701,0.943,0.0,14.375,7.015,6.381,0.919,4.419,9.892,4.163,14.375,0.919,56.739,56.753,56.681,56.838,0.111,56.884,56.457
1.47,4.292,0.0,51.162,0.027,0.976,0.0,5.936,5.936,23.841,296.8,296.8,17318.45,0.0,0.764,59.239,0,0.0,0.0,0,0.0,0.0,0.0,0,0,17335,17318.45,17317.5,17297,17313.0,17326.5,10.571,17335,17297,23.841,0.025,5.936,0.159,5.936,0.159,0.0,0.0,0.0,0.0,0.0,0,0,24,0.028,0.027,0.028,0.027,0.027,0.028,0.0,0.028,0.027,296.8,7.947,296.8,7.947,0.987,0.976,0.979,0.96,0.969,0.983,0.009,0.987,0.96,0.79,0.764,0.765,0.728,0.754,0.774,0.017,0.79,0.728,51.162,3.142,1.47,1.289,0.944,1.12,1.641,0.532,2.167,0.944,0.0,16.7,4.292,3.099,0.896,1.24,5.866,4.107,11.979,0.896,59.239,59.236,59.21,59.304,0.089,59.371,59.074
1.751,5.98,0.0,65.988,0.028,0.976,0.0,6.186,6.186,24.839,309.3,309.3,17204.55,0.0,0.783,61.727,0,0.0,0.0,0,0.0,0.0,0.0,0,0,17232,17204.55,17204.0,17184,17194.5,17213.0,13.691,17232,17184,24.839,0.011,6.186,0.198,6.186,0.198,0.0,0.0,0.0,0.0,0.0,0,0,25,0.028,0.028,0.028,0.027,0.027,0.028,0.0,0.028,0.027,309.3,9.92,309.3,9.92,0.99,0.976,0.977,0.964,0.973,0.98,0.006,0.987,0.964,0.812,0.783,0.78,0.742,0.77,0.802,0.019,0.812,0.742,65.988,3.51,1.751,1.658,1.015,1.275,2.014,0.59,2.574,1.015,0.0,17.291,5.98,6.006,1.037,1.448,8.473,4.198,17.291,1.037,61.727,61.716,61.672,61.827,0.103,61.877,61.469
1.925,7.466,0.0,85.212,0.027,0.977,0.0,6.324,6.324,25.837,316.2,316.2,17099.05,0.0,0.779,64.158,0,0.0,0.0,0,0.0,0.0,0.0,0,0,17118,17099.05,17103.0,17076,17089.25,17109.25,12.351,17118,17076,25.837,0.016,6.324,0.206,6.324,0.206,0.0,0.0,0.0,0.0,0.0,0,0,26,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,316.2,10.284,316.2,10.284,0.994,0.977,0.978,0.959,0.973,0.984,0.009,0.994,0.959,0.812,0.779,0.78,0.742,0.772,0.791,0.018,0.812,0.75,85.212,4.703,1.925,1.573,0.904,1.311,2.141,1.024,2.37,0.904,0.0,21.518,7.466,6.631,0.897,2.677,11.551,5.778,21.518,0.897,64.158,64.163,64.053,64.242,0.128,64.421,63.96
1.832,7.015,0.0,79.725,0.027,0.977,0.0,6.572,6.572,26.838,328.6,328.6,16988.3,0.0,0.803,66.697,0,0.0,0.0,0,0.0,0.0,0.0,0,0,17012,16988.3,16989.5,16954,16983.75,16996.25,13.398,17012,16970,26.838,0.018,6.572,0.158,6.572,0.158,0.0,0.0,0.0,0.0,0.0,0,0,27,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,328.6,7.889,328.6,7.889,0.994,0.977,0.976,0.96,0.974,0.98,0.008,0.985,0.966,0.832,0.803,0.802,0.778,0.797,0.812,0.013,0.832,0.778,79.725,4.64,1.832,1.563,0.882,1.175,2.192,0.946,3.577,0.882,0.0,22.96,7.015,5.541,0.808,1.497,10.095,6.136,22.96,0.808,66.697,66.703,66.599,66.821,0.136,66.936,66.425
1.605,5.834,0.0,72.725,0.028,0.977,0.0,6.59,6.59,27.842,329.5,329.5,16885.85,0.0,0.807,69.177,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16904,16885.85,16889.0,16863,16879.5,16893.5,11.182,16904,16863,27.842,0.021,6.59,0.155,6.59,0.155,0.0,0.0,0.0,0.0,0.0,0,0,28,0.028,0.028,0.028,0.027,0.027,0.028,0.0,0.028,0.027,329.5,7.743,329.5,7.743,0.991,0.977,0.978,0.954,0.971,0.985,0.01,0.991,0.954,0.838,0.807,0.811,0.778,0.794,0.82,0.016,0.838,0.778,72.725,2.643,1.605,1.461,0.996,1.229,1.936,0.475,2.643,0.996,0.0,15.143,5.834,5.307,1.021,2.049,9.111,4.141,15.143,1.021,69.177,69.18,69.106,69.235,0.146,69.417,68.966
1.585,4.83,0.0,58.5,0.027,0.978,0.0,6.821,6.821,28.836,341.05,341.05,16776.85,0.0,0.813,71.628,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16803,16776.85,16776.5,16750,16767.75,16784.5,11.842,16803,16750,28.836,0.019,6.821,0.172,6.821,0.172,0.0,0.0,0.0,0.0,0.0,0,0,29,0.028,0.027,0.028,0.027,0.027,0.028,0.0,0.028,0.027,341.05,8.611,341.05,8.611,0.991,0.978,0.979,0.96,0.971,0.983,0.008,0.991,0.96,0.84,0.813,0.814,0.788,0.802,0.822,0.013,0.84,0.788,58.5,2.676,1.585,1.382,0.95,1.121,1.847,0.517,2.676,0.95,0.0,10.776,4.83,4.518,0.997,1.346,7.582,3.312,10.776,0.997,71.628,71.621,71.55,71.707,0.112,71.829,71.416
1.592,5.464,0.0,59.125,0.027,0.981,0.0,7.069,7.069,29.833,353.45,353.45,16665.7,0.0,0.826,74.116,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16687,16665.7,16666.5,16619,16655.0,16681.25,16.704,16687,16619,29.833,0.014,7.069,0.191,7.069,0.191,0.0,0.0,0.0,0.0,0.0,0,0,30,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,353.45,9.547,353.45,9.547,0.992,0.981,0.982,0.962,0.977,0.984,0.006,0.992,0.975,0.852,0.826,0.826,0.8,0.814,0.835,0.015,0.852,0.8,59.125,3.837,1.592,1.267,0.883,0.986,2.122,0.792,2.765,0.883,0.0,20.591,5.464,2.436,0.855,0.981,9.198,5.494,20.591,0.855,74.116,74.112,74.067,74.215,0.136,74.349,73.863
1.72,6.799,0.0,77.462,0.028,0.979,0.0,7.218,7.218,30.841,360.9,360.9,16558.55,0.0,0.826,76.585,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16592,16558.55,16558.0,16543,16548.5,16569.25,12.675,16592,16543,30.841,0.017,7.218,0.182,7.218,0.182,0.0,0.0,0.0,0.0,0.0,0,0,31,0.028,0.028,0.027,0.027,0.027,0.028,0.0,0.028,0.027,360.9,9.077,360.9,9.077,0.991,0.979,0.98,0.958,0.975,0.987,0.009,0.991,0.965,0.852,0.826,0.828,0.775,0.819,0.836,0.017,0.852,0.805,77.462,3.9,1.72,1.495,0.868,1.058,1.931,0.827,2.784,0.868,0.0,21.121,6.799,5.164,0.89,1.138,8.675,6.241,18.973,0.89,76.585,76.553,76.495,76.694,0.137,76.812,76.273
1.362,4.26,0.0,52.712,0.027,0.978,0.0,7.384,7.384,31.832,369.2,369.2,16446.0,0.0,0.839,79.051,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16468,16446.0,16445.0,16424,16439.0,16454.0,12.402,16468,16424,31.832,0.022,7.384,0.227,7.384,0.227,0.0,0.0,0.0,0.0,0.0,0,0,32,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,369.2,11.338,369.2,11.338,0.987,0.978,0.978,0.96,0.974,0.983,0.007,0.987,0.969,0.868,0.839,0.839,0.8,0.826,0.849,0.018,0.868,0.8,52.712,2.778,1.362,1.25,0.737,1.04,1.559,0.442,1.921,0.737,0.0,14.756,4.26,2.697,0.67,1.05,7.007,3.794,14.756,0.67,79.051,79.066,78.972,79.132,0.128,79.267,78.802
1.766,6.827,0.0,78.575,0.028,0.981,0.0,7.702,7.702,32.828,385.1,385.1,16336.8,0.0,0.847,81.613,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16374,16336.8,16332.0,16319,16328.0,16344.0,13.006,16354,16319,32.828,0.02,7.702,0.248,7.702,0.248,0.0,0.0,0.0,0.0,0.0,0,0,33,0.028,0.028,0.027,0.027,0.027,0.028,0.0,0.028,0.027,385.1,12.421,385.1,12.421,0.997,0.981,0.981,0.963,0.977,0.985,0.007,0.99,0.97,0.878,0.847,0.848,0.818,0.839,0.851,0.014,0.86,0.832,78.575,4.85,1.766,1.372,1.063,1.233,1.591,1.004,1.778,1.063,0.0,22.732,6.827,4.788,1.151,1.763,8.719,6.247,13.921,1.151,81.613,81.61,81.562,81.69,0.124,81.799,81.394
1.668,6.261,0.0,79.462,0.027,0.982,0.0,7.747,7.747,33.835,387.35,387.35,16231.5,0.0,0.845,84.075,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16247,16231.5,16234.5,16207,16221.5,16242.75,13.347,16247,16207,33.835,0.016,7.747,0.191,7.747,0.191,0.0,0.0,0.0,0.0,0.0,0,0,34,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,387.35,9.572,387.35,9.572,0.99,0.982,0.982,0.966,0.98,0.985,0.006,0.99,0.977,0.875,0.845,0.845,0.805,0.839,0.855,0.016,0.875,0.83,79.462,4.953,1.668,1.348,0.881,1.206,1.833,0.908,2.4,0.881,0.0,22.407,6.261,4.956,0.901,2.181,7.737,5.381,10.969,0.901,84.075,84.119,83.975,84.185,0.156,84.317,83.696
1.558,5.286,0.0,60.988,0.027,0.979,0.0,7.961,7.961,34.844,398.05,398.05,16127.1,0.0,0.858,86.553,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16167,16127.1,16126.5,16095,16118.0,16133.25,18.185,16153,16099,34.844,0.015,7.961,0.246,7.961,0.246,0.0,0.0,0.0,0.0,0.0,0,0,35,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,398.05,12.302,398.05,12.302,0.992,0.979,0.978,0.969,0.975,0.984,0.007,0.992,0.969,0.89,0.858,0.855,0.825,0.851,0.866,0.015,0.878,0.84,60.988,2.863,1.558,1.4,0.789,1.11,1.846,0.58,2.863,0.789,0.0,14.147,5.286,5.179,0.797,1.748,6.972,4.019,14.147,0.797,86.553,86.572,86.501,86.631,0.167,86.766,86.37
1.493,4.9,0.0,59.425,0.027,0.983,0.0,8.075,8.075,35.845,403.75,403.75,16018.95,0.0,0.865,88.945,0,0.0,0.0,0,0.0,0.0,0.0,0,0,16049,16018.95,16020.5,15990,16010.0,16025.5,12.82,16038,15990,35.845,0.017,8.075,0.154,8.075,0.154,0.0,0.0,0.0,0.0,0.0,0,0,36,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,403.75,7.693,403.75,7.693,0.99,0.983,0.983,0.971,0.982,0.986,0.005,0.99,0.977,0.898,0.865,0.864,0.828,0.858,0.875,0.015,0.898,0.84,59.425,4.714,1.493,1.182,0.864,0.999,1.562,0.844,2.341,0.864,0.0,21.767,4.9,2.449,0.859,1.06,7.285,5.295,13.53,0.859,88.945,88.961,88.856,89.058,0.128,89.178,88.703
1.416,4.325,0.0,49.8,0.027,0.982,0.0,8.286,8.286,36.834,414.3,414.3,15906.7,0.0,0.873,91.496,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15932,15906.7,15904.5,15890,15896.0,15913.5,12.137,15932,15890,36.834,0.021,8.286,0.227,8.286,0.227,0.0,0.0,0.0,0.0,0.0,0,0,37,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,414.3,11.358,414.3,11.358,0.99,0.982,0.983,0.97,0.979,0.986,0.006,0.99,0.97,0.898,0.873,0.872,0.85,0.865,0.888,0.013,0.898,0.85,49.8,4.759,1.416,1.182,0.846,0.984,1.445,0.841,1.798,0.846,0.0,21.394,4.325,1.936,0.741,0.95,6.15,4.912,10.657,0.741,91.496,91.485,91.393,91.658,0.148,91.705,91.217
1.412,4.761,0.0,63.113,0.027,0.981,0.0,8.485,8.485,37.832,424.25,424.25,15798.5,0.0,0.877,93.958,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15824,15798.5,15801.0,15767,15791.0,15810.0,15.59,15824,15767,37.832,0.017,8.485,0.239,8.485,0.239,0.0,0.0,0.0,0.0,0.0,0,0,38,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,424.25,11.949,424.25,11.949,0.995,0.981,0.982,0.96,0.978,0.986,0.009,0.995,0.966,0.9,0.877,0.879,0.858,0.867,0.888,0.012,0.9,0.858,63.113,2.624,1.412,1.202,0.907,1.096,1.613,0.482,2.24,0.907,0.0,15.336,4.761,4.06,0.866,1.383,6.852,3.922,11.257,0.866,93.958,93.983,93.869,94.039,0.127,94.185,93.728
1.5,4.961,0.0,61.8,0.027,0.982,0.0,8.712,8.712,38.838,435.6,435.6,15690.6,0.0,0.88,96.409,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15714,15690.6,15692.0,15653,15682.5,15700.25,14.469,15714,15670,38.838,0.021,8.712,0.221,8.712,0.221,0.0,0.0,0.0,0.0,0.0,0,0,39,0.028,0.027,0.027,0.027,0.027,0.028,0.0,0.028,0.027,435.6,11.065,435.6,11.065,0.989,0.982,0.983,0.969,0.978,0.987,0.006,0.989,0.969,0.902,0.88,0.881,0.855,0.872,0.888,0.012,0.902,0.855,61.8,2.862,1.5,1.371,0.942,1.047,1.794,0.534,2.862,0.942,0.0,15.208,4.961,3.551,0.929,1.242,8.838,4.113,15.208,0.929,96.409,96.433,96.273,96.53,0.188,96.856,96.076
1.387,4.446,0.0,58.875,0.027,0.982,0.0,8.857,8.857,39.83,442.85,442.85,15582.15,0.0,0.877,98.947,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15608,15582.15,15582.5,15538,15574.0,15599.0,17.926,15608,15538,39.83,0.02,8.857,0.237,8.857,0.237,0.0,0.0,0.0,0.0,0.0,0,0,40,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.028,0.027,442.85,11.829,442.85,11.829,0.989,0.982,0.982,0.973,0.977,0.987,0.005,0.989,0.973,0.908,0.877,0.879,0.842,0.872,0.883,0.015,0.892,0.858,58.875,2.527,1.387,1.166,0.893,1.02,1.573,0.474,1.877,0.893,0.0,14.112,4.446,3.069,0.81,1.257,6.037,3.996,8.649,0.81,98.947,98.966,98.88,99.027,0.109,99.122,98.815
1.452,4.125,0.0,41.613,0.027,0.981,0.0,9.175,9.175,40.837,458.75,458.75,15467.4,0.0,0.89,101.41,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15501,15467.4,15463.0,15449,15460.75,15468.25,14.218,15472,15453,40.837,0.013,9.175,0.227,9.175,0.227,0.0,0.0,0.0,0.0,0.0,0,0,41,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.028,0.027,458.75,11.348,458.75,11.348,0.995,0.981,0.981,0.967,0.977,0.987,0.007,0.995,0.967,0.912,0.89,0.889,0.872,0.879,0.895,0.011,0.912,0.872,41.613,4.252,1.452,1.075,0.856,0.965,1.534,0.819,1.83,0.856,0.0,19.037,4.125,2.261,0.863,1.015,5.336,4.584,11.783,0.863,101.41,101.415,101.348,101.493,0.136,101.611,101.139
1.327,3.848,0.0,45.475,0.027,0.983,0.0,9.348,9.348,41.826,467.4,467.4,15361.1,0.0,0.905,103.918,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15387,15361.1,15359.0,15328,15354.75,15368.0,12.961,15387,15349,41.826,0.016,9.348,0.249,9.348,0.249,0.0,0.0,0.0,0.0,0.0,0,0,42,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.028,0.027,467.4,12.46,467.4,12.46,0.994,0.983,0.983,0.972,0.982,0.985,0.005,0.989,0.978,0.922,0.905,0.908,0.878,0.901,0.915,0.012,0.922,0.882,45.475,4.164,1.327,1.076,0.737,0.967,1.477,0.72,2.035,0.737,0.0,19.924,3.848,1.882,0.668,1.103,4.358,4.454,7.725,0.668,103.918,103.913,103.837,103.976,0.133,104.137,103.669
1.356,4.101,0.0,47.162,0.027,0.983,0.0,9.397,9.397,42.828,469.85,469.85,15255.15,0.0,0.898,106.343,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15286,15255.15,15257.5,15223,15245.0,15267.0,15.755,15286,15223,42.828,0.02,9.397,0.215,9.397,0.215,0.0,0.0,0.0,0.0,0.0,0,0,43,0.028,0.027,0.027,0.026,0.027,0.027,0.0,0.027,0.027,469.85,10.762,469.85,10.762,0.994,0.983,0.983,0.972,0.979,0.987,0.006,0.994,0.972,0.922,0.898,0.895,0.862,0.892,0.906,0.014,0.922,0.878,47.162,3.033,1.356,1.094,0.837,0.953,1.515,0.609,1.772,0.837,0.0,15.489,4.101,1.332,0.828,0.944,6.682,4.522,13.631,0.828,106.343,106.363,106.251,106.438,0.104,106.495,106.149
1.233,3.588,0.0,41.075,0.027,0.985,0.0,9.635,9.635,43.829,481.75,481.75,15139.45,0.0,0.9,108.871,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15170,15139.45,15142.0,15110,15130.0,15147.25,13.912,15170,15110,43.829,0.016,9.635,0.248,9.635,0.248,0.0,0.0,0.0,0.0,0.0,0,0,44,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.028,0.027,481.75,12.377,481.75,12.377,0.992,0.985,0.986,0.97,0.982,0.988,0.005,0.992,0.978,0.922,0.9,0.898,0.88,0.892,0.91,0.011,0.922,0.88,41.075,2.528,1.233,1.06,0.836,0.939,1.177,0.498,1.49,0.836,0.0,15.083,3.588,1.32,0.825,0.968,4.122,4.235,5.256,0.825,108.871,108.897,108.753,109.039,0.161,109.072,108.581
1.397,5.369,0.0,66.5,0.027,0.984,0.0,9.962,9.962,44.836,498.1,498.1,15025.35,0.0,0.91,111.357,0,0.0,0.0,0,0.0,0.0,0.0,0,0,15056,15025.35,15024.0,15003,15016.75,15032.25,12.753,15046,15003,44.836,0.016,9.962,0.215,9.962,0.215,0.0,0.0,0.0,0.0,0.0,0,0,45,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.028,0.027,498.1,10.77,498.1,10.77,0.994,0.984,0.985,0.972,0.979,0.988,0.006,0.994,0.972,0.935,0.91,0.91,0.88,0.902,0.92,0.012,0.935,0.88,66.5,2.641,1.397,1.251,0.767,0.967,1.687,0.518,2.641,0.767,0.0,15.436,5.369,4.63,0.679,0.961,8.768,4.613,15.436,0.679,111.357,111.374,111.279,111.436,0.158,111.65,111.091
1.38,4.627,0.0,54.488,0.027,0.986,0.0,10.053,10.053,45.824,502.65,502.65,14924.15,0.0,0.913,113.783,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14950,14924.15,14923.5,14893,14912.75,14940.25,16.779,14950,14893,45.824,0.021,10.053,0.309,10.053,0.309,0.0,0.0,0.0,0.0,0.0,0,0,46,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.027,0.027,502.65,15.431,502.65,15.431,0.996,0.986,0.984,0.978,0.983,0.99,0.005,0.996,0.978,0.94,0.913,0.915,0.88,0.904,0.923,0.016,0.94,0.88,54.488,3.96,1.38,1.055,0.85,0.916,1.378,0.779,1.59,0.85,0.0,22.218,4.627,1.322,0.849,0.916,7.764,5.549,13.664,0.849,113.783,113.785,113.62,113.923,0.188,114.109,113.468
1.232,3.741,0.0,56.412,0.027,0.985,0.0,10.141,10.141,46.821,507.05,507.05,14819.75,0.0,0.912,116.334,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14847,14819.75,14814.0,14799,14810.5,14830.5,15.192,14847,14799,46.821,0.014,10.141,0.266,10.141,0.266,0.0,0.0,0.0,0.0,0.0,0,0,47,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.027,0.027,507.05,13.287,507.05,13.287,0.992,0.985,0.986,0.975,0.983,0.988,0.004,0.992,0.975,0.942,0.912,0.914,0.878,0.899,0.925,0.017,0.942,0.878,56.412,2.684,1.232,1.102,0.819,0.965,1.325,0.474,1.392,0.819,0.0,12.407,3.741,2.217,0.763,1.16,5.999,3.429,12.407,0.763,116.334,116.339,116.256,116.367,0.128,116.484,116.131
1.448,4.729,0.0,49.425,0.027,0.984,0.0,10.404,10.404,47.835,520.2,520.2,14708.95,0.0,0.925,118.768,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14730,14708.95,14707.0,14684,14698.5,14722.5,14.427,14730,14684,47.835,0.022,10.404,0.239,10.404,0.239,0.0,0.0,0.0,0.0,0.0,0,0,48,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.028,0.027,520.2,11.927,520.2,11.927,0.994,0.984,0.986,0.971,0.982,0.988,0.006,0.994,0.976,0.95,0.925,0.926,0.895,0.914,0.933,0.015,0.95,0.895,49.425,3.559,1.448,1.137,0.823,0.978,1.75,0.698,2.832,0.823,0.0,16.11,4.729,2.522,0.865,1.11,7.807,4.564,16.11,0.865,118.768,118.748,118.618,118.925,0.212,119.1,118.355
1.489,5.589,0.0,66.0,0.027,0.985,0.0,10.483,10.483,48.824,524.15,524.15,14604.3,0.0,0.923,121.223,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14637,14604.3,14604.0,14575,14597.5,14612.25,16.304,14631,14577,48.824,0.023,10.483,0.245,10.483,0.245,0.0,0.0,0.0,0.0,0.0,0,0,49,0.027,0.027,0.027,0.027,0.027,0.027,0.0,0.027,0.027,524.15,12.24,524.15,12.24,0.994,0.985,0.986,0.975,0.982,0.988,0.004,0.994,0.975,0.942,0.923,0.922,0.9,0.914,0.933,0.013,0.942,0.9,66.0,2.8,1.489,1.348,0.782,0.938,1.943,0.602,2.8,0.782,0.0,13.987,5.589,6.232,0.719,1.025,8.326,4.307,13.987,0.719,121.223,121.213,121.13,121.307,0.168,121.472,120.962
1.385,4.466,0.0,56.65,0.027,0.986,0.0,10.764,10.764,49.832,538.2,538.2,14489.95,0.0,0.928,123.76,0,0.0,0.0,0,0.0,0.0,0.0,0,0,14527,14489.95,14490.0,14447,14476.75,14504.75,19.004,14527,14447,49.832,0.026,10.764,0.302,10.764,0.302,0.0,0.0,0.0,0.0,0.0,0,0,50,0.028,0.027,0.027,0.027,0.027,0.027,0.0,0.028,0.027,538.2,15.125,538.2,15.125,0.994,0.986,0.985,0.978,0.982,0.991,0.005,0.994,0.978,0.948,0.928,0.931,0.902,0.917,0.936,0.014,0.948,0.902,56.65,2.791,1.385,1.322,0.843,0.957,1.578,0.491,2.313,0.843,0.0,13.058,4.466,4.84,0.829,1.098,5.592,3.458,10.542,0.829,123.76,123.765,123.624,123.854,0.168,123.934,123.504
